Acronimo,Acronimo_t_1,Acronimo_t_2,Altura,Altura_t_1,Altura_t_2,Anio_t_1,Anio_t_2,Anio_x,Anio_y,Anios_contrato,At_bats,At_bats_2,At_bats_2_t_1,At_bats_2_t_2,At_bats_t_1,At_bats_t_2,Bateos,Bateos_2,Bateos_2_t_1,Bateos_2_t_2,Bateos_t_1,Bateos_t_2,Cantidad_agentes_libres,Cantidad_agentes_libres_t_1,Cantidad_agentes_libres_t_2,Edad,Edad_t_1,Edad_t_2,Equipo,Equipo_anterior,Equipo_t_1,Equipo_t_2,Home_runs,Home_runs_2,Home_runs_2_t_1,Home_runs_2_t_2,Home_runs_t_1,Home_runs_t_2,Juegos,Juegos_2,Juegos_2_t_1,Juegos_2_t_2,Juegos_t_1,Juegos_t_2,Juegos_totales,Juegos_totales_t_1,Juegos_totales_t_2,Jugador,OPS,OPS_2,OPS_2_t_1,OPS_2_t_2,OPS_t_1,OPS_t_2,Pennants_won,Pennants_won_t_1,Pennants_won_t_2,Peso,Peso_t_1,Peso_t_2,Playoffs,Playoffs_t_1,Playoffs_t_2,Porcentaje_bateo,Porcentaje_bateo_2,Porcentaje_bateo_2_t_1,Porcentaje_bateo_2_t_2,Porcentaje_bateo_t_1,Porcentaje_bateo_t_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_2_t_2,Porcetnaje_juegos_t_1,Porcetnaje_juegos_t_2,Posicion,Posicion_t_1,Posicion_t_2,Promedio_victorias,Promedio_victorias_t_1,Promedio_victorias_t_2,RBI,RBI_2,RBI_2_t_1,RBI_2_t_2,RBI_t_1,RBI_t_2,Status,Sueldo,Sueldo_base,Sueldo_base_t_1,Sueldo_base_t_2,Sueldo_regular,Sueldo_regular_t_1,Sueldo_regular_t_2,Sueldo_t_1,Sueldo_t_2,TVS,TVS_2,TVS_2_t_1,TVS_2_t_2,TVS_t_1,TVS_t_2,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t_1,Valor_contrato_total_t_2,Valor_promedio_contrato,Victorias,Victorias_t_1,Victorias_t_2,WAR,WAR_2,WAR_2_t_1,WAR_2_t_2,WAR_t_1,WAR_t_2,WS_ganadas,WS_ganadas_t_1,WS_ganadas_t_2,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
SF,BOS,BOS,0.0,0.0,0.0,7,8,2018,6,2,553,305809,218089,230400,467,480,159,25281,21316,16129,146,127,8,1,3,29,30,31,San Francisco Giants,BOS,Boston Red Sox,Boston Red Sox,16,256,144,100,12,10,141,19881,12996,16129,114,127,161,162,162,Eduardo Nunez,0.761,0.579121,0.6416010000000001,0.45832900000000004,0.801,0.677,23,13,14,195,195,195,26,23,24,0.288,0.08294399999999999,0.097969,0.07022500000000001,0.313,0.265,0.87,0.7569,0.49561599999999995,0.6146560000000001,0.704,0.784,SS,SS,2B,0.5341614906832298,0.5740740740740741,0.6666666666666666,67,4489,3364,1936,58,44,UFA,1475000,1475000,4200000,4000000,934973,1560668,4000000,4200000,4000000,74.1,5490.8099999999995,3547.3936000000003,195.4404,59.56,13.98,8000000,251000000,5500000,131000000,4000000,86,93,108,1.6,2.5600000000000005,0.8835999999999999,1.2544000000000002,0.94,-1.12,8,8,9,14.204168547756057,14.204168547756057,13.748272930848527
KC,KC,SD,6.4,6.4,6.4,7,8,2018,6,8,605,366025,363609,375769,603,613,161,25921,36864,24025,192,155,10,4,3,26,27,28,Kansas City Royals,KC,Kansas City Royals,San Diego Padres,25,625,625,324,25,18,158,24964,26244,24649,162,157,161,162,162,Eric Hosmer,0.761,0.579121,0.7779240000000001,0.5184,0.882,0.72,4,4,2,226,226,226,9,9,5,0.266,0.07075600000000001,0.101124,0.064009,0.318,0.253,0.975,0.9506249999999999,1.0,0.9389609999999999,1.0,0.969,1B,1B,1B,0.5031055900621118,0.4938271604938271,0.4074074074074074,104,10816,8836,4761,94,69,UFA,8350000,8250000,12250000,20000000,8350000,12250000,21000000,12250000,21000000,47.81,2285.7961,5464.1664,289.34010000000006,73.92,17.01,144000000,186750000,43800000,149500000,18000000,81,80,66,1.21,1.4641,16.4025,2.0736,4.05,1.44,2,2,0,15.937772096827038,15.925723758310864,15.937772096827038
LAD,WSH,WSH,0.0,0.0,0.0,7,8,2018,6,2,487,237169,93025,23104,305,152,124,15376,9216,2116,96,46,8,4,5,32,33,34,Los Angeles Dodgers,WSH,Washington Nationals,Washington Nationals,8,64,81,16,9,4,146,21316,8281,1600,91,40,161,163,162,Howie Kendrick,0.691,0.47748099999999993,0.712336,0.6480250000000001,0.844,0.805,25,1,1,220,220,220,30,5,5,0.255,0.065025,0.09922500000000001,0.091809,0.315,0.303,0.901,0.811801,0.31584400000000007,0.061009,0.562,0.247,LF,LF,LF,0.5652173913043478,0.5950920245398773,0.5061728395061729,40,1600,1681,144,41,12,UFA,10000000,10000000,10000000,3000000,10000000,3551912,3000000,10000000,3000000,15.27,233.1729,0.0,0.0,0.0,0.0,7000000,79750000,10400000,23300000,3500000,91,97,82,0.31,0.0961,1.6384,0.0484,1.28,-0.22,6,0,0,16.11809565095832,16.11809565095832,16.11809565095832
TEX,COL,COL,6.3,6.3,6.3,7,8,2017,6,5,625,390625,114921,308025,339,555,178,31684,8649,17161,93,131,10,4,5,30,31,32,Texas Rangers,TEX,Colorado Rockies,Colorado Rockies,22,484,49,484,7,22,156,24336,9025,25600,95,160,161,162,163,Ian Desmond,0.782,0.6115240000000001,0.4914009999999999,0.5314409999999999,0.701,0.729,2,1,1,220,220,220,8,4,5,0.285,0.08122499999999999,0.07507600000000002,0.055695999999999996,0.274,0.236,0.963,0.9273689999999999,0.343396,0.964324,0.586,0.982,LF,LF,1B,0.5900621118012422,0.5370370370370371,0.558282208588957,86,7396,1600,7744,40,88,UFA,8000000,8000000,8000000,22000000,8000000,8000000,22000000,8000000,22000000,68.85,4740.322499999999,0.0,377.5249,0.0,19.43,70000000,20165000,97250000,122500000,14000000,95,87,91,2.21,4.8841,0.9216,0.010000000000000002,-0.96,-0.1,0,0,0,15.89495209964411,15.89495209964411,15.89495209964411
KC,KC,KC,6.0,6.0,6.0,7,8,2016,6,5,3,9,9,4,3,2,0,0,1,1,1,1,10,4,6,31,32,33,Kansas City Royals,SD,Kansas City Royals,Kansas City Royals,0,0,0,0,0,0,33,1089,900,484,30,22,161,162,162,Ian Kennedy,0.0,0.0,0.693889,1.0,0.833,1.0,4,4,4,205,205,205,9,9,9,0.0,0.0,0.11088900000000002,0.25,0.333,0.5,0.204,0.04161599999999999,0.034225,0.018496000000000002,0.185,0.136,SP,SP,SP,0.5031055900621118,0.4938271604938271,0.4938271604938271,0,0,0,0,0,0,UFA,7500000,7500000,13500000,16000000,7500000,13500000,16000000,13500000,16000000,54.05,2921.4024999999997,119.4649,188.5129,10.93,13.73,70000000,186750000,43800000,16775000,14000000,81,80,80,3.9,15.209999999999999,0.24009999999999998,0.24009999999999998,0.49,0.49,2,2,2,15.830413578506539,15.830413578506539,15.830413578506539
TOR,TOR,NYY,6.5,6.5,6.5,7,8,2016,6,3,7,49,4,36,2,6,2,4,0,4,0,2,13,6,2,33,34,35,Toronto Blue Jays,PIT,Toronto Blue Jays,New York Yankees,0,0,0,0,0,0,32,1024,625,961,25,31,161,162,162,J.A. Happ,0.571,0.32604099999999997,0.0,0.580644,0.0,0.762,2,2,40,205,205,205,7,7,54,0.286,0.08179599999999998,0.0,0.11088900000000002,0.0,0.333,0.198,0.039204,0.023716,0.036481,0.154,0.191,SP,SP,SP,0.546583850931677,0.4691358024691358,0.6172839506172839,0,0,0,0,0,0,UFA,10000000,10000000,13000000,13000000,10000000,13000000,4612872,13000000,13000000,86.31,7449.4161,4851.1225,3245.5809,69.65,56.97,36000000,65800000,70000000,14000000,12000000,88,76,100,4.5,20.25,13.1044,1.3923999999999999,3.62,1.18,2,2,27,16.11809565095832,16.11809565095832,16.11809565095832
DET,ARI,BOS,6.3,6.3,6.3,7,8,2018,6,5,460,211600,186624,323761,432,569,141,19881,17161,35344,131,188,11,5,3,28,29,30,Detroit Tigers,ARI,Arizona Diamondbacks,Boston Red Sox,22,484,2025,1849,45,43,120,14400,14161,22500,119,150,160,162,162,J.D. Martinez,0.908,0.8244640000000001,1.1363560000000001,1.0629609999999998,1.066,1.031,11,1,14,230,230,230,16,6,24,0.307,0.094249,0.091809,0.10890000000000001,0.303,0.33,0.745,0.555025,0.540225,0.8574760000000001,0.735,0.926,DH,DH,DH,0.5375,0.5740740740740741,0.6666666666666666,68,4624,10816,16900,104,130,UFA,6750000,6750000,11750000,23750000,6750000,4879808,23750000,11750000,23750000,77.18,5956.752400000001,9337.356899999999,9348.9561,96.63,96.69,110000000,272257500,9750000,131000000,22000000,86,93,108,1.72,2.9583999999999997,6.604899999999999,40.5769,2.57,6.37,4,1,9,15.725053062848712,15.725053062848712,15.725053062848712
STL,NYY,CHC,6.2,6.2,6.2,7,8,2018,6,1,41,1681,1089,16,33,4,7,49,25,0,5,0,5,3,7,29,30,31,St. Louis Cardinals,NYY,New York Yankees,Chicago Cubs,0,0,1,0,1,0,32,1024,729,1089,27,33,161,162,163,Jaime Garcia,0.375,0.140625,0.201601,0.0,0.449,0.0,23,40,17,215,215,215,28,53,20,0.171,0.029241000000000003,0.023104,0.0,0.152,0.0,0.198,0.039204,0.027889000000000004,0.041209,0.167,0.203,SP,SP,RP,0.5279503105590062,0.5617283950617284,0.5828220858895705,4,16,49,0,7,0,UFA,11500000,11500000,12000000,545000,11500000,187072,79110,12000000,545000,28.09,789.0481,2065.7025000000003,0.0,45.45,0.0,10000000,94000000,102500000,215545000,10000000,85,91,95,0.62,0.3844,1.3923999999999999,0.24009999999999998,1.18,-0.49,11,27,3,16.25785759333348,16.25785759333348,16.25785759333348
CHC,CHC,PHI,6.4,6.4,6.4,7,8,2018,6,3,65,4225,3721,2025,61,45,17,289,64,36,8,6,15,3,4,30,31,32,Chicago Cubs,CHC,Chicago Cubs,Philadelphia Phillies,2,4,1,1,1,1,31,961,1024,961,32,31,160,162,162,Jake Arrieta,0.72,0.5184,0.128164,0.150544,0.358,0.388,17,17,7,230,230,230,18,19,14,0.262,0.06864400000000001,0.017161000000000003,0.017689000000000003,0.131,0.133,0.191,0.036481,0.039204,0.036481,0.198,0.191,SP,SP,SP,0.6375,0.5679012345679012,0.4938271604938271,7,49,25,9,5,3,UFA,10700000,10700000,15637500,30000000,10700000,15637500,30000000,15637500,30000000,95.14,9051.6196,2647.1025000000004,1051.7049,51.45,32.43,75000000,291277500,16000000,169200000,25000000,102,92,80,3.71,13.7641,3.5721,8.7616,1.89,2.96,3,3,2,16.185754299432134,16.185754299432134,16.185754299432134
KC,SEA,ARI,5.9,5.9,5.9,7,8,2018,6,2,299,89401,119716,42436,346,206,83,6889,7569,1521,87,39,10,2,2,31,32,33,Kansas City Royals,SEA,Seattle Mariners,Arizona Diamondbacks,1,1,25,4,5,2,107,11449,12321,4489,111,67,161,162,162,Jarrod Dyson,0.728,0.529984,0.45427600000000007,0.29052100000000003,0.674,0.539,4,0,1,165,165,165,9,4,6,0.278,0.07728400000000002,0.063001,0.035721,0.251,0.189,0.661,0.43692100000000006,0.46922500000000006,0.171396,0.685,0.414,RF,RF,RF,0.5031055900621118,0.4814814814814814,0.5061728395061729,25,625,900,144,30,12,UFA,1725000,1725000,2800000,3500000,1725000,2800000,3750000,2800000,3750000,67.55,4563.0025,2393.1664,0.0,48.92,0.0,7500000,186750000,11535000,15750000,3750000,81,78,82,2.86,8.179599999999999,7.398400000000001,0.0144,2.72,0.12,2,0,1,14.360737608447597,14.360737608447597,14.360737608447597
HOU,MIN,MIN,6.3,6.3,6.3,7,8,2017,6,3,329,108241,126736,3969,356,63,69,4761,7396,81,86,9,3,2,6,29,30,31,Houston Astros,HOU,Minnesota Twins,Minnesota Twins,11,121,100,1,10,1,113,12769,12100,361,110,19,161,162,162,Jason Castro,0.684,0.46785600000000005,0.5184,0.245025,0.72,0.495,1,6,6,215,215,215,10,15,15,0.21,0.04409999999999999,0.058564,0.020448999999999995,0.242,0.143,0.698,0.4872039999999999,0.4610410000000001,0.013689000000000002,0.679,0.117,C,C,C,0.5217391304347826,0.5246913580246914,0.4814814814814814,32,1024,2209,9,47,3,UFA,5000000,5000000,8500000,8000000,5000000,8500000,8000000,8500000,8000000,22.8,519.84,1045.8756000000003,0.0,32.34,0.0,24500000,26000000,26550000,52250000,8166667,84,85,78,0.97,0.9409,6.6564000000000005,0.016900000000000002,2.58,-0.13,0,3,3,15.424948470398375,15.424948470398375,15.424948470398375
CHC,KC,KC,6.6,6.6,6.6,7,8,2017,6,2,65,4225,64,9,8,3,16,256,0,0,0,0,15,4,6,33,34,35,Chicago Cubs,CHC,Kansas City Royals,Kansas City Royals,0,0,0,0,0,0,35,1225,1024,1600,32,40,160,162,162,Jason Hammel,0.55,0.30250000000000005,0.0,0.0,0.0,0.0,17,4,4,225,225,225,18,9,9,0.246,0.060516,0.0,0.0,0.0,0.0,0.216,0.046655999999999996,0.039204,0.061009,0.198,0.247,SP,SP,RP,0.6375,0.4938271604938271,0.4938271604938271,7,49,0,0,0,0,UFA,9000000,9000000,5000000,9000000,9000000,5000000,9000000,5000000,9000000,47.19,2226.8961,1036.1961,0.0,32.19,0.0,16000000,291277500,43800000,16775000,8000000,102,80,80,1.34,1.7956000000000003,1.9880999999999998,2.5281000000000002,1.41,-1.59,3,2,2,16.012735135300492,16.012735135300492,16.012735135300492
CHC,CHC,CHC,6.5,6.5,6.5,7,8,2016,6,8,530,280900,186624,193600,432,440,122,14884,12544,14161,112,119,15,3,7,26,27,28,Chicago Cubs,STL,Chicago Cubs,Chicago Cubs,7,49,121,64,11,8,142,20164,15876,16384,126,128,160,162,163,Jason Heyward,0.631,0.398161,0.5112249999999999,0.534361,0.715,0.731,17,17,17,240,240,240,18,19,20,0.23,0.0529,0.067081,0.073441,0.259,0.271,0.877,0.769129,0.605284,0.616225,0.778,0.785,RF,RF,RF,0.6375,0.5679012345679012,0.5828220858895705,49,2401,3481,3249,59,57,UFA,21666666,15000000,21500000,21500000,21666666,28166666,28166667,28166666,28166667,4.18,17.472399999999997,84.0889,78.85440000000001,9.17,8.88,184000000,291277500,16000000,215545000,23000000,102,92,95,1.28,1.6384,5.2441,2.5921000000000003,2.29,1.61,3,3,3,16.89128550842257,16.523560759066484,16.89128550842257
MIA,ARI,ARI,6.0,6.0,6.0,7,8,2017,6,2,127,16129,34596,38025,186,195,30,900,1600,1521,40,39,10,5,2,33,34,35,Miami Marlins,MIA,Arizona Diamondbacks,Arizona Diamondbacks,2,4,4,1,2,1,41,1681,3600,4761,60,69,160,162,162,Jeff Mathis,0.596,0.355216,0.36,0.29593600000000003,0.6,0.544,2,1,1,205,205,205,2,6,6,0.236,0.055695999999999996,0.046224999999999995,0.04000000000000001,0.215,0.2,0.255,0.065025,0.1369,0.181476,0.37,0.426,C,C,C,0.49375,0.5740740740740741,0.5061728395061729,15,225,121,400,11,20,UFA,1500000,1500000,2000000,2000000,1500000,2000000,2000000,2000000,2000000,0.0,0.0,0.0,0.0,0.0,0.0,4000000,84707500,9750000,15750000,2000000,79,93,82,0.42,0.17639999999999997,0.31360000000000005,0.028900000000000006,-0.56,0.17,2,1,1,14.22097566607244,14.22097566607244,14.22097566607244
SF,SF,SF,0.0,0.0,0.0,7,8,2016,6,5,64,4096,4096,100,64,10,10,100,36,1,6,1,8,3,2,31,32,33,San Francisco Giants,CHW,San Francisco Giants,San Francisco Giants,0,0,1,0,1,0,34,1156,1225,100,35,10,161,162,162,Jeff Samardzija,0.399,0.159201,0.07075600000000001,0.04000000000000001,0.266,0.2,23,23,23,240,240,240,26,26,26,0.156,0.024336,0.008836,0.010000000000000002,0.094,0.1,0.21,0.04409999999999999,0.046655999999999996,0.0038439999999999998,0.216,0.062,SP,SP,SP,0.5341614906832298,0.3950617283950617,0.4506172839506173,9,81,4,0,2,0,UFA,10800000,9000000,18000000,18000000,10800000,19800000,19800000,19800000,19800000,53.19,2829.1760999999997,1824.1441,0.0,42.71,0.0,90000000,251000000,65250000,11500000,18000000,86,64,73,2.65,7.0225,6.4516,0.43560000000000004,2.54,-0.66,8,8,8,16.195056692094447,16.012735135300492,16.195056692094447
LAA,SD,MIL,6.3,6.3,6.3,7,8,2018,6,2,10,100,2916,3136,54,56,3,9,144,81,12,9,9,4,5,28,29,30,Los Angeles Angels,SD,San Diego Padres,Milwaukee Brewers,0,0,0,0,0,0,34,1156,1156,1296,34,36,161,162,163,Jhoulys Chacin,0.6,0.36,0.23136099999999998,0.145924,0.481,0.382,1,2,1,215,215,215,10,5,5,0.3,0.09,0.049284,0.025921000000000003,0.222,0.161,0.211,0.044521,0.04409999999999999,0.048841,0.21,0.221,SP,SP,SP,0.453416149068323,0.4382716049382716,0.588957055214724,1,1,16,1,4,1,UFA,1100000,1100000,1750000,8000000,877593,1750000,8750000,1750000,8750000,26.64,709.6896,6353.684099999999,4904.2009,79.71,70.03,15500000,12525000,8250000,103750000,7750000,73,71,96,-0.03,0.0009,6.4516,3.9204,2.54,1.98,1,0,0,13.9108207377686,13.9108207377686,13.68493821161235
CHC,CHC,CHC,6.4,6.4,6.4,7,8,2015,6,6,59,3481,2916,3481,54,59,6,36,64,49,8,7,15,3,7,32,33,34,Chicago Cubs,OAK,Chicago Cubs,Chicago Cubs,0,0,1,1,1,1,33,1089,1024,1156,32,34,160,162,163,Jon Lester,0.337,0.11356900000000002,0.21436900000000003,0.08294399999999999,0.463,0.288,17,17,17,240,240,240,18,19,20,0.102,0.010403999999999998,0.021903999999999996,0.014160999999999998,0.148,0.119,0.204,0.04161599999999999,0.039204,0.043681,0.198,0.209,SP,SP,SP,0.6375,0.5679012345679012,0.5828220858895705,6,36,36,81,6,9,UFA,25000000,20000000,20000000,22500000,25000000,25000000,27500000,25000000,27500000,89.34,7981.6356000000005,472.6275999999999,1894.8609000000001,21.74,43.53,155000000,291277500,16000000,215545000,25833333,102,92,95,5.59,31.248099999999997,0.5041,11.4921,0.71,3.39,3,3,3,17.034386382832476,16.811242831518264,17.034386382832476
TEX,COL,OAK,6.0,6.0,6.0,7,8,2018,6,1,490,240100,178929,172225,423,415,143,20449,12544,10000,112,100,10,4,3,30,31,32,Texas Rangers,COL,Colorado Rockies,Oakland Athletics,24,576,36,16,6,4,142,20164,15129,15876,123,126,161,162,162,Jonathan Lucroy,0.855,0.7310249999999999,0.512656,0.380689,0.716,0.617,2,1,15,200,200,200,8,4,27,0.292,0.08526399999999999,0.07022500000000001,0.058080999999999994,0.265,0.241,0.877,0.769129,0.5760810000000001,0.605284,0.759,0.778,C,C,C,0.5900621118012422,0.5370370370370371,0.5987654320987654,81,6561,1600,2601,40,51,UFA,4375000,4250000,5250000,6500000,1463114,1836096,6500000,5250000,6500000,78.19,6113.6761,880.3089000000001,35.28360000000001,29.67,5.94,6500000,20165000,97250000,18000000,6500000,95,87,97,2.32,5.3824,0.7569,0.4760999999999999,0.87,-0.69,0,0,9,15.291417077773852,15.2624295409006,14.196077599044417
COL,SD,MIL,6.5,6.5,6.5,7,8,2018,6,1,8,64,169,225,13,15,0,0,9,0,3,0,3,4,5,25,26,27,Colorado Rockies,SD,San Diego Padres,Milwaukee Brewers,0,0,0,0,0,0,40,1600,1444,1369,38,37,161,162,163,Jordan Lyles,0.0,0.0,0.266256,0.027889000000000004,0.516,0.167,1,2,1,230,230,230,3,5,5,0.0,0.0,0.053361000000000006,0.0,0.231,0.0,0.247,0.061009,0.055224999999999996,0.051529000000000005,0.235,0.227,SP,SP,SP,0.4658385093167702,0.4382716049382716,0.588957055214724,0,0,9,1,3,1,UFA,2975000,2975000,535000,750000,2975000,90613,229824,535000,750000,3.52,12.3904,6.5536,812.25,2.56,28.5,1000000,43500000,8250000,103750000,1000000,75,71,96,-0.9,0.81,0.22089999999999999,0.04000000000000001,-0.47,0.2,0,0,0,14.905754596961867,14.905754596961867,14.905754596961867
DET,DET,DET,6.2,6.2,6.2,7,8,2016,6,5,4,16,36,4,6,2,1,1,1,0,1,0,11,1,3,30,31,32,Detroit Tigers,WSH,Detroit Tigers,Detroit Tigers,0,0,0,0,0,0,19,361,841,625,29,25,160,162,162,Jordan Zimmermann,0.5,0.25,0.11088900000000002,0.0,0.333,0.0,11,11,11,225,225,225,16,16,16,0.25,0.0625,0.027889000000000004,0.0,0.167,0.0,0.118,0.013923999999999999,0.032041,0.023716,0.179,0.154,SP,SP,SP,0.5375,0.3950617283950617,0.3950617283950617,0,0,0,0,0,0,UFA,18000000,18000000,18000000,24000000,18000000,18000000,24000000,18000000,24000000,8.57,73.4449,9.1204,69.5556,3.02,8.34,110000000,272257500,2000000,11750000,22000000,86,64,64,0.39,0.1521,0.11560000000000002,0.3844,0.34,0.62,4,4,4,16.70588231586044,16.70588231586044,16.70588231586044
TOR,TOR,PHI,6.0,6.0,6.0,7,8,2018,6,1,423,178929,344569,105625,587,325,99,9801,14400,4356,120,66,13,6,4,35,36,37,Toronto Blue Jays,ATL,Toronto Blue Jays,Philadelphia Phillies,22,484,529,169,23,13,116,13456,24649,14884,157,122,161,162,162,Jose Bautista,0.817,0.6674889999999999,0.45832900000000004,0.5285289999999999,0.677,0.727,2,2,7,205,205,205,7,7,14,0.234,0.054756000000000006,0.04161599999999999,0.041209,0.204,0.203,0.716,0.512656,0.9389609999999999,0.567009,0.969,0.753,RF,RF,RF,0.546583850931677,0.4691358024691358,0.4938271604938271,69,4761,4225,2304,65,48,UFA,14000000,14000000,18000000,545000,14000000,18000000,99620,18000000,545000,58.84,3462.1456000000003,24.900100000000002,1507.7688999999998,4.99,38.83,545000,65800000,70000000,169200000,545000,88,76,80,1.2,1.44,1.0,0.12249999999999998,-1.0,-0.35,2,2,2,16.454567887579532,16.454567887579532,16.454567887579532
NYM,NYM,NYM,0.0,0.0,0.0,7,8,2018,6,1,255,65025,251001,51984,501,228,68,4624,15129,1849,123,43,9,2,8,33,34,35,New York Mets,NYM,New York Mets,New York Mets,8,64,225,16,15,4,60,3600,21025,12100,145,110,161,162,162,Jose Reyes,0.769,0.591361,0.529984,0.3364,0.728,0.58,5,5,5,195,195,195,9,9,9,0.267,0.071289,0.060516,0.035721,0.246,0.189,0.37,0.1369,0.801025,0.4610410000000001,0.895,0.679,3B,3B,3B,0.5403726708074534,0.4320987654320987,0.4753086419753086,24,576,3364,256,58,16,UFA,507500,507500,535000,2000000,249570,535000,2000000,535000,2000000,0.0,0.0,1635.3935999999999,20.5209,40.44,4.53,2000000,48757500,116500000,89635000,2000000,87,70,77,0.56,0.31360000000000005,0.39690000000000003,0.6400000000000001,-0.63,-0.8,2,2,2,13.137251989898079,13.137251989898079,12.427494715946043
LAD,HOU,HOU,6.2,6.2,6.2,7,8,2017,6,4,398,158404,227529,187489,477,433,112,12544,22500,11025,150,105,8,3,2,29,30,31,Los Angeles Dodgers,LAD,Houston Astros,Houston Astros,10,100,169,289,13,17,115,13225,17956,18225,134,135,161,162,162,Josh Reddick,0.749,0.561001,0.717409,0.515524,0.847,0.718,25,2,2,197,197,197,30,11,12,0.281,0.07896100000000002,0.09922500000000001,0.059049,0.315,0.243,0.71,0.5041,0.6839289999999999,0.693889,0.827,0.833,RF,RF,RF,0.5652173913043478,0.6234567901234568,0.6358024691358025,37,1369,6724,2209,82,47,UFA,6575000,6575000,13000000,13000000,2263524,13000000,13000000,13000000,13000000,28.77,827.7129,4416.931599999999,487.5263999999999,66.46,22.08,52000000,79750000,82000000,23500000,13000000,91,101,103,0.15,0.0225,18.49,3.0976,4.3,1.76,6,1,1,15.698785136028102,15.698785136028102,14.632433448850314
DET,LAA,LAA,6.1,6.1,6.1,7,8,2016,6,6,570,324900,310249,284089,557,533,140,19600,23104,18769,152,137,11,4,3,28,29,30,Detroit Tigers,SD,Los Angeles Angels,Los Angeles Angels,31,961,1225,900,35,30,153,23409,23104,21316,152,146,160,162,162,Justin Upton,0.775,0.6006250000000001,0.811801,0.6528640000000001,0.901,0.808,11,1,1,215,215,215,16,10,10,0.246,0.060516,0.07452900000000001,0.066049,0.273,0.257,0.95,0.9025,0.8798439999999998,0.811801,0.938,0.901,LF,LF,LF,0.5375,0.4938271604938271,0.4938271604938271,87,7569,11881,7225,109,85,UFA,22125000,22125000,22125000,16000000,22125000,3000000,16000000,22125000,16000000,25.26,638.0676000000001,5852.25,2331.9240999999997,76.5,48.29,132750000,272257500,24750000,42800000,22125000,86,80,80,1.85,3.4225000000000003,26.832399999999996,14.44,5.18,3.8,4,1,1,16.91221874885827,16.91221874885827,16.91221874885827
KC,TOR,TOR,6.1,6.1,6.1,7,8,2017,6,3,558,311364,310249,170569,557,413,147,21609,19321,10609,139,103,10,6,3,33,34,35,Kansas City Royals,KC,Toronto Blue Jays,Toronto Blue Jays,30,900,784,441,28,21,154,23716,22500,16900,150,130,161,162,162,Kendrys Morales,0.795,0.6320250000000001,0.567009,0.591361,0.753,0.769,4,2,2,225,225,225,9,7,7,0.263,0.06916900000000001,0.0625,0.062001,0.25,0.249,0.951,0.9044009999999999,0.8574760000000001,0.6448090000000001,0.926,0.803,DH,DH,DH,0.5031055900621118,0.4691358024691358,0.4506172839506173,93,8649,7225,3249,85,57,UFA,9650000,9000000,10000000,11000000,9650000,10000000,11000000,10000000,11000000,44.28,1960.7184000000002,388.87839999999994,705.9649000000001,19.72,26.57,33000000,186750000,70000000,17000000,11000000,81,76,73,1.03,1.0609,0.0256,0.6400000000000001,-0.16,0.8,2,2,2,16.082468473315167,16.012735135300492,16.082468473315167
TB,TB,MIN,6.3,6.3,6.3,7,8,2018,6,1,353,124609,262144,101124,512,318,84,7056,15876,3481,126,59,4,5,6,28,29,30,Tampa Bay Rays,TB,Tampa Bay Rays,Minnesota Twins,15,225,1444,225,38,15,107,11449,22201,9025,149,95,161,162,162,Logan Morrison,0.741,0.549081,0.753424,0.41473600000000005,0.868,0.644,1,1,6,245,245,245,4,4,15,0.238,0.05664399999999999,0.060516,0.034596,0.246,0.186,0.661,0.43692100000000006,0.8464,0.343396,0.92,0.586,DH,DH,DH,0.4161490683229814,0.4938271604938271,0.4814814814814814,43,1849,7225,1521,85,39,UFA,4200000,4200000,2500000,5500000,4200000,2750000,5500000,2750000,5500000,36.43,1327.1449,7458.0496,0.0,86.36,0.0,6500000,5275000,21700000,52250000,6500000,67,80,78,0.46,0.2116,13.395600000000002,0.0961,3.66,-0.31,0,0,3,15.250595083253597,15.250595083253597,15.250595083253597
KC,KC,MIL,6.2,6.2,6.2,7,8,2018,6,5,397,157609,341056,290521,584,539,115,13225,31329,27556,177,166,10,4,5,30,31,32,Kansas City Royals,KC,Kansas City Royals,Milwaukee Brewers,9,81,225,100,15,10,103,10609,24025,20164,155,142,161,162,163,Lorenzo Cain,0.752,0.565504,0.6544810000000001,0.6609689999999999,0.809,0.813,4,4,1,214,214,214,9,9,5,0.29,0.0841,0.091809,0.094864,0.303,0.308,0.636,0.404496,0.9158489999999999,0.758641,0.957,0.871,CF,CF,CF,0.5031055900621118,0.4938271604938271,0.588957055214724,56,3136,2500,1444,50,38,UFA,6500000,6500000,11000000,14000000,6500000,11000000,14300000,11000000,14300000,57.83,3344.3089,6090.241600000001,7071.128100000001,78.04,84.09,80000000,186750000,43800000,103750000,16000000,81,80,96,2.98,8.8804,30.25,47.0596,5.5,6.86,2,2,0,15.687312734865866,15.687312734865866,15.687312734865866
