Acronimo,Acronimo_t_1,Acronimo_t_2,Altura,Altura_t_1,Altura_t_2,Anio_t_1,Anio_t_2,Anio_x,Anio_y,Anios_contrato,At_bats,At_bats_2,At_bats_2_t_1,At_bats_2_t_2,At_bats_t_1,At_bats_t_2,Bateos,Bateos_2,Bateos_2_t_1,Bateos_2_t_2,Bateos_t_1,Bateos_t_2,Cantidad_agentes_libres,Cantidad_agentes_libres_t_1,Cantidad_agentes_libres_t_2,Edad,Edad_t_1,Edad_t_2,Equipo,Equipo_anterior,Equipo_t_1,Equipo_t_2,Home_runs,Home_runs_2,Home_runs_2_t_1,Home_runs_2_t_2,Home_runs_t_1,Home_runs_t_2,Juegos,Juegos_2,Juegos_2_t_1,Juegos_2_t_2,Juegos_t_1,Juegos_t_2,Juegos_totales,Juegos_totales_t_1,Juegos_totales_t_2,Jugador,OPS,OPS_2,OPS_2_t_1,OPS_2_t_2,OPS_t_1,OPS_t_2,Pennants_won,Pennants_won_t_1,Pennants_won_t_2,Peso,Peso_t_1,Peso_t_2,Playoffs,Playoffs_t_1,Playoffs_t_2,Porcentaje_bateo,Porcentaje_bateo_2,Porcentaje_bateo_2_t_1,Porcentaje_bateo_2_t_2,Porcentaje_bateo_t_1,Porcentaje_bateo_t_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_2_t_2,Porcetnaje_juegos_t_1,Porcetnaje_juegos_t_2,Posicion,Posicion_t_1,Posicion_t_2,Promedio_victorias,Promedio_victorias_t_1,Promedio_victorias_t_2,RBI,RBI_2,RBI_2_t_1,RBI_2_t_2,RBI_t_1,RBI_t_2,Status,Sueldo,Sueldo_base,Sueldo_base_t_1,Sueldo_base_t_2,Sueldo_regular,Sueldo_regular_t_1,Sueldo_regular_t_2,Sueldo_t_1,Sueldo_t_2,TVS,TVS_2,TVS_2_t_1,TVS_2_t_2,TVS_t_1,TVS_t_2,Valor_contrato,Valor_contrato_total,Valor_contrato_total_t_1,Valor_contrato_total_t_2,Valor_promedio_contrato,Victorias,Victorias_t_1,Victorias_t_2,WAR,WAR_2,WAR_2_t_1,WAR_2_t_2,WAR_t_1,WAR_t_2,WS_ganadas,WS_ganadas_t_1,WS_ganadas_t_2,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
LAD,LAD,ATL,6.1,6.1,6.1,10,11,2021,9,1,450,202500,14641,302500,121,550,112,12544,529,15876,23,126,3,4,6,27,28,29,Los Angeles Dodgers,LAD,Los Angeles Dodgers,Atlanta Braves,36,1296,49,625,7,25,149,22201,1849,32400,43,180,161,59,161,Joc Pederson,0.876,0.767376,0.4637610000000001,0.527076,0.681,0.726,25,25,18,220,220,220,33,34,27,0.249,0.062001,0.0361,0.052441,0.19,0.229,0.92,0.8464,0.5140889999999999,0.664225,0.717,0.815,LF,LF,LF,0.6521739130434783,0.711864406779661,0.546583850931677,74,5476,256,5929,16,77,UFA,5000000,5000000,7750000,4500000,5000000,2870370,1935520,7750000,4500000,73.8,5446.44,312.5824,1447.8024999999998,17.68,38.05,7000000,85000000,15813500,94240000,7000000,105,42,88,3.27,10.6929,0.18489999999999998,0.5328999999999999,-0.43,-0.73,6,7,4,15.424948470398375,15.424948470398375,15.424948470398375
MIN,DET,DET,6.1,6.1,6.1,10,11,2021,9,1,433,187489,26244,616225,162,785,111,12321,2025,47524,45,218,4,5,5,27,28,29,Minnesota Twins,DET,Detroit Tigers,Detroit Tigers,23,529,64,900,8,30,122,14884,1936,40000,44,200,162,57,162,Jonathan Schoop,0.777,0.6037290000000001,0.6384010000000001,0.583696,0.799,0.764,6,11,11,225,225,225,16,16,16,0.256,0.065536,0.07728400000000002,0.07728400000000002,0.278,0.278,0.753,0.567009,0.5760810000000001,0.826281,0.759,0.909,2B,2B,2B,0.6234567901234568,0.4035087719298245,0.4753086419753086,59,3481,529,11449,23,107,UFA,7500000,7500000,6100000,4500000,7500000,2259259,4500000,6100000,4500000,37.44,1401.7535999999998,3783.4800999999998,11532.6121,61.51,107.39,4500000,46800000,19350000,21500000,4500000,101,23,77,1.63,2.6569,0.9216,9.1809,0.96,3.03,3,4,4,15.830413578506539,15.830413578506539,15.830413578506539
BAL,TOR,NYM,6.1,6.1,6.1,10,11,2021,9,1,642,412164,34225,408321,185,639,176,30976,1849,24336,43,156,1,3,9,28,29,29,Baltimore Orioles,TOR,Toronto Blue Jays,New York Mets,24,576,4,400,2,20,162,26244,2704,37636,52,194,161,61,162,Jonathan Villar,0.791,0.625681,0.351649,0.48441599999999996,0.593,0.696,7,2,5,215,215,215,14,8,9,0.274,0.07507600000000002,0.053824000000000004,0.059536,0.232,0.244,1.0,1.0,0.7516889999999999,0.763876,0.867,0.874,2B,CF,CF,0.3354037267080745,0.5245901639344263,0.4753086419753086,73,5329,225,3249,15,57,UFA,4825000,4825000,8200000,3550000,4825000,1269212,3550000,8200000,3550000,83.23,6927.232900000001,412.09000000000003,4147.360000000001,20.3,64.4,3550000,800000,108000000,94150000,3550000,54,32,77,3.98,15.8404,0.0009,2.9583999999999997,-0.03,1.72,3,2,2,15.389321292755223,15.389321292755223,15.389321292755223
ATL,MIN,MIN,6.1,6.1,6.1,10,11,2020,9,4,549,301401,6561,289444,81,538,142,20164,324,17161,18,131,6,7,6,33,34,35,Atlanta Braves,ATL,Minnesota Twins,Minnesota Twins,37,1369,36,1024,6,32,157,24649,784,26569,28,163,161,60,163,Josh Donaldson,0.9,0.81,0.7089639999999999,0.6872409999999999,0.842,0.829,18,6,6,210,210,210,25,17,17,0.259,0.067081,0.049284,0.059536,0.222,0.244,0.969,0.9389609999999999,0.21808900000000003,0.538756,0.467,0.734,3B,3B,3B,0.6024844720496895,0.6,0.4478527607361963,94,8836,121,6889,11,83,UFA,23000000,23000000,21000000,21000000,23000000,6666667,21000000,21000000,21000000,77.88,6065.294399999999,0.0,1915.8129000000004,0.0,43.77,92000000,52210000,134000000,41750000,23000000,97,36,73,5.42,29.3764,0.2916,13.9129,0.54,3.73,3,3,3,16.951004773893423,16.951004773893423,16.951004773893423
OAK,SD,SD,6.0,6.0,6.0,10,11,2021,9,3,459,210681,32400,284089,180,533,100,10000,2500,16900,50,130,6,2,4,26,27,28,Oakland Athletics,SD,San Diego Padres,San Diego Padres,20,400,49,121,7,11,139,19321,3136,37249,56,193,162,61,162,Jurickson Profar,0.711,0.505521,0.594441,0.4760999999999999,0.771,0.69,15,2,2,184,184,184,28,6,6,0.218,0.047524,0.07728400000000002,0.059536,0.278,0.244,0.858,0.7361639999999999,0.8704890000000001,0.755161,0.933,0.869,SS,2B,LF,0.5987654320987654,0.6229508196721312,0.4876543209876543,67,4489,625,3364,25,58,UFA,3600000,3600000,5700000,3500000,3600000,2111111,4333333,5700000,4333333,34.52,1191.6304000000002,4018.2921,5450.8688999999995,63.39,73.83,21000000,37600000,43000000,25200000,7000000,97,38,79,0.77,0.5929,1.2995999999999999,1.3688999999999998,1.14,1.17,9,0,0,15.096444403426338,15.096444403426338,15.096444403426338
LAA,LAA,LAA,6.1,6.1,6.1,10,11,2016,9,6,219,47961,21609,216225,147,465,47,2209,900,9409,30,97,4,3,6,31,32,33,Los Angeles Angels,SD,Los Angeles Angels,Los Angeles Angels,12,144,81,676,9,26,63,3969,1764,17424,42,132,161,60,162,Justin Upton,0.724,0.524176,0.505521,0.49984899999999993,0.711,0.707,1,1,1,215,215,215,10,10,10,0.215,0.046224999999999995,0.04161599999999999,0.043681,0.204,0.209,0.389,0.151321,0.48999999999999994,0.354025,0.7,0.595,LF,LF,LF,0.4472049689440994,0.4333333333333333,0.4753086419753086,40,1600,484,3969,22,63,UFA,18000000,18000000,21000000,23000000,18000000,7777778,23000000,21000000,23000000,0.0,0.0,63.3616,63.3616,7.96,7.96,132750000,31000000,260850000,12625000,22125000,72,26,77,-0.87,0.7569,0.36,1.7424000000000002,-0.6,-1.32,1,1,1,16.70588231586044,16.70588231586044,16.70588231586044
STL,STL,MIL,5.7,5.7,5.7,10,11,2021,9,2,478,228484,32761,391876,181,626,136,18496,2304,28561,48,169,1,2,4,28,29,30,St. Louis Cardinals,STL,St. Louis Cardinals,Milwaukee Brewers,11,121,1,225,1,15,148,21904,2809,28561,53,169,162,58,162,Kolten Wong,0.784,0.6146560000000001,0.45562500000000006,0.565504,0.675,0.752,23,23,1,185,185,185,29,30,8,0.285,0.08122499999999999,0.07022500000000001,0.0729,0.265,0.27,0.914,0.835396,0.835396,0.589824,0.914,0.768,2B,2B,2B,0.5617283950617284,0.5172413793103449,0.5864197530864198,59,3481,256,4356,16,66,UFA,6500000,6500000,10250000,7000000,6500000,3796296,2000000,10250000,7500000,72.57,5266.404899999999,2188.3684000000003,12564.1681,46.78,112.09,18000000,25000000,7000000,45400000,9000000,91,30,95,4.67,21.808899999999998,1.1449,18.8356,1.07,4.34,11,11,0,15.687312734865866,15.687312734865866,15.687312734865866
CHC,CHC,BOS,6.0,6.0,6.0,10,11,2021,9,1,529,279841,36481,348100,191,590,132,17424,1296,20164,36,142,5,4,6,26,27,28,Chicago Cubs,CHC,Chicago Cubs,Boston Red Sox,38,1444,121,1849,11,43,155,24025,3481,29584,59,172,162,58,162,Kyle Schwarber,0.871,0.758641,0.4914009999999999,0.729316,0.701,0.854,17,17,14,229,229,229,20,21,25,0.25,0.0625,0.035721,0.058080999999999994,0.189,0.241,0.957,0.9158489999999999,0.966289,0.6006250000000001,0.983,0.775,LF,LF,LF,0.5185185185185185,0.5517241379310345,0.5679012345679012,92,8464,576,9025,24,95,UFA,3390000,3390000,7010000,7000000,3390000,2596296,2459459,7010000,7000000,75.43,5689.684900000001,926.5936,12989.160899999999,30.44,113.97,10000000,49325000,2650000,31850000,10000000,84,32,92,2.26,5.107599999999999,0.028900000000000006,2.7556,-0.17,1.66,3,3,9,15.036340479356634,15.036340479356634,15.036340479356634
MIL,MIL,MIL,6.2,6.2,6.2,10,11,2018,9,5,562,315844,324,75625,18,275,146,21316,36,5184,6,72,5,9,4,33,34,35,Milwaukee Brewers,KC,Milwaukee Brewers,Milwaukee Brewers,11,121,0,64,0,8,148,21904,25,6889,5,83,161,60,162,Lorenzo Cain,0.697,0.48580899999999994,0.6674889999999999,0.541696,0.817,0.736,1,1,1,214,214,214,6,7,8,0.26,0.06760000000000001,0.11088900000000002,0.06864400000000001,0.333,0.262,0.914,0.835396,0.006889000000000001,0.139876,0.083,0.374,CF,CF,CF,0.5527950310559007,0.4833333333333333,0.5864197530864198,48,2304,4,1444,2,38,UFA,15025000,15000000,16000000,17000000,15025000,5555556,16000000,15000000,16000000,23.63,558.3769,0.0,0.0,0.0,0.0,80000000,31900000,49875000,45400000,16000000,89,29,95,2.64,6.969600000000001,0.0529,6.0516,0.23,2.46,0,0,0,16.525226038385547,16.523560759066484,16.525226038385547
SD,SD,SD,6.3,6.3,6.3,10,11,2019,9,10,587,344569,50176,620944,224,788,150,22500,4624,50625,68,225,4,2,4,26,27,28,San Diego Padres,LAD,San Diego Padres,San Diego Padres,32,1024,256,1936,16,44,156,24336,3600,45369,60,213,162,61,162,Manny Machado,0.796,0.6336160000000001,0.9025,0.755161,0.95,0.869,2,2,2,218,218,218,5,6,6,0.256,0.065536,0.092416,0.08179599999999998,0.304,0.286,0.963,0.9273689999999999,1.0,0.9216,1.0,0.96,3B,3B,3B,0.4320987654320987,0.6229508196721312,0.4876543209876543,85,7225,2209,23409,47,153,UFA,12000000,10000000,30000000,30000000,12000000,13111111,32000000,32000000,32000000,20.05,402.00250000000005,7108.176100000001,18964.044100000003,84.31,137.71,300000000,326000000,43000000,25200000,30000000,70,38,79,3.08,9.4864,7.952399999999999,61.9369,2.82,7.87,0,0,0,16.300417207752275,16.11809565095832,16.300417207752275
STL,ATL,ATL,6.1,6.1,6.1,10,11,2021,9,4,485,235225,51984,173056,228,416,118,13924,5929,13689,77,117,1,7,6,28,29,30,St. Louis Cardinals,ATL,Atlanta Braves,Atlanta Braves,29,841,324,625,18,25,131,17161,3600,11664,60,108,162,60,161,Marcell Ozuna,0.804,0.6464160000000001,1.1384889999999999,0.770884,1.067,0.878,23,18,18,225,225,225,29,26,27,0.243,0.059049,0.11424400000000001,0.07896100000000002,0.338,0.281,0.809,0.6544810000000001,1.0,0.239121,1.0,0.489,LF,LF,LF,0.5617283950617284,0.5833333333333334,0.546583850931677,89,7921,3136,6724,56,82,UFA,12250000,12250000,18000000,16000000,12250000,6666667,16000000,18000000,16000000,56.3,3169.6899999999996,9496.5025,9496.5025,97.45,97.45,65000000,25000000,95750000,94240000,16250000,91,35,88,2.09,4.368099999999999,5.3824,4.5796,2.32,2.14,11,3,4,16.32103649495501,16.32103649495501,16.32103649495501
OAK,OAK,TOR,6.0,6.0,6.0,10,11,2021,9,1,656,430336,44521,744769,211,863,187,34969,2209,48400,47,220,6,2,6,28,29,30,Oakland Athletics,OAK,Oakland Athletics,Toronto Blue Jays,33,1089,49,2704,7,52,162,26244,2809,46225,53,215,162,60,163,Marcus Semien,0.893,0.7974490000000001,0.4610410000000001,0.6806249999999999,0.679,0.825,15,15,2,195,195,195,28,29,8,0.285,0.08122499999999999,0.049729,0.065025,0.223,0.255,1.0,1.0,0.779689,0.9389609999999999,0.883,0.969,SS,SS,SS,0.5987654320987654,0.6,0.5644171779141104,92,8464,529,15625,23,125,UFA,5900000,5900000,13000000,18000000,5900000,4814815,18000000,13000000,18000000,97.98,9600.0804,866.1249,14994.0025,29.43,122.45,18000000,37600000,7500000,186250000,18000000,97,36,92,8.13,66.09690000000002,0.07840000000000001,54.908100000000005,0.28,7.41,9,9,2,15.590462908875947,15.590462908875947,15.590462908875947
HOU,HOU,HOU,6.0,6.0,6.0,10,11,2020,9,2,333,110889,18225,258064,135,508,71,5041,841,8649,29,93,3,3,5,32,33,34,Houston Astros,HOU,Houston Astros,Houston Astros,12,144,36,324,6,18,106,11236,2209,29584,47,172,161,60,162,Martin Maldonado,0.671,0.45024100000000006,0.5285289999999999,0.378225,0.727,0.615,3,3,4,230,230,230,13,14,15,0.213,0.045369,0.046224999999999995,0.033489,0.215,0.183,0.654,0.42771600000000004,0.613089,0.6006250000000001,0.783,0.775,C,C,C,0.6583850931677019,0.4833333333333333,0.5864197530864198,27,729,576,3600,24,60,UFA,2500000,2500000,3500000,3500000,806452,1296296,3500000,3500000,3500000,22.5,506.25,2806.8803999999996,3643.3296,52.98,60.36,7000000,42250000,15650000,76100000,3500000,106,29,95,1.1,1.2100000000000002,0.5328999999999999,0.4489000000000001,0.73,0.67,1,1,1,14.73180128983843,14.73180128983843,13.600399658347213
MIN,MIN,HOU,6.1,6.1,6.1,10,11,2021,9,1,425,180625,30625,203401,175,451,112,12544,1369,8464,37,92,4,7,5,30,31,31,Minnesota Twins,MIN,Minnesota Twins,Houston Astros,15,225,25,100,5,10,116,13456,2809,20736,53,144,162,60,162,Marwin Gonzalez,0.736,0.541696,0.367236,0.34809999999999997,0.606,0.59,6,6,4,205,205,205,16,17,15,0.264,0.06969600000000001,0.044521,0.04161599999999999,0.211,0.204,0.716,0.512656,0.779689,0.42120100000000005,0.883,0.649,3B,3B,3B,0.6234567901234568,0.6,0.5864197530864198,55,3025,484,2500,22,50,UFA,12000000,12000000,9000000,570500,12000000,3333333,85876,9000000,570500,25.08,629.0063999999999,114.27609999999999,114.27609999999999,10.69,10.69,3000000,46800000,134000000,76100000,3000000,101,36,95,1.61,2.5921000000000003,0.0036,0.2025,-0.06,-0.45,3,3,1,16.300417207752275,16.300417207752275,16.300417207752275
HOU,HOU,HOU,6.2,6.2,6.2,10,11,2021,9,2,575,330625,28900,408321,170,639,179,32041,2601,38809,51,197,3,3,5,32,33,34,Houston Astros,HOU,Houston Astros,Houston Astros,22,484,25,169,5,13,148,21904,2116,27889,46,167,161,60,162,Michael Brantley,0.875,0.765625,0.7055999999999999,0.6561000000000001,0.84,0.81,3,3,4,209,209,209,13,14,15,0.311,0.096721,0.09,0.094864,0.3,0.308,0.914,0.835396,0.5882890000000001,0.565504,0.767,0.752,LF,LF,LF,0.6583850931677019,0.4833333333333333,0.5864197530864198,90,8100,484,4761,22,69,UFA,16000000,15000000,15000000,16000000,16000000,6555556,16000000,16000000,16000000,69.04,4766.521600000001,3502.2724,8854.81,59.18,94.1,32000000,42250000,15650000,76100000,16000000,106,29,95,4.77,22.752899999999997,2.6569,16.892100000000003,1.63,4.11,1,1,1,16.588099280204055,16.523560759066484,16.588099280204055
WSH,WSH,KC,6.4,6.4,6.4,10,11,2021,9,1,88,7744,8464,330625,92,575,22,484,324,18496,18,136,7,10,5,28,29,30,Washington Nationals,WSH,Washington Nationals,Kansas City Royals,1,1,25,289,5,17,53,2809,1444,32400,38,180,162,62,163,Michael Taylor,0.669,0.44756100000000004,0.45697600000000005,0.43164900000000006,0.676,0.657,1,1,4,215,215,215,6,6,9,0.25,0.0625,0.038416000000000006,0.056169,0.196,0.237,0.327,0.10692900000000001,0.400689,0.6577210000000001,0.633,0.811,CF,CF,CF,0.5740740740740741,0.4193548387096774,0.4601226993865031,3,9,256,4900,16,70,UFA,3250000,3250000,3325000,1750000,3250000,1231481,2000000,3325000,2000000,0.0,0.0,197.12159999999997,2517.0289000000002,14.04,50.17,1750000,184550000,316750000,41500000,1750000,93,26,75,-0.03,0.0009,0.2116,4.040099999999999,-0.46,2.01,1,1,2,14.994165554305921,14.994165554305921,14.994165554305921
MIL,CIN,CIN,6.0,6.0,6.0,10,11,2020,9,4,523,273529,19321,103684,139,322,133,17689,1024,4900,32,70,5,4,1,30,31,32,Milwaukee Brewers,MIL,Cincinnati Reds,Cincinnati Reds,35,1225,64,196,8,14,143,20449,1936,11236,44,106,161,59,163,Mike Moustakas,0.845,0.7140249999999999,0.6384010000000001,0.5140889999999999,0.799,0.717,1,10,10,225,225,225,6,16,16,0.254,0.064516,0.0529,0.047089,0.23,0.217,0.883,0.779689,0.537289,0.228484,0.733,0.478,3B,2B,3B,0.5527950310559007,0.5254237288135594,0.50920245398773,87,7569,729,2401,27,49,UFA,7050000,7000000,12000000,14000000,7050000,4444444,14000000,12000000,14000000,67.79,4595.484100000001,927.8116,927.8116,30.46,30.46,64000000,31900000,144825000,1500000,16000000,89,31,83,3.21,10.3041,0.0144,0.7569,0.12,-0.87,0,5,5,15.768538174788452,15.761420707019587,15.768538174788452
BOS,SD,OAK,6.3,6.3,6.3,10,11,2021,9,1,298,88804,18496,133225,136,365,75,5625,1296,7744,36,88,1,2,5,33,34,35,Boston Red Sox,SD,San Diego Padres,Oakland Athletics,19,361,100,400,10,20,91,8281,1764,15129,42,123,161,61,162,Mitch Moreland,0.835,0.697225,0.7992360000000001,0.597529,0.894,0.773,14,2,15,245,245,245,24,6,29,0.252,0.063504,0.07022500000000001,0.058080999999999994,0.265,0.241,0.562,0.31584400000000007,0.48999999999999994,0.3069160000000001,0.7,0.554,1B,1B,1B,0.515527950310559,0.6229508196721312,0.5308641975308642,58,3364,841,3481,29,59,UFA,6500000,6500000,2500000,2250000,6500000,400780,2250000,2500000,2250000,0.0,0.0,6968.910400000001,6968.910400000001,83.48,83.48,2250000,68000000,43000000,21300000,2250000,83,38,86,1.25,1.5625,1.3688999999999998,1.3456,1.17,1.16,9,0,9,15.687312734865866,15.687312734865866,15.687312734865866
MIN,MIN,TB,6.2,6.2,6.2,10,11,2021,9,1,454,206116,34225,487204,185,698,141,19881,3136,36864,56,192,4,7,7,38,40,40,Minnesota Twins,MIN,Minnesota Twins,Tampa Bay Rays,41,1681,256,2304,16,48,120,14400,2809,37249,53,193,162,60,162,Nelson Cruz,1.031,1.0629609999999998,0.9840639999999999,0.763876,0.992,0.874,6,6,2,230,230,230,16,17,7,0.311,0.096721,0.091809,0.07562500000000001,0.303,0.275,0.741,0.549081,0.779689,0.755161,0.883,0.869,DH,DH,DH,0.6234567901234568,0.6,0.6172839506172839,108,11664,1089,14161,33,119,UFA,14000000,14000000,12000000,13000000,14000000,4444444,5102116,12000000,13000000,94.89,9004.1121,7738.720899999999,21039.502500000002,87.97,145.05,13000000,46800000,134000000,18725000,13000000,101,36,100,4.42,19.5364,3.3856,15.132100000000001,1.84,3.89,3,3,0,16.454567887579532,16.454567887579532,16.454567887579532
CHC,CIN,CIN,6.4,6.4,6.4,10,11,2020,9,4,615,378225,47524,561001,218,749,178,31684,2401,45369,49,213,5,4,1,27,28,29,Chicago Cubs,CHC,Cincinnati Reds,Cincinnati Reds,27,729,196,2304,14,48,155,24025,3600,39204,60,198,162,59,163,Nick Castellanos,0.863,0.744769,0.6146560000000001,0.7992360000000001,0.784,0.894,17,10,10,203,203,203,20,16,16,0.289,0.08352099999999998,0.050625,0.08065599999999999,0.225,0.284,0.957,0.9158489999999999,1.0,0.795664,1.0,0.892,RF,RF,RF,0.5185185185185185,0.5254237288135594,0.50920245398773,73,5329,1156,17956,34,134,UFA,9950000,9950000,16000000,14000000,2859700,5925926,13849496,16000000,14075000,52.98,2806.8803999999996,787.3635999999999,12292.156900000002,28.06,110.87,64000000,49325000,144825000,1500000,16000000,84,31,83,1.04,1.0816000000000001,0.0004,10.6276,0.02,3.26,3,5,5,16.113083109134777,16.113083109134777,14.866227282189264
OAK,OAK,DET,6.0,6.0,6.0,10,11,2021,9,2,420,176400,27556,522729,166,723,101,10201,1600,29929,40,173,6,2,5,29,30,31,Oakland Athletics,OAK,Oakland Athletics,Detroit Tigers,6,36,64,961,8,31,138,19044,2601,42849,51,207,162,60,162,Robbie Grossman,0.684,0.46785600000000005,0.6822759999999999,0.6146560000000001,0.826,0.784,15,15,11,216,216,216,28,29,16,0.241,0.058080999999999994,0.058080999999999994,0.057121,0.241,0.239,0.852,0.725904,0.7224999999999999,0.8686240000000001,0.85,0.932,DH,OF,LF,0.5987654320987654,0.6,0.4753086419753086,38,1444,529,8100,23,90,UFA,2000000,2000000,3725000,5000000,2000000,1379630,5500000,3725000,5500000,27.29,744.7441,6192.116099999999,24043.603600000002,78.69,155.06,10000000,37600000,7500000,21500000,5000000,97,36,77,1.03,1.0609,0.9603999999999999,14.5924,0.98,3.82,9,9,4,14.508657738524219,14.508657738524219,14.508657738524219
TB,ATL,ATL,6.2,6.2,6.2,10,11,2020,9,2,351,123201,27225,139876,165,374,88,7744,2809,9801,53,99,2,7,6,30,31,32,Tampa Bay Rays,TB,Atlanta Braves,Atlanta Braves,16,256,81,256,9,16,103,10609,1936,10816,44,104,161,60,161,Travis d'Arnaud,0.745,0.555025,0.8445610000000001,0.6099610000000001,0.919,0.781,1,18,18,210,210,210,5,26,27,0.251,0.063001,0.10304100000000001,0.07022500000000001,0.321,0.265,0.636,0.404496,0.537289,0.22184099999999998,0.733,0.471,C,C,C,0.5962732919254659,0.5833333333333334,0.546583850931677,69,4761,1156,3600,34,60,UFA,555000,555000,8000000,8000000,438648,2962963,8000000,8000000,8000000,35.8,1281.6399999999999,5893.6329,5893.6329,76.77,76.77,16000000,33500000,95750000,94240000,8000000,96,35,88,-0.41,0.16809999999999997,0.7055999999999999,1.0404,0.84,1.02,0,3,4,13.226723392728571,13.226723392728571,12.991452548102387
ARI,SF,SF,6.3,6.3,6.3,10,11,2020,9,2,265,70225,39204,344569,198,587,84,7056,2809,24025,53,155,4,3,8,27,28,29,Arizona Diamondbacks,ARI,San Francisco Giants,San Francisco Giants,9,81,144,900,12,30,89,7921,3025,37636,55,194,162,60,163,Wilmer Flores,0.848,0.719104,0.6889,0.636804,0.83,0.798,1,23,23,205,205,205,6,26,27,0.317,0.10048900000000001,0.07182400000000001,0.06969600000000001,0.268,0.264,0.549,0.30140100000000003,0.8408890000000001,0.763876,0.917,0.874,2B,2B,2B,0.5246913580246914,0.4833333333333333,0.6625766871165644,37,1369,1024,7225,32,85,UFA,3750000,3750000,3000000,3000000,3750000,1111111,3000000,3000000,3000000,0.0,0.0,5496.7396,13586.233600000001,74.14,116.56,6250000,11600000,18250000,36200000,3125000,85,29,108,0.63,0.39690000000000003,1.5876000000000001,8.584900000000001,1.26,2.93,1,8,8,15.137266397946593,15.137266397946593,15.137266397946593
WSH,WSH,OAK,6.2,6.2,6.2,10,11,2020,9,2,314,98596,11881,209764,109,458,70,4900,961,14161,31,119,7,10,5,31,32,33,Washington Nationals,WSH,Washington Nationals,Oakland Athletics,12,144,16,324,4,18,98,9604,900,17689,30,133,162,62,162,Yan Gomes,0.704,0.49561599999999995,0.6193690000000001,0.544644,0.787,0.738,1,1,15,215,215,215,6,6,29,0.223,0.049729,0.08065599999999999,0.06760000000000001,0.284,0.26,0.605,0.366025,0.25,0.358801,0.5,0.599,C,C,C,0.5740740740740741,0.4193548387096774,0.5308641975308642,43,1849,169,4225,13,65,UFA,7083333,7000000,4000000,6000000,7083333,1481481,2096770,4000000,6000000,30.15,909.0224999999999,0.0,1316.9641,0.0,36.29,10000000,184550000,316750000,21300000,5000000,93,26,86,1.25,1.5625,0.4096,7.2360999999999995,0.64,2.69,1,1,9,15.773255117607766,15.761420707019587,15.773255117607766
MIL,CHW,CHW,6.2,6.2,6.2,10,11,2020,9,4,513,263169,25921,193600,161,440,126,15876,1369,10816,37,104,5,5,2,30,31,32,Milwaukee Brewers,MIL,Chicago White Sox,Chicago White Sox,28,784,64,961,8,31,153,23409,2116,19321,46,139,161,60,162,Yasmani Grandal,0.848,0.719104,0.597529,0.7744,0.773,0.88,1,6,6,225,225,225,6,10,11,0.246,0.060516,0.0529,0.055695999999999996,0.23,0.236,0.944,0.8911359999999999,0.5882890000000001,0.391876,0.767,0.626,C,C,C,0.5527950310559007,0.5833333333333334,0.5740740740740741,77,5929,729,7921,27,89,UFA,16000000,16000000,18250000,18250000,16000000,6759259,18250000,18250000,18250000,50.22,2522.0483999999997,1487.6449,1487.6449,38.57,38.57,73000000,31900000,151500000,57000000,18250000,89,35,93,2.47,6.100900000000001,0.36,18.6624,0.6,4.32,0,3,3,16.588099280204055,16.588099280204055,16.588099280204055
