Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
305,Kevin Plawecki,C,NYM,79,0.488,238,50,7,30,0.21,0.685,"$2,250,000"
306,Luke Maile,C,TOR,69,0.426,202,50,3,27,0.248,0.7,"$900,000"
307,Austin Slater,LF,SF,74,0.457,199,50,1,23,0.251,0.64,"$1,850,000"
308,Zack Cozart,SS,LAA,59,0.364,224,49,5,18,0.219,0.658,$0
309,Johnny Field,OF,MIN,84,0.519,221,49,9,21,0.222,0.657,$0
310,Martin Prado,3B,MIA,54,0.335,197,48,1,18,0.244,0.592,$0
311,Erik Kratz,C,MIL,67,0.411,203,48,6,23,0.237,0.634,$0
312,Sandy Leon,C,BOS,90,0.556,265,47,5,22,0.177,0.511,$0
313,Jim Adduci,CF,DET,59,0.364,176,47,3,21,0.267,0.676,$0
314,Victor Reyes,LF,DET,100,0.617,212,47,1,12,0.222,0.526,"$1,400,000"
315,Howie Kendrick,LF,WSH,40,0.247,152,46,4,12,0.303,0.805,$0
316,Jake Lamb,3B,ARI,56,0.346,207,46,6,31,0.222,0.655,$0
317,Ryan LaMarre,CF,CHW,76,0.469,165,46,2,18,0.279,0.704,$0
318,Luke Voit,1B,NYY,47,0.29,143,46,15,36,0.322,1.069,"$5,450,000"
319,Tommy La Stella,3B,CHC,124,0.761,169,45,1,19,0.266,0.672,"$5,250,000"
320,Jake Marisnick,CF,HOU,103,0.636,213,45,10,28,0.211,0.674,"$1,000,000"
321,Mikie Mahtook,LF,DET,67,0.414,223,45,9,29,0.202,0.635,$0
322,Ramon Laureano,OF,OAK,48,0.296,156,45,5,19,0.289,0.832,"$2,450,000"
323,Nick Martini,RF,OAK,55,0.34,152,45,1,19,0.296,0.811,$0
324,Welington Castillo,C,CHW,50,0.309,170,44,6,15,0.259,0.71,$0
325,Blake Swihart,LF,BOS,82,0.506,192,44,3,18,0.229,0.613,$0
326,Aaron Altherr,RF,PHI,105,0.648,243,44,8,38,0.181,0.628,$0
327,David Bote,2B,CHC,74,0.454,184,44,6,33,0.239,0.727,"$2,500,000"
328,Jose Reyes,3B,NYM,110,0.679,228,43,4,16,0.189,0.58,$0
329,Matt Joyce,RF,OAK,84,0.519,207,43,7,15,0.208,0.675,$0
330,Dustin Fowler,CF,OAK,70,0.432,192,43,6,23,0.224,0.61,$0
331,John Ryan Murphy,C,ARI,87,0.537,208,42,9,24,0.202,0.619,$0
332,Jace Peterson,2B,BAL,96,0.593,210,42,3,28,0.2,0.634,"$1,825,000"
333,Jefry Marte,1B,LAA,90,0.556,194,42,7,22,0.217,0.644,$0
334,Victor Caratini,C,CHC,77,0.472,181,42,2,21,0.232,0.597,"$2,000,000"
335,Ryan McMahon,3B,COL,91,0.558,181,42,5,19,0.232,0.683,"$5,000,000"
336,Ronny Rodriguez,3B,DET,62,0.383,191,42,5,20,0.22,0.591,$0
337,Gregor Blanco,RF,SF,68,0.42,189,41,2,12,0.217,0.58,$0
338,A.J. Ellis,C,SD,66,0.407,151,41,1,15,0.272,0.722,$0
339,Curt Casali,C,CIN,52,0.321,140,41,4,16,0.293,0.805,"$2,600,000"
340,Austin Barnes,C,LAD,100,0.614,200,41,4,14,0.205,0.619,"$2,600,000"
341,Brian McCann,C,HOU,64,0.395,189,40,7,23,0.212,0.64,$0
342,Miguel Cabrera,1B,DET,38,0.235,134,40,3,22,0.299,0.843,"$32,000,000"
343,Greg Garcia,2B,STL,114,0.704,181,40,3,15,0.221,0.613,$0
344,Cedric Mullins,CF,BAL,45,0.278,170,40,4,11,0.235,0.671,"$700,000"
345,Jeff Mathis,C,ARI,69,0.426,195,39,1,20,0.2,0.544,$0
346,Jarrod Dyson,RF,ARI,67,0.414,206,39,2,12,0.189,0.539,$0
347,Ryan O'Hearn,1B,KC,45,0.278,149,39,12,30,0.262,0.95,"$1,250,000"
348,Preston Tucker,RF,ATL,97,0.599,166,38,6,27,0.229,0.703,$0
349,Jesus Sucre,C,TB,73,0.451,182,38,1,17,0.209,0.5,$0
350,Brian Goodwin,CF,KC,77,0.475,159,38,6,25,0.239,0.708,$0
351,Yoenis Cespedes,CF,NYM,38,0.235,141,37,9,29,0.262,0.821,$0
352,Andrew Knapp,C,PHI,84,0.519,187,37,4,15,0.198,0.61,"$700,000"
353,Mason Williams,CF,CIN,51,0.315,123,36,2,6,0.293,0.729,$0
354,Steven Duggar,CF,SF,41,0.253,141,36,2,17,0.255,0.693,"$700,000"
355,Chase Utley,2B,LAD,87,0.534,164,35,1,14,0.213,0.61,$0
356,Ryan Flaherty,3B,ATL,81,0.5,161,35,2,13,0.217,0.59,$0
357,Roman Quinn,CF,PHI,50,0.309,131,34,2,12,0.26,0.729,$0
358,Noel Cuevas,RF,COL,75,0.46,146,34,2,10,0.233,0.583,$0
359,Willians Astudillo,C,MIN,30,0.185,93,33,3,21,0.355,0.887,$0
360,Franchy Cordero,OF,SD,40,0.247,139,33,7,19,0.237,0.746,$0
361,Tyler O'Neill,OF,STL,62,0.383,130,33,9,23,0.254,0.803,"$3,500,000"
362,Alex Avila,C,ARI,81,0.5,194,32,7,20,0.165,0.603,$0
363,Pedro Severino,C,WSH,70,0.432,190,32,2,15,0.168,0.501,$0
364,Dominic Smith,1B,NYM,56,0.346,143,32,5,11,0.224,0.675,"$3,950,000"
365,Drew Butera,C,COL,62,0.38,163,31,3,21,0.19,0.564,$0
366,Bryan Holaday,C,MIA,61,0.379,151,31,1,16,0.205,0.519,$0
367,Tony Wolters,C,COL,74,0.454,182,31,3,27,0.17,0.577,$0
368,Tyler Saladino,SS,MIL,58,0.356,126,31,5,16,0.246,0.696,$0
369,Jose Miguel Fernandez,2B,LAA,36,0.222,116,31,2,11,0.267,0.697,$0
370,Alex Blandino,SS,CIN,69,0.426,128,30,1,8,0.234,0.613,$0
371,Brandon Lowe,2B,TB,43,0.265,129,30,6,25,0.233,0.774,"$4,000,000"
372,Billy McKinney,OF,TOR,38,0.235,119,30,6,13,0.252,0.78,"$1,000,000"
373,Jose Briceno,C,LAA,48,0.22,122,30,5,12,0.246,0.694,$0
374,Kelby Tomlinson,2B,SF,63,0.389,140,29,0,10,0.207,0.529,$0
375,Spencer Kieboom,C,WSH,52,0.321,125,29,2,13,0.232,0.642,$0
376,Chance Sisco,C,BAL,64,0.395,160,29,2,16,0.181,0.557,$0
377,Richard Urena,SS,TOR,40,0.247,99,29,1,6,0.293,0.703,$0
378,Ronald Torreyes,2B,NYY,45,0.278,100,28,0,7,0.28,0.664,$0
379,Magneuris Sierra,OF,MIA,54,0.335,147,28,0,7,0.191,0.433,$0
380,Austin Wynns,C,BAL,42,0.259,110,28,4,11,0.255,0.669,$0
381,Francisco Pena,C,STL,58,0.358,133,27,2,8,0.203,0.51,$0
382,Ryan Rua,RF,TEX,62,0.383,139,27,6,12,0.194,0.58,$0
383,Corey Seager,SS,LAD,26,0.16,101,27,2,13,0.267,0.744,"$37,500,000"
384,Carlos Tocci,LF,TEX,66,0.407,120,27,0,5,0.225,0.555,$0
385,Andrew Romine,SS,SEA,75,0.463,119,25,0,2,0.21,0.504,$0
386,Brett Phillips,RF,KC,51,0.315,134,25,2,11,0.187,0.558,"$1,400,000"
387,J.P. Crawford,SS,PHI,49,0.303,117,25,3,12,0.214,0.712,"$10,000,000"
388,Austin Dean,LF,MIA,35,0.217,113,25,4,14,0.221,0.642,$0
389,Bobby Wilson,C,CHC,47,0.29,135,24,2,16,0.178,0.523,$0
390,Yadiel Rivera,2B,MIA,111,0.689,139,24,1,9,0.173,0.485,$0
391,Taylor Ward,C,LAA,40,0.247,135,24,6,15,0.178,0.578,"$700,000"
392,Jose Osuna,1B,PIT,51,0.317,106,24,3,11,0.226,0.648,$0
393,Jose Rondon,SS,CHW,42,0.259,100,23,6,14,0.23,0.75,$0
394,Eric Young Jr.,CF,LAA,41,0.253,109,22,1,8,0.202,0.551,$0
395,Willie Calhoun,LF,TEX,35,0.216,99,22,2,11,0.222,0.602,"$1,300,000"
396,Rowdy Tellez,1B,TOR,23,0.142,70,22,4,14,0.314,0.943,"$1,940,000"
397,Tom Murphy,C,COL,38,0.233,93,21,2,11,0.226,0.637,"$1,575,000"
398,Francisco Arcia,C,LAA,41,0.253,103,21,6,23,0.204,0.654,$0
399,Grayson Greiner,C,DET,30,0.185,96,21,0,12,0.219,0.609,$0
400,Brandon Dixon,2B,CIN,74,0.457,118,21,5,10,0.178,0.574,$0
401,Michael Perez,C,TB,24,0.148,74,21,1,11,0.284,0.696,$0
402,Chase d'Arnaud,3B,SF,42,0.259,93,20,3,9,0.215,0.618,$0
403,Juan Lagares,CF,NYM,30,0.185,59,20,0,6,0.339,0.765,$0
404,Cheslor Cuthbert,3B,KC,30,0.185,103,20,3,7,0.194,0.583,$0
405,Rene Rivera,C,ATL,33,0.204,86,20,4,11,0.233,0.693,$0
406,Aramis Garcia,C,SF,20,0.067,67,20,4,11,0.299,0.811,"$700,000"
407,Alex Verdugo,OF,LAD,37,0.227,77,20,1,4,0.26,0.706,"$3,550,000"
408,Drew Robinson,LF,TEX,48,0.296,109,20,3,9,0.184,0.582,$0
409,David Freitas,C,SEA,36,0.222,93,20,1,5,0.215,0.589,$0
410,Dawel Lugo,SS,DET,27,0.167,94,20,1,8,0.213,0.576,$0
411,Danny Jansen,C,TOR,31,0.191,81,20,3,8,0.247,0.779,"$1,950,000"
412,Chris Young,RF,LAA,59,0.364,113,19,6,13,0.168,0.615,$0
413,Josh Phegley,C,OAK,40,0.247,93,19,2,15,0.204,0.599,$0
414,Kevin Newman,SS,PIT,31,0.193,91,19,0,6,0.209,0.478,"$1,950,000"
415,Andrew Stevenson,OF,WSH,57,0.352,75,19,1,13,0.253,0.626,$0
416,Pat Valaika,SS,COL,69,0.423,122,19,2,5,0.156,0.46,$0
417,Chris Herrmann,C,SEA,36,0.222,76,18,2,7,0.237,0.743,$0
418,Peter O'Brien,LF,MIA,22,0.137,66,18,4,10,0.273,0.868,$0
419,German Marquez,SP,COL,33,0.203,60,18,1,5,0.3,0.65,"$11,000,000"
420,Dan Vogelbach,1B,SEA,37,0.228,87,18,4,13,0.207,0.691,"$800,000"
421,J.D. Davis,3B,HOU,42,0.259,103,18,1,5,0.175,0.471,"$2,760,000"
422,Max Scherzer,SP,WSH,35,0.216,70,17,0,6,0.243,0.545,"$43,333,333"
423,Franklin Barreto,SS,OAK,32,0.198,73,17,5,16,0.233,0.746,$0
424,Victor Robles,OF,WSH,21,0.13,59,17,3,10,0.288,0.874,"$1,650,000"
425,Jordan Luplow,RF,PIT,37,0.23,92,17,3,7,0.185,0.631,"$1,400,000"
426,Pablo Reyes,LF,PIT,18,0.112,58,17,3,7,0.293,0.832,$0
427,Pedro Florimon,SS,PHI,50,0.309,71,16,2,5,0.225,0.699,$0
428,Dilson Herrera,2B,CIN,53,0.327,87,16,5,11,0.184,0.682,$0
429,Christin Stewart,OF,DET,17,0.105,60,16,2,10,0.267,0.792,$0
430,Kyle Farmer,C,LAD,39,0.239,68,16,0,9,0.235,0.635,"$3,155,000"
431,Tzu-Wei Lin,SS,BOS,37,0.228,65,16,1,6,0.246,0.744,$0
432,Adrian Sanchez,2B,WSH,28,0.173,58,16,0,3,0.276,0.633,$0
433,Matt Holliday,OF,COL,25,0.153,53,15,2,3,0.283,0.849,$0
434,Zack Greinke,SP,ARI,34,0.21,64,15,0,5,0.234,0.566,"$13,000,000"
435,Pete Kozma,SS,DET,27,0.167,69,15,1,8,0.217,0.584,$0
436,Kaleb Cowart,3B,LAA,47,0.29,112,15,1,10,0.134,0.451,$0
437,Breyvic Valera,2B,BAL,33,0.204,64,15,0,8,0.234,0.567,$0
438,Keon Broxton,RF,MIL,51,0.313,78,14,4,11,0.18,0.691,$0
439,Tomas Nido,C,NYM,34,0.21,84,14,1,9,0.167,0.438,"$890,000"
440,John Andreoli,OF,BAL,26,0.161,61,14,0,4,0.23,0.546,$0
441,Brandon Drury,2B,TOR,26,0.161,77,13,1,10,0.169,0.516,"$700,000"
442,Cameron Gallagher,C,KC,22,0.136,63,13,1,7,0.206,0.552,"$885,000"
443,Isaac Galloway,RF,MIA,43,0.267,64,13,3,7,0.203,0.692,$0
444,Patrick Wisdom,3B,STL,32,0.198,50,13,4,10,0.26,0.882,"$700,000"
445,Chris Gimenez,C,MIN,25,0.154,57,12,2,7,0.211,0.621,$0
446,Patrick Corbin,SP,ARI,33,0.204,61,12,0,5,0.197,0.435,"$23,000,000"
447,Kyle Higashioka,C,NYY,29,0.179,72,12,3,6,0.167,0.56,"$935,000"
448,Michael Hermosillo,OF,LAA,31,0.191,57,12,1,1,0.211,0.608,"$700,000"
449,Clayton Kershaw,SP,LAD,27,0.166,46,11,0,7,0.239,0.622,"$17,000,000"
450,Zack Wheeler,SP,NYM,29,0.179,56,11,0,4,0.196,0.425,"$26,000,000"
451,Tanner Roark,SP,WSH,31,0.191,58,11,0,8,0.19,0.475,$0
452,Jacob deGrom,SP,NYM,34,0.21,67,11,0,5,0.164,0.39,"$18,500,000"
453,Garrett Hampson,SS,COL,24,0.147,40,11,0,4,0.275,0.796,"$1,862,500"
454,Tyler Wade,1B,NYY,36,0.222,66,11,1,5,0.167,0.487,"$825,000"
455,Carlos Perez,C,TEX,28,0.173,70,10,1,3,0.143,0.392,$0
456,D.J. Stewart,OF,BAL,17,0.105,40,10,3,10,0.25,0.89,$0
457,Chris Shaw,1B,SF,22,0.136,54,10,1,7,0.185,0.552,$0
458,Francisco Mejia,C,SD,21,0.13,56,10,3,8,0.179,0.633,"$1,455,000"
459,Luis Urias,2B,SD,12,0.074,48,10,2,5,0.208,0.618,"$700,000"
460,Jhoulys Chacin,SP,MIL,36,0.221,56,9,0,1,0.161,0.382,"$1,250,000"
461,Jason Castro,C,MIN,19,0.117,63,9,1,3,0.143,0.495,"$3,250,000"
462,Miles Mikolas,SP,STL,34,0.21,63,9,2,6,0.143,0.421,"$15,750,000"
463,Michael Lorenzen,RP,CIN,55,0.34,31,9,4,10,0.29,1.043,"$6,750,000"
464,Vincent Velasquez,SP,PHI,32,0.198,40,9,0,1,0.225,0.475,"$3,000,000"
465,Kyle Tucker,RF,HOU,28,0.173,64,9,0,4,0.141,0.439,"$700,000"
466,Reese McGuire,C,TOR,14,0.086,31,9,2,4,0.29,0.914,"$722,400"
467,Clint Frazier,OF,NYY,15,0.093,34,9,0,1,0.265,0.743,"$1,500,000"
468,Carlos Martinez,SP,STL,34,0.21,33,8,1,4,0.242,0.629,$0
469,Gordon Beckham,2B,SEA,22,0.136,44,8,0,1,0.182,0.455,$0
470,Tyson Ross,SP,STL,34,0.21,41,8,1,4,0.195,0.478,$0
471,Christian Walker,1B,ARI,37,0.228,49,8,3,6,0.163,0.614,"$2,600,000"
472,Sam Travis,1B,BOS,19,0.117,36,8,1,7,0.222,0.652,$0
473,Jacob Stallings,C,PIT,14,0.087,37,8,0,5,0.216,0.485,"$2,600,000"
474,Chad Wallach,C,MIA,15,0.093,45,8,1,5,0.178,0.541,$0
475,Steve Wilkerson,3B,BAL,16,0.099,46,8,0,3,0.174,0.464,$0
476,Jon Lester,SP,CHC,34,0.209,59,7,1,9,0.119,0.288,$0
477,Madison Bumgarner,SP,SF,22,0.136,44,7,0,4,0.159,0.378,"$23,000,000"
478,Jose Lobaton,C,NYM,22,0.136,49,7,0,4,0.143,0.47,$0
479,Julio Teheran,SP,ATL,31,0.191,40,7,1,4,0.175,0.44,$0
480,Kris Negron,RF,SEA,20,0.124,32,7,1,4,0.219,0.555,$0
481,Hyun-Jin Ryu,SP,LAD,16,0.098,26,7,0,2,0.269,0.629,"$20,000,000"
482,Socrates Brito,LF,ARI,24,0.148,40,7,1,3,0.175,0.477,$0
483,Walker Buehler,RP,LAD,24,0.147,43,7,0,1,0.163,0.363,"$6,250,000"
484,Jack Flaherty,SP,STL,31,0.191,46,7,0,0,0.152,0.34,"$5,000,000"
485,Nick Ciuffo,C,TB,16,0.099,37,7,1,5,0.189,0.559,$0
486,Andrew Toles,CF,LAD,17,0.104,30,7,0,4,0.233,0.581,$0
487,Garrett Cooper,1B,MIA,14,0.087,33,7,0,2,0.212,0.558,"$2,500,000"
488,Meibrys Viloria,C,KC,10,0.062,27,7,0,4,0.259,0.619,$0
489,Colby Rasmus,LF,BAL,18,0.111,45,6,1,1,0.133,0.426,$0
490,Jake Arrieta,SP,PHI,31,0.191,45,6,1,3,0.133,0.388,$0
491,Wei-Yin Chen,SP,MIA,27,0.168,40,6,0,2,0.15,0.325,$0
492,Lane Adams,RF,ATL,26,0.161,25,6,2,6,0.24,0.865,$0
493,Anthony DeSclafani,SP,CIN,21,0.13,42,6,1,4,0.143,0.357,"$12,000,000"
494,Noah Syndergaard,SP,NYM,25,0.154,47,6,0,3,0.128,0.313,"$21,000,000"
495,Kyle Freeland,SP,COL,33,0.203,65,6,0,2,0.092,0.242,"$7,000,000"
496,Luke Weaver,SP,STL,35,0.216,38,6,0,2,0.158,0.337,"$2,875,000"
497,Chris Stratton,SP,SF,28,0.173,43,6,0,5,0.14,0.299,"$2,700,000"
498,Brent Suter,SP,MIL,21,0.129,26,6,1,3,0.231,0.778,"$2,700,000"
499,Dylan Cozens,OF,PHI,26,0.161,38,6,1,2,0.158,0.562,$0
500,Luis Castillo,SP,CIN,31,0.191,59,6,0,2,0.102,0.25,"$7,350,000"
501,Stephen Strasburg,SP,WSH,22,0.136,41,5,0,1,0.122,0.285,"$23,571,428"
502,Wade Miley,SP,MIL,16,0.098,27,5,0,0,0.185,0.399,"$10,000,000"
503,Dan Straily,SP,MIA,26,0.162,31,5,0,1,0.161,0.544,$0
504,Robbie Erlin,RP,SD,40,0.247,23,5,0,0,0.217,0.467,$0
505,Steven Matz,SP,NYM,30,0.185,46,5,2,4,0.109,0.424,"$10,000,000"
506,Tyler Anderson,SP,COL,33,0.203,50,5,0,1,0.1,0.267,"$8,000,000"
507,Hanser Alberto,SS,TEX,13,0.08,27,5,0,0,0.185,0.501,"$1,350,000"
508,Kevin Kramer,SS,PIT,21,0.13,37,5,0,4,0.135,0.31,$0
509,Raimel Tapia,LF,COL,25,0.153,25,5,1,6,0.2,0.739,"$3,950,000"
510,Joe Musgrove,SP,PIT,20,0.124,31,5,0,0,0.161,0.355,"$8,625,000"
511,Trevor Williams,SP,PIT,31,0.193,43,5,0,0,0.116,0.272,"$3,900,000"
512,Jack Reinheimer,SS,NYM,21,0.13,30,5,0,0,0.167,0.452,$0
513,Jonathan Davis,CF,TOR,20,0.124,25,5,0,0,0.2,0.499,$0
514,Rich Hill,SP,LAD,25,0.153,43,4,0,2,0.093,0.186,"$5,000,000"
515,Clayton Richard,SP,SD,28,0.173,42,4,1,3,0.095,0.346,$0
516,Jason Vargas,SP,NYM,21,0.13,27,4,0,0,0.148,0.327,$0
517,Gio Gonzalez,SP,WSH,32,0.196,51,4,0,1,0.078,0.194,$0
518,Adam Moore,C,TB,8,0.049,18,4,1,2,0.222,0.708,$0
519,Ryan Lavarnway,C,PIT,6,0.037,6,4,0,1,0.667,1.5,$0
520,Tyler Chatwood,SP,CHC,25,0.153,25,4,0,2,0.16,0.352,$0
521,Jose Quintana,SP,CHC,32,0.196,52,4,0,0,0.077,0.154,"$2,000,000"
522,Matt Harvey,SP,CIN,32,0.198,53,4,0,1,0.076,0.185,$0
523,Chase Anderson,SP,MIL,31,0.19,45,4,0,2,0.089,0.178,$0
524,Kyle Hendricks,SP,CHC,33,0.203,60,4,0,1,0.067,0.18,"$14,000,000"
525,Jon Gray,SP,COL,31,0.19,52,4,0,2,0.077,0.243,"$15,000,000"
526,Jameson Taillon,SP,PIT,32,0.199,57,4,0,3,0.07,0.174,"$5,800,000"
527,Jabari Blash,LF,LAA,24,0.148,39,4,0,1,0.103,0.328,$0
528,Junior Guerra,SP,MIL,31,0.19,35,4,0,0,0.114,0.314,$0
529,Zach Eflin,SP,PHI,25,0.154,44,4,1,1,0.091,0.25,"$5,500,000"
530,Carson Kelly,C,STL,19,0.117,35,4,0,3,0.114,0.319,"$3,325,000"
531,Ildemaro Vargas,SS,ARI,14,0.086,19,4,1,4,0.211,0.618,$0
532,Nick Pivetta,SP,PHI,34,0.21,40,4,0,1,0.1,0.268,"$2,650,000"
533,Ryan Cordell,OF,CHW,19,0.117,37,4,1,4,0.108,0.341,$0
534,Corban Joseph,1B,BAL,14,0.086,18,4,0,3,0.222,0.541,$0
535,Austin Gomber,SP,STL,29,0.179,19,4,0,4,0.211,0.474,"$710,000"
536,Jacob Nottingham,C,MIL,9,0.055,20,4,0,0,0.2,0.583,$0
537,Homer Bailey,SP,CIN,20,0.124,26,3,0,0,0.115,0.264,$0
538,Brandon Phillips,2B,BOS,9,0.056,23,3,1,2,0.13,0.52,$0
539,Cole Hamels,SP,CHC,33,0.203,25,3,1,1,0.12,0.394,$0
540,Brandon McCarthy,SP,ATL,15,0.093,29,3,0,2,0.103,0.276,$0
541,Rick Porcello,SP,BOS,33,0.204,7,3,0,3,0.429,1.143,$0
542,Derek Holland,RP,SF,37,0.228,53,3,0,0,0.057,0.15,$0
543,Chris Stewart,C,ARI,8,0.049,15,3,0,3,0.2,0.435,$0
544,Travis d'Arnaud,C,NYM,4,0.025,15,3,1,3,0.2,0.65,"$8,000,000"
545,Mike Montgomery,SP,CHC,39,0.239,33,3,0,1,0.091,0.209,$0
546,Chad Bettis,SP,COL,27,0.166,34,3,0,2,0.088,0.227,$0
547,Robbie Ray,SP,ARI,25,0.154,39,3,0,2,0.077,0.178,"$21,000,000"
548,Mike Foltynewicz,SP,ATL,31,0.191,58,3,0,4,0.052,0.121,$0
549,Ross Stripling,SP,LAD,36,0.221,33,3,0,2,0.091,0.182,"$3,790,000"
550,Andrew Susac,C,BAL,9,0.056,26,3,0,0,0.115,0.269,$0
551,Andrew Suarez,SP,SF,29,0.179,47,3,0,0,0.064,0.166,$0
552,Aaron Nola,SP,PHI,33,0.204,62,3,0,4,0.048,0.128,"$15,000,000"
553,Blake Trahan,SS,CIN,11,0.068,14,3,0,0,0.214,0.429,$0
554,Zack Godley,SP,ARI,33,0.204,53,3,0,1,0.057,0.179,$0
555,Kenta Maeda,SP,LAD,41,0.252,32,3,0,0,0.094,0.188,"$3,000,000"
556,Chad Kuhl,SP,PIT,18,0.112,21,3,0,1,0.143,0.286,"$3,000,000"
557,Steven Brault,RP,PIT,46,0.286,20,3,0,0,0.15,0.39,$0
558,Caleb Smith,SP,MIA,16,0.099,22,3,0,1,0.136,0.273,"$2,000,000"
559,Ryder Jones,3B,SF,5,0.031,8,3,2,3,0.375,1.5,$0
560,Tyler Mahle,SP,CIN,24,0.148,29,3,0,0,0.103,0.299,"$5,200,000"
561,Phillip Evans,3B,NYM,15,0.093,21,3,0,1,0.143,0.36,$0
562,Jefry Rodriguez,SP,WSH,14,0.086,16,3,0,1,0.188,0.438,$0
563,Pablo Lopez,SP,MIA,12,0.075,16,3,0,0,0.188,0.423,"$2,500,000"
564,Dereck Rodriguez,SP,SF,21,0.13,32,3,0,1,0.094,0.219,"$658,525"
565,Andrew Velazquez,SS,TB,13,0.08,10,3,0,0,0.3,0.817,"$662,288"
566,Abiatal Avelino,SS,SF,6,0.037,11,3,0,0,0.273,0.545,$0
567,Myles Straw,CF,HOU,9,0.056,9,3,1,1,0.333,1.067,"$3,250,000"
568,Harold Castro,3B,DET,6,0.037,10,3,0,0,0.3,0.6,"$1,275,000"
569,Clay Buchholz,SP,ARI,17,0.105,31,2,0,1,0.065,0.191,$0
570,J.A. Happ,SP,NYY,31,0.191,6,2,0,0,0.333,0.762,$0
571,Luis Perdomo,SP,SD,12,0.074,8,2,0,1,0.25,0.472,$0
572,Jeremy Hellickson,SP,WSH,19,0.117,32,2,0,1,0.063,0.156,$0
573,Chris Archer,SP,PIT,27,0.168,17,2,0,0,0.118,0.294,"$2,750,000"
574,Dan Jennings,RP,MIL,73,0.448,3,2,0,0,0.667,1.667,$0
575,Chris Rusin,RP,COL,49,0.301,4,2,0,0,0.5,1,$0
576,Kyle Gibson,SP,MIN,32,0.198,2,2,0,0,1,2,"$7,000,000"
577,Vidal Nuno,RP,TB,17,0.105,2,2,0,1,1,2,$0
578,Michael Wacha,SP,STL,15,0.093,25,2,0,1,0.08,0.195,"$7,000,000"
579,Alex Wood,SP,LAD,33,0.203,44,2,0,0,0.046,0.091,"$12,500,000"
580,Juan Graterol,C,MIN,4,0.025,8,2,0,0,0.25,0.583,$0
581,Bryan Mitchell,SP,SD,16,0.099,18,2,0,0,0.111,0.222,$0
582,Jose Urena,SP,MIA,32,0.199,48,2,0,1,0.042,0.124,"$1,250,000"
583,Jung Ho Kang,3B,PIT,3,0.019,6,2,0,0,0.333,0.667,$0
584,Nick Kingham,SP,PIT,18,0.112,23,2,0,4,0.087,0.29,$0
585,Sean Newcomb,SP,ATL,31,0.191,45,2,0,1,0.044,0.132,"$900,000"
586,Michael Reed,LF,ATL,7,0.043,7,2,0,0,0.286,0.571,$0
587,John Gant,RP,STL,28,0.173,31,2,2,3,0.065,0.323,$0
588,Sal Romano,SP,CIN,39,0.241,36,2,0,2,0.056,0.139,$0
589,Antonio Senzatela,SP,COL,23,0.141,24,2,0,3,0.083,0.208,"$7,250,000"
590,Eric Lauer,SP,SD,23,0.142,30,2,0,1,0.067,0.194,"$2,425,000"
591,Joey Lucchesi,SP,SD,26,0.161,34,2,0,1,0.059,0.213,"$1,150,000"
592,Trevor Richards,SP,MIA,26,0.162,31,2,0,2,0.065,0.158,"$1,000,000"
593,Anthony Alford,OF,TOR,13,0.08,19,2,0,1,0.105,0.296,"$700,000"
594,Javier Guerra,SS,SD,13,0.08,16,2,0,1,0.125,0.388,$0
595,Brandon Woodruff,RP,MIL,19,0.117,8,2,1,1,0.25,0.958,"$6,800,000"
596,Mark Zagunis,OF,CHC,5,0.031,5,2,0,1,0.4,1.1,$0
597,Taylor Davis,C,CHC,5,0.031,5,2,0,2,0.4,0.733,$0
598,Tim Locastro,2B,LAD,18,0.11,11,2,0,0,0.182,0.63,$0
599,Adolis Garcia,OF,STL,21,0.13,17,2,0,1,0.118,0.294,"$714,000"
600,Joe Hudson,C,LAA,8,0.049,12,2,0,1,0.167,0.417,$0
601,Dustin Pedroia,2B,BOS,4,0.025,11,1,0,0,0.091,0.322,$0
602,Justin Verlander,SP,HOU,34,0.21,5,1,0,0,0.2,0.4,"$25,000,000"
603,Anibal Sanchez,SP,ATL,25,0.154,41,1,0,0,0.024,0.072,"$2,000,000"
604,Ian Kennedy,SP,KC,22,0.136,2,1,0,0,0.5,1,"$4,750,000"
605,Adam Wainwright,SP,STL,8,0.049,11,1,0,1,0.091,0.182,"$17,500,000"
606,James Shields,SP,CHW,34,0.21,6,1,0,0,0.167,0.333,$0
607,Brett Anderson,SP,OAK,17,0.105,4,1,0,0,0.25,0.5,$0
608,Mike Minor,SP,TEX,28,0.173,3,1,0,0,0.333,1,"$10,000,000"
609,Jeff Samardzija,SP,SF,10,0.062,10,1,0,0,0.1,0.2,$0
610,Jerry Blevins,RP,NYM,65,0.401,2,1,0,1,0.5,1,$0
611,Steve Cishek,RP,CHC,81,0.497,6,1,0,0,0.167,0.333,"$1,750,000"
612,Ivan Nova,SP,PIT,29,0.18,53,1,0,0,0.019,0.038,$0
613,Charlie Morton,SP,HOU,30,0.185,6,1,0,0,0.167,0.333,"$20,000,000"
614,Wade LeBlanc,SP,SEA,32,0.198,3,1,0,0,0.333,0.667,$0
615,Alex Cobb,SP,BAL,28,0.173,6,1,0,0,0.167,0.333,"$9,000,000"
616,Yu Darvish,SP,CHC,8,0.049,12,1,0,0,0.083,0.25,"$19,000,000"
617,Nathan Eovaldi,SP,BOS,24,0.148,9,1,0,1,0.111,0.311,"$17,000,000"
