Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
298,Omar Narvaez,C,MIL,40,0.667,108,19,2,10,0.176,0.562,"$5,000,000"
299,Hunter Renfroe,RF,TB,42,0.7,122,19,8,22,0.156,0.645,"$7,650,000"
300,Ronald Guzman,1B,TEX,26,0.433,78,19,4,9,0.244,0.75,$0
301,Daulton Varsho,C,ARI,37,0.617,101,19,3,9,0.188,0.653,"$700,000"
302,Jose Trevino,C,TEX,24,0.4,76,19,2,9,0.25,0.715,"$720,000"
303,Luis Guillorme,SS,NYM,30,0.5,57,19,0,9,0.333,0.865,"$875,000"
304,Edwin Rios,1B,LAD,32,0.533,76,19,8,17,0.25,0.946,"$700,000"
305,Anderson Tejeda,SS,TEX,23,0.383,75,19,3,8,0.253,0.726,$0
306,Pablo Sandoval,3B,ATL,34,0.567,84,18,1,6,0.214,0.549,$0
307,Josh Donaldson,3B,MIN,28,0.467,81,18,6,11,0.222,0.842,"$23,000,000"
308,Michael Taylor,CF,WSH,38,0.633,92,18,5,16,0.196,0.676,"$4,500,000"
309,Scott Kingery,3B,PHI,36,0.6,113,18,3,6,0.159,0.511,$0
310,Luis Torrens,C,SEA,25,0.417,70,18,1,6,0.257,0.696,"$1,200,000"
311,Randy Arozarena,OF,TB,23,0.383,64,18,7,11,0.281,1.022,"$716,600"
312,Jonathan Arauz,SS,BOS,25,0.417,72,18,1,9,0.25,0.644,"$700,000"
313,Ehire Adrianza,SS,MIN,44,0.733,89,17,0,3,0.191,0.557,"$1,500,000"
314,Khris Davis,DH,OAK,30,0.5,85,17,2,10,0.2,0.632,$0
315,Jake Lamb,1B,OAK,31,0.517,88,17,3,10,0.193,0.635,$0
316,Curt Casali,C,CIN,31,0.517,76,17,6,8,0.224,0.866,"$2,600,000"
317,D.J. Stewart,RF,BAL,31,0.517,88,17,7,15,0.193,0.803,$0
318,David Dahl,CF,COL,24,0.4,93,17,0,9,0.183,0.47,$0
319,Kyle Farmer,C,CIN,32,0.533,64,17,0,4,0.266,0.641,"$3,155,000"
320,Myles Straw,CF,HOU,33,0.55,82,17,0,8,0.207,0.5,"$3,250,000"
321,Harold Castro,3B,DET,22,0.379,49,17,0,3,0.347,0.836,"$1,275,000"
322,Starlin Castro,2B,WSH,16,0.267,60,16,2,4,0.267,0.752,$0
323,Leury Garcia,OF,CHW,16,0.267,59,16,3,8,0.271,0.758,"$5,500,000"
324,Elias Diaz,C,COL,26,0.433,68,16,2,9,0.235,0.641,"$3,000,000"
325,Jose Osuna,1B,PIT,26,0.433,78,16,4,11,0.205,0.641,$0
326,Adeiny Hechavarria,SS,ATL,27,0.45,59,15,0,2,0.254,0.607,$0
327,Tyler Flowers,C,ATL,22,0.367,69,15,1,5,0.217,0.673,$0
328,Jason Castro,C,SD,27,0.45,80,15,2,9,0.188,0.668,"$3,250,000"
329,Dee Gordon,2B,SEA,33,0.55,75,15,0,3,0.2,0.482,"$1,000,000"
330,Andrew Stevenson,OF,WSH,15,0.25,41,15,2,12,0.366,1.179,$0
331,Cameron Gallagher,C,KC,25,0.417,53,15,1,3,0.283,0.79,"$885,000"
332,Yairo Munoz,SS,BOS,12,0.2,45,15,1,4,0.333,0.844,$0
333,Tyler Wade,2B,NYY,52,0.867,88,15,3,10,0.171,0.595,"$825,000"
334,Ryan Jeffers,C,MIN,26,0.433,55,15,3,7,0.273,0.791,"$700,000"
335,Aledmys Diaz,SS,HOU,17,0.283,58,14,3,6,0.241,0.737,"$4,450,000"
336,Phillip Evans,3B,PIT,11,0.183,39,14,1,9,0.359,0.932,$0
337,Michael Perez,C,TB,38,0.633,84,14,1,13,0.167,0.475,$0
338,Luis Rengifo,SS,LAA,33,0.55,90,14,1,3,0.156,0.469,$0
339,Francisco Cervelli,C,MIA,16,0.267,53,13,3,7,0.245,0.808,$0
340,Nick Senzel,3B,CIN,24,0.4,70,13,2,8,0.186,0.604,"$1,250,000"
341,Abraham Toro-Hernandez,3B,HOU,33,0.55,87,13,3,9,0.149,0.513,"$700,000"
342,Chad Pinder,LF,OAK,24,0.4,56,13,2,8,0.232,0.688,"$2,725,000"
343,Chadwick Tromp,C,SF,24,0.4,61,13,4,10,0.213,0.645,$0
344,Sam Haggerty,2B,SEA,13,0.217,50,13,1,6,0.26,0.715,$0
345,Vimael Machin,2B,OAK,24,0.4,63,13,0,0,0.206,0.534,$0
346,Robinson Chirinos,C,NYM,26,0.433,74,12,1,7,0.162,0.475,"$900,000"
347,Stephen Vogt,C,ARI,26,0.433,72,12,1,7,0.167,0.525,"$850,000"
348,Derek Dietrich,2B,TEX,25,0.417,61,12,5,8,0.197,0.806,$0
349,Greg Garcia,2B,SD,35,0.583,60,12,0,11,0.2,0.529,$0
350,Mitch Garver,C,MIN,23,0.383,72,12,2,5,0.167,0.511,"$3,335,000"
351,Kyle Higashioka,C,NYY,16,0.267,48,12,4,10,0.25,0.771,"$935,000"
352,Christian Arroyo,SS,BOS,15,0.25,50,12,3,8,0.24,0.736,"$1,200,000"
353,Jarrod Dyson,CF,CHW,32,0.533,61,11,0,5,0.18,0.411,$0
354,Phillip Ervin,CF,SEA,37,0.617,74,11,0,4,0.149,0.481,$0
355,Mike Zunino,C,TB,28,0.467,75,11,4,10,0.147,0.598,"$7,000,000"
356,Chris Owings,2B,COL,17,0.283,41,11,2,5,0.268,0.757,"$700,000"
357,Jake Marisnick,CF,NYM,16,0.267,33,11,2,5,0.333,0.959,"$1,000,000"
358,Gavin Lux,2B,LAD,19,0.317,63,11,3,8,0.175,0.596,"$700,000"
359,Sam Huff,C,TEX,10,0.167,31,11,3,4,0.355,1.136,$0
360,Daz Cameron,OF,DET,17,0.293,57,11,0,3,0.193,0.483,$0
361,Magneuris Sierra,CF,MIA,19,0.317,44,11,0,7,0.25,0.697,$0
362,Josh Rojas,2B,ARI,17,0.283,61,11,0,2,0.18,0.437,"$700,000"
363,Jeff Mathis,C,TEX,24,0.4,62,10,3,9,0.161,0.575,$0
364,John Ryan Murphy,C,PIT,25,0.417,58,10,0,2,0.172,0.433,$0
365,Bubba Starling,CF,KC,35,0.583,59,10,1,5,0.17,0.456,$0
366,Ildemaro Vargas,2B,CHC,24,0.4,51,10,1,3,0.196,0.536,$0
367,J.T. Riddle,SS,PIT,23,0.383,67,10,1,1,0.149,0.398,$0
368,Pavin Smith,1B,ARI,12,0.2,37,10,1,4,0.27,0.746,"$700,000"
369,Chad Wallach,C,MIA,15,0.25,44,10,1,6,0.227,0.64,$0
370,Ramon Urias,2B,BAL,15,0.132,30,10,1,3,0.333,0.894,"$700,000"
371,Anthony Bemboom,C,LAA,21,0.35,48,10,3,5,0.208,0.744,"$700,000"
372,Alex Avila,C,MIN,23,0.383,49,9,1,2,0.184,0.641,$0
373,Manuel Pina,C,MIL,15,0.25,39,9,2,5,0.231,0.744,"$3,500,000"
374,Erik Kratz,C,NYY,18,0.3,28,9,0,4,0.321,0.76,$0
375,Jace Peterson,3B,MIL,26,0.433,45,9,2,5,0.2,0.749,"$1,825,000"
376,Eli White,SS,TEX,19,0.317,48,9,0,3,0.188,0.46,"$700,000"
377,Josh VanMeter,2B,ARI,26,0.433,70,9,2,6,0.129,0.485,"$700,000"
378,Jacob Nottingham,C,MIL,20,0.333,48,9,4,13,0.188,0.736,$0
379,Tyrone Taylor,CF,MIL,22,0.367,38,9,2,6,0.237,0.793,"$700,000"
380,Jazz Chisholm,SS,MIA,21,0.35,56,9,2,6,0.161,0.563,"$700,000"
381,Alejandro Kirk,C,TOR,9,0.15,24,9,1,3,0.375,0.983,"$710,400"
382,Jon Jay,RF,ARI,18,0.3,50,8,1,4,0.16,0.451,$0
383,Kevan Smith,C,TB,17,0.283,31,8,1,8,0.258,0.83,$0
384,Tyler Heineman,C,SF,15,0.25,42,8,0,1,0.191,0.506,"$666,051"
385,C.J. Cron,1B,DET,13,0.224,42,8,4,8,0.191,0.894,"$7,250,000"
386,Daniel Santana,CF,TEX,15,0.25,55,8,1,7,0.146,0.511,$0
387,Monte Harrison,CF,MIA,32,0.533,47,8,1,3,0.17,0.491,$0
388,Aristides Aquino,RF,CIN,23,0.383,47,8,2,8,0.17,0.623,"$700,000"
389,Franchy Cordero,CF,KC,16,0.267,38,8,2,7,0.211,0.733,$0
390,Tzu-Wei Lin,SS,BOS,26,0.433,52,8,0,3,0.154,0.355,$0
391,Jack Mayfield,2B,HOU,21,0.35,42,8,0,3,0.191,0.453,"$700,000"
392,Jonah Heim,C,OAK,13,0.217,38,8,0,5,0.211,0.479,"$714,000"
393,Matt Wieters,C,STL,19,0.328,35,7,0,4,0.2,0.529,$0
394,Daniel Robertson,SS,SF,13,0.217,21,7,0,2,0.333,0.75,$0
395,Guillermo Heredia,CF,NYM,15,0.25,33,7,2,5,0.212,0.672,"$1,000,000"
396,Tomas Nido,C,NYM,7,0.117,24,7,2,6,0.292,0.929,"$890,000"
397,Derek Fisher,RF,TOR,16,0.267,31,7,1,7,0.226,0.811,$0
398,Jonathan Davis,CF,TOR,13,0.217,27,7,1,6,0.259,0.808,$0
399,Chris Davis,1B,BAL,16,0.267,52,6,0,1,0.115,0.337,$0
400,Lorenzo Cain,CF,MIL,5,0.083,18,6,0,2,0.333,0.817,"$17,000,000"
401,Drew Butera,C,COL,29,0.483,39,6,0,4,0.154,0.396,$0
402,Dustin Garneau,C,HOU,17,0.283,38,6,1,4,0.158,0.562,"$1,175,000"
403,Rangel Ravelo,1B,STL,13,0.224,35,6,1,6,0.171,0.53,$0
404,Jake Noll,2B,WSH,7,0.117,17,6,0,0,0.353,0.765,$0
405,Anthony Alford,OF,PIT,18,0.3,28,6,2,7,0.214,0.741,"$700,000"
406,Brent Rooker,OF,MIN,7,0.117,19,6,1,5,0.316,0.96,$0
407,Steven Duggar,CF,SF,21,0.35,34,6,0,3,0.177,0.458,"$700,000"
408,Wyatt Mathisen,3B,ARI,9,0.15,27,6,2,5,0.222,0.808,$0
409,Yoenis Cespedes,CF,NYM,8,0.133,31,5,2,4,0.161,0.622,$0
410,Bryan Holaday,C,BAL,21,0.35,31,5,0,4,0.161,0.406,$0
411,Yolmer Sanchez,3B,CHW,12,0.2,16,5,1,1,0.313,1.164,$0
412,Braden Bishop,CF,SEA,12,0.2,30,5,0,4,0.167,0.476,$0
413,Joseph Odom,C,SEA,18,0.3,39,5,0,2,0.128,0.338,$0
414,Yadiel Hernandez,OF,WSH,12,0.2,26,5,1,6,0.192,0.637,"$700,000"
415,Logan Forsythe,2B,MIA,13,0.217,34,4,1,2,0.118,0.446,$0
416,Billy Hamilton,CF,CHC,31,0.517,32,4,1,2,0.125,0.39,$0
417,Andrew Benintendi,LF,BOS,14,0.233,39,4,0,1,0.103,0.442,"$7,900,000"
418,Jorge Mateo,SS,SD,22,0.367,26,4,0,2,0.154,0.454,"$700,000"
419,Jake Fraley,RF,SEA,7,0.117,26,4,0,0,0.154,0.511,"$700,000"
420,Isan Diaz,2B,MIA,7,0.117,22,4,0,1,0.182,0.364,$0
421,Rafael Marchan,C,PHI,3,0.05,8,4,1,3,0.5,1.431,"$700,000"
422,Cesar Puello,RF,BOS,5,0.083,8,3,0,0,0.375,0.875,$0
423,Jahmai Jones,OF,LAA,3,0.05,7,3,0,1,0.429,0.857,$0
424,Jared Oliva,CF,PIT,6,0.1,16,3,0,0,0.188,0.375,$0
425,Eric Haase,C,DET,7,0.121,17,3,0,2,0.177,0.387,"$700,000"
426,Sergio Alcantara,2B,DET,10,0.172,21,3,1,1,0.143,0.598,"$700,000"
427,Joe Hudson,C,SEA,9,0.15,17,3,0,0,0.177,0.44,$0
428,Kyle Garlick,RF,PHI,12,0.2,22,3,0,3,0.136,0.356,$0
429,Elliot Soto,SS,LAA,3,0.05,6,2,0,0,0.333,0.929,$0
430,Brendan Rodgers,SS,COL,7,0.117,21,2,0,2,0.095,0.238,"$700,000"
431,Harold Ramirez,RF,MIA,3,0.05,10,2,0,1,0.2,0.473,"$728,000"
432,Yordan Alvarez,DH,HOU,2,0.033,8,2,1,4,0.25,0.958,"$764,600"
433,Franklin Barreto,SS,LAA,21,0.35,27,2,0,2,0.074,0.181,$0
434,Luis Alexander Basabe,OF,SF,9,0.15,14,2,0,1,0.143,0.476,$0
435,Sherten Apostel,3B,TEX,7,0.117,20,2,0,0,0.1,0.293,$0
436,Nick Heath,OF,KC,15,0.25,13,2,0,3,0.154,0.543,$0
437,Eduardo Nunez,3B,NYM,2,0.033,2,1,0,0,0.5,1,$0
438,Andrew Romine,SS,TEX,2,0.033,4,1,0,0,0.25,0.75,$0
439,Rene Rivera,C,NYM,2,0.033,4,1,0,0,0.25,0.5,$0
440,Derek Hill,OF,DET,15,0.259,11,1,0,0,0.091,0.258,"$700,000"
441,Ryan Cordell,LF,NYM,5,0.083,8,1,0,0,0.125,0.25,$0
442,Luis Campusano,C,SD,1,0.017,3,1,1,1,0.333,1.833,$0
443,Brandon Dixon,1B,DET,5,0.086,13,1,0,2,0.077,0.297,$0
444,Austin Dean,LF,STL,3,0.052,4,1,0,0,0.25,1.071,$0
445,Austin Adams,RP,SD,3,0.05,1,0,0,0,0,0,"$925,000"
446,Andrew Susac,C,PIT,1,0.017,2,0,0,0,0,0.5,$0
447,Alec Mills,SP,CHC,12,0.2,1,0,0,0,0,0,"$700,000"
448,Joey Rickard,LF,SF,4,0.067,5,0,0,0,0,0.167,$0
449,Tim Hill,RP,SD,23,0.383,1,0,0,0,0,0,"$1,325,000"
450,Nate Orf,2B,OAK,6,0.1,7,0,0,0,0,0,$0
451,Jason Martin,OF,PIT,7,0.117,9,0,0,0,0,0.182,$0
