Rank,Player,Pos,Team,GP,GP%,AB,H,HR,RBI,AVG,OPS,Cash2022
310,Austin Romine,C,NYY,80,0.494,229,50,2,21,0.218,0.565,$0
311,Kelby Tomlinson,2B,SF,104,0.642,194,50,1,11,0.258,0.646,$0
312,Jose Osuna,1B,PIT,105,0.648,215,50,7,30,0.233,0.697,$0
313,Ichiro Suzuki,RF,MIA,136,0.84,196,49,3,20,0.25,0.64,$0
314,Cliff Pennington,SS,LAA,87,0.537,194,49,3,21,0.253,0.635,$0
315,Hyun-soo Kim,LF,PHI,96,0.593,212,49,1,14,0.231,0.599,$0
316,Matt Olson,1B,OAK,59,0.364,189,49,24,45,0.259,1.003,"$15,000,000"
317,Devon Travis,2B,TOR,50,0.309,185,48,5,24,0.26,0.729,$0
318,Alen Hanson,RF,CHW,106,0.654,217,48,4,11,0.221,0.607,$0
319,Pat Valaika,SS,COL,110,0.679,182,47,13,40,0.258,0.817,$0
320,Yoan Moncada,2B,CHW,54,0.333,199,46,8,22,0.231,0.75,"$14,000,000"
321,John Hicks,C,DET,60,0.37,173,46,6,22,0.266,0.766,$0
322,Raimel Tapia,LF,COL,70,0.432,160,46,2,16,0.288,0.754,"$3,950,000"
323,Brandon Nimmo,LF,NYM,69,0.426,177,46,5,21,0.26,0.797,"$7,000,000"
324,Matt Szczur,CF,SD,119,0.735,195,45,3,18,0.231,0.714,$0
325,Jesus Sucre,C,TB,63,0.389,176,45,7,29,0.256,0.699,$0
326,Tyler Saladino,2B,CHW,79,0.488,253,45,0,10,0.178,0.484,$0
327,Daniel Robertson,SS,TB,75,0.463,218,45,5,19,0.206,0.634,$0
328,Michael Saunders,LF,TOR,73,0.451,218,44,6,21,0.202,0.6,$0
329,Andrew Knapp,C,PHI,56,0.346,171,44,3,13,0.257,0.736,"$700,000"
330,Rhys Hoskins,LF,PHI,50,0.309,170,44,18,48,0.259,1.014,"$7,700,000"
331,Tyler Moore,1B,MIA,104,0.642,187,43,6,30,0.23,0.668,$0
332,Ehire Adrianza,SS,MIN,70,0.432,162,43,2,24,0.265,0.707,"$1,500,000"
333,Dixon Machado,SS,DET,73,0.451,166,43,1,11,0.259,0.621,$0
334,Peter Bourjos,RF,TB,100,0.617,188,42,5,15,0.223,0.655,$0
335,Nick Ahmed,SS,ARI,53,0.327,167,42,6,21,0.252,0.717,"$8,250,000"
336,Elias Diaz,C,PIT,64,0.395,188,42,1,19,0.223,0.582,"$3,000,000"
337,Allen Cordoba,SS,SD,100,0.617,202,42,4,15,0.208,0.579,$0
338,Chris Gimenez,C,MIN,77,0.475,186,41,7,16,0.22,0.731,$0
339,Chris Herrmann,C,ARI,106,0.654,226,41,10,27,0.181,0.619,$0
340,Jarrett Parker,RF,SF,51,0.315,166,41,4,23,0.247,0.709,$0
341,Adonis Garcia,3B,ATL,52,0.321,173,41,5,19,0.237,0.62,$0
342,Amed Rosario,SS,NYM,46,0.284,165,41,4,10,0.249,0.665,"$4,950,000"
343,Miguel Montero,C,TOR,76,0.469,185,40,6,16,0.216,0.656,$0
344,Jeff Mathis,C,ARI,60,0.37,186,40,2,11,0.215,0.6,$0
345,Alexi Amarista,SS,COL,96,0.593,168,40,3,19,0.238,0.62,$0
346,Jace Peterson,LF,ATL,89,0.549,186,40,2,17,0.215,0.635,"$1,825,000"
347,Yasmany Tomas,LF,ARI,47,0.29,166,40,8,32,0.241,0.758,$0
348,Drew Butera,C,KC,75,0.463,163,37,3,14,0.227,0.603,$0
349,Patrick Kivlehan,RF,CIN,115,0.71,178,37,9,26,0.208,0.703,$0
350,Nicky Delmonico,LF,CHW,43,0.265,141,37,9,23,0.262,0.856,$0
351,Tommy La Stella,2B,CHC,73,0.451,125,36,5,22,0.288,0.861,"$5,250,000"
352,Deven Marrero,SS,BOS,71,0.438,171,36,4,27,0.211,0.593,$0
353,Mark Canha,LF,OAK,57,0.352,173,36,5,14,0.208,0.644,"$14,000,000"
354,Jeimer Candelario,3B,DET,38,0.235,127,36,3,16,0.284,0.784,"$5,800,000"
355,Jesse Winker,OF,CIN,47,0.29,121,36,7,15,0.298,0.904,"$7,000,000"
356,Martin Prado,3B,MIA,37,0.228,140,35,2,12,0.25,0.636,$0
357,Jett Bandy,C,MIL,60,0.37,169,35,6,18,0.207,0.636,$0
358,Jabari Blash,LF,SD,61,0.377,164,35,5,16,0.213,0.675,$0
359,Colby Rasmus,LF,TB,37,0.228,121,34,9,23,0.281,0.896,$0
360,Daniel Santana,CF,ATL,82,0.506,168,34,4,23,0.202,0.6,$0
361,Jorge Alfaro,C,PHI,29,0.179,107,34,5,14,0.318,0.874,"$2,725,000"
362,Cheslor Cuthbert,3B,KC,58,0.358,143,33,2,18,0.231,0.596,$0
363,Boog Powell,CF,OAK,52,0.321,117,33,3,12,0.282,0.76,$0
364,Austin Slater,OF,SF,34,0.21,117,33,3,16,0.282,0.74,"$1,850,000"
365,Dominic Smith,1B,NYM,49,0.303,167,33,9,26,0.198,0.658,"$3,950,000"
366,Reymond Fuentes,CF,ARI,64,0.395,136,32,3,9,0.235,0.616,$0
367,Derek Fisher,OF,HOU,53,0.327,146,31,5,17,0.212,0.663,$0
368,Clint Frazier,OF,NYY,39,0.241,134,31,4,17,0.231,0.715,"$1,500,000"
369,A.J. Ellis,C,MIA,51,0.315,143,30,6,14,0.21,0.669,$0
370,Devin Mesoraco,C,CIN,56,0.346,141,30,6,14,0.213,0.711,$0
371,Hector Sanchez,C,SD,75,0.463,137,30,8,25,0.219,0.668,$0
372,Josh Phegley,C,OAK,57,0.352,149,30,3,10,0.201,0.59,$0
373,Lane Adams,RF,ATL,85,0.525,109,30,5,20,0.275,0.807,$0
374,Eric Young Jr.,CF,LAA,47,0.29,110,29,4,16,0.264,0.754,$0
375,Tyler Collins,LF,DET,49,0.303,150,29,5,14,0.193,0.611,$0
376,Rio Ruiz,3B,ATL,53,0.327,150,29,4,19,0.193,0.59,$0
377,Ryan Rua,LF,TEX,63,0.389,129,28,3,12,0.217,0.627,$0
378,Greg Bird,1B,NYY,48,0.296,147,28,9,28,0.191,0.71,$0
379,Luke Voit,1B,STL,62,0.383,114,28,4,18,0.246,0.736,"$5,450,000"
380,Ryan Hanigan,C,COL,33,0.204,101,27,2,13,0.267,0.671,$0
381,Carlos Ruiz,C,SEA,54,0.333,125,27,3,11,0.216,0.665,$0
382,Adam Eaton,RF,WSH,23,0.142,91,27,2,13,0.297,0.854,$0
383,Brock Holt,2B,BOS,64,0.395,140,27,0,7,0.193,0.534,$0
384,Craig Gentry,LF,BAL,77,0.475,101,26,2,11,0.257,0.719,$0
385,Kevin Plawecki,C,NYM,37,0.228,100,26,3,13,0.26,0.764,"$2,250,000"
386,Matt Reynolds,SS,NYM,68,0.42,113,26,1,5,0.23,0.609,$0
387,Andrew Toles,LF,LAD,31,0.191,96,26,5,15,0.271,0.772,$0
388,Ryder Jones,3B,SF,53,0.327,150,26,2,5,0.173,0.517,$0
389,Andres Blanco,SS,PHI,80,0.494,130,25,3,13,0.192,0.549,$0
390,Tomas Telis,1B,MIA,48,0.296,104,25,0,9,0.24,0.625,$0
391,Willy Garcia,LF,CHW,44,0.272,105,25,2,12,0.238,0.705,$0
392,Stephen Drew,2B,WSH,46,0.284,95,24,1,17,0.253,0.66,$0
393,Jose Lobaton,C,WSH,51,0.315,141,24,4,11,0.17,0.525,$0
394,Chris Stewart,C,PIT,51,0.315,131,24,0,4,0.183,0.463,$0
395,Josh Rutledge,SS,BOS,37,0.228,107,24,0,9,0.224,0.558,$0
396,Max Moroff,2B,PIT,56,0.346,120,24,3,21,0.2,0.627,$0
397,Jacoby Jones,CF,DET,56,0.346,141,24,3,13,0.17,0.51,$0
398,Drew Robinson,LF,TEX,48,0.296,107,24,6,13,0.224,0.775,$0
399,Brett Phillips,OF,MIL,37,0.228,87,24,4,12,0.276,0.799,"$1,400,000"
400,Kaleb Cowart,3B,LAA,50,0.309,102,23,3,11,0.226,0.695,$0
401,Teoscar Hernandez,CF,TOR,27,0.167,88,23,8,20,0.261,0.908,"$10,650,000"
402,Sean Rodriguez,2B,PIT,54,0.333,132,22,5,8,0.167,0.572,$0
403,Leonys Martin,CF,CHC,49,0.303,128,22,3,9,0.172,0.513,$0
404,Jefry Marte,3B,LAA,45,0.278,127,22,4,14,0.173,0.576,$0
405,Zach Granite,OF,MIN,40,0.247,93,22,1,13,0.237,0.611,$0
406,Brian Anderson,3B,MIA,25,0.154,84,22,0,8,0.262,0.706,"$4,475,000"
407,Mike Aviles,3B,MIA,37,0.228,86,21,1,8,0.244,0.611,$0
408,Dustin Garneau,C,OAK,41,0.253,112,21,2,9,0.188,0.585,"$1,175,000"
409,Sam Travis,1B,BOS,33,0.204,76,20,0,1,0.263,0.667,$0
410,Harrison Bader,OF,STL,32,0.198,85,20,3,10,0.235,0.659,"$5,700,000"
411,Luis Torrens,C,SD,56,0.346,123,20,0,7,0.163,0.446,"$1,200,000"
412,Magneuris Sierra,OF,STL,22,0.136,60,20,0,5,0.333,0.708,$0
413,Luke Maile,C,TOR,46,0.284,130,19,2,7,0.146,0.407,"$900,000"
414,Adrian Sanchez,2B,WSH,34,0.21,71,19,0,11,0.268,0.654,$0
415,Ramon Torres,SS,KC,33,0.204,74,18,0,4,0.243,0.575,$0
416,Jeremy Hazelbaker,OF,ARI,41,0.253,52,18,2,10,0.346,1.02,$0
417,Ryan Raburn,LF,WSH,25,0.154,65,17,2,6,0.262,0.735,$0
418,Juan Graterol,C,LAA,48,0.296,84,17,0,10,0.202,0.457,$0
419,Paulo Orlando,RF,KC,39,0.241,86,17,2,6,0.198,0.527,$0
420,Ty Kelly,3B,PHI,70,0.432,89,17,2,14,0.191,0.595,$0
421,Tyler White,1B,HOU,22,0.136,61,17,3,10,0.279,0.853,$0
422,Pedro Florimon,SS,PHI,15,0.093,46,16,0,6,0.348,0.866,$0
423,Mac Williamson,RF,SF,28,0.173,68,16,3,6,0.235,0.685,$0
424,Marco Hernandez,SS,BOS,21,0.13,58,16,0,2,0.276,0.628,$0
425,Jared Hoying,RF,TEX,36,0.222,72,16,1,7,0.222,0.565,$0
426,Gavin Cecchini,SS,NYM,32,0.198,77,16,1,7,0.208,0.529,$0
427,Cameron Perkins,OF,PHI,42,0.259,88,16,1,8,0.182,0.51,$0
428,Jordan Luplow,OF,PIT,27,0.167,78,16,3,11,0.205,0.66,"$1,400,000"
429,Phillip Ervin,CF,CIN,28,0.173,58,15,3,10,0.259,0.766,$0
430,Jacob deGrom,SP,NYM,37,0.228,71,15,1,4,0.211,0.5,"$18,500,000"
431,Rob Refsnyder,2B,TOR,52,0.321,88,15,0,0,0.171,0.463,$0
432,Brett Nicholas,C,TEX,22,0.136,63,15,2,11,0.238,0.658,$0
433,Victor Caratini,C,CHC,31,0.191,59,15,1,2,0.254,0.689,"$2,000,000"
434,Tzu-Wei Lin,SS,BOS,25,0.154,56,15,0,2,0.268,0.709,$0
435,J.P. Crawford,SS,PHI,23,0.142,70,15,0,6,0.214,0.656,"$10,000,000"
436,Jorge Soler,LF,KC,35,0.216,97,14,2,6,0.144,0.503,"$12,000,000"
437,Efren Navarro,1B,DET,23,0.142,61,14,2,2,0.23,0.696,$0
438,Travis Jankowski,CF,SD,27,0.167,75,14,0,1,0.187,0.496,"$1,250,000"
439,Richard Urena,SS,TOR,21,0.13,68,14,1,4,0.206,0.579,$0
440,Franklin Barreto,SS,OAK,25,0.154,71,14,2,6,0.197,0.602,$0
441,Garrett Cooper,1B,NYY,13,0.08,43,14,0,6,0.326,0.822,"$2,500,000"
442,J.D. Davis,3B,HOU,25,0.154,62,14,4,7,0.226,0.763,"$2,760,000"
443,Franklin Gutierrez,CF,LAD,35,0.216,56,13,1,8,0.232,0.657,$0
444,Zack Greinke,SP,ARI,33,0.204,62,13,0,4,0.21,0.52,"$13,000,000"
445,Robbie Ray,SP,ARI,28,0.173,53,13,0,2,0.245,0.569,"$21,000,000"
446,Austin Hays,RF,BAL,20,0.124,60,13,1,8,0.217,0.555,"$700,000"
447,Alejandro De Aza,LF,WSH,28,0.173,62,12,0,9,0.194,0.546,$0
448,Jhoulys Chacin,SP,SD,34,0.21,54,12,0,4,0.222,0.481,"$1,250,000"
449,Taijuan Walker,SP,ARI,28,0.173,52,12,1,5,0.231,0.553,"$7,000,000"
450,Juan Centeno,C,HOU,22,0.136,52,12,2,4,0.231,0.632,$0
451,Raffy Lopez,C,TOR,24,0.148,54,12,4,12,0.222,0.769,$0
452,Carson Kelly,C,STL,34,0.21,69,12,0,6,0.174,0.457,"$3,325,000"
453,Adam Wainwright,SP,STL,26,0.161,42,11,2,11,0.262,0.731,"$17,500,000"
454,Carlos Martinez,SP,STL,34,0.21,62,11,0,11,0.177,0.429,$0
455,Christian Villanueva,3B,SD,12,0.074,32,11,4,7,0.344,1.094,$0
456,Stuart Turner,C,CIN,37,0.228,82,11,2,7,0.134,0.426,$0
457,Max Scherzer,SP,WSH,31,0.191,62,10,1,5,0.161,0.422,"$43,333,333"
458,Pedro Alvarez,1B,BAL,14,0.086,32,10,1,4,0.313,0.79,$0
459,Ty Blach,SP,SF,38,0.235,44,10,1,7,0.227,0.627,"$700,000"
460,Phillip Evans,3B,NYM,19,0.117,33,10,0,1,0.303,0.758,$0
461,Clayton Kershaw,SP,LAD,27,0.167,49,9,0,2,0.184,0.449,"$17,000,000"
462,R.A. Dickey,SP,ATL,31,0.191,61,9,0,5,0.148,0.295,$0
463,Rob Brantly,C,CHW,14,0.086,31,9,2,5,0.29,0.905,$0
464,Rymer Liriano,RF,CHW,21,0.13,41,9,1,6,0.22,0.646,$0
465,Gerrit Cole,SP,PIT,34,0.21,55,9,1,3,0.164,0.415,"$36,000,000"
466,Tyler Austin,1B,NYY,20,0.124,40,9,2,8,0.225,0.708,$0
467,Andrew Stevenson,OF,WSH,37,0.228,57,9,0,1,0.158,0.443,$0
468,Willie Calhoun,LF,TEX,13,0.08,34,9,1,4,0.265,0.677,"$1,300,000"
469,Mitch Garver,C,MIN,23,0.142,46,9,0,3,0.196,0.636,"$3,335,000"
470,Tyler Wade,1B,NYY,30,0.185,58,9,0,2,0.155,0.446,"$825,000"
471,Travis Taijeron,RF,NYM,26,0.161,52,9,1,3,0.173,0.54,$0
472,Jon Lester,SP,CHC,32,0.198,54,8,1,6,0.148,0.463,$0
473,Geovany Soto,C,CHW,13,0.08,42,8,3,9,0.191,0.676,$0
474,Andre Ethier,CF,LAD,22,0.136,34,8,2,3,0.235,0.757,$0
475,Jake Arrieta,SP,CHC,32,0.198,61,8,1,5,0.131,0.358,$0
476,Mike Leake,SP,SEA,32,0.198,47,8,0,4,0.17,0.411,$0
477,Julio Teheran,SP,ATL,37,0.228,57,8,0,6,0.14,0.307,$0
478,Ryan Flaherty,3B,BAL,23,0.142,38,8,0,4,0.211,0.539,$0
479,Will Middlebrooks,3B,TEX,22,0.136,38,8,0,3,0.211,0.599,$0
480,Carlos Moncrief,RF,SF,28,0.173,38,8,0,5,0.211,0.493,$0
481,Kyle Freeland,RP,COL,35,0.216,52,8,1,2,0.154,0.401,"$7,000,000"
482,Chris Bostick,LF,PIT,20,0.124,27,8,0,1,0.296,0.777,$0
483,German Marquez,SP,COL,29,0.179,45,8,0,5,0.178,0.4,"$11,000,000"
484,Tony Kemp,LF,HOU,17,0.105,37,8,0,4,0.216,0.5,"$2,250,000"
485,Miguel Gomez,3B,SF,22,0.136,33,8,0,2,0.242,0.538,$0
486,Anthony Santander,OF,BAL,13,0.08,30,8,0,2,0.267,0.625,"$3,150,000"
487,Homer Bailey,SP,CIN,18,0.111,28,7,0,0,0.25,0.571,$0
488,John Lackey,SP,CHC,32,0.198,53,7,0,1,0.132,0.33,$0
489,Clayton Richard,SP,SD,32,0.198,57,7,1,4,0.123,0.36,$0
490,Stephen Strasburg,SP,WSH,28,0.173,54,7,2,3,0.13,0.401,"$23,571,428"
491,Madison Bumgarner,SP,SF,17,0.105,34,7,3,5,0.206,0.721,"$23,000,000"
492,Mike Morse,LF,SF,24,0.148,36,7,1,3,0.194,0.556,$0
493,Patrick Corbin,SP,ARI,35,0.216,56,7,0,0,0.125,0.37,"$23,000,000"
494,Bryan Holaday,C,DET,13,0.08,29,7,0,2,0.241,0.552,$0
495,Chase Anderson,SP,MIL,25,0.154,52,7,0,3,0.135,0.288,$0
496,Philip Gosselin,2B,TEX,40,0.247,48,7,0,2,0.146,0.368,$0
497,Jake Smolinski,LF,OAK,16,0.099,27,7,0,0,0.259,0.607,$0
498,Orlando Calixte,SS,SF,29,0.179,49,7,0,6,0.143,0.348,$0
499,Cesar Puello,LF,TB,17,0.105,34,7,0,3,0.206,0.514,$0
500,Shane Robinson,CF,LAA,20,0.124,31,6,0,1,0.194,0.451,$0
501,Jeff Samardzija,SP,SF,35,0.216,64,6,1,2,0.094,0.266,$0
502,Gio Gonzalez,SP,WSH,32,0.198,66,6,0,5,0.091,0.234,$0
503,Matt Moore,SP,SF,32,0.198,47,6,0,4,0.128,0.291,$0
504,Tyler Chatwood,SP,COL,35,0.216,39,6,0,2,0.154,0.354,$0
505,Mike Freeman,2B,CHC,35,0.216,60,6,1,1,0.1,0.365,$0
506,Trayce Thompson,CF,LAD,27,0.167,49,6,1,2,0.122,0.483,$0
507,Jimmy Nelson,SP,MIL,29,0.179,57,6,0,2,0.105,0.226,"$700,000"
508,Vincent Velasquez,SP,PHI,16,0.099,24,6,0,1,0.25,0.53,"$3,000,000"
509,Jameson Taillon,SP,PIT,25,0.154,38,6,0,0,0.158,0.316,"$5,800,000"
510,Joe Ross,SP,WSH,20,0.124,33,6,0,1,0.182,0.448,"$2,400,000"
511,Zach Davies,SP,MIL,33,0.204,48,6,0,3,0.125,0.403,"$1,500,000"
512,Dan Vogelbach,1B,SEA,16,0.099,28,6,0,2,0.214,0.54,"$800,000"
513,Chance Sisco,C,BAL,10,0.062,18,6,2,4,0.333,1.232,$0
514,Kyle Farmer,C,LAD,20,0.124,20,6,0,2,0.3,0.65,"$3,155,000"
515,Cameron Gallagher,C,KC,13,0.08,24,6,1,5,0.25,0.75,"$885,000"
516,Ben Lively,SP,PHI,15,0.093,26,6,2,8,0.231,0.692,$0
517,Victor Robles,OF,WSH,13,0.08,24,6,0,4,0.25,0.766,"$1,650,000"
518,Mike Tauchman,CF,COL,31,0.191,27,6,0,2,0.222,0.64,$0
519,Rich Hill,SP,LAD,25,0.154,45,5,0,4,0.111,0.279,"$5,000,000"
520,Edinson Volquez,SP,MIA,17,0.105,26,5,0,1,0.192,0.407,$0
521,Matt Cain,RP,SF,27,0.167,32,5,0,2,0.156,0.375,$0
522,Luis Perdomo,SP,SD,29,0.179,46,5,0,3,0.109,0.432,$0
523,Jaime Garcia,SP,NYY,27,0.167,33,5,1,7,0.152,0.449,$0
524,Mike Montgomery,RP,CHC,44,0.272,27,5,1,3,0.185,0.519,$0
525,Kyle Hendricks,SP,CHC,25,0.154,50,5,0,5,0.1,0.22,"$14,000,000"
526,Tanner Roark,SP,WSH,32,0.198,55,5,0,0,0.091,0.216,$0
527,Jose Urena,SP,MIA,36,0.222,48,5,0,2,0.104,0.229,"$1,250,000"
528,Jerad Eickhoff,SP,PHI,24,0.148,31,5,0,0,0.161,0.355,$0
529,Pedro Severino,C,WSH,17,0.105,29,5,0,3,0.172,0.433,$0
530,Tyler Glasnow,RP,PIT,18,0.111,17,5,0,3,0.294,0.749,"$5,100,000"
531,Robert Gsellman,RP,NYM,27,0.167,34,5,0,4,0.147,0.415,$0
532,Kenta Maeda,SP,LAD,30,0.185,39,5,0,4,0.128,0.282,"$3,000,000"
533,Jacob Stallings,C,PIT,5,0.031,14,5,0,3,0.357,0.938,"$2,600,000"
534,Chad Kuhl,SP,PIT,33,0.204,48,5,0,3,0.104,0.268,"$3,000,000"
535,Alex Mejia,SS,STL,29,0.179,46,5,1,3,0.109,0.32,$0
536,Bronson Arroyo,SP,CIN,15,0.093,26,4,0,0,0.154,0.308,$0
537,Johnny Cueto,SP,SF,25,0.154,46,4,0,3,0.087,0.191,$0
538,Trevor Cahill,RP,KC,21,0.13,14,4,0,2,0.286,0.69,$0
539,Vance Worley,RP,MIA,26,0.161,22,4,0,3,0.182,0.364,$0
540,Lance Lynn,SP,STL,33,0.204,54,4,0,0,0.074,0.218,"$18,500,000"
541,Kris Negron,RF,ARI,14,0.086,25,4,0,1,0.16,0.5,$0
542,Dan Straily,SP,MIA,33,0.204,55,4,0,1,0.073,0.18,$0
543,Hyun-Jin Ryu,SP,LAD,25,0.154,30,4,0,0,0.133,0.402,"$20,000,000"
544,Joe Wendle,2B,OAK,8,0.049,13,4,1,5,0.308,0.973,"$4,500,000"
545,Max Stassi,C,HOU,14,0.086,24,4,2,4,0.167,0.781,"$3,000,000"
546,Aaron Nola,SP,PHI,27,0.167,48,4,0,1,0.083,0.237,"$15,000,000"
547,Alex Verdugo,OF,LAD,15,0.093,23,4,1,1,0.174,0.544,"$3,550,000"
548,Antonio Senzatela,SP,COL,36,0.222,32,4,0,5,0.125,0.281,"$7,250,000"
549,Seth Lugo,SP,NYM,20,0.124,29,4,1,2,0.138,0.448,"$2,925,000"
550,Miguel Andujar,3B,NYY,5,0.031,7,4,0,4,0.571,1.482,$0
551,Colin Moran,3B,HOU,7,0.043,11,4,1,3,0.364,1.235,"$1,000,000"
552,Rob Segedin,3B,LAD,13,0.08,20,4,0,1,0.2,0.5,$0
553,David Freitas,C,ATL,6,0.037,17,4,0,2,0.235,0.588,$0
554,Rafael Bautista,OF,WSH,17,0.105,25,4,0,0,0.16,0.382,$0
555,Ildemaro Vargas,SS,ARI,12,0.074,13,4,0,4,0.308,0.692,$0
556,Matt Garza,SP,MIL,24,0.148,35,3,0,1,0.086,0.197,$0
557,Gordon Beckham,2B,SEA,11,0.068,17,3,0,0,0.177,0.399,$0
558,Jeremy Hellickson,SP,BAL,30,0.185,33,3,0,2,0.091,0.348,$0
559,Craig Stammen,RP,SD,60,0.37,6,3,0,0,0.5,1.292,"$4,000,000"
560,Jordan Lyles,SP,SD,38,0.235,13,3,0,3,0.231,0.516,"$6,000,000"
561,Tim Federowicz,C,SF,13,0.08,13,3,2,3,0.231,0.978,$0
562,Chris Rusin,RP,COL,60,0.37,9,3,0,0,0.333,0.667,$0
563,Alex Wood,SP,LAD,27,0.167,52,3,0,4,0.058,0.15,"$12,500,000"
564,Jon Gray,SP,COL,20,0.124,38,3,1,3,0.079,0.26,"$15,000,000"
565,Curt Casali,C,TB,9,0.056,9,3,1,3,0.333,1.128,"$2,600,000"
566,Steven Matz,SP,NYM,17,0.105,21,3,0,1,0.143,0.286,"$10,000,000"
567,Christian Walker,1B,ARI,11,0.068,12,3,2,2,0.25,1.233,"$2,600,000"
568,Adam Conley,SP,MIA,22,0.136,24,3,0,0,0.125,0.317,$0
569,Renato Nunez,LF,OAK,8,0.049,15,3,1,3,0.2,0.65,$0
570,Jeff Hoffman,SP,COL,23,0.142,33,3,0,1,0.091,0.212,"$925,000"
571,Luke Weaver,SP,STL,15,0.093,19,3,0,1,0.158,0.358,"$2,875,000"
572,Tim Adleman,SP,CIN,30,0.185,29,3,0,2,0.103,0.241,$0
573,Zach Eflin,SP,PHI,11,0.068,21,3,0,2,0.143,0.286,"$5,500,000"
574,Steven Brault,RP,PIT,12,0.074,13,3,0,2,0.231,0.538,$0
575,Brent Suter,SP,MIL,23,0.142,18,3,0,0,0.167,0.377,"$2,700,000"
576,Raudy Read,C,WSH,8,0.049,11,3,0,0,0.273,0.545,$0
577,Jacob Hannemann,OF,SEA,11,0.068,20,3,1,1,0.15,0.45,$0
578,Nick Pivetta,SP,PHI,26,0.161,44,3,0,0,0.068,0.136,"$2,650,000"
579,Tomas Nido,C,NYM,5,0.031,10,3,0,3,0.3,0.7,"$890,000"
580,Luis Castillo,SP,CIN,15,0.093,30,3,0,1,0.1,0.229,"$7,350,000"
581,Dinelson Lamet,SP,SD,21,0.13,35,3,0,0,0.086,0.171,"$4,775,000"
582,Ryan McMahon,3B,COL,17,0.105,19,3,0,1,0.158,0.544,"$5,000,000"
583,Mike Marjama,C,SEA,5,0.031,9,3,1,1,0.333,1.111,$0
584,Taylor Davis,C,CHC,8,0.049,13,3,0,1,0.231,0.538,$0
585,Ervin Santana,SP,MIN,33,0.204,10,2,0,5,0.2,0.5,$0
586,Edwin Jackson,SP,WSH,22,0.136,21,2,0,0,0.095,0.19,$0
587,Kenley Jansen,RP/CL,LAD,65,0.401,4,2,0,1,0.5,1.25,"$16,000,000"
588,Chris Archer,SP,TB,34,0.21,8,2,0,1,0.25,0.5,"$2,750,000"
589,Brad Peacock,SP,HOU,34,0.21,7,2,0,2,0.286,0.804,$0
590,Erik Kratz,C,NYY,4,0.025,2,2,0,2,1,2.5,$0
591,Erasmo Ramirez,SP,SEA,37,0.228,3,2,0,1,0.667,1.333,$0
592,Jose Quintana,SP,CHC,32,0.198,25,2,0,4,0.08,0.191,"$2,000,000"
593,Matt Harvey,SP,NYM,19,0.117,34,2,0,1,0.059,0.145,$0
594,Charlie Culberson,3B,LAD,15,0.093,13,2,0,1,0.154,0.497,"$1,000,000"
595,Zack Wheeler,SP,NYM,18,0.111,27,2,0,0,0.074,0.218,"$26,000,000"
596,Michael Wacha,SP,STL,30,0.185,46,2,0,3,0.044,0.106,"$7,000,000"
597,Micah Johnson,CF,ATL,18,0.111,10,2,0,0,0.2,0.4,$0
598,Michael Lorenzen,RP,CIN,73,0.451,12,2,1,1,0.167,0.583,"$6,750,000"
599,Mike Foltynewicz,SP,ATL,29,0.179,42,2,0,0,0.048,0.095,$0
600,Carlos Perez,C,LAA,11,0.068,20,2,1,3,0.1,0.393,$0
601,Odrisamer Despaigne,SP,MIA,18,0.111,19,2,0,1,0.105,0.211,$0
602,Marcus Stroman,SP,TOR,34,0.21,7,2,1,1,0.286,1.143,"$25,000,000"
603,Rafael Montero,RP,NYM,34,0.21,25,2,0,1,0.08,0.16,"$2,725,000"
604,A.J. Cole,SP,WSH,11,0.068,14,2,0,0,0.143,0.393,$0
605,Noah Syndergaard,SP,NYM,7,0.043,9,2,0,0,0.222,0.639,"$21,000,000"
606,Carlos Rodon,SP,CHW,12,0.074,6,2,0,2,0.333,0.833,"$21,500,000"
607,Darrell Ceciliani,CF,TOR,3,0.019,5,2,1,3,0.4,1.6,$0
608,Zack Godley,SP,ARI,27,0.167,42,2,0,2,0.048,0.139,$0
609,Chris Stratton,SP,SF,13,0.08,14,2,0,0,0.143,0.286,"$2,700,000"
610,Jake Thompson,RP,PHI,12,0.074,12,2,0,0,0.167,0.481,$0
611,Trevor Williams,SP,PIT,31,0.191,41,2,0,0,0.049,0.142,"$3,900,000"
612,Jackson Stephens,RP,CIN,7,0.043,6,2,0,2,0.333,0.667,"$662,288"
613,Chris Flexen,SP,NYM,14,0.086,13,2,0,0,0.154,0.385,"$2,750,000"
614,Mark Leiter Jr.,SP,PHI,27,0.167,25,2,0,0,0.08,0.16,$0
615,Brandon Woodruff,SP,MIL,8,0.049,10,2,0,0,0.2,0.473,"$6,800,000"
616,Ubaldo Jimenez,SP,BAL,31,0.191,5,1,0,0,0.2,0.4,$0
617,Justin Verlander,SP,HOU,33,0.204,6,1,0,1,0.167,0.333,"$25,000,000"
618,Yovani Gallardo,RP,SEA,28,0.173,2,1,0,0,0.5,1,$0
619,Ian Kennedy,SP,KC,30,0.185,3,1,0,0,0.333,0.833,"$4,750,000"
620,Brandon McCarthy,SP,LAD,19,0.117,23,1,0,0,0.044,0.197,$0
621,Brett Anderson,SP,TOR,13,0.08,7,1,0,1,0.143,0.393,$0
622,Jason Vargas,SP,KC,32,0.198,4,1,0,0,0.25,0.5,$0
623,Scott Feldman,SP,CIN,21,0.13,34,1,0,0,0.029,0.059,$0
