Acronimo,Agente libre,Altura,Anio,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo,ln_Sueldo_base,ln_Sueldo_regular
NYM,No,6.3,9,597,356409,155,24025,2,6,24,New York Mets,New York,53,2809,161,161,25921,Pete Alonso,0.941,0.8854809999999999,5,245,9,0.26,0.06760000000000001,0.994,0.988036,1B,0.5279503105590062,120,14400,555000,555000,555000,85.22,7262.4484,79000000,85,5.45,29.7025,2,13.226723392728571,13.226723392728571,13.226723392728571
NYM,No,6.1,9,549,301401,141,19881,2,6,26,New York Mets,New York,33,1089,151,161,22801,Michael Conforto,0.856,0.7327359999999999,5,215,9,0.257,0.066049,0.932,0.8686240000000001,RF,0.5279503105590062,92,8464,4025000,4025000,4025000,84.89,7206.3121,79000000,85,3.59,12.8881,2,15.208035468834801,15.208035468834801,15.208035468834801
NYM,Si,6.1,9,473,223729,136,18496,2,6,31,New York Mets,New York,14,196,142,161,20164,Wilson Ramos,0.768,0.589824,5,245,9,0.288,0.08294399999999999,0.877,0.769129,C,0.5279503105590062,72,5184,7750000,6250000,7750000,30.19,911.4361000000001,79000000,85,1.96,3.8415999999999997,2,15.86320340132953,15.648092021712584,15.86320340132953
NYM,No,6.3,9,410,168100,126,15876,2,6,26,New York Mets,New York,22,484,140,161,19600,J.D. Davis,0.895,0.801025,5,218,9,0.307,0.094249,0.864,0.7464959999999999,3B,0.5279503105590062,57,3249,561420,561420,561420,59.93,3591.6049,79000000,85,1.17,1.3688999999999998,2,13.238224567498014,13.238224567498014,13.238224567498014
NYM,Si,6.3,9,447,199809,112,12544,2,6,33,New York Mets,New York,21,441,133,161,17689,Todd Frazier,0.772,0.5959840000000001,5,220,9,0.251,0.063001,0.821,0.6740409999999999,3B,0.5279503105590062,67,4489,9000000,9000000,9000000,39.06,1525.6836,79000000,85,2.13,4.536899999999999,2,16.012735135300492,16.012735135300492,16.012735135300492
NYM,Si,6.1,9,438,191844,107,11449,2,6,28,New York Mets,New York,5,25,142,161,20164,Joe Panik,0.651,0.42380100000000004,5,205,9,0.244,0.059536,0.877,0.769129,2B,0.5279503105590062,39,1521,555000,555000,152184,0.0,0.0,79000000,85,-0.54,0.2916,2,13.226723392728571,13.226723392728571,11.932845594047977
NYM,Si,6.0,9,390,152100,100,10000,2,6,36,New York Mets,New York,13,169,107,161,11449,Robinson Cano,0.736,0.541696,5,210,9,0.256,0.065536,0.661,0.43692100000000006,2B,0.5279503105590062,39,1521,24000000,24000000,19000000,4.87,23.716900000000003,79000000,85,0.58,0.3364,2,16.99356438831222,16.99356438831222,16.759949537130716
NYM,No,6.1,9,258,66564,55,3025,2,6,30,New York Mets,New York,5,25,133,161,17689,Juan Lagares,0.605,0.366025,5,215,9,0.213,0.045369,0.821,0.6740409999999999,CF,0.5279503105590062,27,729,9000000,9000000,9000000,3.33,11.0889,79000000,85,-0.66,0.43560000000000004,2,16.012735135300492,16.012735135300492,16.012735135300492
NYM,No,6.0,9,177,31329,50,2500,2,6,24,New York Mets,New York,11,121,90,161,8100,Dominic Smith,0.881,0.776161,5,239,9,0.283,0.08008899999999998,0.556,0.3091360000000001,1B,0.5279503105590062,25,625,559320,559320,541260,0.0,0.0,79000000,85,0.68,0.4624000000000001,2,13.234477039154786,13.234477039154786,13.201655033878739
NYM,No,6.3,9,199,39601,44,1936,2,6,26,New York Mets,New York,8,64,70,161,4900,Brandon Nimmo,0.783,0.613089,5,207,9,0.221,0.048841,0.432,0.18662399999999998,CF,0.5279503105590062,29,841,598285,598285,598285,0.0,0.0,79000000,85,0.92,0.8464,2,13.301822508029241,13.301822508029241,13.301822508029241
NYM,No,6.0,9,136,18496,26,676,2,6,25,New York Mets,New York,4,16,50,161,2500,Tomas Nido,0.547,0.29920900000000006,5,210,9,0.191,0.036481,0.309,0.095481,C,0.5279503105590062,14,196,556300,556300,496506,0.0,0.0,79000000,85,-0.69,0.4760999999999999,2,13.229062996063385,13.229062996063385,13.115350846986491
NYM,No,6.4,9,65,4225,13,169,2,6,31,New York Mets,New York,2,4,34,161,1156,Jacob deGrom,0.569,0.32376099999999997,5,180,9,0.2,0.04000000000000001,0.21,0.04409999999999999,SP,0.5279503105590062,6,36,9500000,7000000,9500000,93.13,8673.196899999999,79000000,85,7.3,53.29,2,16.06680235657077,15.761420707019587,16.06680235657077
NYM,No,6.2,9,57,3249,13,169,2,6,28,New York Mets,New York,1,1,36,161,1296,Steven Matz,0.509,0.259081,5,201,9,0.228,0.051984,0.222,0.049284,SP,0.5279503105590062,1,1,2625000,2625000,2625000,55.16,3042.6256,79000000,85,1.91,3.6481,2,14.780591454007862,14.780591454007862,14.780591454007862
NYM,No,6.4,9,57,3249,12,144,2,6,29,New York Mets,New York,1,1,31,161,961,Zack Wheeler,0.561,0.3147210000000001,5,195,9,0.211,0.044521,0.191,0.036481,SP,0.5279503105590062,6,36,5975000,5975000,5975000,87.1,7586.409999999999,79000000,85,3.45,11.902500000000002,2,15.603094655781849,15.603094655781849,15.603094655781849
NYM,No,6.6,9,65,4225,6,36,2,6,26,New York Mets,New York,2,4,32,161,1024,Noah Syndergaard,0.332,0.11022400000000002,5,240,9,0.092,0.008464,0.198,0.039204,SP,0.5279503105590062,2,4,6000000,6000000,6000000,73.58,5414.0163999999995,79000000,85,2.26,5.107599999999999,2,15.60727002719233,15.60727002719233,15.60727002719233
NYM,No,5.9,9,25,625,5,25,2,6,38,New York Mets,New York,1,1,30,161,900,Rajai Davis,0.631,0.398161,5,195,9,0.2,0.04000000000000001,0.185,0.034225,CF,0.5279503105590062,8,64,655000,555000,154968,0.0,0.0,79000000,85,-0.07,0.004900000000000001,2,13.39239051461739,13.226723392728571,11.950973922974413
NYM,Si,6.6,9,4,16,1,1,2,6,33,New York Mets,New York,0,0,59,161,3481,Brad Brach,0.5,0.25,5,215,9,0.25,0.0625,0.364,0.132496,RP,0.5279503105590062,1,1,555000,555000,158152,23.15,535.9224999999999,79000000,85,-0.37,0.1369,2,13.226723392728571,13.226723392728571,11.971311874875774
NYM,No,5.7,9,23,529,1,1,2,6,28,New York Mets,New York,0,0,32,161,1024,Marcus Stroman,0.087,0.007568999999999999,5,180,9,0.044,0.0019359999999999998,0.198,0.039204,SP,0.5279503105590062,0,0,7400000,7400000,2546240,77.8,6052.839999999999,79000000,85,3.21,10.3041,2,15.816990558174398,15.816990558174398,14.750128319171306
NYM,No,6.4,9,1,1,1,1,2,6,29,New York Mets,New York,0,0,61,161,3721,Seth Lugo,2.0,4.0,5,225,9,1.0,1.0,0.377,0.142129,RP,0.5279503105590062,1,1,591875,591875,591875,96.5,9312.25,79000000,85,2.15,4.6225,2,13.29105074292248,13.29105074292248,13.29105074292248
NYM,No,6.3,9,2,4,1,1,2,6,24,New York Mets,New York,0,0,9,161,81,Chris Flexen,1.0,1.0,5,250,9,0.5,0.25,0.056,0.0031360000000000003,SP,0.5279503105590062,0,0,555000,555000,62664,0.0,0.0,79000000,85,-0.34,0.11560000000000002,2,13.226723392728571,13.226723392728571,11.045542399047074
NYM,No,6.5,9,6,36,1,1,2,6,25,New York Mets,New York,0,0,9,161,81,Walker Lockett,0.452,0.204304,5,225,9,0.167,0.027889000000000004,0.056,0.0031360000000000003,RP,0.5279503105590062,0,0,555000,555000,50728,0.0,0.0,79000000,85,-0.56,0.31360000000000005,2,13.226723392728571,13.226723392728571,10.834233305379868
NYM,No,6.4,9,3,9,1,1,2,6,29,New York Mets,New York,0,0,18,161,324,Drew Gagnon,0.667,0.44488900000000003,5,195,9,0.333,0.11088900000000002,0.111,0.012321,RP,0.5279503105590062,0,0,555000,555000,238720,0.0,0.0,79000000,85,-1.09,1.1881000000000002,2,13.226723392728571,13.226723392728571,12.383046595997532
NYM,Si,6.0,9,7,49,0,0,2,6,35,New York Mets,New York,0,0,9,161,81,Jed Lowrie,0.125,0.015625,5,180,9,0.0,0.0,0.056,0.0031360000000000003,2B,0.5279503105590062,0,0,8500000,6000000,8500000,0.0,0.0,79000000,85,-0.15,0.0225,2,15.955576721460545,15.60727002719233,15.955576721460545
NYM,No,6.3,9,1,1,0,0,2,6,29,New York Mets,New York,0,0,17,161,289,Paul Sewald,0.0,0.0,5,207,9,0.0,0.0,0.105,0.011024999999999998,RP/CL,0.5279503105590062,0,0,555000,555000,161136,0.0,0.0,79000000,85,0.11,0.0121,2,13.226723392728571,13.226723392728571,11.990004007887926
NYM,No,6.5,9,1,1,0,0,2,6,25,New York Mets,New York,0,0,2,161,4,Corey Oswalt,0.0,0.0,5,250,9,0.0,0.0,0.012,0.000144,SP,0.5279503105590062,1,1,555000,555000,20888,0.0,0.0,79000000,85,-0.37,0.1369,2,13.226723392728571,13.226723392728571,9.946930110378965
NYM,No,6.4,9,3,9,0,0,2,6,29,New York Mets,New York,0,0,9,161,81,Chris Mazza,0.0,0.0,5,190,9,0.0,0.0,0.056,0.0031360000000000003,RP,0.5279503105590062,0,0,555000,555000,149200,0.0,0.0,79000000,85,-0.01,0.0001,2,13.226723392728571,13.226723392728571,11.913042966751798
BOS,No,6.0,9,647,418609,201,40401,1,1,22,Boston Red Sox,Massachusetts,32,1024,156,161,24336,Rafael Devers,0.916,0.839056,14,240,24,0.311,0.096721,0.963,0.9273689999999999,3B,0.515527950310559,115,13225,614500,614500,614500,96.89,9387.6721,68000000,83,5.37,28.8369,9,13.328564207988226,13.328564207988226,13.328564207988226
BOS,No,6.2,9,614,376996,190,36100,1,1,26,Boston Red Sox,Massachusetts,33,1089,155,161,24025,Xander Bogaerts,0.939,0.8817209999999999,14,218,24,0.309,0.095481,0.957,0.9158489999999999,SS,0.515527950310559,117,13689,12000000,12000000,12000000,84.55,7148.702499999999,68000000,83,6.3,39.69,9,16.300417207752275,16.300417207752275,16.300417207752275
BOS,No,5.9,9,597,356409,176,30976,1,1,26,Boston Red Sox,Massachusetts,29,841,151,161,22801,Mookie Betts,0.915,0.8372250000000001,14,180,24,0.295,0.08702499999999999,0.932,0.8686240000000001,RF,0.515527950310559,80,6400,20100000,20000000,20100000,92.38,8534.0644,68000000,83,7.27,52.85289999999999,9,16.816230373029303,16.811242831518264,16.816230373029303
BOS,Si,6.3,9,575,330625,175,30625,1,1,31,Boston Red Sox,Massachusetts,36,1296,148,161,21904,J.D. Martinez,0.939,0.8817209999999999,14,230,24,0.304,0.092416,0.914,0.835396,DH,0.515527950310559,105,11025,23750000,23750000,23750000,70.27,4937.872899999999,68000000,83,3.34,11.1556,9,16.983093088444924,16.983093088444924,16.983093088444924
BOS,No,5.9,9,541,292681,144,20736,1,1,24,Boston Red Sox,Massachusetts,13,169,138,161,19044,Andrew Benintendi,0.774,0.599076,14,180,24,0.266,0.07075600000000001,0.852,0.725904,LF,0.515527950310559,68,4624,717500,717500,717500,63.48,4029.7103999999995,68000000,83,1.78,3.1684,9,13.483528226615913,13.483528226615913,13.483528226615913
BOS,No,5.9,9,482,232324,133,17689,1,1,28,Boston Red Sox,Massachusetts,23,529,138,161,19044,Christian Vazquez,0.798,0.636804,14,205,24,0.276,0.07617600000000001,0.852,0.725904,C,0.515527950310559,72,5184,2850000,2850000,2850000,51.56,2658.4336000000003,68000000,83,2.24,5.017600000000001,9,14.862829552244833,14.862829552244833,14.862829552244833
BOS,Si,6.3,9,298,88804,75,5625,1,1,33,Boston Red Sox,Massachusetts,19,361,91,161,8281,Mitch Moreland,0.835,0.697225,14,245,24,0.252,0.063504,0.562,0.31584400000000007,1B,0.515527950310559,58,3364,6500000,6500000,6500000,0.0,0.0,68000000,83,1.25,1.5625,9,15.687312734865866,15.687312734865866,15.687312734865866
BOS,No,6.0,9,148,21904,37,1369,1,1,26,Boston Red Sox,Massachusetts,2,4,63,161,3969,Marco Hernandez,0.617,0.380689,14,212,24,0.25,0.0625,0.389,0.151321,3B,0.515527950310559,11,121,564000,564000,486800,0.0,0.0,68000000,83,-0.18,0.0324,9,13.242809530480196,13.242809530480196,13.09560864009551
BOS,No,6.0,9,144,20736,31,961,1,1,25,Boston Red Sox,Massachusetts,6,36,59,161,3481,Sam Travis,0.656,0.43033600000000005,14,205,24,0.215,0.046224999999999995,0.364,0.132496,1B,0.515527950310559,16,256,558500,558500,360060,0.0,0.0,68000000,83,-0.83,0.6889,9,13.233009897491392,13.233009897491392,12.794025963211613
BOS,No,0.0,9,49,2401,7,49,1,1,31,Boston Red Sox,Massachusetts,0,0,21,161,441,Gorkys Hernandez,0.463,0.21436900000000003,14,196,24,0.143,0.020448999999999995,0.13,0.016900000000000002,LF,0.515527950310559,2,4,1000000,1000000,155914,0.0,0.0,68000000,83,-0.46,0.2116,9,13.815510557964274,13.815510557964274,11.957059852168571
BOS,Si,6.3,9,24,576,3,9,1,1,31,Boston Red Sox,Massachusetts,1,1,25,161,625,Jhoulys Chacin,0.41,0.16809999999999997,14,215,24,0.125,0.015625,0.154,0.023716,SP,0.515527950310559,1,1,555000,555000,86536,10.85,117.7225,68000000,83,-0.67,0.4489000000000001,9,13.226723392728571,13.226723392728571,11.368315791310126
BOS,No,5.9,9,20,400,2,4,1,1,35,Boston Red Sox,Massachusetts,0,0,6,161,36,Dustin Pedroia,0.243,0.059049,14,175,24,0.1,0.010000000000000002,0.037,0.0013689999999999998,2B,0.515527950310559,1,1,15125000,15000000,15125000,0.0,0.0,68000000,83,-0.47,0.22089999999999999,9,16.53185956188118,16.523560759066484,16.53185956188118
BOS,No,5.9,9,15,225,2,4,1,1,29,Boston Red Sox,Massachusetts,0,0,7,161,49,Juan Centeno,0.411,0.168921,14,195,24,0.133,0.017689000000000003,0.043,0.0018489999999999997,C,0.515527950310559,2,4,555000,555000,88091,0.0,0.0,68000000,83,-0.08,0.0064,9,13.226723392728571,13.226723392728571,11.386125650065745
BOS,Si,6.5,9,2,4,1,1,1,1,33,Boston Red Sox,Massachusetts,0,0,22,161,484,David Price,1.0,1.0,14,215,24,0.5,0.25,0.136,0.018496000000000002,SP,0.515527950310559,1,1,31000000,31000000,31000000,13.02,169.5204,68000000,83,1.83,3.3489000000000004,9,17.24949776244942,17.24949776244942,17.24949776244942
BOS,No,0.0,9,6,36,0,0,1,1,30,Boston Red Sox,Massachusetts,0,0,32,161,1024,Rick Porcello,0.0,0.0,14,205,24,0.0,0.0,0.198,0.039204,SP,0.515527950310559,0,0,21125000,21000000,21125000,15.13,228.91690000000003,68000000,83,1.22,1.4884,9,16.865967731207512,16.860032995687696,16.865967731207512
BOS,Si,6.6,9,3,9,0,0,1,1,32,Boston Red Sox,Massachusetts,0,0,42,161,1764,Andrew Cashner,0.0,0.0,14,235,24,0.0,0.0,0.259,0.067081,RP,0.515527950310559,0,0,12500000,8000000,1577000,0.0,0.0,68000000,83,2.69,7.2360999999999995,9,16.34123920227253,15.89495209964411,14.271034865945175
BOS,Si,6.2,9,2,4,0,0,1,1,29,Boston Red Sox,Massachusetts,0,0,23,161,529,Nathan Eovaldi,0.0,0.0,14,217,24,0.0,0.0,0.142,0.020163999999999998,SP,0.515527950310559,0,0,17000000,17000000,17000000,2.23,4.9729,68000000,83,0.12,0.0144,9,16.64872390202049,16.64872390202049,16.64872390202049
BOS,No,6.2,9,7,49,0,0,1,1,26,Boston Red Sox,Massachusetts,0,0,34,161,1156,Eduardo Rodriguez,0.0,0.0,14,231,24,0.0,0.0,0.21,0.04409999999999999,SP,0.515527950310559,0,0,4325000,4300000,4325000,93.1,8667.609999999999,68000000,83,5.97,35.640899999999995,9,15.279922698348116,15.27412558066379,15.279922698348116
BOS,No,6.4,9,1,1,0,0,1,1,29,Boston Red Sox,Massachusetts,0,0,70,161,4900,Matt Barnes,0.0,0.0,14,208,24,0.0,0.0,0.432,0.18662399999999998,RP,0.515527950310559,0,0,1600000,1600000,1600000,57.69,3328.1360999999997,68000000,83,1.26,1.5876000000000001,9,14.28551418721001,14.28551418721001,14.28551418721001
BOS,No,0.0,9,1,1,0,0,1,1,28,Boston Red Sox,Massachusetts,0,0,22,161,484,Brian Johnson,0.0,0.0,14,235,24,0.0,0.0,0.136,0.018496000000000002,RP,0.515527950310559,0,0,575000,575000,575000,0.0,0.0,68000000,83,-0.14,0.019600000000000003,9,13.262125319779487,13.262125319779487,13.262125319779487
BOS,No,6.0,9,1,1,0,0,1,1,30,Boston Red Sox,Massachusetts,0,0,34,161,1156,Hector Velazquez,0.0,0.0,14,180,24,0.0,0.0,0.21,0.04409999999999999,RP,0.515527950310559,0,0,568500,568500,511379,0.0,0.0,68000000,83,-0.05,0.0025000000000000005,9,13.250756592172728,13.250756592172728,13.144866277249507
ATL,No,5.8,9,640,409600,189,35721,1,6,22,Atlanta Braves,Georgia,24,576,160,161,25600,Ozzie Albies,0.852,0.725904,18,165,25,0.295,0.08702499999999999,0.988,0.976144,2B,0.6024844720496895,86,7396,1000000,1000000,1000000,87.58,7670.256399999999,52210000,97,4.88,23.8144,3,13.815510557964274,13.815510557964274,13.815510557964274
ATL,No,6.5,9,597,356409,176,30976,1,6,29,Atlanta Braves,Georgia,38,1444,159,161,25281,Freddie Freeman,0.938,0.8798439999999998,18,220,25,0.295,0.08702499999999999,0.982,0.964324,1B,0.6024844720496895,121,14641,21409375,21000000,21409375,85.82,7365.072399999999,52210000,97,3.72,13.838400000000002,3,16.879339468173402,16.860032995687696,16.879339468173402
ATL,No,6.0,9,626,391876,175,30625,1,6,21,Atlanta Braves,Georgia,41,1681,156,161,24336,Ronald Acuna Jr.,0.883,0.779689,18,205,25,0.28,0.07840000000000001,0.963,0.9273689999999999,LF,0.6024844720496895,101,10201,1000000,1000000,1000000,94.18,8869.872400000002,52210000,97,5.09,25.908099999999997,3,13.815510557964274,13.815510557964274,13.815510557964274
ATL,Si,6.1,9,549,301401,142,20164,1,6,33,Atlanta Braves,Georgia,37,1369,157,161,24649,Josh Donaldson,0.9,0.81,18,210,25,0.259,0.067081,0.969,0.9389609999999999,3B,0.6024844720496895,94,8836,23000000,23000000,23000000,77.88,6065.294399999999,52210000,97,5.42,29.3764,3,16.951004773893423,16.951004773893423,16.951004773893423
ATL,No,6.1,9,483,233289,121,14641,1,6,25,Atlanta Braves,Georgia,17,289,128,161,16384,Dansby Swanson,0.748,0.559504,18,190,25,0.251,0.063001,0.79,0.6241000000000001,SS,0.6024844720496895,65,4225,585000,585000,585000,53.01,2810.0600999999997,52210000,97,0.91,0.8281000000000001,3,13.279367126213993,13.279367126213993,13.279367126213993
ATL,Si,0.0,9,414,171396,118,13924,1,6,35,Atlanta Braves,Georgia,9,81,116,161,13456,Nick Markakis,0.776,0.602176,18,210,25,0.285,0.08122499999999999,0.716,0.512656,RF,0.6024844720496895,62,3844,4000000,4000000,4000000,39.67,1573.7089,52210000,97,0.77,0.5929,3,15.201804919084164,15.201804919084164,15.201804919084164
ATL,Si,6.3,9,277,76729,69,4761,1,6,35,Atlanta Braves,Georgia,12,144,85,161,7225,Brian McCann,0.734,0.538756,18,225,25,0.249,0.062001,0.525,0.275625,C,0.6024844720496895,45,2025,2000000,2000000,2000000,0.0,0.0,52210000,97,0.31,0.0961,3,14.508657738524219,14.508657738524219,14.508657738524219
ATL,Si,6.0,9,316,99856,69,4761,1,6,28,Atlanta Braves,Georgia,0,0,119,161,14161,Billy Hamilton,0.564,0.31809599999999993,18,160,25,0.218,0.047524,0.735,0.540225,CF,0.6024844720496895,15,225,4450000,4250000,959658,8.32,69.22240000000001,52210000,97,0.5,0.25,3,15.308414654142423,15.2624295409006,13.774332249971913
ATL,No,6.4,9,271,73441,62,3844,1,6,33,Atlanta Braves,Georgia,11,121,85,161,7225,Tyler Flowers,0.733,0.537289,18,260,25,0.229,0.052441,0.525,0.275625,C,0.6024844720496895,34,1156,4000000,4000000,4000000,0.0,0.0,52210000,97,-0.21,0.04409999999999999,3,15.201804919084164,15.201804919084164,15.201804919084164
ATL,No,6.3,9,274,75076,62,3844,1,6,22,Atlanta Braves,Georgia,18,324,80,161,6400,Austin Riley,0.75,0.5625,18,240,25,0.226,0.051076,0.494,0.244036,3B,0.6024844720496895,49,2401,555000,555000,411792,0.0,0.0,52210000,97,0.1,0.010000000000000002,3,13.226723392728571,13.226723392728571,12.928273646480855
ATL,No,6.2,9,200,40000,59,3481,1,6,34,Atlanta Braves,Georgia,7,49,129,161,16641,Matt Joyce,0.858,0.7361639999999999,18,194,25,0.295,0.08702499999999999,0.796,0.6336160000000001,LF,0.6024844720496895,23,529,1000000,1000000,1000000,33.12,1096.9343999999999,52210000,97,0.87,0.7569,3,13.815510557964274,13.815510557964274,13.815510557964274
ATL,No,6.0,9,232,53824,54,2916,1,6,25,Atlanta Braves,Georgia,7,49,98,161,9604,Johan Camargo,0.663,0.43956900000000004,18,195,25,0.233,0.054289000000000004,0.605,0.366025,3B,0.6024844720496895,32,1024,575000,575000,525470,8.79,77.26409999999998,52210000,97,-0.86,0.7395999999999999,3,13.262125319779487,13.262125319779487,13.172048379182378
ATL,Si,0.0,9,203,41209,49,2401,1,6,30,Atlanta Braves,Georgia,9,81,84,161,7056,Adeiny Hechavarria,0.742,0.5505639999999999,18,195,25,0.241,0.058080999999999994,0.519,0.269361,SS,0.6024844720496895,33,1089,1000000,1000000,241935,0.0,0.0,52210000,97,-0.19,0.0361,3,13.815510557964274,13.815510557964274,12.396424374019393
ATL,No,6.1,9,135,18225,35,1225,1,6,30,Atlanta Braves,Georgia,5,25,108,161,11664,Charlie Culberson,0.731,0.534361,18,200,25,0.259,0.067081,0.667,0.44488900000000003,2B,0.6024844720496895,20,400,1395000,1395000,1395000,7.4,54.760000000000005,52210000,97,-0.12,0.0144,3,14.148404973237604,14.148404973237604,14.148404973237604
ATL,No,6.1,9,120,14400,32,1024,1,6,30,Atlanta Braves,Georgia,10,100,41,161,1681,Adam Duvall,0.882,0.7779240000000001,18,215,25,0.267,0.071289,0.253,0.064009,RF,0.6024844720496895,19,361,2875000,2875000,2875000,0.0,0.0,52210000,97,0.7,0.48999999999999994,3,14.871563232213587,14.871563232213587,14.871563232213587
ATL,Si,0.0,9,141,19881,30,900,1,6,33,Atlanta Braves,Georgia,3,9,48,161,2304,Francisco Cervelli,0.649,0.42120100000000005,18,210,25,0.213,0.045369,0.296,0.08761599999999999,C,0.6024844720496895,12,144,555000,555000,110408,0.0,0.0,52210000,97,-0.07,0.004900000000000001,3,13.226723392728571,13.226723392728571,11.611937873967875
ATL,No,6.4,9,56,3136,11,121,1,6,25,Atlanta Braves,Georgia,0,0,40,161,1600,Max Fried,0.53,0.28090000000000004,18,190,25,0.196,0.038416000000000006,0.247,0.061009,SP,0.6024844720496895,4,16,565000,565000,565000,77.29,5973.744100000001,52210000,97,2.6,6.760000000000001,3,13.244581010128577,13.244581010128577,13.244581010128577
ATL,No,6.2,9,55,3025,6,36,1,6,28,Atlanta Braves,Georgia,0,0,35,161,1225,Julio Teheran,0.234,0.054756000000000006,18,205,25,0.109,0.011881,0.216,0.046655999999999996,SP,0.6024844720496895,4,16,11166668,11000000,11166668,64.43,4151.224900000001,52210000,97,2.7,7.290000000000001,3,16.228443827530164,16.213405830762646,16.228443827530164
ATL,Si,6.2,9,38,1444,5,25,1,6,31,Atlanta Braves,Georgia,0,0,19,161,361,Dallas Keuchel,0.312,0.097344,18,205,25,0.132,0.017424000000000002,0.117,0.013689000000000002,SP,0.6024844720496895,2,4,21210000,21210000,13000000,40.73,1658.9328999999998,52210000,97,2.05,4.2025,3,16.869983326540865,16.869983326540865,16.38045991542581
ATL,No,6.5,9,52,2704,4,16,1,6,21,Atlanta Braves,Georgia,0,0,29,161,841,Michael Soroka,0.22,0.0484,18,225,25,0.077,0.005929,0.179,0.032041,SP,0.6024844720496895,3,9,555000,555000,492360,98.88,9777.2544,52210000,97,5.68,32.2624,3,13.226723392728571,13.226723392728571,13.106965435224232
ATL,No,6.4,9,35,1225,2,4,1,6,27,Atlanta Braves,Georgia,0,0,21,161,441,Mike Foltynewicz,0.114,0.012996,18,200,25,0.057,0.003249,0.13,0.016900000000000002,SP,0.6024844720496895,1,1,5475000,5475000,5475000,47.98,2302.0804,52210000,97,0.92,0.8464,3,15.515702833666838,15.515702833666838,15.515702833666838
ATL,No,6.2,9,9,81,2,4,1,6,21,Atlanta Braves,Georgia,0,0,6,161,36,Bryse Wilson,0.444,0.197136,18,225,25,0.222,0.049284,0.037,0.0013689999999999998,SP,0.6024844720496895,0,0,565000,565000,133672,0.0,0.0,52210000,97,-0.48,0.2304,3,13.244581010128577,13.244581010128577,11.80314431707398
ATL,No,6.1,9,6,36,0,0,1,6,34,Atlanta Braves,Georgia,0,0,51,161,2601,Josh Tomlin,0.0,0.0,18,190,25,0.0,0.0,0.315,0.09922500000000001,RP,0.6024844720496895,0,0,1000000,1000000,1000000,65.94,4348.0836,52210000,97,1.06,1.1236000000000002,3,13.815510557964274,13.815510557964274,13.815510557964274
ATL,No,6.5,9,8,64,0,0,1,6,26,Atlanta Braves,Georgia,0,0,55,161,3025,Sean Newcomb,0.0,0.0,18,255,25,0.0,0.0,0.34,0.11560000000000002,RP,0.6024844720496895,0,0,575000,575000,513106,73.41,5389.0280999999995,52210000,97,1.24,1.5376,3,13.262125319779487,13.262125319779487,13.14823773048866
ATL,No,6.3,9,9,81,0,0,1,6,23,Atlanta Braves,Georgia,0,0,24,161,576,Touki Toussaint,0.0,0.0,18,215,25,0.0,0.0,0.148,0.021903999999999996,RP,0.6024844720496895,0,0,555000,555000,271544,0.0,0.0,52210000,97,-0.37,0.1369,3,13.226723392728571,13.226723392728571,12.511879467840501
ATL,No,6.5,9,1,1,0,0,1,6,24,Atlanta Braves,Georgia,0,0,6,161,36,Jeremy Walker,0.0,0.0,18,205,25,0.0,0.0,0.037,0.0013689999999999998,P,0.6024844720496895,0,0,555000,555000,113392,0.0,0.0,52210000,97,0.21,0.04409999999999999,3,13.226723392728571,13.226723392728571,11.638606121050037
ATL,No,6.4,9,6,36,0,0,1,6,23,Atlanta Braves,Georgia,0,0,7,161,49,Kyle Wright,0.0,0.0,18,215,25,0.0,0.0,0.043,0.0018489999999999997,SP,0.6024844720496895,0,0,565000,565000,136710,0.0,0.0,52210000,97,-0.53,0.28090000000000004,3,13.244581010128577,13.244581010128577,11.825617172926037
ATL,No,6.7,9,2,4,0,0,1,6,25,Atlanta Braves,Georgia,0,0,32,161,1024,Chad Sobotka,0.0,0.0,18,225,25,0.0,0.0,0.198,0.039204,RP,0.6024844720496895,0,0,565000,565000,370636,0.0,0.0,52210000,97,-0.5,0.25,3,13.244581010128577,13.244581010128577,12.822975727888975
ATL,No,6.2,9,1,1,0,0,1,6,25,Atlanta Braves,Georgia,0,0,36,161,1296,Jacob Webb,0.0,0.0,18,210,25,0.0,0.0,0.222,0.049284,RP,0.6024844720496895,0,0,555000,555000,334208,0.0,0.0,52210000,97,0.84,0.7055999999999999,3,13.226723392728571,13.226723392728571,12.719518832618746
CHC,No,6.4,9,615,378225,178,31684,2,5,27,Chicago Cubs,Illinois,27,729,155,162,24025,Nick Castellanos,0.863,0.744769,17,203,20,0.289,0.08352099999999998,0.957,0.9158489999999999,RF,0.5185185185185185,73,5329,9950000,9950000,2859700,52.98,2806.8803999999996,49325000,84,1.04,1.0816000000000001,3,16.113083109134777,16.113083109134777,14.866227282189264
