Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
ARI,BAL,6.2,6.2,2020,2019,2019,2013,2019,1,6,235225,336400,485,580,15876,26569,126,163,0,333333,4,2,1,1,33,27,33,32,BAL,Arizona Diamondbacks,Baltimore Orioles,Arizona,102471180,97971180,256,225,16,15,18769,21316,137,146,162,162,Adam Jones,0.529984,0.535824,0.728,0.732,1,7,215,215,6,14,0.06760000000000001,0.07896100000000002,0.26,0.281,0.7157159999999999,0.811801,0.846,0.901,CF,CF,0.5246913580246914,0.2901234567901234,4489,3969,67,63,UFA,4500000,17333333,3000000,17000000,4500000,17333333,594.8721,179.8281,24.39,13.41,3000000,11600000,73000000,3000000,85500000,3000000,85,47,0.1296,0.0225,-0.36,0.15,1,3,15.319587954740548,14.914122846632385,15.319587954740548
HOU,HOU,6.0,6.0,2020,2019,2019,2018,2019,1,1,110889,139129,333,373,5041,7056,71,84,0,0,3,2,2,2,32,31,32,31,HOU,Houston Astros,Houston Astros,Texas,11664060,9150621,144,81,12,9,11236,14161,106,119,161,162,Martin Maldonado,0.45024100000000006,0.393129,0.671,0.627,3,2,230,230,13,12,0.045369,0.050625,0.213,0.225,0.42771600000000004,0.540225,0.654,0.735,C,C,0.6583850931677019,0.6358024691358025,729,1936,27,44,UFA,806452,1383888,2500000,3900000,2500000,3900000,506.25,137.12410000000003,22.5,11.71,2500000,42250000,23500000,2500000,3900000,2500000,106,103,1.2100000000000002,0.1369,1.1,0.37,1,1,13.600399658347213,14.73180128983843,14.73180128983843
CHW,DET,6.3,6.3,2021,2019,2019,2018,2019,1,1,192721,182329,439,427,14400,8836,120,94,0,0,3,3,2,1,28,27,29,28,DET,Chicago White Sox,Detroit Tigers,Illinois,7111234,4611234,324,64,18,8,14161,13924,119,118,161,162,James McCann,0.6225210000000001,0.33756099999999994,0.789,0.581,6,11,220,220,9,16,0.07452900000000001,0.0484,0.273,0.22,0.546121,0.529984,0.739,0.728,C,C,0.4472049689440994,0.3950617283950617,3600,1521,60,39,UFA,2500000,2375000,2500000,2375000,2500000,2375000,4604.9796,50.126400000000004,67.86,7.08,2500000,24500000,11750000,2500000,2375000,2500000,72,64,14.0625,0.28090000000000004,3.75,-0.53,3,4,14.73180128983843,14.73180128983843,14.73180128983843
LAA,PHI,6.3,6.3,2020,2019,2019,2018,2019,1,1,22801,178929,151,423,676,9216,26,96,0,0,4,4,5,2,30,29,31,30,PHI,Los Angeles Angels,Philadelphia Phillies,California,7746022,5246022,64,400,8,20,2704,19881,52,141,161,162,Justin Bour,0.388129,0.556516,0.623,0.746,1,7,270,270,10,14,0.029583999999999996,0.051529000000000005,0.172,0.227,0.10304100000000001,0.7569,0.321,0.87,1B,1B,0.4472049689440994,0.4938271604938271,676,3481,26,59,UFA,2500000,950560,2500000,3400000,2500000,3400000,0.0,1593.6064000000001,0.0,39.92,2500000,31000000,169200000,2500000,3400000,2500000,72,80,0.32489999999999997,0.12249999999999998,-0.57,0.35,1,2,14.73180128983843,14.73180128983843,14.73180128983843
MIL,MIL,6.5,6.5,2020,0,2019,2018,2019,1,1,2025,225,45,15,16,0,4,0,0,0,5,5,1,1,28,27,28,27,MIL,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,15851543,12195929,0,0,0,0,784,1369,28,37,161,163,Jordan Lyles,0.047089,0.027889000000000004,0.217,0.167,1,1,230,230,6,5,0.007921,0.0,0.089,0.0,0.029928999999999997,0.051529000000000005,0.173,0.227,SP,SP,0.5527950310559007,0.588957055214724,16,1,4,1,UFA,694386,229824,2050000,750000,2050000,750000,2514.0196,812.25,50.14,28.5,2050000,31900000,103750000,2050000,1000000,2050000,89,96,0.0121,0.04000000000000001,0.11,0.2,0,0,13.450783280834713,14.53335035111459,14.53335035111459
OAK,MIN,6.0,6.0,2021,2021,2019,2018,2019,1,1,176400,156816,420,396,10201,11664,101,108,0,0,6,6,5,1,29,28,29,28,MIN,Oakland Athletics,Minnesota Twins,California,6790407,4790407,36,25,6,5,19044,16641,138,129,162,162,Robbie Grossman,0.46785600000000005,0.564001,0.684,0.751,15,6,216,216,28,15,0.058080999999999994,0.07452900000000001,0.241,0.273,0.725904,0.6336160000000001,0.852,0.796,DH,DH,0.5987654320987654,0.4814814814814814,1444,2304,38,48,UFA,2000000,2000000,2000000,2000000,2000000,2000000,744.7441,1960.7184000000002,27.29,44.28,2000000,37600000,52250000,2000000,2000000,2000000,97,78,1.0609,2.1025,1.03,1.45,9,3,14.508657738524219,14.508657738524219,14.508657738524219
ATL,HOU,6.3,6.3,2020,2020,2019,2014,2019,1,5,76729,35721,277,189,4761,1600,69,40,0,0,6,2,1,2,34,29,35,34,HOU,Atlanta Braves,Houston Astros,Georgia,129699500,127699500,144,49,12,7,7225,4096,85,64,161,162,Brian McCann,0.538756,0.4096,0.734,0.64,18,2,225,225,25,12,0.062001,0.044944,0.249,0.212,0.275625,0.15602500000000002,0.525,0.395,C,C,0.6024844720496895,0.6358024691358025,2025,529,45,23,UFA,2000000,11500000,2000000,17000000,2000000,17000000,0.0,0.0,0.0,0.0,2000000,52210000,23500000,2000000,85000000,2000000,97,103,0.0961,0.9025,0.31,0.95,3,1,14.508657738524219,14.508657738524219,14.508657738524219
MIL,WSH,6.0,6.0,2020,2019,2019,2012,2019,1,5,625,2601,25,51,1,16,1,4,0,0,5,5,1,1,33,26,33,32,NYY,Milwaukee Brewers,Washington Nationals,Wisconsin,63039677,61330000,0,0,0,0,361,1024,19,32,161,162,Gio Gonzalez,0.013689000000000002,0.037636,0.117,0.194,1,1,205,205,6,5,0.0016,0.006084,0.04,0.078,0.013689000000000002,0.038416000000000006,0.117,0.196,SP,SP,0.5527950310559007,0.5061728395061729,0,1,0,1,UFA,1709677,1999996,2000000,12000000,2000000,12000000,3717.3408999999997,1816.4643999999998,60.97,42.62,2000000,31900000,23300000,2000000,42000000,2000000,89,82,3.5343999999999998,2.25,1.88,1.5,0,0,14.3518150217482,14.508657738524219,14.508657738524219
MIA,NYY,0.0,0.0,2020,2019,2019,2018,2019,1,1,113569,120409,337,347,7744,5776,88,76,0,0,2,2,2,2,33,32,33,32,NYY,Miami Marlins,New York Yankees,Florida,54087000,52087000,64,121,8,11,13225,12769,115,113,162,162,Neil Walker,0.544644,0.44089600000000007,0.738,0.664,2,40,210,210,2,54,0.068121,0.047961,0.261,0.219,0.5041,0.4872039999999999,0.71,0.698,1B,2B,0.3518518518518518,0.6172839506172839,1444,2116,38,46,UFA,2000000,4000000,2000000,4000000,2000000,4000000,768.9529,335.98889999999994,27.73,18.33,2000000,4500000,14000000,2000000,4000000,2000000,57,100,0.42250000000000004,0.019600000000000003,0.65,-0.14,2,27,14.508657738524219,14.508657738524219,14.508657738524219
SEA,BAL,6.1,6.1,2021,2019,2019,2018,2019,1,1,92416,136161,304,369,5184,7225,72,85,0,0,3,2,1,1,28,27,29,28,BAL,Seattle Mariners,Baltimore Orioles,Washington,12471316,11424036,225,144,15,12,7921,9216,89,96,162,162,Tim Beckham,0.567009,0.43692100000000006,0.753,0.661,0,7,205,205,4,14,0.056169,0.0529,0.237,0.23,0.30140100000000003,0.351649,0.549,0.593,3B,SS,0.419753086419753,0.2901234567901234,2209,1225,47,35,UFA,1800000,3350000,1750000,3350000,1800000,3350000,0.0,0.0,0.0,0.0,1750000,4450000,73000000,1750000,3350000,1750000,68,47,0.16000000000000003,0.1521,0.4,0.39,0,3,14.403297222866392,14.375126345899696,14.403297222866392
OAK,OAK,6.4,6.4,2020,2019,2019,2018,2019,1,1,64,16,8,4,16,1,4,1,0,0,6,3,5,5,30,29,31,30,OAK,Oakland Athletics,Oakland Athletics,California,58418199,56918199,0,0,0,0,1024,289,32,17,162,162,Brett Anderson,1.0,0.25,1.0,0.5,15,15,230,230,28,27,0.25,0.0625,0.5,0.25,0.039204,0.011024999999999998,0.198,0.105,SP,SP,0.5987654320987654,0.5987654320987654,0,0,0,0,UFA,1500000,3268817,1500000,4000000,1500000,4000000,6087.1204,1289.5280999999998,78.02,35.91,1500000,37600000,18000000,1500000,4000000,1500000,97,97,6.3504000000000005,0.22089999999999999,2.52,0.47,9,9,14.22097566607244,14.22097566607244,14.22097566607244
WSH,WSH,6.1,6.1,2020,2019,2019,2018,2019,1,1,81,1024,9,32,1,4,1,2,0,0,7,5,1,1,31,30,32,31,WSH,Washington Nationals,Washington Nationals,Washington DC,37910900,36010900,0,0,0,0,81,361,9,19,162,162,Jeremy Hellickson,0.147456,0.024336,0.384,0.156,1,1,190,190,6,5,0.012321,0.003969,0.111,0.063,0.0031360000000000003,0.013689000000000002,0.056,0.117,RP,SP,0.5740740740740741,0.5061728395061729,0,1,0,1,UFA,1900000,2000000,1300000,2000000,1900000,2000000,0.0,4407.6321,0.0,66.39,1300000,184550000,23300000,1300000,2000000,1300000,93,82,0.1296,2.8223999999999996,-0.36,1.68,1,0,14.457364444136669,14.077874822431765,14.457364444136669
ARI,BAL,6.3,6.3,0,2019,2019,2018,2019,1,1,1444,70225,38,265,64,3364,8,58,0,0,4,2,1,1,32,31,33,32,BAL,Arizona Diamondbacks,Baltimore Orioles,Arizona,3737695,3264575,0,9,0,3,400,7056,20,84,162,162,Caleb Joseph,0.263169,0.33062499999999995,0.513,0.575,1,7,180,180,6,14,0.044521,0.047961,0.211,0.219,0.015375999999999999,0.269361,0.124,0.519,C,C,0.5246913580246914,0.2901234567901234,9,289,3,17,UFA,473120,1250000,1100000,1250000,1100000,1250000,0.0,0.0,0.0,0.0,1100000,11600000,73000000,1100000,1250000,1100000,85,47,0.0001,0.1024,-0.01,0.32,1,3,13.067104335086304,13.9108207377686,13.9108207377686
NYM,SF,6.1,6.1,2020,2021,2019,2018,2019,1,1,191844,128164,438,358,11449,8281,107,91,0,0,6,2,2,5,28,27,28,27,SF,New York Mets,San Francisco Giants,New York,10356724,6506724,25,16,5,4,20164,10609,142,103,161,162,Joe Panik,0.42380100000000004,0.408321,0.651,0.639,5,23,205,205,9,26,0.059536,0.064516,0.244,0.254,0.769129,0.404496,0.877,0.636,2B,2B,0.5279503105590062,0.4506172839506173,1521,576,39,24,UFA,152184,3450000,555000,3450000,555000,3450000,0.0,161.79840000000002,0.0,12.72,0,79000000,11500000,555000,3450000,0,85,73,0.2916,0.0036,-0.54,-0.06,2,8,11.932845594047977,13.226723392728571,13.226723392728571
ATL,NYY,0.0,0.0,2020,2019,2019,2018,2019,1,1,41209,87616,203,296,2401,5329,49,73,0,0,6,2,1,2,29,28,30,29,NYM,Atlanta Braves,New York Yankees,Georgia,29403221,27000000,81,36,9,6,7056,8836,84,94,161,162,Adeiny Hechavarria,0.5505639999999999,0.389376,0.742,0.624,18,40,195,195,25,54,0.058080999999999994,0.061009,0.241,0.247,0.269361,0.3364,0.519,0.58,SS,SS,0.6024844720496895,0.6172839506172839,1089,961,33,31,UFA,241935,87900,1000000,5900000,1000000,5900000,0.0,0.0,0.0,0.0,0,52210000,14000000,1000000,5900000,0,97,100,0.0361,0.7395999999999999,-0.19,0.86,3,27,12.396424374019393,13.815510557964274,13.815510557964274
TB,NYM,6.2,6.2,2020,2020,2019,2018,2019,1,1,123201,225,351,15,7744,9,88,3,0,0,2,8,2,2,29,28,30,29,NYM,Tampa Bay Rays,New York Mets,Florida,9115107,7826049,256,1,16,1,10609,16,103,4,161,162,Travis d'Arnaud,0.555025,0.42250000000000004,0.745,0.65,1,5,210,210,5,9,0.063001,0.04000000000000001,0.251,0.2,0.404496,0.0006250000000000001,0.636,0.025,C,C,0.5962732919254659,0.4753086419753086,4761,9,69,3,UFA,438648,3475000,555000,3475000,555000,3475000,1281.6399999999999,0.0,35.8,0.0,0,33500000,89635000,555000,3475000,0,96,77,0.16809999999999997,0.004900000000000001,-0.41,-0.07,0,2,12.991452548102387,13.226723392728571,13.226723392728571
CHC,OAK,6.0,6.0,2020,2019,2019,2018,2019,1,1,85849,172225,293,415,4624,10000,68,100,0,0,5,3,2,5,32,31,33,32,LAA,Chicago Cubs,Oakland Athletics,Illinois,29222152,25714000,64,16,8,4,10404,15876,102,126,162,162,Jonathan Lucroy,0.43560000000000004,0.380689,0.66,0.617,17,15,200,200,20,27,0.053824000000000004,0.058080999999999994,0.232,0.241,0.39690000000000003,0.605284,0.63,0.778,C,C,0.5185185185185185,0.5987654320987654,1296,2601,36,51,UFA,158152,6500000,555000,6500000,555000,6500000,143.7601,35.28360000000001,11.99,5.94,0,49325000,18000000,555000,6500000,0,84,97,0.4096,0.4760999999999999,-0.64,-0.69,3,9,11.971311874875774,13.226723392728571,13.226723392728571
