Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anio,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
WSH,SD,0.0,0.0,2018,2017,2017,2016,2017,1,1,441,529,21,23,4,25,2,5,0,0,4,13,1,5,33,32,33,32,SD,Washington Nationals,San Diego Padres,Washington DC,84124325,81259061,0,0,0,0,484,576,22,24,163,161,Edwin Jackson,0.0361,0.32376099999999997,0.19,0.569,1,2,210,210,5,5,0.009025,0.047089,0.095,0.217,0.018496000000000002,0.022201,0.136,0.149,SP,SP,0.5950920245398773,0.422360248447205,0,4,0,2,UFA,415264,216294,1000000,507500,1000000,507500,151.29000000000002,89.8704,12.3,9.48,2450000,10400000,12120000,1000000,507500,2450000,97,68,0.0529,0.0361,-0.23,-0.19,0,0,12.936669741536956,13.815510557964274,13.815510557964274
CIN,TOR,6.6,6.6,2018,2017,2017,2014,2017,1,3,1156,4,34,2,1,0,1,0,0,0,2,13,2,1,33,30,34,33,TOR,Cincinnati Reds,Toronto Blue Jays,Ohio,54484313,51484313,0,0,0,0,441,1600,21,40,162,161,Scott Feldman,0.0034809999999999997,0.0,0.059,0.0,10,2,225,225,15,7,0.0008410000000000001,0.0,0.029,0.0,0.016900000000000002,0.061009,0.13,0.247,SP,SP,0.419753086419753,0.546583850931677,0,0,0,0,UFA,3000000,2754098,2300000,8000000,3000000,8000000,1383.0960999999998,63.2025,37.19,7.95,2300000,5300000,65800000,2300000,30000000,2300000,68,88,0.27040000000000003,0.1936,0.52,0.44,5,2,14.914122846632385,14.648419680899378,14.914122846632385
BAL,BAL,6.3,6.3,2018,2017,2017,2016,2017,1,1,1024,113569,32,337,100,7056,10,84,0,0,5,8,1,1,29,28,30,29,BAL,Baltimore Orioles,Baltimore Orioles,Maryland,26800000,24800000,1,484,1,22,196,11881,14,109,162,161,Pedro Alvarez,0.6241000000000001,0.6822759999999999,0.79,0.826,7,7,235,235,14,14,0.097969,0.062001,0.313,0.249,0.007395999999999999,0.4529290000000001,0.086,0.673,1B,1B,0.4629629629629629,0.546583850931677,16,2401,4,49,UFA,2000000,5950000,2000000,5750000,2000000,5950000,0.0,2364.8769,0.0,48.63,2000000,55600000,220260000,2000000,5750000,2000000,75,88,0.010000000000000002,0.8649000000000001,0.1,0.93,3,3,14.508657738524219,14.508657738524219,14.508657738524219
SF,COL,6.0,6.0,2018,2017,2017,2015,2017,1,2,82369,83521,287,289,4900,5625,70,75,0,0,3,3,5,1,33,31,33,32,COL,San Francisco Giants,Colorado Rockies,California,17644749,15644749,81,100,9,10,10201,6889,101,83,162,161,Nick Hundley,0.47748099999999993,0.5760810000000001,0.691,0.759,23,1,203,203,26,3,0.059536,0.06760000000000001,0.244,0.26,0.389376,0.262144,0.624,0.512,C,C,0.3950617283950617,0.4658385093167702,1225,2209,35,47,UFA,2000000,3150000,2000000,3150000,2000000,3150000,222.01000000000002,0.0,14.9,0.0,2000000,65250000,43500000,2000000,6250000,2000000,64,75,0.2601,0.0324,0.51,0.18,8,0,14.508657738524219,14.508657738524219,14.508657738524219
LAD,LAD,6.1,6.1,2018,2017,2017,2016,2017,1,1,95481,262144,309,512,5329,16384,73,128,0,0,6,8,5,5,38,37,38,37,LAD,Los Angeles Dodgers,Los Angeles Dodgers,California,130658257,128408257,64,196,8,14,16129,19044,127,138,162,161,Chase Utley,0.529984,0.5012639999999999,0.728,0.708,25,25,195,195,31,30,0.055695999999999996,0.0625,0.236,0.25,0.6146560000000001,0.725904,0.784,0.852,2B,2B,0.6419753086419753,0.5652173913043478,1156,2500,34,50,UFA,2250000,7000000,2000000,7000000,2250000,7000000,771.7284000000001,1164.8569000000002,27.78,34.13,2000000,199600000,79750000,2000000,7000000,2000000,104,91,1.0,3.4225000000000003,1.0,1.85,6,6,14.626440774180603,14.508657738524219,14.626440774180603
SD,LAA,6.3,6.3,2018,2017,2017,2016,2017,1,1,2916,100,54,10,144,9,12,3,0,0,4,9,5,5,28,27,29,28,LAA,San Diego Padres,Los Angeles Angels,California,12314609,10564609,0,0,0,0,1156,1156,34,34,162,161,Jhoulys Chacin,0.23136099999999998,0.36,0.481,0.6,2,1,215,215,5,10,0.049284,0.09,0.222,0.3,0.04409999999999999,0.044521,0.21,0.211,SP,SP,0.4382716049382716,0.453416149068323,16,1,4,1,UFA,1750000,877593,1750000,1100000,1750000,1100000,6353.684099999999,709.6896,79.71,26.64,1750000,8250000,12525000,1750000,1100000,1750000,71,73,6.4516,0.0009,2.54,-0.03,0,1,14.375126345899696,14.375126345899696,14.375126345899696
SD,SD,6.5,6.5,2020,2017,2017,2016,2017,2,1,3249,289,57,17,49,1,7,1,0,0,4,13,5,5,33,32,33,32,SD,San Diego Padres,San Diego Padres,California,14450418,11700418,1,0,1,0,1024,1369,32,37,162,161,Clayton Richard,0.1296,0.028900000000000006,0.36,0.17,2,2,240,240,5,5,0.015129,0.0034809999999999997,0.123,0.059,0.039204,0.051984,0.198,0.228,SP,SP,0.4382716049382716,0.422360248447205,16,1,4,1,UFA,2750000,158061,1750000,507500,2750000,507500,1624.8961000000002,201.0724,40.31,14.18,1750000,8250000,12120000,6000000,507500,1750000,71,68,0.2916,0.3721,0.54,-0.61,0,0,14.827111469642754,14.375126345899696,14.827111469642754
KC,CHC,6.4,6.4,2018,2017,2017,2016,2017,1,1,196,64,14,8,16,1,4,1,0,0,4,15,2,2,28,27,29,28,CHC,Kansas City Royals,Chicago Cubs,Missouri,37961516,36211516,0,0,0,0,441,2601,21,51,162,160,Trevor Cahill,0.4760999999999999,0.12040899999999999,0.69,0.347,4,17,230,230,9,18,0.08179599999999998,0.015625,0.286,0.125,0.016900000000000002,0.09922500000000001,0.13,0.315,RP,RP,0.4938271604938271,0.6375,4,1,2,1,UFA,669410,4250000,1750000,4250000,1750000,4250000,0.0,2689.4596,0.0,51.86,1750000,43800000,291277500,1750000,4250000,1750000,80,102,0.2304,0.9216,-0.48,0.96,2,3,13.414152006398902,14.375126345899696,14.375126345899696
MIA,MIA,6.3,6.3,2018,2017,2017,2016,2017,1,1,36,16,6,4,0,0,0,0,0,0,6,10,2,2,34,33,35,34,MIA,Miami Marlins,Miami Marlins,Florida,10440196,8690196,0,0,0,0,3969,3025,63,55,162,160,Dustin McGowan,0.0,0.0,0.0,0.0,2,2,240,240,2,2,0.0,0.0,0.0,0.0,0.151321,0.11696400000000001,0.389,0.342,RP,RP,0.4753086419753086,0.49375,0,0,0,0,UFA,1750000,1000000,1750000,1000000,1750000,1000000,684.3456,2963.7135999999996,26.16,54.44,1750000,57250000,84707500,1750000,1000000,1750000,77,79,0.04000000000000001,0.4624000000000001,-0.2,0.68,2,2,14.375126345899696,14.375126345899696,14.375126345899696
WSH,SEA,6.2,6.2,2018,2017,2017,2010,2017,1,4,71289,160801,267,401,6561,9216,81,96,0,0,4,8,1,1,33,26,33,32,SEA,Washington Nationals,Seattle Mariners,Washington DC,36928200,35128200,196,400,14,20,13456,15876,116,126,163,161,Adam Lind,0.765625,0.5140889999999999,0.875,0.717,1,0,195,195,5,4,0.091809,0.057121,0.303,0.239,0.512656,0.605284,0.716,0.778,1B,1B,0.5950920245398773,0.5341614906832298,3481,3364,59,58,UFA,1800000,8000000,1000000,8000000,1800000,8000000,2441.3480999999997,386.5156,49.41,19.66,1500000,10400000,35100000,1500000,18000000,1500000,97,86,0.6561000000000001,0.0729,0.81,-0.27,0,0,14.403297222866392,13.815510557964274,14.403297222866392
ARI,SEA,0.0,0.0,2018,2017,2017,2016,2017,1,1,73984,87025,272,295,4761,3844,69,62,0,0,5,8,1,1,33,32,34,33,SEA,Arizona Diamondbacks,Seattle Mariners,Arizona,31524000,30024000,289,49,17,7,7921,8836,89,94,162,161,Chris Iannetta,0.748225,0.398161,0.865,0.631,1,0,230,230,6,4,0.064516,0.04409999999999999,0.254,0.21,0.30140100000000003,0.3364,0.549,0.58,C,C,0.5740740740740741,0.5341614906832298,1849,576,43,24,UFA,1500000,4550000,1500000,4250000,1500000,4550000,0.0,0.0,0.0,0.0,1500000,9750000,35100000,1500000,4250000,1500000,93,86,3.0976,0.0361,1.76,0.19,1,0,14.22097566607244,14.22097566607244,14.22097566607244
NYM,MIN,6.0,6.0,2018,2017,2017,2016,2017,1,1,81,4,9,2,1,4,1,2,0,0,2,4,2,1,29,28,30,29,MIN,New York Mets,Minnesota Twins,New York,10669860,9187606,0,0,0,0,289,361,17,19,162,161,Tom Milone,0.147456,4.0,0.384,2.0,5,6,215,215,9,14,0.012321,1.0,0.111,1.0,0.011024999999999998,0.013689000000000002,0.105,0.117,RP,RP,0.4320987654320987,0.3602484472049689,1,0,1,0,UFA,1017746,4500000,1250000,4500000,1250000,4500000,0.0,0.0,0.0,0.0,1250000,116500000,1900000,1250000,4500000,1250000,70,58,0.0256,0.43560000000000004,-0.16,-0.66,2,3,13.833100936119232,14.038654109278484,14.038654109278484
COL,SD,5.6,5.6,2019,2017,2017,2015,2017,1,2,28224,19600,168,140,1600,1296,40,36,0,50000,4,13,1,5,27,25,28,27,SD,Colorado Rockies,San Diego Padres,Colorado,5503500,4403500,9,0,3,0,9216,4225,96,65,162,161,Alexi Amarista,0.3844,0.32148899999999997,0.62,0.567,1,2,152,152,4,5,0.05664399999999999,0.066049,0.238,0.257,0.351649,0.16080100000000003,0.593,0.401,SS,SS,0.5370370370370371,0.422360248447205,361,121,19,11,UFA,1100000,1350000,1100000,1300000,1100000,1350000,0.0,0.0,0.0,0.0,1250000,97250000,12120000,1250000,2500000,1250000,87,68,1.5625,0.30250000000000005,-1.25,-0.55,0,0,13.9108207377686,13.9108207377686,13.9108207377686
ARI,SD,6.2,6.2,2018,2017,2017,2016,2017,1,1,83521,45796,289,214,4225,2401,65,49,0,0,5,13,1,5,33,32,34,33,SD,Arizona Diamondbacks,San Diego Padres,Arizona,5942500,4692500,49,169,7,13,11025,11025,105,105,162,161,Adam Rosales,0.37576899999999996,0.662596,0.613,0.814,1,2,200,200,6,5,0.050625,0.052441,0.225,0.229,0.419904,0.419904,0.648,0.648,2B,2B,0.5740740740740741,0.422360248447205,1296,1225,36,35,UFA,430353,507500,1250000,507500,1250000,507500,42.7716,3106.9476000000004,6.54,55.74,1250000,9750000,12120000,1250000,507500,1250000,93,68,0.22089999999999999,3.2041,-0.47,1.79,1,0,12.972361081123381,14.038654109278484,14.038654109278484
TOR,TOR,6.4,6.4,2018,2017,2017,2016,2017,1,1,47524,240100,218,490,1936,15376,44,124,0,0,6,13,1,1,30,29,30,29,PHI,Toronto Blue Jays,Toronto Blue Jays,Toronto,18627736,10534200,36,576,6,24,5329,19600,73,140,162,161,Michael Saunders,0.36,0.664225,0.6,0.815,2,2,225,225,7,7,0.04080400000000001,0.064009,0.202,0.253,0.203401,0.7464959999999999,0.451,0.864,LF,LF,0.4691358024691358,0.546583850931677,441,3249,21,57,UFA,93536,2900000,535000,2900000,535000,2900000,0.0,4074.2688999999996,0.0,63.83,0,70000000,65800000,535000,2900000,0,76,88,0.4624000000000001,1.8769000000000002,-0.68,1.37,2,2,11.446101667910973,13.190022025878143,13.190022025878143
