Jugador,Juegos_2019,Wins_2019,Saves_2019,WHIP_2019,ERA_2019,Equipo_2019,Sueldo_2019
Conner Menez,9,0,0,1.47,5.29,SF,555000
Chasen Bradford,12,0,1,1.26,4.86,SEA,562300
Jonathan Hernandez,9,2,0,1.62,4.32,TEX,555000
Joe Palumbo,7,0,0,1.74,9.18,TEX,555000
Sal Romano,12,1,2,1.84,7.71,CIN,555000
Trevor Hildenberger,22,2,1,2.27,10.47,MIN,572500
Chris Mazza,9,1,0,1.59,5.51,NYM,555000
Tayler Scott,13,0,0,2.57,14.33,BAL,555000
Edinson Volquez,11,0,0,2.0,6.75,TEX,2000000
Johnny Cueto,4,1,0,1.25,5.06,SF,21000000
Ray Black,17,0,0,1.44,5.06,MIL,555000
Kyle McGowin,7,0,1,1.63,10.13,WSH,555000
Phillips Valdez,11,0,0,1.63,3.94,TEX,555000
Ruben Alaniz,12,1,0,1.66,9.19,CIN,555000
Jordan Romano,17,0,0,1.7,7.63,TOR,555000
Edubray Ramos,20,1,0,1.73,5.4,PHI,573500
Dan Altavilla,17,2,0,1.43,5.52,SEA,555000
Taylor Williams,12,1,0,1.98,9.82,MIL,563800
Randy Rosario,19,2,0,1.39,4.4,KC,564000
Drew Steckenrider,15,0,0,0.98,6.28,MIA,575000
Josh Rogers,5,0,0,1.67,8.79,BAL,555000
Ian Gibaut,10,1,0,1.53,5.65,TEX,555000
Anthony Kay,4,2,0,1.43,5.79,TOR,555000
Fernando Romero,15,0,0,2.14,7.07,MIN,555000
Chris Flexen,9,0,0,2.05,6.59,NYM,555000
Devin Williams,13,0,0,1.76,3.95,MIL,555000
Luke Farrell,9,1,0,0.68,2.7,TEX,555000
Fernando Abad,21,0,0,0.92,4.15,SF,800000
Yacksel Rios,14,1,0,1.85,6.92,PIT,555000
John Schreiber,13,2,0,1.54,6.23,DET,555000
Tyler Lyons,14,1,0,1.42,6.4,NYY,555000
Ryan Dull,12,0,0,2.53,12.79,TOR,860000
Alex Cobb,3,0,0,1.87,10.95,BAL,14000000
Taylor Guilbeau,17,0,0,1.05,3.65,SEA,555000
Grant Dayton,14,0,0,1.33,3.0,ATL,585000
Luis Severino,3,1,0,1.0,1.5,NYY,4500000
Jesus Luzardo,6,0,2,0.67,1.5,OAK,555000
Duane Underwood,12,0,0,1.37,5.4,CHC,555000
Dillon Maples,14,1,0,1.37,5.4,CHC,555000
Bobby Poyner,13,0,0,1.29,6.94,BOS,555000
Junior Fernandez,13,0,0,1.29,5.4,STL,555000
Eric Yardley,10,0,0,1.29,2.31,SD,555000
A.J. Puk,10,2,0,1.32,3.18,OAK,555000
Ryan Eades,8,0,0,1.5,2.38,BAL,555000
Allen Webster,12,0,1,1.73,4.91,CHC,650000
Paul Blackburn,5,0,0,2.09,10.64,OAK,555000
Enyel De Los Santos,5,0,0,1.64,7.36,PHI,555000
David Bednar,13,0,0,1.36,6.55,SD,555000
Eduardo Jimenez,8,0,0,1.59,5.91,DET,555000
Robert Stock,10,1,0,2.06,10.13,SD,559900
Kyle Keller,10,0,0,1.22,3.38,MIA,555000
Nate Jones,13,0,1,1.64,3.48,TEX,4650000
James Pazos,12,0,0,1.07,1.74,COL,555000
Williams Jerez,12,1,0,2.03,4.36,PIT,555000
Sam Selman,10,0,0,1.16,4.36,SF,555000
Joel Kuhnel,12,1,0,1.35,4.66,CIN,555000
Brusdar Graterol,10,1,0,1.24,4.66,MIN,555000
Jeremy Walker,6,0,0,1.39,1.93,ATL,555000
Dovydas Neverauskas,10,0,0,2.36,10.61,PIT,569000
Miguel Del Pozo,17,1,0,1.93,10.61,LAA,555000
James Norwood,9,0,0,1.82,2.89,CHC,555000
Josh Sborz,7,0,0,1.56,8.0,LAD,555000
Cionel Perez,5,1,0,1.44,10.0,HOU,555000
Nick Burdi,11,2,0,1.62,9.35,PIT,559000
Javier Guerra,8,0,0,1.15,5.19,SD,555000
Daniel Zamora,17,0,0,1.73,5.19,NYM,555000
Bryan Abreu,7,0,0,0.81,1.04,HOU,555000
Trevor Kelley,10,0,0,1.68,8.64,BOS,555000
Sean Poppen,4,0,0,1.8,7.56,MIN,555000
Jonny Venters,12,0,1,2.75,12.38,WSH,2250000
Adrian Morejon,5,0,0,2.25,10.13,SD,555000
Donnie Hart,5,0,0,1.04,0.0,NYM,555000
Keynan Middleton,11,0,0,1.43,1.17,LAA,563500
Ben Heller,6,0,0,1.23,1.23,NYY,555000
Robby Scott,11,1,0,2.05,4.91,ARI,555000
Gabe Speier,9,0,0,1.5,7.36,KC,555000
Phillip Diehl,10,0,0,1.64,7.36,COL,555000
Steve Nogosek,7,0,0,2.1,10.8,NYM,555000
Justin Dunn,4,0,0,1.65,2.7,SEA,555000
Bryan Garcia,7,0,0,2.1,12.15,DET,555000
Ryan Borucki,2,0,0,3.15,10.8,TOR,565200
Corey Oswalt,2,0,0,2.25,12.15,NYM,555000
Steven Wright,6,0,0,2.37,8.53,BOS,1375000
Brian Moran,10,1,0,1.26,4.26,MIA,555000
Hunter Harvey,7,1,0,1.11,1.42,BAL,555000
Jimmy Herget,5,0,0,1.74,4.26,CIN,555000
Rico Garcia,2,0,0,2.33,10.5,COL,555000
Luis Escobar,4,0,0,2.47,7.94,PIT,555000
Darren O'Day,8,0,0,0.75,1.69,ATL,9000000
Tommy Hunter,5,0,0,0.38,0.0,PHI,9000000
Steve Wilkerson,119,0,1,1.13,6.75,BAL,555000
Pedro Avila,1,0,0,1.13,1.69,SD,555000
Enderson Franco,5,0,0,0.94,3.38,SF,555000
Art Warren,6,1,0,0.75,0.0,SEA,555000
Jared Walsh,35,0,0,1.8,1.8,LAA,555000
Jesse Hahn,6,0,0,2.79,13.5,KC,800000
Yohander Mendez,3,1,0,1.93,5.79,TEX,558000
Victor Arano,3,1,0,0.86,3.86,PHI,555000
Russell Martin,83,0,0,0.5,0.0,LAD,20000000
Arodys Vizcaino,4,1,1,1.5,2.25,SEA,4800000
Jose De Leon,3,1,0,1.5,2.25,TB,558000
Anthony Banda,3,0,0,1.5,6.75,TB,556800
Jordan Montgomery,2,0,0,1.75,6.75,NYY,596600
Michael Brosseau,52,0,0,1.25,4.5,TB,555000
Jake Barrett,2,0,0,2.18,14.73,NYY,555000
Keury Mella,3,0,0,1.91,7.36,CIN,555000
Hoby Milner,4,0,0,1.36,7.36,TB,555000
Aaron Loup,4,0,0,0.9,0.0,SD,1200000
Danny Hultzen,6,0,0,1.8,0.0,CHC,555000
Roman Quinn,44,0,0,3.0,8.1,PHI,559000
Tyler White,83,0,0,3.6,21.6,LAD,582900
Hernan Perez,91,0,0,1.33,3.0,MIL,2500000
Tom Murphy,76,0,0,0.67,6.0,SEA,557500
John Ryan Murphy,26,0,0,4.33,27.0,ATL,900000
Alexander Reyes,4,0,0,2.67,15.0,STL,564600
Alex Gordon,150,0,0,4.29,19.29,KC,20000000
Aaron Barrett,3,0,0,3.86,15.43,WSH,555000
Ricardo Pinto,2,0,0,2.57,15.43,SF,555000
Jose Osuna,95,0,0,1.29,3.86,PIT,573500
Jeff Mathis,88,0,0,1.5,9.0,TEX,3250000
Alex Avila,63,0,0,1.5,4.5,ARI,4250000
Xavier Cedeno,5,0,0,3.5,0.0,CHC,900000
Charlie Culberson,108,0,0,2.0,0.0,ATL,1395000
Luke Maile,46,0,0,0.5,0.0,TOR,579000
Victor Caratini,95,0,0,1.5,9.0,CHC,569500
Mike Ford,50,0,0,3.0,22.5,NYY,555000
Brandon Dixon,118,0,0,0.5,9.0,DET,555000
Ty France,69,0,0,1.0,4.5,SD,555000
Michael King,1,0,0,1.0,0.0,NYY,555000
Humberto Arteaga,41,0,0,1.8,5.4,KC,555000
Jorge Alcala,2,0,0,1.2,0.0,MIN,555000
Sean Rodriguez,76,0,0,0.0,0.0,PHI,555000
Jose Peraza,141,0,0,0.75,0.0,CIN,2775000
Kyle Farmer,98,0,0,0.75,0.0,CIN,557500
Ben Zobrist,48,0,0,2.0,0.0,CHC,12500000
Pablo Sandoval,108,0,0,0.0,0.0,SF,555000
Chris Davis,106,0,0,2.0,9.0,BAL,21065362
Ian Desmond,140,0,0,1.0,0.0,COL,15000000
Austin Romine,73,0,0,4.0,27.0,NYY,1800000
Tim Federowicz,29,0,0,3.0,9.0,TEX,555000
Ehire Adrianza,84,0,0,5.0,27.0,MIN,1300000
Taijuan Walker,1,0,0,1.0,0.0,ARI,5025000
Hanser Alberto,140,0,0,3.0,18.0,BAL,578000
Daniel Robertson,74,0,0,1.0,0.0,TB,570300
Richard Urena,30,0,0,5.0,36.0,TOR,562000
Jacob Stallings,73,0,0,0.0,0.0,PIT,564000
Nick Martini,32,0,0,2.0,0.0,SD,557500
Dylan Moore,113,0,0,7.0,36.0,SEA,565000
Dellin Betances,1,0,0,0.0,0.0,NYY,7250000
Jose Castillo,1,0,0,1.5,0.0,SD,560300
James Bourque,1,0,0,7.5,54.0,WSH,555000
Yennsy Diaz,1,0,0,7.5,27.0,TOR,555000
Bryan Holaday,45,0,0,0.0,0.0,MIA,1250000
Jedd Gyorko,62,0,0,0.0,0.0,LAD,13000000
Max Stassi,53,0,0,0.0,0.0,LAA,590100
Taylor Hearn,1,0,0,21.0,108.0,TEX,555000
Austen Williams,2,0,0,18.0,162.0,WSH,556000
Gerardo Parra,119,0,0,0.0,0.0,WSH,555000
