Jugador,Juegos_2017,Wins_2017,Saves_2017,WHIP_2017,ERA_2017,Equipo_2017,Sueldo_2017
Ricardo Rodriguez,16,0,1,1.62,6.23,TEX,535000
Myles Jaye,5,1,0,2.21,12.08,DET,535000
Carter Capps,11,0,0,1.13,6.57,SD,987500
Yohander Mendez,7,0,0,1.3,5.11,TEX,536000
Nate Jones,11,1,0,1.29,2.31,CHW,1900000
Ben Heller,9,1,0,1.0,0.82,NYY,535000
Jake Diekman,11,0,1,1.31,2.53,TEX,2550000
Chaz Roe,12,0,0,1.13,2.53,TB,720000
Victor Arano,10,1,0,0.94,1.69,PHI,535000
Jimmie Sherfy,11,2,1,0.68,0.0,ARI,535000
Artie Lewicki,4,0,0,2.23,6.1,DET,535000
Aaron Wilkerson,3,1,0,0.68,3.48,MIL,535000
Chih-Wei Hu,6,1,0,0.9,2.7,TB,535000
Zac Reininger,10,0,0,1.86,7.45,DET,535000
Walker Buehler,8,1,0,2.04,7.71,LAD,535000
Jeff Ferrell,11,0,0,2.36,5.79,DET,535000
Robbie Ross,8,0,0,1.89,7.0,BOS,1825000
Jacob Rhame,9,1,0,2.11,9.0,NYM,535000
Zach Putnam,7,0,0,0.35,1.04,CHW,1175000
John Curtiss,9,0,0,1.27,8.31,MIN,535000
Zac Curtis,6,0,0,1.2,4.32,PHI,535000
Sandy Alcantara,8,0,0,1.8,4.32,STL,535000
Cory Mazzoni,6,0,0,2.63,13.5,SD,535000
Nick Gardewine,12,0,0,2.13,5.63,TEX,535000
Shae Simmons,9,0,0,1.04,7.04,SEA,536200
Zac Rosscup,10,0,0,1.17,4.7,COL,535000
Bobby Wahl,7,0,0,1.57,4.7,OAK,535000
Clay Buchholz,2,0,0,2.59,12.27,PHI,13500000
Victor Alcantara,6,0,0,2.18,8.59,DET,535000
Josh Lucas,5,0,0,1.5,3.68,STL,535000
Carson Smith,8,0,1,1.35,1.35,BOS,556750
Reyes Moronta,7,0,0,1.35,2.7,SF,535000
Sam Moll,11,0,0,2.25,10.8,OAK,535000
Jace Fry,11,0,0,2.55,10.8,CHW,535000
Jairo Labourt,6,0,0,1.83,4.5,DET,535000
Alejandro Chacin,7,0,0,2.5,10.5,CIN,535000
Jen-Ho Tseng,2,1,0,1.17,7.5,CHC,535000
Glen Perkins,8,0,0,2.29,9.53,MIN,6500000
Tim Melville,3,0,0,2.29,11.12,SD,535000
Dillon Maples,6,0,0,2.25,10.13,CHC,535000
Chris Gimenez,77,0,0,1.4,7.2,MIN,950000
Austin Adams,6,0,0,2.4,3.6,WSH,535000
Jandel Gustave,6,0,0,2.4,5.4,HOU,537200
Taylor Williams,5,0,0,1.29,1.93,MIL,535000
Huston Street,4,0,0,0.75,0.0,LAA,9000000
Andrew Bailey,4,2,0,0.25,0.0,LAA,1000000
Shane Carle,3,0,0,1.5,6.75,COL,535000
Keury Mella,2,0,0,1.75,6.75,CIN,535000
Wilmer Font,3,0,0,3.0,17.18,LAD,53500
Andres Machado,2,0,0,3.55,22.09,KC,535000
Adam Liberatore,4,0,0,1.5,2.7,LAD,535000
Xavier Cedeno,9,1,0,3.67,12.0,TB,1300000
Kevin Plawecki,37,0,0,1.67,12.0,NYM,535000
Brian Flynn,1,0,0,1.29,3.86,KC,556000
J.D. Davis,25,0,0,1.2,0.0,HOU,535000
Tanner Scott,2,0,0,2.4,10.8,BAL,535000
Erick Aybar,108,0,0,0.75,0.0,SD,1750000
Miguel Montero,76,0,0,2.0,0.0,TOR,14000000
Carlos Ruiz,54,0,0,4.0,9.0,SEA,4500000
Andrew Romine,124,0,0,2.0,0.0,DET,1300000
Norichika Aoki,110,0,0,3.0,27.0,NYM,535000
Rob Brantly,14,0,0,1.0,9.0,CHW,535000
Hernan Perez,136,0,0,2.0,0.0,MIL,545700
Scooter Gennett,141,0,0,3.0,18.0,CIN,2525000
Mike Freeman,35,0,0,3.0,9.0,CHC,535000
Jesus Sucre,63,0,0,4.0,27.0,TB,630000
Pierce Johnson,1,0,0,3.0,0.0,SF,535000
Tyler White,22,0,0,2.0,18.0,HOU,535000
Brett Nicholas,22,0,0,5.0,36.0,TEX,537000
Taylor Cole,1,0,0,7.0,36.0,TOR,535000
Leonys Martin,49,0,0,4.5,27.0,CHC,4850000
Jason Gurka,3,0,0,4.5,0.0,LAA,535000
Roenis Elias,1,0,0,3.0,0.0,BOS,582500
