Jugador,Porcetnaje_juegos_2018,RBI_2018,Porcentaje_bateo_2018,OPS_2018,Equipo_2018,Sueldo_2018
Stephen Strasburg,0.136,1,0.122,0.285,WSH,18333333
Wade Miley,0.098,0,0.185,0.399,MIL,2500000
Dan Straily,0.162,1,0.161,0.544,MIA,3375000
Robbie Erlin,0.247,0,0.217,0.467,SD,650000
Steven Matz,0.185,4,0.109,0.424,NYM,577000
Tyler Anderson,0.203,1,0.1,0.267,COL,555000
Hanser Alberto,0.08,0,0.185,0.501,TEX,545000
Kevin Kramer,0.13,4,0.135,0.31,PIT,545000
Raimel Tapia,0.153,6,0.2,0.739,COL,545000
Joe Musgrove,0.124,0,0.161,0.355,PIT,571000
Trevor Williams,0.193,0,0.116,0.272,PIT,569500
Jack Reinheimer,0.13,0,0.167,0.452,NYM,545000
Jonathan Davis,0.124,0,0.2,0.499,TOR,545000
Rich Hill,0.153,2,0.093,0.186,LAD,16666666
Clayton Richard,0.173,3,0.095,0.346,SD,3500000
Gio Gonzalez,0.196,1,0.078,0.194,WSH,12000000
Adam Moore,0.049,2,0.222,0.708,TB,545000
Ryan Lavarnway,0.037,1,0.667,1.5,PIT,545000
Jose Quintana,0.196,0,0.077,0.154,CHC,8850000
Matt Harvey,0.198,1,0.076,0.185,CIN,5625000
Chase Anderson,0.19,2,0.089,0.178,MIL,4750000
Kyle Hendricks,0.203,1,0.067,0.18,CHC,4175000
Jon Gray,0.19,2,0.077,0.243,COL,555000
Jameson Taillon,0.199,3,0.07,0.174,PIT,571000
Jabari Blash,0.148,1,0.103,0.328,LAA,545000
Junior Guerra,0.19,0,0.114,0.314,MIL,545000
Zach Eflin,0.154,1,0.091,0.25,PHI,545000
Carson Kelly,0.117,3,0.114,0.319,STL,545000
Ildemaro Vargas,0.086,4,0.211,0.618,ARI,545000
Nick Pivetta,0.21,1,0.1,0.268,PHI,551000
Ryan Cordell,0.117,4,0.108,0.341,CHW,545000
Corban Joseph,0.086,3,0.222,0.541,BAL,545000
Austin Gomber,0.179,4,0.211,0.474,STL,545000
Jacob Nottingham,0.055,0,0.2,0.583,MIL,545000
Homer Bailey,0.124,0,0.115,0.264,CIN,21000000
Brandon Phillips,0.056,2,0.13,0.52,BOS,545000
Cole Hamels,0.203,1,0.12,0.394,CHC,22500000
Brandon McCarthy,0.093,2,0.103,0.276,ATL,11500000
Rick Porcello,0.204,3,0.429,1.143,BOS,21125000
Derek Holland,0.228,0,0.057,0.15,SF,1750000
Travis d'Arnaud,0.025,3,0.2,0.65,NYM,3475000
Mike Montgomery,0.239,1,0.091,0.209,CHC,611250
Chad Bettis,0.166,2,0.088,0.227,COL,2000000
Robbie Ray,0.154,2,0.077,0.178,ARI,3950000
Mike Foltynewicz,0.191,4,0.052,0.121,ATL,2200000
Ross Stripling,0.221,2,0.091,0.182,LAD,555000
Andrew Susac,0.056,0,0.115,0.269,BAL,545000
Andrew Suarez,0.179,0,0.064,0.166,SF,545000
Aaron Nola,0.204,4,0.048,0.128,PHI,573000
Blake Trahan,0.068,0,0.214,0.429,CIN,545000
Zack Godley,0.204,1,0.057,0.179,ARI,579200
Kenta Maeda,0.252,0,0.094,0.188,LAD,6125000
Chad Kuhl,0.112,1,0.143,0.286,PIT,570500
Steven Brault,0.286,0,0.15,0.39,PIT,557000
Caleb Smith,0.099,1,0.136,0.273,MIA,1090000
Ryder Jones,0.031,3,0.375,1.5,SF,545000
Tyler Mahle,0.148,0,0.103,0.299,CIN,545000
Phillip Evans,0.093,1,0.143,0.36,NYM,555000
Jefry Rodriguez,0.086,1,0.188,0.438,WSH,545000
Pablo Lopez,0.075,0,0.188,0.423,MIA,545000
Dereck Rodriguez,0.13,1,0.094,0.219,SF,545000
Andrew Velazquez,0.08,0,0.3,0.817,TB,545000
Abiatal Avelino,0.037,0,0.273,0.545,SF,545000
Myles Straw,0.056,1,0.333,1.067,HOU,545000
Harold Castro,0.037,0,0.3,0.6,DET,545000
J.A. Happ,0.191,0,0.333,0.762,NYY,13000000
Luis Perdomo,0.074,1,0.25,0.472,SD,566800
Jeremy Hellickson,0.117,1,0.063,0.156,WSH,2000000
Chris Archer,0.168,0,0.118,0.294,PIT,6416666
Chris Rusin,0.301,0,0.5,1.0,COL,1287500
Kyle Gibson,0.198,0,1.0,2.0,MIN,4200000
Vidal Nuno,0.105,1,1.0,2.0,TB,545000
Michael Wacha,0.093,1,0.08,0.195,STL,5300000
Alex Wood,0.203,0,0.046,0.091,LAD,6000000
Juan Graterol,0.025,0,0.25,0.583,MIN,545000
Bryan Mitchell,0.099,0,0.111,0.222,SD,552800
Jose Urena,0.199,1,0.042,0.124,MIA,575000
Jung Ho Kang,0.019,0,0.333,0.667,PIT,3000000
Nick Kingham,0.112,4,0.087,0.29,PIT,545000
Sean Newcomb,0.191,1,0.044,0.132,ATL,555000
Michael Reed,0.043,0,0.286,0.571,ATL,545000
John Gant,0.173,3,0.065,0.323,STL,545000
Sal Romano,0.241,2,0.056,0.139,CIN,545000
Antonio Senzatela,0.141,3,0.083,0.208,COL,545000
Eric Lauer,0.142,1,0.067,0.194,SD,545000
Joey Lucchesi,0.161,1,0.059,0.213,SD,545000
Trevor Richards,0.162,2,0.065,0.158,MIA,545000
Anthony Alford,0.08,1,0.105,0.296,TOR,545000
Javier Guerra,0.08,1,0.125,0.388,SD,545000
Brandon Woodruff,0.117,1,0.25,0.958,MIL,550100
Mark Zagunis,0.031,1,0.4,1.1,CHC,545000
Taylor Davis,0.031,2,0.4,0.733,CHC,545000
Tim Locastro,0.11,0,0.182,0.63,LAD,545000
Adolis Garcia,0.13,1,0.118,0.294,STL,545000
Joe Hudson,0.049,1,0.167,0.417,LAA,545000
Dustin Pedroia,0.025,0,0.091,0.322,BOS,16125000
Justin Verlander,0.21,0,0.2,0.4,HOU,28100000
Ian Kennedy,0.136,0,0.5,1.0,KC,16000000
Adam Wainwright,0.049,1,0.091,0.182,STL,19500000
James Shields,0.21,0,0.167,0.333,CHW,21000000
Brett Anderson,0.105,0,0.25,0.5,OAK,4000000
Jeff Samardzija,0.062,0,0.1,0.2,SF,19800000
Jerry Blevins,0.401,1,0.5,1.0,NYM,7000000
Ivan Nova,0.18,0,0.019,0.038,PIT,9416666
Charlie Morton,0.185,0,0.167,0.333,HOU,8875000
Wade LeBlanc,0.198,0,0.333,0.667,SEA,700000
Nathan Eovaldi,0.148,1,0.111,0.311,BOS,2000000
Dylan Bundy,0.191,0,0.2,0.4,BAL,1640000
Kevin Gausman,0.198,0,0.048,0.278,ATL,5600000
Roenis Elias,0.142,0,0.5,1.0,SEA,598000
Odrisamer Despaigne,0.117,0,0.2,0.4,LAA,1090000
Marcus Stroman,0.117,0,0.333,0.667,TOR,6500000
Terrance Gore,0.086,0,0.2,0.4,CHC,545000
Andrew Heaney,0.185,0,0.125,0.25,LAA,800000
A.J. Cole,0.198,1,0.333,1.667,NYY,555300
Matt Grace,0.346,0,0.333,0.667,WSH,557000
Jesse Biddle,0.37,1,0.5,1.5,ATL,545000
Kolby Allard,0.019,0,1.0,2.0,ATL,545000
Michael Soroka,0.031,0,0.125,0.25,ATL,545000
Touki Toussaint,0.049,0,0.1,0.2,ATL,545000
Erick Fedde,0.068,0,0.063,0.18,WSH,545000
Brian Johnson,0.235,0,0.25,0.5,BOS,548000
Zach Davies,0.08,0,0.067,0.133,MIL,572000
Jorge Lopez,0.105,2,0.5,1.5,KC,545000
Ty Blach,0.309,0,0.035,0.131,SF,565000
Matt Koch,0.117,0,0.059,0.259,ARI,545000
Alec Mills,0.043,0,0.2,0.4,CHC,545000
Seth Lugo,0.34,0,0.091,0.258,NYM,564000
Randy Rosario,0.27,1,1.0,2.0,CHC,545000
Deck McGuire,0.13,0,0.333,0.667,LAA,545000
Sean Manaea,0.167,0,0.2,0.4,OAK,550000
Daniel Mengden,0.136,1,0.333,0.667,OAK,547500
Rio Ruiz,0.086,0,0.083,0.35,ATL,555000
Max Fried,0.086,0,0.125,0.25,ATL,545000
Taylor Williams,0.344,0,0.25,0.5,MIL,545000
Josh Hader,0.337,0,0.5,1.0,MIL,556500
Sam Gaviglio,0.161,0,0.333,1.0,TOR,545000
Ranger Suarez,0.025,0,0.167,0.667,PHI,545000
Freddy Peralta,0.098,1,0.039,0.077,MIL,545000
Dennis Santana,0.018,2,0.5,1.5,LAD,545000
Heath Fillmyer,0.105,1,0.25,0.75,KC,545000
Brad Keller,0.253,0,0.333,0.667,KC,545000
Mitchell Walding,0.08,2,0.059,0.393,PHI,545000
Caleb Ferguson,0.184,0,0.2,0.4,LAD,545000
Daniel Poncedeleon,0.074,1,0.111,0.444,STL,545000
Chad Sobotka,0.086,0,1.0,2.0,ATL,545000
Jeff Brigham,0.025,0,0.333,0.667,MIA,545000
Beau Taylor,0.043,0,0.2,0.733,OAK,545000
Jorge De La Rosa,0.374,0,0.0,0.5,CHC,545000
David Wright,0.012,0,0.0,0.333,NYM,20000000
Zach Duke,0.444,0,0.0,0.0,SEA,3650000
Felix Hernandez,0.179,0,0.0,0.0,SEA,26857142
Jason Hammel,0.247,0,0.0,0.0,KC,9000000
Edwin Jackson,0.105,0,0.0,0.0,OAK,1500000
Bartolo Colon,0.179,0,0.0,0.0,TEX,2450000
Johnny Cueto,0.056,0,0.0,0.0,SF,21000000
Shawn Kelley,0.333,0,0.0,0.0,OAK,5600000
Jarrod Saltalamacchia,0.031,0,0.0,0.125,DET,650000
Jordan Zimmermann,0.154,0,0.0,0.0,DET,24000000
Daniel Hudson,0.245,0,0.0,0.0,LAD,545000
Chris Sale,0.167,0,0.0,0.0,BOS,12515000
Mike Leake,0.198,0,0.0,0.0,SEA,17000000
Pedro Strop,0.374,0,0.0,0.0,CHC,5850000
Dellin Betances,0.407,0,0.0,0.0,NYY,5100000
Hector Santiago,0.303,0,0.0,0.0,CHW,2000000
Danny Duffy,0.173,0,0.0,0.0,KC,14000000
Brad Peacock,0.377,0,0.0,0.0,HOU,2440000
Martin Perez,0.136,0,0.0,0.0,TEX,6000000
Marco Estrada,0.173,0,0.0,0.0,TOR,13000000
Erasmo Ramirez,0.062,0,0.0,0.0,SEA,4200000
Luis Avilan,0.438,0,0.0,0.0,PHI,2450000
Sam Freeman,0.389,0,0.0,0.0,ATL,1075000
Shelby Miller,0.031,1,0.0,0.2,ARI,4900000
Casey Kelly,0.043,0,0.0,0.0,SF,545000
Justin Wilson,0.436,0,0.0,0.0,CHC,4250000
Jake Odorizzi,0.204,0,0.0,0.0,MIN,6300000
Dallas Keuchel,0.21,0,0.0,0.0,HOU,13200000
Justin Miller,0.315,0,0.0,0.0,WSH,545000
T.J. McFarland,0.29,0,0.0,0.0,ARI,850000
Hansel Robles,0.327,0,0.0,0.0,LAA,900000
Matt Magill,0.247,0,0.0,0.0,MIN,545000
Nick Franklin,0.006,0,0.0,0.0,MIL,545000
Gerrit Cole,0.198,0,0.0,0.0,HOU,6750000
Masahiro Tanaka,0.167,0,0.0,0.0,NYY,22000000
Eduardo Rodriguez,0.167,0,0.0,0.0,BOS,2375000
Mike Wright,0.296,0,0.0,0.0,BAL,553500
Jake Petricka,0.253,0,0.0,0.0,TOR,1300000
Robert Stephenson,0.025,0,0.0,0.333,CIN,555000
Eddie Butler,0.185,0,0.0,0.333,TEX,570750
Drew VerHagen,0.253,0,0.0,0.0,DET,551400
Scott Alexander,0.448,0,0.0,0.0,LAD,550000
Sonny Gray,0.185,0,0.0,0.0,NYY,6500000
Taijuan Walker,0.019,0,0.0,0.0,ARI,4825000
Raisel Iglesias,0.407,0,0.0,0.0,CIN,5214285
Heath Hembree,0.414,0,0.0,0.0,BOS,581500
Pedro Baez,0.337,0,0.0,0.0,LAD,1500000
Kirby Yates,0.401,0,0.0,0.0,SD,1062500
Aaron Sanchez,0.124,0,0.0,0.0,TOR,2700000
Shane Carle,0.327,0,0.0,0.0,ATL,555000
Matt Andriese,0.253,0,0.0,0.0,ARI,558400
Felipe Vazquez,0.435,0,0.0,0.0,PIT,3000000
Chasen Shreve,0.37,0,0.0,0.0,STL,825000
Brian Flynn,0.296,0,0.0,0.0,KC,573500
Drew Rucinski,0.199,0,0.0,0.0,MIA,545000
Daniel Winkler,0.426,0,0.0,0.0,ATL,610000
Frankie Montas,0.08,0,0.0,0.0,OAK,545000
Amir Garrett,0.407,0,0.0,0.0,CIN,545000
Michael Feliz,0.292,0,0.0,0.0,PIT,575500
Domingo German,0.13,0,0.0,0.5,NYY,548225
Hector Neris,0.327,0,0.0,0.0,PHI,582500
Jerad Eickhoff,0.019,0,0.0,0.0,PHI,568000
Luke Jackson,0.216,0,0.0,0.5,ATL,545000
Daniel Norris,0.068,0,0.0,0.0,DET,561400
Lance McCullers,0.154,0,0.0,0.0,HOU,2450000
Joe Ross,0.019,0,0.0,0.0,WSH,567900
Matt Wisler,0.111,0,0.0,0.0,CIN,545000
Sean Reid-Foley,0.043,0,0.0,0.0,TOR,545000
Cody Reed,0.105,0,0.0,0.083,CIN,545000
Spencer Turnbull,0.025,0,0.0,0.0,DET,545000
Jacob Nix,0.056,0,0.0,0.0,SD,545000
Matt Boyd,0.191,0,0.0,0.0,DET,562000
Luis Severino,0.198,0,0.0,0.0,NYY,604975
Marco Gonzales,0.179,0,0.0,0.0,SEA,550300
Rocky Gale,0.018,0,0.0,0.0,LAD,545000
Luis Cessa,0.099,0,0.0,0.0,NYY,568925
Michael Fulmer,0.148,0,0.0,0.0,DET,575200
Adalberto Mejia,0.031,0,0.0,0.0,MIN,545000
Tyler Glasnow,0.278,0,0.0,0.0,TB,556500
Blake Snell,0.191,0,0.0,0.667,TB,558200
Yohander Mendez,0.049,0,0.0,0.0,TEX,545000
Pierce Johnson,0.228,0,0.0,0.0,SF,545000
Matthew Strahm,0.259,0,0.0,0.0,SD,552700
Jarlin Garcia,0.18,0,0.0,0.1,MIA,555000
Robert Gsellman,0.426,0,0.0,0.25,NYM,562375
J.T. Chargois,0.239,0,0.0,0.0,LAD,550000
Jose Berrios,0.198,0,0.0,0.0,MIN,570000
Julio Urias,0.018,0,0.0,0.0,LAD,550000
Bryse Wilson,0.019,0,0.0,0.0,ATL,545000
Dakota Hudson,0.161,0,0.0,0.0,STL,545000
Lucas Giolito,0.198,0,0.0,0.0,CHW,555000
Jordan Hicks,0.451,0,0.0,0.0,STL,545000
Brock Stewart,0.055,0,0.0,0.0,LAD,545000
Dylan Floro,0.331,0,0.0,0.0,LAD,545000
Reynaldo Lopez,0.198,0,0.0,0.0,CHW,555000
Mike Mayers,0.309,0,0.0,0.5,STL,545000
Alexander Reyes,0.006,0,0.0,0.0,STL,545600
Felix Pena,0.117,0,0.0,0.0,LAA,545000
Wandy Peralta,0.364,0,0.0,0.0,CIN,557500
Austin Voth,0.025,0,0.0,0.0,WSH,545000
Lucas Sims,0.056,0,0.0,0.0,CIN,545000
Keury Mella,0.025,0,0.0,0.0,CIN,545000
Jackson Stephens,0.179,0,0.0,0.333,CIN,545000
Jacob Rhame,0.185,0,0.0,0.0,NYM,545650
Reyes Moronta,0.426,0,0.0,0.0,SF,545000
Yefry Ramirez,0.105,0,0.0,0.0,BAL,545000
Giovanny Gallegos,0.037,0,0.0,0.0,STL,549975
Edmundo Sosa,0.019,0,0.0,0.333,STL,545000
Jake Junis,0.185,0,0.0,0.0,KC,554250
Clay Holmes,0.068,0,0.0,0.0,PIT,545000
Drew Anderson,0.031,0,0.0,0.0,PHI,545000
Paul Blackburn,0.037,0,0.0,0.0,OAK,547500
Yency Almonte,0.086,0,0.0,0.0,COL,545000
Dylan Covey,0.167,0,0.0,0.0,CHW,545000
Tyler Webb,0.136,0,0.0,0.0,STL,545000
Kyle McGowin,0.037,0,0.0,0.0,WSH,545000
Paul Sewald,0.29,0,0.0,0.0,NYM,553250
Mark Leiter Jr.,0.124,0,0.0,0.0,TOR,549500
Hector Velazquez,0.296,0,0.0,0.0,BOS,547000
John Brebbia,0.278,0,0.0,0.0,STL,552000
Eric Skoglund,0.086,0,0.0,0.0,KC,545000
Andrew Kittredge,0.204,0,0.0,0.0,TB,548100
Yacksel Rios,0.222,0,0.0,0.0,PHI,545000
Sandy Alcantara,0.037,0,0.0,0.077,MIA,545000
Richard Rodriguez,0.391,0,0.0,0.0,PIT,545000
Luiz Gohara,0.056,0,0.0,0.0,ATL,555000
Jalen Beeks,0.086,0,0.0,0.0,TB,545000
Seranthony Dominguez,0.327,0,0.0,0.5,PHI,545000
David Hess,0.13,0,0.0,0.333,BAL,545000
Jose Castillo,0.228,1,0.0,0.0,SD,545000
Corey Oswalt,0.105,0,0.0,0.0,NYM,545000
Tyler Bashlor,0.148,0,0.0,0.0,NYM,545000
Wander Suero,0.247,0,0.0,0.0,WSH,545000
Tim Hill,0.432,0,0.0,0.0,KC,545000
Jaime Barria,0.161,0,0.0,0.0,LAA,545000
Jonathan Loaisiga,0.056,0,0.0,0.0,NYY,545000
Yonny Chirinos,0.111,0,0.0,0.0,TB,545000
Ryan Yarbrough,0.235,0,0.0,0.0,TB,545000
Diego Castillo,0.265,0,0.0,0.0,TB,545000
Elieser Hernandez,0.199,0,0.0,0.0,MIA,1090000
Brett Graves,0.13,0,0.0,0.0,MIA,1090000
Enyel De Los Santos,0.043,0,0.0,0.0,PHI,545000
Yoshihisa Hirano,0.463,0,0.0,0.0,ARI,3000000
Kazuhisa Makita,0.167,0,0.0,0.0,SD,1900000
Drew Gagnon,0.031,1,0.0,0.0,NYM,545000
Harrison Musgrave,0.215,0,0.0,0.0,COL,545000
Justin Hancock,0.061,0,0.0,0.0,CHC,545000
Tim Peterson,0.136,0,0.0,0.0,NYM,545000
Ben Meyer,0.081,0,0.0,0.0,MIA,545000
Austin Davis,0.198,0,0.0,0.0,PHI,545000
Tanner Anderson,0.037,0,0.0,0.0,PIT,545000
James Norwood,0.068,0,0.0,0.0,CHC,545000
Brett Kennedy,0.037,0,0.0,0.0,SD,545000
Sherman Johnson,0.062,0,0.0,0.091,LAA,545000
