Jugador,Porcetnaje_juegos_2015,RBI_2015,Porcentaje_bateo_2015,OPS_2015,Equipo_2015,Sueldo_2015,Agente libre
Junior Lake,0.179,5,0.2,0.563,BAL,524000,No
Matt Szczur,0.29,8,0.222,0.612,CHC,508500,No
Nick Franklin,0.272,7,0.158,0.52,TB,510900,No
Ryan Rua,0.173,7,0.193,0.619,TEX,508500,No
Dixon Machado,0.149,5,0.235,0.586,DET,507500,No
Zack Greinke,0.198,3,0.224,0.575,LAD,25000000,No
Jeff Mathis,0.198,12,0.161,0.504,MIA,1500000,No
Max Scherzer,0.21,0,0.217,0.457,WSH,17317857,Si
Brian Bogusevic,0.136,5,0.259,0.709,PHI,507500,No
Pete Kozma,0.469,2,0.152,0.388,STL,522000,No
Chris Herrmann,0.278,10,0.146,0.486,MIN,510000,No
Darnell Sweeney,0.228,11,0.177,0.639,PHI,507500,No
Tyson Ross,0.21,6,0.25,0.64,SD,5250000,No
Adam Duvall,0.167,9,0.219,0.79,CIN,507500,No
Darrell Ceciliani,0.241,3,0.206,0.55,NYM,507500,No
Richie Shaffer,0.191,6,0.189,0.699,TB,507500,No
Travis Ishikawa,0.272,8,0.206,0.607,PIT,553005,No
Eric Young Jr.,0.327,5,0.153,0.464,NYM,1000000,Si
Brennan Boesch,0.315,5,0.146,0.394,CIN,1250000,No
Collin Cowgill,0.34,2,0.188,0.523,LAA,995000,No
Kris Negron,0.265,2,0.14,0.399,CIN,299658,No
Cristhian Adames,0.161,3,0.245,0.6,COL,507500,No
Rob Refsnyder,0.099,5,0.302,0.859,NYY,507500,No
Corey Hart,0.216,9,0.222,0.597,PIT,2500000,Si
Josh Wilson,0.13,5,0.316,0.745,DET,507500,Si
Jake Arrieta,0.204,2,0.152,0.428,CHC,3630000,No
Allen Craig,0.222,3,0.152,0.441,BOS,5500000,No
Joey Terdoslavich,0.173,4,0.214,0.629,ATL,507500,No
Deven Marrero,0.154,3,0.226,0.551,BOS,507500,No
Brandon Drury,0.124,8,0.214,0.629,ARI,507500,No
Jason Hammel,0.198,4,0.169,0.364,CHC,9000000,Si
Francisco Liriano,0.191,7,0.169,0.415,PIT,11666666,Si
Ramon Cabrera,0.08,3,0.367,0.867,CIN,507500,No
Dustin Garneau,0.136,8,0.157,0.509,COL,507500,No
Shawn O'Malley,0.148,7,0.262,0.775,SEA,507500,Si
Juan Perez,0.136,2,0.282,0.659,SF,507500,No
Jacob deGrom,0.191,4,0.186,0.429,NYM,556875,No
Paul Janish,0.086,3,0.286,0.649,BAL,507500,No
Jordan Zimmermann,0.204,3,0.159,0.333,WSH,16500000,No
Chris Heisey,0.204,9,0.182,0.674,LAD,507500,No
Josh Thole,0.111,2,0.204,0.495,TOR,1750000,No
Anthony Recker,0.198,5,0.125,0.452,NYM,517880,No
Hector Sanchez,0.173,5,0.179,0.51,SF,800000,No
Chris Rusin,0.167,4,0.217,0.5,COL,507500,No
Cheslor Cuthbert,0.117,8,0.217,0.65,KC,507500,No
Slade Heathcott,0.105,8,0.4,1.149,NYY,507500,No
Chris Heston,0.191,3,0.196,0.431,SF,507500,No
Socrates Brito,0.111,1,0.303,0.778,ARI,507500,No
Taylor Jungmann,0.13,0,0.27,0.614,MIL,507500,No
Kyle Lohse,0.253,1,0.231,0.487,MIL,11000000,No
James Shields,0.222,2,0.132,0.307,SD,10000000,Si
Clayton Kershaw,0.21,2,0.127,0.317,LAD,32571428,No
Jonathan Niese,0.204,4,0.173,0.438,NYM,7050000,No
Jeremy Hellickson,0.179,7,0.22,0.502,ARI,4275000,No
Gerrit Cole,0.204,2,0.15,0.327,PIT,531000,No
Alex Wood,0.198,4,0.164,0.42,LAD,520000,No
Henry Urrutia,0.062,6,0.265,0.688,BAL,507500,No
Michael Lorenzen,0.204,4,0.25,0.576,CIN,507500,No
Anthony DeSclafani,0.191,3,0.155,0.366,CIN,507500,No
Scott Schebler,0.117,4,0.25,0.825,LAD,507500,No
Noah Syndergaard,0.148,4,0.209,0.53,NYM,507500,No
Trea Turner,0.167,1,0.225,0.62,WSH,507500,No
Ryan Strausborger,0.191,3,0.2,0.507,TEX,507500,No
Trevor Brown,0.08,5,0.231,0.587,SF,507500,No
Aaron Harang,0.179,0,0.167,0.371,PHI,5000000,Si
Kyle Kendrick,0.167,2,0.186,0.541,COL,5500000,Si
Bartolo Colon,0.204,4,0.138,0.305,NYM,11000000,No
Carlos Martinez,0.198,0,0.143,0.351,STL,520000,No
Mike Leake,0.228,8,0.116,0.362,SF,3578825,No
Devin Mesoraco,0.142,2,0.178,0.519,CIN,2525000,No
Lance Lynn,0.191,1,0.16,0.36,STL,7000000,No
Michael Wacha,0.185,4,0.154,0.387,STL,520000,No
Johnny Monell,0.167,4,0.167,0.439,NYM,507500,No
Rey Navarro,0.062,3,0.276,0.724,BAL,550000,No
Kaleb Cowart,0.21,4,0.174,0.538,LAA,507500,No
Tim Hudson,0.148,1,0.184,0.521,SF,12000000,No
John Lackey,0.204,3,0.113,0.312,STL,507500,No
Cole Hamels,0.198,0,0.167,0.357,TEX,8360655,No
Jake Peavy,0.117,3,0.194,0.55,SF,9000000,Si
Darwin Barney,0.105,4,0.259,0.804,TOR,2525000,No
Mat Latos,0.148,1,0.292,0.583,LAA,507500,Si
Doug Fister,0.179,0,0.226,0.531,WSH,11400000,No
Matt Harvey,0.179,7,0.108,0.292,NYM,614125,No
Kyle Kubitza,0.117,1,0.194,0.451,LAA,507500,No
Dariel Alvarez,0.074,1,0.241,0.67,BAL,507500,No
Mac Williamson,0.062,1,0.219,0.517,SF,507500,No
Dan Haren,0.204,5,0.122,0.343,CHC,3551912,No
Johnny Cueto,0.198,0,0.162,0.346,KC,3879781,No
Andrew Cashner,0.235,1,0.1,0.215,SD,4050000,No
Michael Saunders,0.056,3,0.194,0.499,TOR,2875000,No
Craig Gentry,0.161,3,0.12,0.396,OAK,1600000,No
Rubby De La Rosa,0.198,2,0.094,0.188,ARI,516000,No
Munenori Kawasaki,0.142,2,0.214,0.598,TOR,507500,No
Tom Koehler,0.198,1,0.12,0.294,MIA,555000,No
Jaff Decker,0.142,1,0.214,0.693,PIT,510000,No
Max Stassi,0.068,2,0.4,1.038,HOU,507500,No
Jimmy Nelson,0.185,2,0.109,0.252,MIL,511500,No
Tomas Telis,0.142,2,0.158,0.377,MIA,508500,No
Mason Williams,0.049,3,0.286,0.89,NYY,507500,No
Austin Barnes,0.124,1,0.207,0.637,LAD,507500,No
Luke Maile,0.093,2,0.171,0.429,TB,507500,No
A.J. Burnett,0.161,5,0.119,0.307,PIT,8500000,Si
Reed Johnson,0.105,3,0.227,0.523,WSH,1000000,Si
Stephen Strasburg,0.142,0,0.132,0.307,WSH,7400000,No
Julio Teheran,0.204,2,0.096,0.226,ATL,1166666,No
Erik Kratz,0.099,3,0.192,0.484,PHI,507500,No
Ryan Vogelsong,0.204,2,0.139,0.412,SF,4000000,Si
Josh Collmenter,0.272,1,0.185,0.452,ARI,1450000,No
Eric Fryer,0.093,2,0.227,0.689,MIN,507500,No
Chase Anderson,0.173,3,0.104,0.227,ARI,512500,No
Tanner Roark,0.247,0,0.185,0.444,WSH,500660,No
Oscar Hernandez,0.111,1,0.161,0.451,ARI,507500,No
Jamie Romak,0.074,1,0.333,0.842,ARI,507500,No
Jon Lester,0.198,0,0.065,0.172,CHC,20000000,Si
Ian Kennedy,0.185,0,0.095,0.262,SD,9850000,No
Brett Anderson,0.191,3,0.085,0.279,LAD,12400000,Si
Jaime Garcia,0.124,1,0.098,0.237,STL,9375000,No
Gio Gonzalez,0.191,2,0.093,0.268,WSH,11100000,No
David Phelps,0.142,0,0.118,0.261,MIA,1400000,No
Rob Brantly,0.086,6,0.121,0.409,CHW,507500,No
Steven Moya,0.056,0,0.182,0.553,DET,507500,No
Stefen Romero,0.08,3,0.191,0.673,SEA,507500,No
David Buchanan,0.093,1,0.2,0.523,PHI,512500,No
Cody Stanley,0.056,3,0.4,0.9,STL,507500,No
Tyler Ladendorf,0.056,2,0.235,0.631,OAK,507500,No
Steven Matz,0.037,5,0.286,0.643,NYM,507500,No
Jose Peraza,0.043,1,0.182,0.568,LAD,507500,No
Adam Conley,0.093,1,0.222,0.444,MIA,507500,No
Matt Wisler,0.13,1,0.138,0.331,ATL,507500,No
Carson Blair,0.068,3,0.129,0.454,OAK,507500,No
Jorge De La Rosa,0.161,3,0.063,0.125,COL,12500000,No
Tim Lincecum,0.099,0,0.143,0.408,SF,18000000,No
Matt Garza,0.161,0,0.077,0.177,MIL,12500000,No
Taylor Teagarden,0.049,2,0.2,0.4,CHC,507500,Si
Travis Wood,0.37,2,0.1,0.256,CHC,5685000,No
Vance Worley,0.148,0,0.177,0.412,PIT,2450000,No
Michael Fiers,0.191,0,0.1,0.2,HOU,512500,No
Jeff Locke,0.185,2,0.067,0.195,PIT,531000,No
Chase d'Arnaud,0.068,0,0.177,0.516,PHI,507500,No
Matt Hague,0.062,0,0.25,0.733,TOR,507500,No
Patrick Corbin,0.099,3,0.12,0.334,ARI,524000,No
Shelby Miller,0.204,0,0.054,0.206,ATL,535000,No
Leury Garcia,0.111,1,0.214,0.481,CHW,507500,No
Jose Fernandez,0.068,2,0.167,0.556,MIA,651000,No
Kyle Hendricks,0.198,1,0.05,0.132,CHC,510000,No
Tyler Matzek,0.037,0,0.375,0.875,COL,509500,No
Yohan Flande,0.117,1,0.143,0.286,COL,507500,No
Robbie Ray,0.142,0,0.097,0.226,ARI,508500,No
James Jones,0.173,0,0.103,0.299,SEA,507500,No
Tyler Lyons,0.105,1,0.188,0.465,STL,507500,No
Joe Ross,0.105,0,0.111,0.254,WSH,507500,No
Peter O'Brien,0.043,2,0.333,1.232,ARI,507500,No
Ubaldo Jimenez,0.198,2,0.25,0.5,BAL,12650000,No
Yovani Gallardo,0.204,0,0.5,1.25,TEX,14000000,No
Mike Pelfrey,0.185,0,0.667,1.333,MIN,5500000,No
Kevin Frandsen,0.043,0,0.182,0.432,SF,507500,No
C.J. Wilson,0.13,0,0.333,0.667,LAA,18500000,No
Clayton Richard,0.142,3,0.143,0.486,CHC,507500,Si
J.A. Happ,0.198,0,0.087,0.212,PIT,2379781,No
Pedro Florimon,0.148,1,0.087,0.334,PIT,521000,No
Henderson Alvarez,0.025,1,0.333,0.833,MIA,4000000,No
Jerome Williams,0.204,1,0.065,0.191,PHI,2500000,No
Brad Hand,0.235,2,0.118,0.235,MIA,520000,No
Marco Estrada,0.21,0,0.333,0.667,TOR,3900000,No
Bryan Anderson,0.025,1,0.4,0.829,OAK,507500,No
Nick Noonan,0.086,3,0.091,0.439,SF,507500,No
Archie Bradley,0.049,0,0.143,0.286,ARI,507500,No
Ryan LaMarre,0.13,0,0.08,0.16,CIN,507500,No
Chad Bettis,0.124,1,0.069,0.251,COL,507500,No
Christian Bergman,0.185,0,0.167,0.397,COL,509500,No
Jackson Williams,0.043,1,0.2,0.729,SF,507500,No
Mike Foltynewicz,0.111,3,0.071,0.176,ATL,508750,No
Ronald Torreyes,0.049,1,0.333,0.929,LAD,507500,No
Taylor Jordan,0.025,0,0.333,0.667,WSH,507500,No
Raisel Iglesias,0.111,1,0.067,0.2,CIN,1714285,No
Odrisamer Despaigne,0.21,0,0.067,0.197,SD,517300,No
Wilmer Difo,0.093,0,0.182,0.364,WSH,507500,No
Sean Gilmartin,0.309,0,0.333,0.667,NYM,507500,No
Williams Perez,0.142,0,0.071,0.205,ATL,507500,No
Adam Morgan,0.093,1,0.077,0.192,PHI,507500,No
Alex Dickerson,0.068,0,0.25,0.5,SD,507500,No
John Hicks,0.105,1,0.063,0.185,SEA,507500,No
Jerad Eickhoff,0.049,2,0.143,0.286,PHI,507500,No
Josh D. Smith,0.062,0,0.222,0.667,CIN,507500,No
Jonathan Diaz,0.043,2,0.154,0.421,TOR,507500,No
Aaron Nola,0.08,1,0.087,0.212,PHI,507500,No
Colin Rea,0.043,0,0.222,0.633,SD,507500,No
Alec Asher,0.043,0,0.333,0.833,PHI,507500,No
Nevin Ashley,0.074,1,0.1,0.293,MIL,507500,No
Michael Reed,0.043,0,0.333,0.833,MIL,507500,No
Jeremy Guthrie,0.185,0,0.25,0.5,KC,9000000,No
Mark Buehrle,0.198,0,0.143,0.393,TOR,20000000,No
Chad Billingsley,0.043,1,0.077,0.385,PHI,1500000,Si
Scott Kazmir,0.191,1,0.25,0.5,HOU,4448087,No
Trevor Cahill,0.161,0,0.143,0.393,CHC,507500,Si
Jesse Chavez,0.185,0,0.333,0.667,OAK,2150000,No
Scott Feldman,0.111,0,0.5,1.0,HOU,10000000,No
Jeff Samardzija,0.198,0,0.5,1.0,CHW,9800000,No
Chris Sale,0.191,0,0.111,0.222,CHW,6015000,No
Jhoulys Chacin,0.031,0,0.125,0.25,ARI,507500,No
Michael Dunn,0.444,0,1.0,2.0,MIA,2350000,No
Charlie Morton,0.142,1,0.028,0.082,PIT,8000000,No
Hector Santiago,0.204,0,0.2,0.4,LAA,2290000,No
Justin De Fratus,0.377,0,0.333,0.667,PHI,528000,No
Wily Peralta,0.124,1,0.033,0.155,MIL,525500,No
Carlos Torres,0.364,0,1.0,2.0,NYM,582125,No
Joe Kelly,0.154,1,0.2,0.4,BOS,603000,No
Pedro Villarreal,0.179,2,0.167,0.5,CIN,507500,No
Carter Capps,0.185,0,0.5,1.0,MIA,507500,No
Collin McHugh,0.198,0,0.125,0.25,HOU,516300,No
Dallas Keuchel,0.204,0,0.2,0.4,HOU,524500,No
John Lamb,0.062,1,0.063,0.188,CIN,507500,No
Kyle Gibson,0.198,0,0.2,0.4,MIN,537500,No
Nate Karns,0.167,1,0.25,1.25,TB,508800,No
Vidal Nuno,0.216,1,0.143,0.286,SEA,515000,No
Mike Wright,0.074,0,0.5,1.0,BAL,507500,No
David Holmberg,0.037,0,0.125,0.489,CIN,507500,No
Eddie Butler,0.099,0,0.044,0.087,COL,509500,No
Jarred Cosart,0.093,1,0.059,0.118,MIA,540000,No
Francisco Pena,0.049,0,0.143,0.286,KC,508700,No
Jett Bandy,0.012,1,0.5,2.5,LAA,507500,No
Carlos Frias,0.105,0,0.048,0.178,LAD,507500,No
Sonny Gray,0.191,0,0.167,0.333,OAK,512500,No
Taijuan Walker,0.179,1,0.111,0.333,SEA,513100,No
Buck Farmer,0.087,0,0.25,0.5,DET,507500,No
Sammy Solis,0.111,0,0.5,1.0,WSH,507500,No
Andrew Lambo,0.124,0,0.04,0.191,PIT,515500,No
Jose Urena,0.124,0,0.077,0.154,MIA,507500,No
Max Kepler,0.019,0,0.143,0.286,MIN,507500,No
Michael Blazek,0.278,1,0.25,0.75,MIL,508500,No
Christian Walker,0.043,0,0.111,0.444,BAL,507500,No
Justin Nicolino,0.08,0,0.04,0.08,MIA,507500,No
Branden Pinder,0.154,1,1.0,3.0,NYY,507500,No
Daniel Norris,0.08,2,0.5,2.667,DET,508700,No
Jon Moscot,0.019,0,0.25,0.5,CIN,338333,No
Zack Godley,0.056,0,0.111,0.222,ARI,507500,No
Keith Hessler,0.111,0,1.0,2.0,ARI,507500,No
Zach Davies,0.037,0,0.077,0.154,MIL,507500,No
Pedro Severino,0.012,0,0.25,0.75,WSH,507500,No
Rocky Gale,0.068,0,0.1,0.2,SD,507500,No
Clay Buchholz,0.111,0,0.0,0.0,BOS,12250000,No
Yusmeiro Petit,0.259,0,0.0,0.0,SF,2100000,No
Jeremy Affeldt,0.321,0,0.0,0.0,SF,6000000,No
Homer Bailey,0.012,0,0.0,0.0,CIN,10000000,No
Edinson Volquez,0.216,0,0.0,0.0,KC,7500000,Si
Ricky Nolasco,0.056,0,0.0,0.0,MIN,12000000,No
Anibal Sanchez,0.155,0,0.0,0.0,DET,16800000,No
C.C. Sabathia,0.179,0,0.0,0.0,NYY,24285714,No
Joel Peralta,0.204,0,0.0,0.0,LAD,2500000,No
Jered Weaver,0.161,0,0.0,0.0,LAA,18200000,No
Chris Capuano,0.136,0,0.0,0.0,NYY,5000000,Si
Carlos Villanueva,0.216,0,0.0,0.0,STL,2000000,Si
LaTroy Hawkins,0.259,0,0.0,0.0,TOR,848360,No
Phil Hughes,0.167,0,0.0,0.0,MIN,9200000,No
Joe Blanton,0.222,0,0.0,0.0,PIT,1000000,No
Matt Cain,0.08,1,0.0,0.0,SF,20833333,No
Felix Hernandez,0.191,0,0.0,0.0,SEA,24907142,No
Adam Wainwright,0.043,0,0.0,0.0,STL,19500000,No
Edwin Jackson,0.29,0,0.0,0.0,ATL,507500,No
Brandon McCarthy,0.025,1,0.0,0.143,LAD,12500000,Si
Miguel Gonzalez,0.161,0,0.0,0.0,BAL,3275000,No
Rick Porcello,0.173,0,0.0,0.0,BOS,12500000,No
Burke Badenhop,0.42,0,0.0,0.0,CIN,1000000,Si
R.A. Dickey,0.204,0,0.0,0.0,TOR,12000000,No
Sergio Romo,0.432,0,0.0,0.0,SF,6000000,Si
Brandon Morrow,0.031,0,0.0,0.1,SD,2500000,Si
Matt Harrison,0.019,0,0.0,0.0,PHI,4830601,No
Ross Detwiler,0.253,0,0.0,0.0,ATL,507500,Si
Aroldis Chapman,0.401,0,0.0,0.0,CIN,8050000,No
Colby Lewis,0.204,0,0.0,0.0,TEX,4000000,Si
Daniel Hudson,0.395,0,0.0,0.0,ARI,800000,No
Craig Kimbrel,0.377,0,0.0,0.0,SD,9250000,No
Chris Tillman,0.191,0,0.0,0.0,BAL,4315000,No
Sam LeCure,0.117,0,0.0,0.0,CIN,1850000,No
Juan Nicasio,0.333,0,0.0,0.0,LAD,2300000,No
Bud Norris,0.235,0,0.0,0.0,SD,507500,No
Chris Narveson,0.093,1,0.0,0.0,MIA,507500,No
Don Kelly,0.012,0,0.0,0.0,MIA,1250000,Si
Chris Hatcher,0.303,0,0.0,0.0,LAD,522500,No
Brian Duensing,0.34,0,0.0,0.0,MIN,2700000,No
Antonio Bastardo,0.407,0,0.0,0.0,PIT,3100000,No
David Price,0.199,0,0.0,0.0,TOR,7230874,No
Tyler Clippard,0.426,0,0.0,0.0,NYM,3174863,No
Michael Pineda,0.167,0,0.0,0.0,NYY,2100000,No
Alfredo Simon,0.193,0,0.0,0.0,DET,5500000,No
George Kontos,0.451,0,0.0,0.0,SF,517500,No
Austin Romine,0.006,0,0.0,0.0,NYY,554100,No
Chris Archer,0.21,0,0.0,0.0,TB,1166666,No
Matt Moore,0.074,0,0.0,0.0,TB,3100000,No
Addison Reed,0.34,0,0.0,0.0,NYM,932377,No
Kyle Waldrop,0.006,0,0.0,0.0,CIN,507500,No
Tsuyoshi Wada,0.049,0,0.0,0.111,CHC,4000000,No
Tom Milone,0.148,0,0.0,0.0,MIN,2775000,No
Martin Perez,0.086,0,0.0,0.0,TEX,1250000,No
Randall Delgado,0.395,0,0.0,0.0,ARI,526000,No
Jordan Lyles,0.068,0,0.0,0.0,COL,2475000,No
Hisashi Iwakuma,0.124,0,0.0,0.0,SEA,7000000,No
Nathan Eovaldi,0.167,0,0.0,0.0,NYY,3300000,No
Wade Miley,0.198,0,0.0,0.0,BOS,3666666,No
Joe Wieland,0.012,0,0.0,0.0,LAD,590000,No
Erasmo Ramirez,0.21,0,0.0,0.0,TB,522800,No
Jose Quintana,0.191,0,0.0,0.0,CHW,3400000,No
Quintin Berry,0.049,0,0.0,0.0,CHC,507500,Si
Gorkys Hernandez,0.049,0,0.0,0.0,PIT,507500,No
Christian Friedrich,0.42,0,0.0,0.0,COL,512500,No
Jason Pridie,0.037,0,0.0,0.1,OAK,507500,No
Luis Avilan,0.451,0,0.0,0.0,LAD,530000,No
Tony Cingrani,0.216,1,0.0,0.0,CIN,525500,No
Justin Grimm,0.383,0,0.0,0.0,CHC,531500,No
Trevor Rosenthal,0.42,0,0.0,0.0,STL,535000,No
Ryan Jackson,0.136,0,0.0,0.1,LAA,507500,No
Jean Machi,0.364,0,0.0,0.0,BOS,527500,No
Casey Kelly,0.019,0,0.0,0.0,SD,507500,No
Ariel Pena,0.037,0,0.0,0.0,MIL,507500,No
Tyler Thornburg,0.148,0,0.0,0.0,MIL,510500,No
Jake Odorizzi,0.173,0,0.0,0.0,TB,522000,No
Will Harris,0.42,0,0.0,0.0,HOU,513900,No
Jeanmar Gomez,0.401,0,0.0,0.0,PHI,800000,Si
Miguel Socolovich,0.173,0,0.0,0.0,STL,507500,No
Allen Webster,0.056,0,0.0,0.0,ARI,507500,No
Manny Banuelos,0.043,0,0.0,0.0,ATL,507500,No
Adam Warren,0.265,0,0.0,0.0,NYY,572600,No
Steven Wright,0.099,0,0.0,0.0,BOS,357071,No
Justin Miller,0.21,0,0.0,0.0,COL,507500,No
Gonzalez Germen,0.216,0,0.0,0.0,COL,507500,No
Keon Broxton,0.043,0,0.0,0.0,PIT,507500,No
Hunter Strickland,0.34,0,0.0,0.0,SF,507500,No
Andre Rienzo,0.086,0,0.0,0.0,MIA,507500,No
Cory Rasmus,0.099,0,0.0,0.0,LAA,513000,No
Thad Weber,0.031,0,0.0,0.0,DET,507500,No
Robbie Erlin,0.019,0,0.0,0.0,SD,507500,No
Seth Maness,0.475,0,0.0,0.0,STL,530000,No
Masahiro Tanaka,0.148,0,0.0,0.125,NYY,22000000,No
Eduardo Rodriguez,0.13,0,0.0,0.0,BOS,507500,No
Garin Cecchini,0.012,0,0.0,0.0,BOS,508500,No
Henry Owens,0.068,0,0.0,0.0,BOS,507500,No
Chris Bassitt,0.111,0,0.0,0.0,OAK,507500,No
Jon Gray,0.056,0,0.0,0.154,COL,507500,No
Blaine Hardy,0.435,0,0.0,0.0,DET,508382,No
Aaron Brooks,0.08,0,0.0,0.0,OAK,507500,No
Yordano Ventura,0.173,0,0.0,0.0,KC,950000,No
Matt Shoemaker,0.154,0,0.0,0.5,LAA,517500,No
Shane Greene,0.112,0,0.0,0.0,DET,515000,No
James Paxton,0.08,0,0.0,0.0,SEA,519000,No
Andrew Chafin,0.407,0,0.0,0.0,ARI,507500,No
Bryan Mitchell,0.124,0,0.0,0.0,NYY,507500,No
Jesse Hahn,0.099,0,0.0,0.0,OAK,507500,No
Nick Martinez,0.148,0,0.0,0.0,TEX,515000,No
Trevor May,0.296,0,0.0,0.0,MIN,510000,No
Rafael Montero,0.031,0,0.0,0.0,NYM,511000,No
Casey Sadler,0.006,0,0.0,0.0,PIT,507500,No
Terrance Gore,0.056,0,0.0,0.25,KC,508000,No
Erik Goeddel,0.216,0,0.0,0.0,NYM,509125,No
Andrew Heaney,0.111,0,0.0,0.0,LAA,509250,No
Elvis Araujo,0.247,0,0.0,0.0,PHI,507500,No
Matt Andriese,0.154,0,0.0,0.0,TB,507500,No
A.J. Cole,0.019,0,0.0,0.0,WSH,507500,No
Blake Treinen,0.37,0,0.0,0.0,WSH,512800,No
Kendry Flores,0.043,0,0.0,0.0,MIA,507500,No
Keyvius Sampson,0.08,0,0.0,0.0,CIN,507500,No
Brandon Finnegan,0.124,0,0.0,0.0,CIN,507500,No
Adam Liberatore,0.241,0,0.0,0.0,LAD,507500,No
Andrew McKirahan,0.167,0,0.0,0.0,ATL,507500,No
Gary Sanchez,0.012,0,0.0,0.0,NYY,507500,No
Logan Verrett,0.111,0,0.0,0.0,NYM,507500,No
Tyler Wilson,0.056,0,0.0,0.0,BAL,507500,No
C.J. Edwards,0.031,0,0.0,0.0,CHC,507500,No
Hector Neris,0.198,0,0.0,0.0,PHI,507500,No
Elias Diaz,0.012,0,0.0,0.0,PIT,507500,No
David Goforth,0.124,0,0.0,0.0,MIL,507500,No
Ed Easley,0.025,1,0.0,0.0,STL,507500,No
Carlos Rodon,0.161,0,0.0,0.0,CHW,507500,No
Lance McCullers,0.136,0,0.0,0.0,HOU,507500,No
Tyler Wagner,0.019,0,0.0,0.0,MIL,507500,No
Tyler Cravy,0.086,0,0.0,0.0,MIL,507500,No
Josh Osich,0.216,0,0.0,0.0,SF,507500,No
Luis Severino,0.068,0,0.0,0.0,NYY,507500,No
Steve Baron,0.025,0,0.0,0.0,SEA,507500,No
Cody Decker,0.049,1,0.0,0.0,SD,507500,No
Jorge Lopez,0.012,0,0.0,0.0,MIL,507500,No
