Jugador,Juegos_2018,Wins_2018,Saves_2018,WHIP_2018,ERA_2018,Equipo_2018,Sueldo_2018
Yency Almonte,14,0,0,1.29,1.84,COL,545000
Carson Smith,18,1,0,1.39,3.77,BOS,850000
Michael Kopech,4,1,0,1.53,5.02,CHW,545000
Sandy Baez,9,0,0,1.47,5.02,DET,545000
Chad Sobotka,14,1,0,0.98,1.88,ATL,545000
Pat Venditte,15,0,0,1.0,2.57,LAD,545000
Aaron Slegers,4,1,0,1.39,5.27,MIN,545000
Jake Newberry,14,2,0,1.65,4.73,KC,545000
Taijuan Walker,3,0,0,1.54,3.46,ARI,4825000
Chih-Wei Hu,5,0,0,0.77,4.15,TB,545000
Drew Anderson,5,0,0,1.5,4.97,PHI,545000
Austin Voth,4,1,0,1.46,6.57,WSH,545000
Justin Hancock,10,0,0,1.13,1.46,CHC,545000
Drew Gagnon,5,2,0,1.67,5.25,NYM,545000
Blake Wood,13,1,0,1.29,2.31,LAA,1450000
Robert Stephenson,4,0,0,2.49,9.26,CIN,555000
Evan Phillips,9,0,0,1.97,13.11,BAL,545000
Josh Rogers,3,1,0,1.89,8.49,BAL,545000
Randall Delgado,10,2,0,1.5,4.77,ARI,545000
Zac Rosscup,17,0,0,1.15,4.77,LAD,610000
Cionel Perez,8,0,0,1.15,3.97,HOU,545000
Giovanny Gallegos,6,0,1,1.24,3.97,STL,549975
Tanner Anderson,6,1,0,2.03,6.35,PIT,545000
Tyler Kinley,13,0,0,2.09,12.27,MIA,545000
James Norwood,11,0,0,1.73,4.09,CHC,545000
Jose Fernandez,13,0,0,1.36,6.1,TOR,545000
John Lamb,3,0,0,1.9,7.2,LAA,545000
Ryan Burr,8,0,0,1.86,7.45,CHW,545000
Taylor Guerrieri,9,0,0,1.35,4.66,TOR,545000
Colten Brewer,11,1,0,2.28,5.59,SD,545000
Austen Williams,10,0,0,1.65,5.59,WSH,545000
Connor Sadzeck,13,0,0,1.82,0.96,TEX,545000
Keury Mella,4,0,0,2.25,8.68,CIN,545000
Yoan Lopez,10,0,0,0.89,3.0,ARI,545000
Daniel Zamora,17,1,0,1.0,3.0,NYM,545000
Stephen Tarpley,10,0,0,1.33,3.0,NYY,545000
Matt Festa,8,0,0,1.8,2.16,SEA,545000
Rowan Wick,10,0,0,1.68,6.48,SD,545000
Justin Shafer,6,0,0,1.56,3.24,TOR,545000
Danny Farquhar,9,1,0,0.75,5.63,CHW,1050000
Kolby Allard,3,1,0,2.88,12.38,ATL,545000
Ian Hamilton,10,1,0,1.0,4.5,CHW,545000
Matt Hall,5,0,0,2.75,14.63,DET,545000
Chance Adams,3,0,0,1.57,7.04,NYY,545000
Kyle McGowin,6,0,0,1.43,5.87,WSH,545000
C.D. Pelham,10,0,0,2.09,7.04,TEX,545000
Steven Okert,10,0,0,0.55,1.23,SF,545000
Hoby Milner,14,0,0,1.91,7.36,TB,548000
Jake Barrett,7,0,0,1.43,5.14,ARI,545000
Miguel Almonte,8,0,0,1.71,10.29,LAA,545000
Bryse Wilson,3,1,0,2.0,6.43,ATL,545000
Brad Wieck,5,0,0,0.43,1.29,SD,545000
Caleb Frare,11,0,0,1.43,5.14,NYY,545000
J.C. Ramirez,2,0,0,2.1,9.45,LAA,1900000
Parker Bridwell,5,1,0,2.4,17.55,LAA,545000
David Paulino,7,1,0,1.2,1.35,TOR,545000
Robby Scott,9,0,0,2.25,8.1,BOS,545000
Jose Ramirez,7,0,0,2.68,17.05,ATL,565000
John Curtiss,8,0,0,1.89,5.68,MIN,545000
D.J. Johnson,7,1,0,1.26,4.26,COL,545000
Kyle Wright,4,0,0,1.67,4.5,ATL,545000
Jesus Reyes,5,0,0,1.06,3.18,CIN,545000
Jerad Eickhoff,3,0,0,1.88,6.75,PHI,568000
Bobby Wahl,7,0,0,2.44,10.13,NYM,545000
Dillon Maples,9,1,0,2.25,11.81,CHC,545000
Rob Scahill,6,0,0,1.6,5.4,CHW,545000
Nick Gardewine,3,0,0,1.4,3.6,TEX,545000
Andrew Vasquez,9,1,0,1.4,5.4,MIN,545000
Jose Ruiz,6,0,0,1.85,4.15,CHW,545000
Julio Urias,3,0,0,0.25,0.0,LAD,550000
Alexander Reyes,1,0,0,1.25,0.0,STL,545600
Sam Howard,4,0,0,2.0,2.25,COL,545000
Dennis Santana,3,2,0,1.91,12.27,LAD,545000
Daniel Descalso,138,0,0,1.5,8.1,ARI,2000000
Rhiner Cruz,2,0,0,1.5,2.7,TOR,545000
Hernan Perez,132,0,0,2.4,13.5,MIL,1975000
Reymin Guduan,3,0,0,0.3,2.7,HOU,545000
Dean Deetz,4,0,0,1.5,5.4,HOU,545000
John Means,1,0,0,1.8,13.5,BAL,545000
Andrew Romine,75,0,0,2.33,15.0,SEA,1050000
Erik Kratz,67,0,0,1.33,3.0,MIL,545000
Allen Webster,3,1,0,1.0,6.0,CHC,545000
Matt Davidson,128,0,0,0.67,0.0,CHW,570000
Francisco Arcia,41,0,0,1.67,9.0,LAA,545000
Justus Sheffield,3,0,0,2.63,10.13,NYY,545000
Luis Ortiz,2,0,0,4.29,15.43,BAL,545000
Eric Hanhold,3,0,0,2.14,7.71,NYM,545000
Pedro Florimon,50,0,0,1.0,9.0,PHI,600000
Chris Gimenez,25,0,0,4.5,36.0,MIN,545000
Bryan Holaday,61,0,0,2.0,13.5,MIA,1000000
Cory Spangenberg,116,0,0,3.5,13.5,SD,1700000
Victor Caratini,77,0,0,1.5,9.0,CHC,547500
Jake Jewell,3,0,0,1.5,9.0,LAA,545000
Roman Quinn,50,0,0,4.8,37.8,PHI,545000
Tommy La Stella,124,0,0,2.25,6.75,CHC,950000
Scott Kingery,147,0,0,3.0,13.5,PHI,1000000
Nick Burdi,2,0,0,3.75,20.25,PIT,545000
Brandon Dixon,74,0,0,0.0,0.0,CIN,545000
Jeff Mathis,69,0,0,1.0,9.0,ARI,2000000
Kendrys Morales,130,0,0,1.0,0.0,TOR,11000000
Pablo Sandoval,92,0,0,0.0,0.0,SF,545000
Chase d'Arnaud,42,0,0,1.0,0.0,SF,545000
Charlie Culberson,113,0,0,2.0,9.0,ATL,575000
Jedd Gyorko,125,0,0,2.0,9.0,STL,9000000
Jesus Sucre,73,0,0,4.0,18.0,TB,925000
Jace Peterson,96,0,0,6.0,36.0,BAL,545000
Greg Garcia,114,0,0,1.0,0.0,STL,569600
Ryan Rua,62,0,0,0.0,0.0,TEX,870000
Ian Happ,142,0,0,1.0,0.0,CHC,570000
Alex Blandino,69,0,0,1.0,0.0,CIN,545000
Willians Astudillo,30,0,0,5.0,45.0,MIN,545000
Daniel Robertson,88,0,0,0.0,0.0,TB,548300
Mitch Garver,103,0,0,1.0,0.0,MIN,547500
J.D. Davis,42,0,0,1.0,9.0,HOU,550100
Johnny Field,84,0,0,1.0,0.0,MIN,545000
Ryan LaMarre,76,0,0,1.5,13.5,CHW,580000
Carlos Tocci,66,0,0,0.0,0.0,TEX,545000
Mark Reynolds,86,0,0,0.0,0.0,WSH,1000000
Drew Butera,62,0,0,15.0,54.0,COL,2300000
Anthony Rizzo,154,0,0,0.0,0.0,CHC,7285714
Phillip Ervin,78,0,0,0.0,0.0,CIN,545000
Enrique Hernandez,145,0,0,9.0,81.0,LAD,1600000
