Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_en_contra_2_t,Bateos_en_contra_2_t_1,Bateos_en_contra_t,Bateos_en_contra_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_en_contra_2_t,Carreras_en_contra_2_t_1,Carreras_en_contra_t,Carreras_en_contra_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
DET,DET,No,6.3,6.3,2027,2027,2022,1,1,1,1,169,16900,13,130,0,0,4,5,1,1,36,4096,6,64,36,3844,6,62,4.0,8.28316478286734,2.0,2.8780487804878048,0.0004938271604938272,0.0009186809977186052,0.022222222222222223,0.030309750868633103,0.0019753086419753087,0.007609586086992182,0.044444444444444446,0.08723294152435869,29.160000000000004,13.7641,5.4,3.71,24,23,25,Detroit Tigers,Detroit Tigers,Michigan,8919130,8204930,100.0,22590.090000000004,10.0,150.3,2,30,2,30,162,162,Casey Mize,1,81,1,9,714200,574100,11,11,220.0,220.0,16,16,SP,SP,0.4074074074074074,0.4753086419753086,0,0,0,0,16,13924,4,118,714200,574100,714200,574100,0.005,0.007,714200,574100,0.0,5402.25,0.0,73.5,714200,574100,235500000,21500000,714200,574100,66,77,1.583696402499998,10.956100000000001,1.2584499999999992,3.31,2.25,1.2995999999999999,1.5,1.14,4,4,4,1681,2,41,0,49,0,7,13.478918314142485,13.478918314142485,13.478918314142485
NYY,NYY,No,6.3,6.3,2023,2023,2022,1,1,1,1,169,3249,13,57,0,0,4,4,2,2,36,1024,6,32,25,841,5,29,10.240000000000002,33.91349480968858,3.2,5.823529411764706,0.0013717421124828531,0.000509286199441868,0.037037037037037035,0.02256737023762113,0.014046639231824419,0.017271674881417814,0.11851851851851852,0.1314217443249701,9.0,9.7344,3.0,3.12,30,29,31,New York Yankees,New York Yankees,New York,8459778,4459778,225.0,7005.6900000000005,15.0,83.7,0,0,14,67,162,162,Chad Green,1,49,1,7,4000000,2150000,40,40,215.0,215.0,58,57,RP,RP,0.6111111111111112,0.5679012345679012,1,36,1,6,256,9801,16,99,4000000,2150000,4000000,2150000,0.016,0.011,4000000,2150000,0.0,8467.6804,0.0,92.02,4000000,2150000,37400000,111300000,4000000,2150000,99,92,0.0036,5.569599999999999,0.06,2.36,1.44,0.7744,1.2,0.88,27,27,25,289,5,17,1,100,1,10,15.201804919084164,15.201804919084164,15.201804919084164
COL,PIT,Si,6.3,6.3,2023,2023,2022,1,1,0,0,24025,5329,155,73,0,0,5,2,1,2,8281,2500,91,50,7569,1849,87,43,3.596908442330559,3.188775510204082,1.896551724137931,1.7857142857142858,0.0022127371835223434,0.003377399784707996,0.047039740470397405,0.05811540058115401,0.007959013056070262,0.010769769721645395,0.08921330089213302,0.10377750103777501,32.718399999999995,23.232400000000002,5.72,4.82,29,28,29,Colorado Rockies,Pittsburgh Pirates,Colorado,7355905,4355905,18769.0,6448.089999999999,137.0,80.3,27,14,27,28,162,161,Chad Kuhl,121,49,11,7,3000000,2130000,1,9,210.0,210.0,5,17,SP,RP,0.419753086419753,0.3726708074534161,0,0,0,0,12100,5625,110,75,3000000,2130000,3000000,2130000,0.021,0.039,3000000,2130000,73.6164,0.0,8.58,0.0,3000000,2130000,195350000,1500000,3000000,2130000,68,60,1.583696402499998,0.0144,1.2584499999999992,0.12,2.4025000000000003,2.0448999999999997,1.55,1.43,0,5,3364,1764,58,42,36,25,6,5,14.914122846632385,14.914122846632385,14.914122846632385
TEX,TEX,No,6.1,6.1,2023,2022,2022,1,1,1,1,1,4,1,2,0,0,8,4,2,2,0,0,0,0,0,0,0,0,inf,inf,inf,inf,0.0030864197530864196,0.0023432912533737143,0.05555555555555555,0.04840755368094647,0.011718193916704714,0.012244383624579467,0.10825060700386263,0.1106543429991768,0.0,0.0,0.0,0.0,32,31,33,Texas Rangers,Texas Rangers,Texas,7539210,5789210,4.0,4.0,2.0,2.0,40,75,70,91,162,162,Charlie Culberson,0,0,0,0,1750000,1500000,2,2,200.0,200.0,8,8,3B,2B,0.419753086419753,0.3703703703703703,0,0,0,0,0,0,0,0,1750000,1500000,1750000,1500000,0.012,0.016,1750000,1500000,0.0,0.0,0.0,0.0,1750000,1500000,580700000,5865500,1750000,1500000,68,60,1.583696402499998,1.0404,1.2584499999999992,1.02,1.0,1.0,1.0,1.0,0,0,1,0,1,0,0,0,0,0,14.375126345899696,14.375126345899696,14.375126345899696
ATL,ATL,No,6.5,6.5,2025,2022,2022,1,1,0,0,22201,18496,149,136,0,0,6,6,1,1,7225,5929,85,77,6889,4761,83,69,10.588309397833207,13.869203329369798,3.253968253968254,3.7241379310344827,0.0016563007030827477,0.0012043345920885263,0.040697674418604654,0.03470352420271645,0.017537424300088804,0.016703161334269405,0.13242894056847546,0.12924071082390953,18.8356,11.2225,4.34,3.35,38,37,38,Atlanta Braves,Atlanta Braves,Georgia,100653564,80653564,29584.0,34484.49,172.0,185.7,31,33,31,34,162,161,Charlie Morton,36,36,6,6,20000000,15000000,18,18,215.0,215.0,28,27,SP,SP,0.6234567901234568,0.546583850931677,0,0,0,0,42025,46656,205,216,20000000,15000000,20000000,15000000,0.109,0.098,20000000,15000000,426.00960000000003,7091.324099999999,20.64,84.21,20000000,15000000,61250000,94240000,20000000,15000000,101,88,2.8899999999999997,16.6464,1.7,4.08,1.5129,1.0816000000000001,1.23,1.04,4,4,3969,3364,63,58,81,196,9,14,16.811242831518264,16.811242831518264,16.811242831518264
PIT,PIT,No,6.4,6.4,2027,2026,2022,1,1,0,0,2704,2401,52,49,0,0,6,2,2,2,576,784,24,28,441,784,21,28,3.8677777777777775,4.213296398891967,1.9666666666666666,2.0526315789473686,0.0021613205322640844,0.0023337767509160074,0.04649000464900046,0.04830917874396135,0.008359507525345864,0.009832893180452208,0.09143034247636757,0.09916094584286804,6.969600000000001,33.292899999999996,2.64,5.77,28,27,28,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,1877604,1231476,5140.89,1909.6900000000003,71.7,43.7,0,9,42,10,162,161,Chase De Jong,9,16,3,4,646128,386442,9,9,230.0,230.0,17,17,RP,SP,0.382716049382716,0.3726708074534161,1,0,1,0,3481,1521,59,39,646128,386442,700000,570500,0.01,0.007,700000,570500,0.0,0.0,0.0,0.0,700000,570500,14100000,1500000,700000,570500,62,60,2.25,1.5011196963456546,1.5,1.22520190023753,1.2995999999999999,2.4336,1.14,1.56,5,5,900,361,30,19,36,1,6,1,13.378752905551984,13.458835614025542,13.458835614025542
MIN,TB,Si,6.2,6.2,2024,2022,2022,1,1,0,0,7569,324,87,18,0,0,4,7,1,2,3136,121,56,11,2704,100,52,10,3.0625,6.890625,1.75,2.625,0.0026968486165113922,0.0021211937415504395,0.0519311911716975,0.046056419113413925,0.008259098888066137,0.014616350625371,0.09087958455047061,0.12089810017271156,20.793599999999998,21.715600000000002,4.56,4.66,33,32,33,Minnesota Twins,Tampa Bay Rays,Minnesota,37912804,34412804,10547.29,372.49,102.7,19.3,25,5,25,6,162,162,Chris Archer,64,1,8,1,2750000,6500000,6,2,195.0,195.0,17,7,SP,SP,0.4814814814814814,0.6172839506172839,0,0,0,0,7056,441,84,21,2750000,6500000,2750000,6500000,0.019,0.092,2750000,6500000,395.6121,0.0,19.89,0.0,3500000,6500000,116550000,18725000,3500000,6500000,78,100,1.583696402499998,1.5011196963456546,1.2584499999999992,1.22520190023753,1.7424000000000002,1.8225000000000002,1.32,1.35,3,0,2304,64,48,8,4,1,2,1,14.827111469642754,14.827111469642754,14.827111469642754
NYM,OAK,No,6.5,6.5,2023,2023,2022,1,1,1,1,25281,16129,159,127,0,0,6,5,2,5,5041,3025,71,55,4761,3025,69,55,11.61557684298209,16.621301775147927,3.4081632653061225,4.076923076923077,0.0008978365612801368,0.000758903839294523,0.029963920993089952,0.027548209366391185,0.010428889569988229,0.012613969731232633,0.10212193481318413,0.11231193049374867,11.696399999999999,9.9225,3.42,3.15,32,31,33,New York Mets,Oakland Athletics,New York,16148183,7348183,33014.89,24743.290000000005,181.7,157.3,30,27,30,27,162,162,Chris Bassitt,81,16,9,4,8650000,4900000,5,15,217.0,217.0,10,29,SP,SP,0.6234567901234568,0.5308641975308642,0,0,0,0,27889,25281,167,159,8650000,4900000,8650000,4900000,0.032,0.054,8650000,4900000,6889.0,8311.9689,83.0,91.17,8800000,4900000,259270000,21300000,8800000,4900000,101,86,10.112400000000001,15.760900000000001,3.18,3.97,1.2995999999999999,1.1025,1.14,1.05,2,9,2401,1521,49,39,225,144,15,12,15.973069878908062,15.973069878908062,15.973069878908062
BAL,BAL,No,6.5,6.5,2028,2027,2022,1,1,0,0,25,441,5,21,0,0,3,3,1,1,25,49,5,7,25,49,5,7,0.1111111111111111,2.6989795918367343,0.3333333333333333,1.6428571428571428,0.02403701700618954,0.0028186153437078517,0.1550387596899225,0.05309063329541146,0.002670779667354393,0.0076073852899053735,0.0516795865633075,0.08722032612817596,107.95210000000002,4.6225,10.39,2.15,29,28,29,Baltimore Orioles,Baltimore Orioles,Maryland,1383960,733986,18.49,858.49,4.3,29.3,2,6,2,8,162,162,Chris Ellis,0,0,0,0,649974,134948,7,7,205.0,205.0,14,14,SP,SP,0.5123456790123457,0.3209876543209876,0,0,0,0,4,529,2,23,649974,134948,700000,570500,0.015,0.003,700000,570500,0.0,0.0,0.0,0.0,700000,570500,7900000,3300000,700000,570500,83,52,1.583696402499998,0.010000000000000002,1.2584499999999992,0.1,6.4516,1.4161,2.54,1.19,3,3,36,196,6,14,0,1,0,1,13.384687641071798,13.458835614025542,13.458835614025542
SEA,SEA,No,6.3,6.3,2027,2027,2022,2,2,2,1,17424,34225,132,185,300000,300000,2,4,1,1,3721,5476,61,74,3249,5184,57,72,3.4698193002691275,9.765625,1.8627450980392157,3.125,0.0016935087808430287,0.0006117004634804712,0.0411522633744856,0.02473257898967415,0.005876169452944381,0.005973637338676476,0.0766561768740418,0.07728930934273172,13.9129,13.0321,3.73,3.61,26,26,28,Seattle Mariners,Seattle Mariners,Washington,5046588,2296588,18961.289999999997,32292.089999999997,137.7,179.7,22,31,33,31,162,162,Chris Flexen,81,36,9,6,2750000,2000000,0,0,250.0,250.0,5,4,RP,SP,0.5555555555555556,0.5555555555555556,4,0,2,0,9025,15625,95,125,3050000,1700000,2750000,1400000,0.026,0.02,3050000,1700000,0.0,7101.432899999999,0.0,84.27,2375000,2375000,115700000,16300000,4750000,4750000,90,90,1.7956000000000003,12.180100000000001,1.34,3.49,1.7689000000000001,1.5625,1.33,1.25,0,0,2601,1600,51,40,64,196,8,14,14.930652148583594,14.827111469642754,14.930652148583594
LAD,ATL,Si,6.8,6.8,2023,2024,2022,1,2,1,2,2500,2401,50,49,0,0,9,6,5,1,400,400,20,20,361,361,19,19,219.04000000000002,30.25,14.8,5.5,9.841899722852102e-05,0.00023705094402575323,0.00992063492063492,0.015396458814472672,0.02155769715293525,0.0071707910567790365,0.14682539682539683,0.0846805234795997,9.302499999999998,15.602500000000001,3.05,3.95,35,33,36,Los Angeles Dodgers,Atlanta Braves,California,17041946,13791946,3136.0,1874.8899999999996,56.0,43.3,0,0,60,46,162,161,Chris Martin,1,16,1,4,1684066,7000000,25,18,225.0,225.0,36,27,RP,RP,0.6851851851851852,0.546583850931677,4,1,2,1,5476,1089,74,33,934066,7000000,2500000,7000000,0.003,0.046,3250000,7000000,1445.5204000000003,0.0,38.02,0.0,2500000,7000000,267800000,94240000,2500000,14000000,111,88,0.0004,0.16809999999999997,0.02,0.41,0.9603999999999999,1.6129,0.98,1.27,7,4,25,36,5,6,16,4,4,2,13.747302378525973,14.73180128983843,14.994165554305921
MIN,SD,No,6.5,6.5,2025,2025,2022,1,1,1,1,625,13225,25,115,0,0,4,4,1,5,100,4489,10,67,100,3721,10,61,100.0,20.25,10.0,4.5,9.930365792471737e-05,0.0005094521853283055,0.00996512207274539,0.022571047501795425,0.009930365792471738,0.010316406752898187,0.0996512207274539,0.10156971375807941,16.240900000000003,25.704900000000002,4.03,5.07,25,24,26,Minnesota Twins,San Diego Padres,Minnesota,4004047,1754047,497.29,11728.89,22.3,108.3,5,22,5,24,162,162,Chris Paddack,4,49,2,7,2250000,610900,6,2,217.0,217.0,17,6,SP,SP,0.4814814814814814,0.4876543209876543,0,0,0,0,400,9801,20,99,2250000,610900,2250000,610900,0.015,0.003,2250000,610900,0.0,1144.4688999999998,0.0,33.83,2250000,610900,116550000,25200000,2250000,610900,78,79,0.04409999999999999,1.5011196963456546,0.21,1.22520190023753,1.4641,1.5876000000000001,1.21,1.26,3,0,4,484,2,22,1,49,1,7,14.626440774180603,14.626440774180603,14.626440774180603
BOS,BOS,No,6.6,6.6,2025,2025,2022,5,5,4,3,25,2025,5,45,0,0,6,6,1,1,9,361,3,19,4,225,2,15,25.0,18.777777777777775,5.0,4.333333333333333,0.0003799839646766906,0.0009750384073722654,0.01949317738791423,0.0312256049960968,0.009499599116917265,0.01830905453843476,0.09746588693957114,0.13531095498308612,10.112400000000001,9.985600000000002,3.18,3.16,29,29,33,Boston Red Sox,Boston Red Sox,Massachusetts,109195275,89195275,32.49,1823.2900000000002,5.7,42.7,2,9,2,9,162,162,Chris Sale,1,1,1,1,20000000,20000000,14,14,183.0,183.0,25,25,SP,SP,0.4814814814814814,0.5679012345679012,0,0,0,0,25,2704,5,52,20000000,20000000,30000000,30000000,0.094,0.107,30000000,30000000,0.0,0.0,0.0,0.0,29000000,29000000,173000000,31850000,145000000,145000000,78,92,0.0009,0.9216,0.03,0.96,1.1236000000000002,1.7956000000000003,1.06,1.34,9,9,1,144,1,12,0,25,0,5,16.811242831518264,17.216707939626428,17.216707939626428
STL,PIT,No,6.2,6.2,2024,2024,2022,1,1,0,0,5184,4900,72,70,0,0,4,2,2,2,1156,1156,34,34,900,1024,30,32,5.76,6.791551882460973,2.4,2.606060606060606,0.0019256953354636766,0.0021379447919046457,0.04388274530454626,0.04623791509037411,0.011092005132270776,0.014519962976057631,0.10531858873091102,0.1204988090233992,18.147599999999997,13.1769,4.26,3.63,31,30,31,St. Louis Cardinals,Pittsburgh Pirates,Missouri,7621649,4921649,4006.8899999999994,6288.49,63.3,79.3,1,0,60,68,162,161,Chris Stratton,16,1,4,1,949440,1100000,23,9,205.0,205.0,32,17,RP,RP,0.5740740740740741,0.3726708074534161,4,64,2,8,3600,7396,60,86,949440,1100000,2700000,1100000,0.006,0.02,2700000,1100000,581.7744,4183.502400000001,24.12,64.68,2700000,1100000,52700000,1500000,2700000,1100000,93,60,1.583696402499998,1.1664,1.2584499999999992,1.08,2.3409,1.6900000000000002,1.53,1.3,11,5,625,1089,25,33,100,49,10,7,13.763627616084595,14.808762330974558,14.808762330974558
NYY,NYY,No,6.5,6.5,2025,2025,2022,1,1,1,1,2025,2809,45,53,0,0,4,4,2,2,441,1024,21,32,324,784,18,28,10.5625,7.234244946492272,3.25,2.689655172413793,0.001217015495254263,0.0021189216427311666,0.034885749171463455,0.046031746031746035,0.012854726168623154,0.015328798185941045,0.11337868480725623,0.12380952380952381,6.5024999999999995,12.96,2.55,3.6,28,27,29,New York Yankees,New York Yankees,New York,2558298,1458298,4057.6900000000005,4900.0,63.7,70.0,0,0,62,69,162,162,Clay Holmes,16,16,4,4,1100000,241155,40,40,230.0,230.0,58,57,RP/CL,RP/CL,0.6111111111111112,0.5679012345679012,400,0,20,0,4225,6084,65,78,1100000,241155,1100000,650000,0.004,0.001,1100000,650000,8231.932900000002,3045.9361,90.73,55.19,1100000,650000,37400000,111300000,1100000,650000,99,92,1.7161000000000002,0.0001,1.31,0.01,1.0404,1.3688999999999998,1.02,1.17,27,27,400,841,20,29,49,64,7,8,13.9108207377686,13.9108207377686,13.9108207377686
LAD,LAD,Si,6.4,6.4,2023,2022,2022,1,3,1,3,9216,10609,96,103,2500000,7666666,9,7,5,5,1296,2601,36,51,1024,2304,32,48,35.480151228733455,47.0204081632653,5.956521739130435,6.857142857142857,0.0004094151903359997,0.00036759738573741656,0.020234010732823084,0.01917282936181868,0.014526112868461965,0.017284579117122605,0.12052432479985924,0.1314708299096138,5.1983999999999995,12.6025,2.28,3.55,33,30,34,Los Angeles Dodgers,Los Angeles Dodgers,California,271176411,251176411,15951.689999999999,14810.890000000001,126.3,121.7,22,22,22,24,162,162,Clayton Kershaw,9,64,3,8,20000000,23333334,25,25,225.0,225.0,36,35,SP,SP,0.6851851851851852,0.654320987654321,0,0,0,0,18769,20736,137,144,20000000,31000000,14500000,23333334,0.074,0.117,20000000,31000000,7272.6784,1288.0921,85.28,35.89,17000000,31000000,267800000,160320500,17000000,93000000,111,106,12.531600000000001,4.4521,3.54,2.11,0.8835999999999999,1.0404,0.94,1.02,7,7,529,441,23,21,144,100,12,10,16.811242831518264,16.489659207390805,16.811242831518264
MIA,MIA,No,6.1,6.1,2028,0,2022,1,1,0,0,529,625,23,25,0,0,2,2,2,2,144,289,12,17,144,289,12,17,3.6446280991735542,4.0,1.9090909090909092,2.0,0.001905391786344167,0.003353344679689433,0.04365079365079365,0.057908070937386896,0.006944444444444444,0.013413378718757732,0.08333333333333333,0.11581614187477379,14.8996,24.900100000000002,3.86,4.99,27,26,27,Miami Marlins,Miami Marlins,Florida,1624447,920447,784.0,942.49,28.0,30.7,2,7,12,8,162,162,Cody Poteet,1,9,1,3,704000,432447,2,2,190.0,190.0,3,3,RP,SP,0.4259259259259259,0.4135802469135802,0,0,0,0,441,1024,21,32,704000,432447,704000,570500,0.009,0.007,704000,570500,0.0,0.0,0.0,0.0,704000,570500,89000000,10000000,704000,570500,69,67,0.09,0.0121,0.3,0.11,1.4641,1.7956000000000003,1.21,1.34,2,2,121,256,11,16,0,4,0,2,13.46453363514018,13.46453363514018,13.46453363514018
MIN,MIN,No,6.2,6.2,2026,2026,2022,1,1,1,1,256,256,16,16,0,0,4,6,1,1,49,144,7,12,49,144,7,12,inf,6.760000000000001,inf,2.6,0.0021572492015489602,0.005008592239987699,0.04644619684698587,0.07077140835102619,0.010454957950159122,0.033858083542316855,0.10224948875255623,0.1840056617126681,14.8996,47.4721,3.86,6.89,27,26,28,Minnesota Twins,Minnesota Twins,Minnesota,1322752,602352,265.69,246.48999999999998,16.3,15.7,0,0,11,15,162,163,Cody Stashak,0,0,0,0,720400,120783,6,6,169.0,169.0,17,17,RP,RP,0.4814814814814814,0.4478527607361963,0,0,0,0,225,676,15,26,720400,120783,720400,576000,0.005,0.001,720400,576000,0.0,0.0,0.0,0.0,720400,576000,116550000,41750000,720400,576000,78,73,0.0064,1.5011196963456546,0.08,1.22520190023753,0.9603999999999999,2.7556,0.98,1.66,3,3,0,100,0,10,9,0,3,0,13.487561892283939,13.487561892283939,13.487561892283939
OAK,OAK,No,6.4,6.4,2027,2027,2022,1,1,1,1,30276,38025,174,195,0,0,2,5,5,5,7569,8836,87,94,6400,7056,80,84,12.641975308641975,8.857709750566894,3.5555555555555554,2.9761904761904763,0.0004883855804157382,0.000685032025771464,0.022099447513812154,0.026173116470368293,0.006174158448712542,0.006067814854126488,0.07857581338244321,0.0778961799713342,15.8404,17.977600000000002,3.98,4.24,27,26,28,Oakland Athletics,Oakland Athletics,California,2313555,1608555,32761.0,31790.890000000003,181.0,178.3,30,32,30,32,162,162,Cole Irvin,169,225,13,15,705000,573000,15,15,180.0,180.0,29,29,SP,SP,0.3703703703703703,0.5308641975308642,0,0,0,0,16384,15625,128,125,705000,573000,705000,573000,0.015,0.006,705000,573000,4137.062399999999,3400.0561000000002,64.32,58.31,705000,573000,1700000,21300000,705000,573000,60,86,3.0276,1.7689000000000001,1.74,1.33,1.3456,1.7689000000000001,1.16,1.33,9,9,1296,1764,36,42,81,100,9,10,13.465953081794405,13.465953081794405,13.465953081794405
ATL,TB,Si,6.2,6.2,2025,2022,2022,2,1,1,1,2601,2304,51,48,0,0,6,7,1,2,400,225,20,15,400,121,20,11,28.698979591836732,38.02777777777778,5.357142857142857,6.166666666666667,0.000503853852151645,0.00043402777777777775,0.022446689113355782,0.020833333333333332,0.014460091420168382,0.016505111882716045,0.12025012025012026,0.1284722222222222,6.760000000000001,2.4025000000000003,2.6,1.55,34,33,35,Atlanta Braves,Tampa Bay Rays,Georgia,22554315,18554315,4802.49,4096.0,69.3,64.0,0,7,58,37,162,162,Collin McHugh,4,1,2,1,4000000,1800000,18,2,190.0,190.0,28,7,RP,RP,0.6234567901234568,0.6172839506172839,0,1,0,1,5625,5476,75,74,4000000,1800000,4000000,1800000,0.022,0.025,4000000,1800000,4905.601600000001,0.0,70.04,0.0,5000000,1800000,61250000,18725000,10000000,1800000,101,100,3.8809,3.8415999999999997,1.97,1.96,0.8835999999999999,0.8835999999999999,0.94,0.94,4,0,196,144,14,12,9,36,3,6,15.201804919084164,15.201804919084164,15.201804919084164
PHI,PHI,No,6.6,6.6,2027,2027,2022,1,1,1,1,1936,2209,44,47,0,0,7,6,2,2,256,729,16,27,256,484,16,22,20.661157024793393,7.716049382716049,4.545454545454546,2.7777777777777777,0.0007716049382716049,0.0012014573677871251,0.027777777777777776,0.03466204506065857,0.01594225079073564,0.009270504381073498,0.12626262626262627,0.09628345850182937,10.6929,11.7649,3.27,3.43,26,25,27,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,1306448,669950,1936.0,3329.2900000000004,44.0,57.7,0,1,47,56,162,162,Connor Brogdon,4,16,2,4,636498,571500,8,7,192.0,192.0,15,14,RP,RP,0.5370370370370371,0.5061728395061729,4,1,2,1,2500,2500,50,50,636498,571500,715000,571500,0.003,0.003,715000,571500,0.0,3931.2900000000004,0.0,62.7,715000,571500,204150000,158800000,715000,571500,87,82,0.7744,0.9603999999999999,0.88,0.98,1.5625,1.2768999999999997,1.25,1.13,2,2,121,324,11,18,4,25,2,5,13.363736554790844,13.480037821676145,13.480037821676145
CIN,PIT,No,6.0,6.0,2028,0,2022,1,1,0,0,441,196,21,14,0,0,4,2,2,2,100,64,10,8,100,64,10,8,1.6198347107438016,9.0,1.2727272727272727,3.0,0.0013717421124828531,0.0013184756944279632,0.037037037037037035,0.03631082062454611,0.002221995487988754,0.01186628124985167,0.04713804713804714,0.10893246187363834,7.4529,22.090000000000003,2.73,4.7,28,27,28,Cincinnati Reds,Pittsburgh Pirates,Ohio,743395,131881,1089.0,234.09000000000003,33.0,15.3,4,3,6,9,162,161,Connor Overton,0,1,0,1,611514,67474,10,9,190.0,190.0,16,17,RP,RP,0.382716049382716,0.3726708074534161,0,0,0,0,196,225,14,15,611514,67474,700000,570500,0.005,0.001,700000,570500,0.0,0.0,0.0,0.0,700000,570500,14825000,1500000,700000,570500,62,60,1.0,0.0576,1.0,0.24,0.9409,1.5376,0.97,1.24,5,5,121,25,11,5,1,0,1,0,13.323693128368957,13.458835614025542,13.458835614025542
MIL,MIL,No,6.3,6.3,2025,2025,2022,1,1,0,0,20736,15129,144,123,0,0,5,4,1,1,5329,2209,73,47,4356,2025,66,45,22.70242214532872,47.366782006920424,4.764705882352941,6.882352941176471,0.0007869598841072226,0.0005117288156001149,0.028052805280528052,0.02262142381902861,0.017865895500441136,0.02423894725519022,0.13366336633663367,0.15568862275449102,8.6436,5.9049000000000005,2.94,2.43,27,26,27,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,8513071,2013071,40804.0,27889.0,202.0,167.0,33,28,33,28,162,162,Corbin Burnes,64,25,8,5,6500000,608000,1,1,205.0,205.0,8,8,SP,SP,0.5308641975308642,0.5864197530864198,0,0,0,0,59049,54756,243,234,6500000,608000,6500000,608000,0.05,0.006,6500000,608000,7635.264399999999,9914.184899999998,87.38,99.57,6500000,608000,13625000,45400000,6500000,608000,86,95,14.7456,31.136400000000002,3.84,5.58,0.9216,0.8835999999999999,0.96,0.94,0,0,2601,1156,51,34,144,121,12,11,15.687312734865866,15.687312734865866,15.687312734865866
TB,NYY,Si,6.4,6.4,2023,2022,2022,1,1,1,1,31684,5476,178,74,0,0,4,4,2,2,6724,1369,82,37,6241,1156,79,34,43.81179138321995,6.174471992653811,6.619047619047619,2.484848484848485,0.00020242580474585231,0.002100694444444444,0.014227642276422764,0.04583333333333333,0.008868637128105698,0.012970679012345679,0.09417344173441734,0.11388888888888889,18.8356,14.6689,4.34,3.83,35,34,36,Tampa Bay Rays,New York Yankees,Florida,75635150,62635150,26896.0,6400.0,164.0,80.0,31,16,31,16,162,162,Corey Kluber,100,9,10,3,13000000,11000000,2,40,215.0,215.0,8,57,SP,SP,0.5308641975308642,0.5679012345679012,0,0,0,0,19321,6724,139,82,13000000,11000000,8000000,11000000,0.132,0.054,13000000,11000000,1288.81,0.0,35.9,0.0,8000000,11000000,18900000,111300000,8000000,11000000,86,92,0.6400000000000001,2.0736,0.8,1.44,1.4641,1.7956000000000003,1.21,1.34,0,27,441,1089,21,33,100,25,10,5,16.38045991542581,15.89495209964411,16.38045991542581
