Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato_x,Anios_de_contrato_y,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Status_agente_libre,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHW,6.1,2015,2016,1,1,1,31,961,0,2,13,6,36,5,25,3.111111111111111,9.679012345679013,0.2412868632707775,0.05821935038705088,0.7506702412868633,0.5635058111536776,1.21,1.4641,32,31,Chicago White Sox,HOU,Illinois,9842000,37.3,1391.2899999999997,30,161,0,Matt Albers,0,0,1500000,6,225.0,9,0.18633540372670807,RP,0.4720496894409938,0,0,UFA,28,784,1500000,1500000,0.013,1500000,0.0,0.0,1500000,1500000,137000000,1500000,1500000,76,1.42,2.0164,1.07,1.1449,3,9,81,2,4,14.22097566607244,14.22097566607244,14.22097566607244
BOS,6.4,2015,0,1,1,0,59,3481,0,1,8,29,841,29,841,1.8928571428571428,3.582908163265306,0.4287901990811639,0.18386103482806415,0.8116385911179174,0.6587572025918779,4.0,16.0,31,31,Boston Red Sox,TEX,Massachusetts,6744350,65.3,4264.089999999999,64,161,0,Alexi Ogando,1,1,1500000,13,200.0,21,0.39751552795031053,RP,0.484472049689441,0,0,UFA,53,2809,1500000,1500000,0.008,1500000,13.1,171.60999999999999,1500000,1500000,186500000,1500000,1500000,78,0.88,0.7744,1.33,1.7689000000000001,8,28,784,3,9,14.22097566607244,14.22097566607244,14.22097566607244
DET,6.2,2015,2016,1,1,0,46,2116,0,1,4,29,841,27,729,1.565217391304348,2.449905482041588,0.5852417302798982,0.34250788286100914,0.9160305343511451,0.8391119398636444,6.18,38.1924,32,32,Detroit Tigers,MIL,Michigan,14940000,39.3,1544.4899999999998,48,160,0,Tom Gorzelanny,3,9,1000000,11,210.0,16,0.3,RP,0.45625,0,0,UFA,36,1296,1000000,1000000,0.006,1000000,0.0,0.0,1000000,1000000,2000000,1000000,1000000,73,1.2448806366047729,1.5497277993935046,1.75,3.0625,4,23,529,2,4,13.815510557964274,13.815510557964274,13.815510557964274
KC,6.3,2015,2016,1,1,0,39,1521,0,2,10,20,400,19,361,2.5555555555555554,6.530864197530863,0.3249097472924188,0.10556634388562343,0.8303249097472925,0.6894394557468494,6.18,38.1924,29,29,Kansas City Royals,DET,Missouri,12087653,27.7,767.29,36,161,0,Joba Chamberlain,2,4,72103,4,245.0,9,0.2236024844720497,RP,0.5838509316770186,0,0,UFA,23,529,72103,507500,0.001,507500,0.0,0.0,1000000,507500,69025000,507500,1000000,94,1.2448806366047729,1.5497277993935046,1.74,3.0276,2,9,81,0,0,11.185850931283975,13.137251989898079,13.137251989898079
HOU,6.2,2015,0,1,1,0,23,529,0,2,7,8,64,8,64,2.1666666666666665,4.694444444444444,0.5286343612334802,0.2794542878767296,1.145374449339207,1.3118826291990917,3.18,10.112400000000001,33,33,Houston Astros,LAA,Texas,7213627,22.7,515.29,43,161,0,Joe Thatcher,3,9,765027,1,230.0,10,0.2670807453416149,RP,0.5341614906832298,0,0,UFA,26,676,765027,765027,0.009,765027,0.0,0.0,1000000,1000000,65600000,1000000,1000000,86,0.42,0.17639999999999997,1.54,2.3716,0,12,144,1,1,13.547666406303497,13.547666406303497,13.547666406303497
PHI,6.3,2015,0,1,1,1,82,6724,0,2,8,28,784,25,625,2.9411764705882355,8.65051903114187,0.22757697456492637,0.051791279352125144,0.6693440428380187,0.4480214476827435,3.01,9.060099999999998,27,26,Philadelphia Phillies,PIT,Pennsylvania,3111200,74.7,5580.09,65,161,0,Jeanmar Gomez,3,9,800000,7,215.0,14,0.40372670807453415,RP,0.3850931677018633,0,0,UFA,50,2500,800000,800000,0.006,800000,56.54,3196.7716,800000,800000,13800000,800000,800000,62,1.25,1.5625,1.33,1.7689000000000001,2,17,289,2,4,13.592367006650065,13.592367006650065,13.592367006650065
NYY,6.2,2015,2016,1,1,0,91,8281,0,2,7,44,1936,42,1764,1.9047619047619047,3.6281179138321993,0.3451109285127362,0.11910155297892293,0.657354149548069,0.4321144779280651,3.11,9.672099999999999,31,31,New York Yankees,SEA,New York,38109770,121.7,14810.890000000001,33,161,18,Chris Young,6,36,2500000,40,200.0,51,0.20496894409937888,RF,0.5403726708074534,0,0,UFA,80,6400,2500000,2500000,0.011,2500000,0.0,0.0,675000,2500000,101500000,2500000,675000,87,2.68,7.182400000000001,1.09,1.1881000000000002,27,42,1764,11,121,14.73180128983843,14.73180128983843,14.73180128983843
MIN,5.9,2015,0,1,1,0,0,0,0,1,4,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30,30,Minnesota Twins,STL,Minnesota,2834639,1.0,1.0,83,161,48,Shane Robinson,0,0,550000,6,170.0,14,0.515527950310559,CF,0.515527950310559,0,0,UFA,1,1,550000,550000,0.005,550000,0.0,0.0,550000,550000,68250000,550000,550000,83,0.31,0.0961,1.0,1.0,3,1,1,0,0,13.217673557208654,13.217673557208654,13.217673557208654
ATL,6.5,2015,2016,1,1,1,82,6724,0,1,18,51,2601,47,2209,1.1388888888888888,1.2970679012345678,0.6174957118353345,0.3813009541350264,0.7032590051457976,0.494573228318657,7.25,52.5625,29,28,Atlanta Braves,TEX,Georgia,15778357,58.3,3398.89,41,160,7,Ross Detwiler,5,25,221857,18,210.0,23,0.25625,SP,0.40625,0,0,UFA,41,1681,221857,507500,0.002,507500,0.51,0.2601,507500,507500,69107500,507500,507500,65,1.2448806366047729,1.5497277993935046,2.02,4.0804,3,36,1296,1,1,12.3097883091603,13.137251989898079,13.137251989898079
BOS,6.5,2015,2016,1,1,1,14,196,0,1,8,5,25,5,25,7.2,51.84,0.1724137931034483,0.02972651605231867,1.2413793103448276,1.5410225921521998,1.55,2.4025000000000003,35,34,Boston Red Sox,NYY,Massachusetts,5214059,29.0,841.0,4,161,4,Rich Hill,1,1,72103,13,221.0,21,0.024844720496894408,SP,0.484472049689441,0,0,UFA,36,1296,72103,507500,0.0,507500,0.0,0.0,0,507500,186500000,507500,0,78,1.63,2.6569,0.65,0.42250000000000004,8,5,25,2,4,11.185850931283975,13.137251989898079,13.137251989898079
LAA,6.6,2015,2016,0,1,0,120,14400,0,5,6,67,4489,64,4096,3.125,9.765625,0.2751504729148753,0.07570778274527953,0.8598452278589854,0.7393338158718705,4.95,24.5025,27,27,Los Angeles Angels,LAD,California,23582366,116.3,13525.689999999999,24,161,21,Mat Latos,10,100,13866,1,245.0,10,0.14906832298136646,SP,0.5279503105590062,0,0,UFA,100,10000,13866,507500,0.0,507500,29.5,870.25,0,507500,1507500,507500,0,85,1.2448806366047729,1.5497277993935046,1.31,1.7161000000000002,1,32,1024,4,16,9.537195079502435,13.137251989898079,13.137251989898079
WSH,6.3,2015,0,1,1,0,25,625,0,1,8,12,144,11,121,1.6666666666666667,2.777777777777778,0.3643724696356275,0.1327672966283663,0.6072874493927126,0.36879804618990647,4.01,16.080099999999998,29,29,Washington Nationals,LAA,Washington DC,3117947,24.7,610.0899999999999,30,161,0,David Carpenter,1,1,792349,1,250.0,3,0.18633540372670807,RP,0.515527950310559,0,0,UFA,15,225,792349,792349,0.005,792349,0.0,0.0,0,1275000,216000000,1275000,0,83,1.2448806366047729,1.5497277993935046,1.38,1.9043999999999996,0,9,81,0,0,13.582757230301628,13.582757230301628,13.582757230301628
ATL,5.698559077809805,2015,0,1,1,0,25,625,0,1,18,12,144,11,121,1.6666666666666667,2.777777777777778,0.3643724696356275,0.1327672966283663,0.6072874493927126,0.36879804618990647,4.01,16.080099999999998,27,27,Atlanta Braves,LAA,Georgia,769433,24.7,610.0899999999999,30,160,0,David Carpenter,1,1,191352,18,213.9152709359606,23,0.1875,RP,0.40625,0,0,UFA,15,225,191352,191352,0.002,191352,0.0,0.0,0,507500,69107500,507500,0,65,1.2448806366047729,1.5497277993935046,1.38,1.9043999999999996,3,9,81,0,0,12.16186994285044,12.16186994285044,12.16186994285044
WSH,6.3,2015,0,1,1,0,6,36,0,1,8,3,9,3,9,301.0,90601.0,0.0,0.0,1.3513513513513513,1.8261504747991233,7.36,54.1696,29,29,Washington Nationals,LAA,Washington DC,3117947,3.7,13.690000000000001,4,161,0,David Carpenter,0,0,792349,1,250.0,3,0.024844720496894408,RP,0.515527950310559,0,0,UFA,5,25,792349,792349,0.005,792349,0.0,0.0,0,1275000,216000000,1275000,0,83,1.2448806366047729,1.5497277993935046,1.64,2.6895999999999995,0,0,0,0,0,13.582757230301628,13.582757230301628,13.582757230301628
ATL,5.698559077809805,2015,0,1,1,0,6,36,0,1,18,3,9,3,9,301.0,90601.0,0.0,0.0,1.3513513513513513,1.8261504747991233,7.36,54.1696,27,27,Atlanta Braves,LAA,Georgia,769433,3.7,13.690000000000001,4,160,0,David Carpenter,0,0,191352,18,213.9152709359606,23,0.025,RP,0.40625,0,0,UFA,5,25,191352,191352,0.002,191352,0.0,0.0,0,507500,69107500,507500,0,65,1.2448806366047729,1.5497277993935046,1.64,2.6895999999999995,3,0,0,0,0,12.16186994285044,12.16186994285044,12.16186994285044
DET,6.0,2015,0,1,1,1,2,4,0,1,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,81.0,34,33,Detroit Tigers,TEX,Michigan,1201741,1.0,1.0,21,160,8,Josh Wilson,0,0,166393,11,213.9152709359606,16,0.13125,2B,0.45625,0,0,UFA,0,0,166393,507500,0.001,507500,0.0,0.0,0,507500,2000000,507500,0,73,1.2448806366047729,1.5497277993935046,2.0,4.0,4,0,0,0,0,12.022107739176699,13.137251989898079,13.137251989898079
OAK,6.2,2015,0,1,1,0,87,7569,0,5,1,50,2500,46,2116,2.1538461538461537,4.6390532544378695,0.3452855245683931,0.1192220934764704,0.7436918990703851,0.5530776407429159,5.5,30.25,27,27,Oakland Athletics,CHC,California,3521889,75.3,5670.089999999999,16,161,12,Felix Doubront,3,9,180259,15,240.0,26,0.09937888198757763,SP,0.422360248447205,1,1,UFA,56,3136,180259,507500,0.002,507500,0.0,0.0,0,507500,30000000,507500,0,68,1.2448806366047729,1.5497277993935046,1.5,2.25,9,26,676,3,9,12.102149984552575,13.137251989898079,13.137251989898079
WSH,6.5,2015,0,1,1,1,1,1,0,1,8,0,0,0,0,301.0,90601.0,0.0,0.0,1.0,1.0,0.0,0.0,30,29,Washington Nationals,LAD,Washington DC,525000,1.0,1.0,126,161,77,Clint Robinson,0,0,525000,1,242.0,3,0.782608695652174,1B,0.515527950310559,0,0,UFA,1,1,525000,525000,0.003,525000,40.81,1665.4561,0,525000,216000000,525000,0,83,1.2448806366047729,1.5497277993935046,1.0,1.0,0,0,0,0,0,13.17115354157376,13.17115354157376,13.17115354157376
TEX,6.4,2015,2016,1,1,0,21,441,0,2,14,8,64,8,64,2.7142857142857144,7.367346938775511,0.3626943005181347,0.13154715562833902,0.9844559585492227,0.9691535343230689,3.72,13.838400000000002,32,32,Texas Rangers,WSH,Texas,5401192,19.3,372.49,21,161,0,Ross Ohlendorf,1,1,91516,2,240.0,7,0.13043478260869565,RP,0.5403726708074534,1,1,UFA,19,361,91516,507500,0.001,507500,0.0,0.0,0,507500,13800000,507500,0,87,0.27,0.0729,1.45,2.1025,0,7,49,3,9,11.424269099364771,13.137251989898079,13.137251989898079
CHC,6.4,2015,2016,1,1,1,44,1936,0,2,13,27,729,26,676,2.25,5.0625,0.3695150115473441,0.13654134375883387,0.8314087759815243,0.6912405527790965,5.4,29.160000000000004,27,26,Chicago Cubs,ATL,Illinois,31661516,43.3,1874.8899999999996,26,161,3,Trevor Cahill,3,9,91516,17,230.0,17,0.16149068322981366,RP,0.5962732919254659,0,0,UFA,36,1296,91516,507500,0.001,507500,15.48,239.6304,0,507500,190950000,507500,0,96,1.2448806366047729,1.5497277993935046,1.38,1.9043999999999996,2,16,256,1,1,11.424269099364771,13.137251989898079,13.137251989898079
BAL,6.5,2015,0,1,1,0,44,1936,0,1,9,19,361,19,361,2.235294117647059,4.996539792387543,0.4116222760290557,0.16943289812334014,0.9200968523002422,0.8465782176128137,4.14,17.139599999999998,28,28,Baltimore Orioles,PIT,Maryland,1530491,41.3,1705.6899999999998,36,161,0,Chaz Roe,2,4,371612,7,190.0,13,0.2236024844720497,RP,0.4968944099378882,0,0,UFA,38,1444,371612,507500,0.003,507500,0.0,0.0,0,507500,3000000,507500,0,80,0.17,0.028900000000000006,1.48,2.1904,3,17,289,4,16,12.825605578188364,13.137251989898079,13.137251989898079
CHW,6.4,2015,0,1,1,0,40,1600,0,2,13,19,361,14,196,2.076923076923077,4.313609467455622,0.35422343324250677,0.12547424065810864,0.7356948228882834,0.5412468724246227,3.44,11.833599999999999,30,30,Chicago White Sox,CHW,Illinois,922198,36.7,1346.89,18,161,0,Scott Carroll,1,1,196898,6,215.0,9,0.11180124223602485,RP,0.4720496894409938,0,0,UFA,27,729,196898,507500,0.002,507500,0.0,0.0,0,507500,137000000,507500,0,76,0.09,0.0081,1.45,2.1025,3,13,169,1,1,12.190441107135305,13.137251989898079,13.137251989898079
CHC,6.5,2015,2016,1,1,0,47,2209,0,2,13,18,324,18,324,3.142857142857143,9.877551020408163,0.16548463356973997,0.027385163947711108,0.5200945626477542,0.27049835409575873,3.83,14.6689,31,31,Chicago Cubs,ARI,Illinois,9542357,42.3,1789.2899999999997,23,161,3,Clayton Richard,2,4,221857,17,240.0,17,0.14285714285714285,SP,0.5962732919254659,0,0,UFA,22,484,221857,507500,0.002,507500,31.04,963.4816,0,507500,190950000,507500,0,96,0.37,0.1369,1.28,1.6384,2,7,49,4,16,12.3097883091603,13.137251989898079,13.137251989898079
CIN,6.2,2015,0,1,1,0,67,4489,0,2,3,31,961,25,625,2.0555555555555554,4.225308641975308,0.32142857142857145,0.10331632653061226,0.6607142857142857,0.43654336734693877,4.02,16.160399999999996,31,31,Cincinnati Reds,WSH,Ohio,512663,56.0,3136.0,58,161,0,Ryan Mattheus,4,16,413210,10,215.0,15,0.36024844720496896,RP,0.3975155279503105,0,0,UFA,37,1369,413210,507500,0.004,507500,21.98,483.1204,0,507500,4000000,507500,0,64,1.2448806366047729,1.5497277993935046,1.52,2.3104,5,18,324,2,4,12.931711217290049,13.137251989898079,13.137251989898079
SF,6.1,2015,0,1,1,1,1,1,0,5,9,2,4,2,4,5.0,25.0,0.27027027027027023,0.07304601899196492,1.3513513513513513,1.8261504747991233,4.91,24.1081,29,28,San Francisco Giants,ATL,California,1504057,3.7,13.690000000000001,7,161,0,Cory Gearrin,0,0,72103,23,205.0,25,0.043478260869565216,RP,0.5217391304347826,0,0,UFA,5,25,72103,507500,0.0,507500,0.0,0.0,0,507500,44000000,507500,0,84,1.2448806366047729,1.5497277993935046,0.55,0.30250000000000005,8,1,1,0,0,11.185850931283975,13.137251989898079,13.137251989898079
TOR,6.4,2015,2016,1,1,1,46,2116,0,1,11,15,225,12,144,5.083333333333333,25.840277777777775,0.21818181818181817,0.047603305785123964,1.1090909090909091,1.2300826446280992,1.96,3.8415999999999997,32,31,Toronto Blue Jays,CLE,Toronto,1260554,55.0,3025.0,57,161,0,Mark Lowe,3,9,180259,2,210.0,6,0.35403726708074534,RP,0.577639751552795,1,1,UFA,61,3721,180259,507500,0.001,507500,76.62,5870.624400000001,0,507500,86600000,507500,0,93,1.56,2.4336,1.05,1.1025,2,12,144,1,1,12.102149984552575,13.137251989898079,13.137251989898079
