Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_t,Anio_t_1,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
STL,STL,6.2,6.2,11,10,3844,100,62,10,2,2,1600,81,1225,36,35,6,40,9,4.393860946745563,4.0,2.0961538461538463,2.0,0.003918485701200771,0.006355434107181912,0.06259780907668232,0.07972097658196312,0.01721728129288697,0.025421736428727647,0.13121463825689178,0.15944195316392623,37.822500000000005,5.8564,6.15,2.42,24,23,St. Louis Cardinals,St. Louis Cardinals,8519.289999999999,497.29,92.3,22.3,8281,400,0,0,0,0,91,20,161,58,Genesis Cabrera,36,1,6,1,23,23,180,180,31,30,RP,RP,0.5527950310559007,0.5172413793103449,1,1,1,1,11881,1024,109,32,580900,563500,580900,168210,580900,563500,12309.9025,5396.3715999999995,110.95,73.46,17000000,7000000,89,30,0.0576,0.016900000000000002,0.24,0.13,5.8564,1.3456,2.42,1.16,11,11,2704,256,52,16,64,16,8,4,13.272333903980623,13.272333903980623,13.272333903980623
STL,STL,6.2,6.2,11,10,3600,81,60,9,2,2,1156,36,1089,36,33,6,34,6,23.361111111111107,27.5625,4.833333333333333,5.25,0.0007829817928594752,0.0008779149519890262,0.027981811822315496,0.02962962962962963,0.018291324660967185,0.02419753086419753,0.13524542380785823,0.15555555555555556,43.9569,12.96,6.63,3.6,29,28,St. Louis Cardinals,St. Louis Cardinals,9082.09,225.0,95.3,15.0,7921,256,0,0,0,0,89,16,161,58,Giovanny Gallegos,49,4,7,2,23,23,215,215,31,30,RP,RP,0.5527950310559007,0.5172413793103449,324,16,18,4,13456,441,116,21,594500,582400,594500,215704,594500,582400,7839.331600000001,0.0,88.54,0.0,17000000,7000000,89,30,1.3688999999999998,0.0025000000000000005,1.17,0.05,3.0625,0.7569,1.75,0.87,11,11,576,16,24,4,64,4,8,2,13.295475995112973,13.295475995112973,13.295475995112973
ATL,ATL,6.2,6.2,11,10,1369,484,37,22,6,7,361,81,256,49,16,7,19,9,7.321799307958479,8.462809917355372,2.7058823529411766,2.909090909090909,0.002196861771556934,0.0020043569087118125,0.04687069203198235,0.044770044770044766,0.016084980998665996,0.016962491524966084,0.12682657843948167,0.13024013024013023,72.93159999999999,5.3361,8.54,2.31,33,32,Atlanta Braves,Atlanta Braves,1624.0899999999997,745.2900000000001,40.3,27.3,961,324,0,0,0,0,31,18,161,60,Grant Dayton,1,1,1,1,18,18,210,210,27,26,RP,RP,0.546583850931677,0.5833333333333334,0,0,0,0,2116,1024,46,32,900000,655000,900000,242593,900000,655000,2498.0004,2498.0004,49.98,49.98,94240000,95750000,88,35,0.17639999999999997,0.5625,0.42,0.75,7.952399999999999,1.4641,2.82,1.21,4,3,289,121,17,11,4,4,2,2,13.710150042306449,13.710150042306449,13.710150042306449
DET,DET,6.1,6.1,11,10,3844,256,62,16,5,5,1681,121,1225,121,35,11,41,11,3.9248843004627982,4.976331360946745,1.9811320754716981,2.230769230769231,0.00461347875859285,0.003944082709048053,0.06792259387415096,0.06280193236714976,0.018107370350119677,0.019627062475203624,0.13456362937331795,0.14009661835748793,59.136100000000006,18.49,7.69,4.3,26,25,Detroit Tigers,Detroit Tigers,7516.89,529.0,86.7,23.0,7921,729,0,0,0,0,89,27,162,57,Gregory Soto,16,1,4,1,11,11,236,236,16,16,RP/CL,RP/CL,0.4753086419753086,0.4035087719298245,400,4,20,2,11025,841,105,29,579600,567800,579600,210296,579600,567800,13456.0,1363.0864000000001,116.0,36.92,21500000,19350000,77,23,2.5921000000000003,0.0576,1.61,0.24,6.812099999999999,1.5876000000000001,2.61,1.26,4,4,2809,169,53,13,36,0,6,0,13.270093489428664,13.270093489428664,13.270093489428664
NYM,PHI,6.4,6.4,11,10,5041,676,71,26,9,4,3364,361,3025,361,55,19,58,19,10.3603515625,6.25,3.21875,2.5,0.0021322272404523486,0.0021887076365377377,0.046176046176046176,0.04678362573099415,0.022090623822225555,0.013679422728360861,0.14862914862914864,0.11695906432748537,212.8681,81.0,14.59,9.0,32,31,New York Mets,Philadelphia Phillies,5929.0,361.0,77.0,19.0,6724,484,0,0,0,0,82,22,162,60,Heath Hembree,49,0,7,0,5,7,220,220,9,14,RP,RP,0.4753086419753086,0.4666666666666667,81,0,9,0,10609,400,103,20,1250000,1612500,295680,99135,1250000,1612500,196.5604,2.4336,14.02,1.56,94150000,134350000,77,28,0.16809999999999997,0.010000000000000002,-0.41,0.1,8.8804,3.2041,2.98,1.79,2,2,1024,64,32,8,25,9,5,3,14.038654109278484,12.597033067435456,14.038654109278484
PHI,PHI,6.2,6.2,11,10,6241,576,79,24,6,4,2401,225,1681,121,41,11,49,15,7.716049382716049,4.313609467455622,2.7777777777777777,2.076923076923077,0.0027126736111111114,0.004430800724344156,0.052083333333333336,0.06656426011264721,0.020931123542524008,0.01911274395294018,0.14467592592592593,0.1382488479262673,67.24,20.884900000000002,8.2,4.57,32,31,Philadelphia Phillies,Philadelphia Phillies,9216.0,470.89,96.0,21.7,9604,576,0,0,0,0,98,24,162,60,Hector Neris,81,4,9,2,7,7,227,227,14,14,RP,RP,0.5061728395061729,0.4666666666666667,289,25,17,5,15625,729,125,27,5000000,4600000,5020000,1814815,5020000,4711111,8438.2596,3023.9001000000003,91.86,54.99,158800000,134350000,82,28,1.2995999999999999,0.0036,1.14,-0.06,8.2944,2.9240999999999997,2.88,1.71,2,2,2025,169,45,13,36,4,6,2,15.424948470398375,15.428940491667912,15.428940491667912
BAL,BAL,6.3,6.3,11,10,256,64,16,8,3,2,100,36,64,16,8,4,10,6,5.76,9.0,2.4,3.0,0.0010312472027419622,0.000652433822821809,0.03211303789338471,0.02554278416347382,0.005939983887793703,0.0058719044053962815,0.07707129094412331,0.07662835249042146,68.89000000000001,17.222500000000004,8.3,4.15,26,25,Baltimore Orioles,Baltimore Orioles,299.29,75.68999999999998,17.3,8.7,361,100,0,0,0,0,19,10,162,62,Hunter Harvey,4,4,2,2,7,7,210,210,14,14,RP,RP,0.3209876543209876,0.4354838709677419,0,0,0,0,144,36,12,6,574000,565000,574000,209259,574000,565000,0.0,0.0,0.0,0.0,3300000,3800000,52,27,0.0361,0.0004,0.19,0.02,5.8564,1.3224999999999998,2.42,1.15,3,3,25,4,5,2,0,0,0,0,13.260384675301703,13.260384675301703,13.260384675301703
ATL,ATL,6.3,6.3,11,10,15876,441,126,21,6,7,3844,121,3364,49,58,7,62,11,6.064825128090888,8.576530612244897,2.462686567164179,2.9285714285714284,0.002146015394163438,0.0023193484902757173,0.046325105441471344,0.048159614723082216,0.01301520808779229,0.019891963327313675,0.11408421489317569,0.14103887168902648,30.580900000000003,3.8024999999999998,5.53,1.95,23,22,Atlanta Braves,Atlanta Braves,25824.489999999998,1043.2899999999997,160.7,32.3,900,36,900,36,30,6,30,6,161,60,Ian Anderson,49,4,7,2,18,18,170,170,27,26,SP,SP,0.546583850931677,0.5833333333333334,0,0,0,0,27225,1681,165,41,575500,563500,575500,105910,575500,563500,30944.3281,8762.8321,175.91,93.61,94240000,95750000,88,35,17.222500000000004,1.6129,4.15,1.27,5.3361,1.1664,2.31,1.08,4,3,4489,196,67,14,144,9,12,3,13.262994507144075,13.262994507144075,13.262994507144075
PHI,KC,6.0,6.0,11,10,4225,400,65,20,6,3,1444,289,1156,196,34,14,38,17,12.25,9.0,3.5,3.0,0.0012090651206221072,0.0015747039556563364,0.034771613718982144,0.03968253968253968,0.014811047727620813,0.014172335600907028,0.1217006480164375,0.11904761904761904,148.83999999999997,81.0,12.2,9.0,35,35,Philadelphia Phillies,Kansas City Royals,4942.089999999999,196.0,70.3,14.0,4900,225,1,1,1,1,70,15,162,59,Ian Kennedy,9,4,3,2,7,4,205,205,14,9,RP,RP,0.5061728395061729,0.423728813559322,729,0,27,0,5929,225,77,15,2150000,16500000,246839,6111111,2150000,16500000,5574.115599999999,0.0,74.66,0.0,158800000,7550000,82,25,0.06760000000000001,0.7569,0.26,-0.87,8.3521,3.2041,2.89,1.79,2,2,484,25,22,5,9,0,3,0,14.580978400103845,12.416491581219537,14.580978400103845
ARI,OAK,6.1,6.1,11,10,3721,289,61,17,5,2,1024,64,676,25,26,5,32,8,4.499540863177226,7.942148760330579,2.121212121212121,2.8181818181818183,0.0028485863360611483,0.0023901234567901236,0.05337214944201843,0.04888888888888889,0.012817330621395435,0.018982716049382717,0.11321365033155426,0.13777777777777778,37.5769,3.24,6.13,1.8,27,27,Arizona Diamondbacks,Oakland Athletics,4719.6900000000005,625.0,68.7,25.0,4489,441,0,0,0,0,67,21,163,60,J.B. Wendelken,16,1,4,1,1,15,242,242,6,29,RP,RP,0.3251533742331288,0.6,4,0,2,0,4900,961,70,31,580500,568500,580500,210556,580500,568500,3477.4609,3477.4609,58.97,58.97,8500000,7500000,53,36,0.5041,0.5328999999999999,0.71,0.73,6.916899999999999,1.2544000000000002,2.63,1.12,1,9,1089,121,33,11,25,1,5,1,13.271645080120082,13.271645080120082,13.271645080120082
PIT,PIT,6.3,6.3,11,10,29241,2304,171,48,2,3,10404,729,10000,676,100,26,102,27,10.356694214876034,7.972318339100347,3.2181818181818183,2.823529411764706,0.0012667758338484924,0.001594742404680619,0.035591794473565,0.03993422598073761,0.013119609949963444,0.012713794118976282,0.11454086585129102,0.1127554615926709,106.09000000000002,24.403600000000004,10.3,4.94,27,26,Pittsburgh Pirates,Pittsburgh Pirates,29480.889999999996,2237.2899999999995,171.7,47.3,1296,121,1089,81,33,9,36,11,161,59,JT Brubaker,256,9,16,3,9,9,185,185,17,17,SP,SP,0.3726708074534161,0.3220338983050847,0,0,0,0,31329,2304,177,48,590500,563500,590500,208704,590500,563500,4257.5625,1471.4895999999999,65.25,38.36,1500000,3900000,60,19,0.04000000000000001,0.04000000000000001,0.2,-0.2,7.1289,1.8769000000000002,2.67,1.37,5,5,3025,289,55,17,36,1,6,1,13.288724914619554,13.288724914619554,13.288724914619554
STL,STL,6.4,6.4,11,10,8100,1089,90,33,2,2,3249,484,2500,484,50,22,57,22,10.179138321995467,9.37890625,3.1904761904761907,3.0625,0.001545653437213862,0.001946009043316869,0.03931479921370402,0.044113592500689275,0.015733420135267632,0.018251436378921102,0.12543293082467472,0.1350978770333609,66.09690000000002,24.1081,8.13,4.91,25,24,St. Louis Cardinals,St. Louis Cardinals,14089.69,1624.0899999999997,118.7,40.3,676,81,576,81,24,9,26,9,161,58,Jack Flaherty,25,9,5,3,23,23,225,225,31,30,SP,SP,0.5527950310559007,0.5172413793103449,0,0,0,0,17956,2401,134,49,3900000,604500,3900000,223889,3900000,604500,21097.5625,4980.124899999999,145.25,70.57,17000000,7000000,89,30,0.0961,0.1024,0.31,-0.32,5.1529,1.4884,2.27,1.22,11,11,1764,256,42,16,169,16,13,4,15.176487111099874,15.176487111099874,15.176487111099874
TOR,LAA,6.2,6.2,11,10,2500,361,50,19,6,3,1089,169,961,121,31,11,33,13,14.44,36.0,3.8,6.0,0.0012736899971010813,0.0006096631611034902,0.0356887937187723,0.024691358024691357,0.018392083558139618,0.02194787379972565,0.13561741613133477,0.14814814814814814,138.76839999999999,30.25,11.78,5.5,31,30,Toronto Blue Jays,Los Angeles Angels,2180.8900000000003,324.0,46.7,18.0,2209,324,0,0,0,0,47,18,163,60,Jacob Barnes,16,4,4,2,2,1,220,220,8,10,RP,RP,0.5644171779141104,0.4333333333333333,4,0,2,0,3249,576,57,24,750000,563500,169344,208704,750000,563500,472.6275999999999,472.6275999999999,21.74,21.74,186250000,260850000,92,26,0.1521,0.0009,-0.39,-0.03,7.507600000000001,1.6384,2.74,1.28,2,1,225,16,15,4,1,0,1,0,13.527828485512494,12.039687428034572,13.527828485512494
ATL,ATL,6.2,6.2,11,10,2025,49,45,7,6,7,576,4,256,0,16,0,24,2,5.121883656509695,4.0,2.263157894736842,2.0,0.002270987430996739,0.0030864197530864196,0.047654878354652624,0.05555555555555555,0.011631733406961138,0.012345679012345678,0.10785051417105594,0.1111111111111111,17.556100000000004,0.0,4.19,0.0,27,26,Atlanta Braves,Atlanta Braves,1962.4899999999998,100.0,44.3,10.0,1764,64,0,0,0,0,42,8,161,60,Jacob Webb,16,0,4,0,18,18,210,210,27,26,RP,RP,0.546583850931677,0.5833333333333334,1,0,1,0,1849,100,43,10,570500,563500,263762,62300,570500,563500,0.0,0.0,0.0,0.0,94240000,95750000,88,35,0.028900000000000006,0.0576,0.17,0.24,7.398400000000001,1.44,2.72,1.2,4,3,361,25,19,5,25,0,5,0,13.254268448284268,12.48280246036776,13.254268448284268
NYM,NYM,6.4,6.4,11,10,7569,2209,87,47,9,5,1225,441,841,324,29,18,35,21,74.31629013079669,33.382716049382715,8.620689655172415,5.777777777777778,0.0004055748456790124,0.0008650519031141869,0.02013888888888889,0.029411764705882353,0.030140817901234566,0.02887778204963903,0.1736111111111111,0.16993464052287582,11.9716,5.6644,3.46,2.38,33,32,New York Mets,New York Mets,25600.0,4624.0,160.0,68.0,729,144,729,144,27,12,27,12,162,60,Jacob deGrom,16,4,4,2,5,5,180,180,9,9,SP,SP,0.4753086419753086,0.4333333333333333,0,0,0,0,62500,10816,250,104,33500000,23000000,22000000,6574074,36000000,25500000,2067.5209,2067.5209,45.47,45.47,94150000,26300000,77,26,48.3025,6.708099999999999,6.95,2.59,2.2801,0.9216,1.51,0.96,2,2,841,324,29,18,121,16,11,4,17.327055996795295,16.90655301132259,17.399029496420383
KC,KC,6.3,6.3,11,10,6084,1225,78,35,5,3,1764,324,1681,324,41,18,42,18,11.111111111111112,10.027777777777777,3.3333333333333335,3.1666666666666665,0.0009555456284981926,0.0006943468019254236,0.030911901081916535,0.026350461133069828,0.01061717364997992,0.00696275543041883,0.10303967027305512,0.08344312692138778,135.9556,40.96000000000001,11.66,6.4,28,27,Kansas City Royals,Kansas City Royals,4186.09,640.09,64.7,25.3,576,64,144,36,12,6,24,8,163,59,Jake Junis,36,4,6,2,4,4,220,220,9,9,RP,SP,0.4601226993865031,0.423728813559322,0,0,0,0,3600,361,60,19,1700000,608000,1700000,201660,1700000,608000,506.7001000000001,506.7001000000001,22.51,22.51,41500000,7550000,75,25,0.0036,0.04000000000000001,-0.06,-0.2,9.1204,2.6244000000000005,3.02,1.62,2,2,324,36,18,6,4,0,2,0,14.346138809026444,14.346138809026444,14.346138809026444
STL,STL,6.4,6.4,11,10,7396,400,86,20,2,2,2025,169,1849,169,43,13,45,13,4.840000000000001,10.240000000000002,2.2,3.2,0.0014122456669125386,0.0006998684247361495,0.03757985719654265,0.026455026455026454,0.006835269027856686,0.0071666526692981715,0.08267568583239383,0.08465608465608465,91.3936,31.024900000000002,9.56,5.57,24,23,St. Louis Cardinals,St. Louis Cardinals,7867.6900000000005,441.0,88.7,21.0,1444,144,81,1,9,1,38,12,161,58,Jake Woodford,16,0,4,0,23,23,220,220,31,30,RP,RP,0.5527950310559007,0.5172413793103449,0,0,0,0,4356,256,66,16,578300,563500,354426,186900,578300,563500,0.0,0.0,0.0,0.0,17000000,7000000,89,30,0.0036,0.0625,0.06,-0.25,6.4516,1.4161,2.54,1.19,11,11,900,25,30,5,16,1,4,1,13.26784804414631,12.778254858453248,13.26784804414631
LAA,MIA,6.6,6.6,11,10,441,81,21,9,6,6,144,4,64,4,8,2,12,2,4.271111111111112,6.25,2.066666666666667,2.5,0.005390707713671482,0.0036564554435194766,0.07342143906020558,0.060468631897203334,0.023024311612614645,0.022852846521996723,0.1517376407244249,0.15117157974300832,63.680400000000006,1.5129,7.98,1.23,34,33,Los Angeles Angels,Miami Marlins,515.29,216.08999999999997,22.7,14.7,1089,576,0,0,0,0,33,24,162,60,James Hoyt,0,0,0,0,1,2,230,230,10,3,RP,RP,0.4753086419753086,0.5166666666666667,0,0,0,0,961,400,31,20,570500,608500,92010,195112,570500,608500,2855.8336,2855.8336,53.44,53.44,12625000,25350000,77,31,0.16000000000000003,0.5929,0.4,0.77,12.460899999999999,1.3456,3.53,1.16,1,2,225,64,15,8,4,4,2,2,13.254268448284268,11.429652545776406,13.254268448284268
SD,CHC,6.2,6.2,11,10,100,16,10,4,4,4,9,9,9,9,3,3,3,3,0.5625,0.0,0.75,0.0,0.004400331124917148,0.0042718612499466025,0.06633499170812603,0.06535947712418301,0.0024751862577658966,0.0,0.04975124378109452,0.0,262.44,262.44,16.2,16.2,26,26,San Diego Padres,Chicago Cubs,44.89,2.8899999999999997,6.7,1.7,64,9,0,0,0,0,8,3,162,58,James Norwood,0,0,0,0,2,17,215,215,6,21,RP,RP,0.4876543209876543,0.5517241379310345,0,0,0,0,9,0,3,0,570500,563500,52139,208741,570500,563500,0.0,0.0,0.0,0.0,25200000,2650000,79,32,0.010000000000000002,0.0144,0.1,-0.12,23.04,9.0,4.8,3.0,0,3,16,1,4,1,0,0,0,0,13.254268448284268,10.861668508170467,13.254268448284268
SF,SF,6.3,6.3,11,10,3481,121,59,11,8,3,1024,36,441,1,21,1,32,6,10.758399999999998,4.0,3.28,2.0,0.0010194278481590764,0.0018063790247691426,0.031928480204342274,0.042501517911353974,0.010967412561634608,0.00722551609907657,0.10472541507024266,0.08500303582270795,9.672099999999999,0.24009999999999998,3.11,0.49,28,27,San Francisco Giants,San Francisco Giants,7569.0,334.89000000000004,87.0,18.3,5929,361,0,0,0,0,77,19,163,60,Jarlin Garcia,16,1,4,1,23,23,215,215,27,26,RP,RP,0.6625766871165644,0.4833333333333333,1,0,1,0,6724,196,82,14,950000,588500,950000,217963,950000,588500,26373.760000000002,6771.644100000001,162.4,82.29,36200000,18250000,108,29,4.5796,0.27040000000000003,2.14,0.52,3.7636,0.9603999999999999,1.94,0.98,8,8,625,49,25,7,64,4,8,2,13.764217263576723,13.764217263576723,13.764217263576723
CHC,CHC,6.3,6.3,11,10,361,81,19,9,10,4,196,49,144,25,12,5,14,7,8.16326530612245,6.890625,2.857142857142857,2.625,0.004097873099323871,0.004209725913954517,0.06401463191586648,0.064882400648824,0.03345202530060303,0.029007642625842853,0.18289894833104708,0.17031630170316303,84.63999999999999,10.8241,9.2,3.29,29,28,Chicago Cubs,Chicago Cubs,590.49,187.68999999999997,24.3,13.7,625,169,0,0,0,0,25,13,162,58,Jason Adam,1,1,1,1,17,17,229,229,21,21,RP,RP,0.4382716049382716,0.5517241379310345,0,0,0,0,1600,441,40,21,592500,563500,19110,109025,592500,563500,0.0,0.0,0.0,0.0,24500000,2650000,71,32,0.0016,0.0025000000000000005,-0.04,0.05,7.507600000000001,1.5376,2.74,1.24,3,3,196,64,14,8,9,4,3,2,13.292106151991423,9.857967037234319,13.292106151991423
SD,SD,6.0,6.0,11,10,841,625,29,25,4,2,324,256,289,225,17,15,18,16,4.591836734693877,5.76,2.142857142857143,2.4,0.0020932120124738346,0.0017448243275970487,0.0457516339869281,0.04177109440267335,0.009611687812379853,0.010050188126959,0.09803921568627451,0.10025062656641603,226.20159999999998,102.61690000000002,15.04,10.13,25,24,San Diego Padres,San Diego Padres,289.0,176.89000000000001,17.0,13.3,361,196,0,0,0,0,19,14,162,61,Javier Guerra,0,0,0,0,2,2,185,185,6,6,RP,RP,0.4876543209876543,0.6229508196721312,0,0,0,0,225,144,15,12,573100,564800,573100,209185,573100,564800,0.0,0.0,0.0,0.0,25200000,43000000,79,38,0.36,0.36,-0.6,-0.6,15.132100000000001,5.0625,3.89,2.25,0,0,49,25,7,5,1,1,1,1,13.258815500539828,13.258815500539828,13.258815500539828
MIA,MIA,6.0,6.0,11,10,4,4,2,2,2,6,1,1,1,1,1,1,1,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,9.0,9.0,28,28,Miami Marlins,Miami Marlins,1.0,1.0,1.0,1.0,1,1,0,0,0,0,1,1,162,60,Jeff Brigham,0,0,0,0,2,2,200,200,3,3,RP,RP,0.4135802469135802,0.5166666666666667,0,0,0,0,0,0,0,0,570500,563500,570500,208704,570500,563500,0.0,0.0,0.0,0.0,10000000,25350000,67,31,0.004900000000000001,0.004900000000000001,-0.07,-0.07,4.0,4.0,2.0,2.0,2,2,0,0,0,0,0,0,0,0,13.254268448284268,13.254268448284268,13.254268448284268
ATL,TEX,6.2,6.2,11,10,1764,400,42,20,6,4,484,169,441,169,21,13,22,13,7.4104938271604945,3.4489795918367347,2.7222222222222223,1.8571428571428572,0.001556123540647892,0.0020932120124738346,0.03944773175542406,0.0457516339869281,0.011531643892270335,0.0072194455124097575,0.10738549200087662,0.08496732026143791,81.3604,47.334399999999995,9.02,6.88,36,36,Atlanta Braves,Texas Rangers,2570.4900000000002,289.0,50.7,17.0,2304,324,16,0,4,0,48,18,161,59,Jesse Chavez,4,0,2,0,18,2,175,175,27,8,RP,RP,0.546583850931677,0.3728813559322034,0,0,0,0,2401,169,49,13,570500,4000000,309767,1481481,570500,4000000,6.100900000000001,6.100900000000001,2.47,2.47,94240000,55750000,88,22,0.5625,0.1521,0.75,-0.39,6.604899999999999,2.5281000000000002,2.57,1.59,4,0,324,49,18,7,9,0,3,0,13.254268448284268,12.64357568095551,13.254268448284268
KC,KC,6.5,6.5,11,10,81,16,9,4,5,3,36,1,36,1,6,1,6,1,3.3611111111111107,5.640625,1.8333333333333333,2.375,0.004148936446072903,0.0026399928390194232,0.06441223832528181,0.051380860629415534,0.013945036388189478,0.014891209607593938,0.11808910359634998,0.1220295439948619,196.5604,0.27040000000000003,14.02,0.52,31,30,Kansas City Royals,Kansas City Royals,428.48999999999995,299.29,20.7,17.3,529,324,0,0,0,0,23,18,163,59,Jesse Hahn,0,0,0,0,4,4,205,205,9,9,RP,RP,0.4601226993865031,0.423728813559322,16,9,4,3,484,361,22,19,1350000,600000,1350000,259259,1350000,637037,8279.1801,8279.1801,90.99,90.99,41500000,7550000,75,25,0.30250000000000005,0.81,0.55,0.9,11.4921,0.4760999999999999,3.39,0.69,2,2,144,64,12,8,1,1,1,1,14.115615150414612,14.115615150414612,14.115615150414612
MIA,OAK,6.0,6.0,11,10,26896,3364,164,58,2,2,10000,729,9409,729,97,27,100,27,5.834082840236686,12.044982698961938,2.4153846153846152,3.4705882352941178,0.0021908358668340784,0.0010249644454374896,0.046806365665730536,0.032015065913371,0.012781517936471766,0.012345679012345678,0.11305537553107223,0.1111111111111111,115.1329,16.9744,10.73,4.12,22,22,Miami Marlins,Oakland Athletics,23808.490000000005,3481.0,154.3,59.0,1369,144,729,81,27,9,37,12,162,60,Jesus Luzardo,121,4,11,2,2,15,218,218,3,29,SP,SP,0.4135802469135802,0.6,0,0,0,0,24649,3481,157,59,575500,563500,194922,208704,575500,563500,1851.5809000000002,1438.6849,43.03,37.93,10000000,7500000,67,36,0.0324,0.48999999999999994,-0.18,0.7,8.3521,1.6129,2.89,1.27,2,9,4225,289,65,17,81,9,9,3,13.262994507144075,12.180354757524544,13.262994507144075
CHW,CHW,6.4,6.4,11,10,1089,1089,33,33,2,5,441,441,324,324,18,18,21,21,5.975308641975309,5.975308641975309,2.4444444444444446,2.4444444444444446,0.0014027409558276874,0.0014027409558276874,0.03745318352059925,0.03745318352059925,0.008381810155809886,0.008381810155809886,0.09155222638368707,0.09155222638368707,36.9664,36.9664,6.08,6.08,28,28,Chicago White Sox,Chicago White Sox,712.89,712.89,26.7,26.7,900,900,0,0,0,0,30,30,162,60,Jimmy Cordero,4,4,2,2,6,6,235,235,11,10,RP,RP,0.5740740740740741,0.5833333333333334,0,0,0,0,484,484,22,22,575000,574000,575000,212593,575000,574000,452.83840000000004,452.83840000000004,21.28,21.28,57000000,151500000,93,35,0.7224999999999999,0.7224999999999999,-0.85,-0.85,2.4964000000000004,2.4964000000000004,1.58,1.58,3,3,81,81,9,9,1,1,1,1,13.262125319779487,13.262125319779487,13.262125319779487
LAA,TEX,6.3,6.3,11,10,1089,169,33,13,6,4,361,49,289,49,17,7,19,7,4.225308641975308,1.4744897959183672,2.0555555555555554,1.2142857142857142,0.002726857501244129,0.00623503075683412,0.05221932114882507,0.07896221094190638,0.011521814565442016,0.009193489228189083,0.10733971569480709,0.09588268471517203,64.32039999999999,10.240000000000002,8.02,3.2,27,26,Los Angeles Angels,Texas Rangers,1466.8899999999999,388.09,38.3,19.7,1444,400,1,1,1,1,38,20,162,59,Jimmy Herget,9,0,3,0,1,2,170,170,10,8,RP,RP,0.4753086419753086,0.3728813559322034,0,0,0,0,1369,289,37,17,570500,563500,101211,183785,570500,563500,404.81440000000003,404.81440000000003,20.12,20.12,12625000,55750000,77,22,0.0025000000000000005,0.1444,0.05,0.38,7.0756000000000006,1.8769000000000002,2.66,1.37,1,0,324,196,18,14,9,1,3,1,13.254268448284268,11.524962725580732,13.254268448284268
DET,DET,6.3,6.3,11,10,3481,625,59,25,5,5,2704,361,2304,324,48,18,52,19,3.7126710291493157,13.444444444444443,1.9268292682926829,3.6666666666666665,0.004488124225725148,0.0008625132341874372,0.06699346405228758,0.029368575624082235,0.01666292878807297,0.011596011259631101,0.12908496732026145,0.10768477728830153,171.8721,51.1225,13.11,7.15,26,25,Detroit Tigers,Detroit Tigers,4624.0,515.29,68.0,22.7,5929,625,0,0,0,0,77,25,162,57,Joe Jimenez,16,9,4,3,11,11,272,272,16,16,RP,RP,0.4753086419753086,0.4035087719298245,36,25,6,5,6241,484,79,22,1500000,584900,1500000,216630,1500000,584900,845.6463999999999,597.8025,29.08,24.45,21500000,19350000,77,23,1.5129,0.5041,-1.23,-0.71,8.3521,1.8769000000000002,2.89,1.37,4,4,1681,36,41,6,49,1,7,1,14.22097566607244,14.22097566607244,14.22097566607244
