Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_t,Anio_t_1,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
DET,LAA,6.2,6.2,11,10,1849,1521,43,39,5,3,1296,1225,1296,1225,36,35,36,35,1.4653739612188366,1.5625,1.2105263157894737,1.25,0.003382275135621269,0.0032260141750558792,0.05815733088460361,0.05679801206957757,0.004956297913417318,0.00504064714852481,0.07040097949188859,0.07099751508697195,140.42249999999999,101.00250000000001,11.85,10.05,30,29,Detroit Tigers,Los Angeles Angels,1317.6899999999998,979.69,36.3,31.3,121,100,100,81,10,9,11,10,162,60,Julio Teheran,16,16,4,4,11,1,205,205,16,10,SP,SP,0.4753086419753086,0.4333333333333333,0,0,0,0,529,400,23,20,3000000,9000000,3000000,3333333,3000000,9000000,0.0016,0.0016,0.04,0.04,21500000,260850000,77,26,0.6084,1.0,-0.78,-1.0,9.9225,3.0625,3.15,1.75,4,1,361,256,19,16,4,0,2,0,14.914122846632385,14.914122846632385,14.914122846632385
LAD,LAD,6.0,6.0,11,10,38416,2025,196,45,7,4,7569,400,6561,400,81,20,87,20,18.36734693877551,6.25,4.285714285714286,2.5,0.0006682498263653193,0.0013223140495867767,0.025850528550985553,0.03636363636363636,0.012273976402628315,0.008264462809917356,0.11078797950422381,0.09090909090909091,38.812900000000006,10.6929,6.23,3.27,24,23,Los Angeles Dodgers,Los Angeles Dodgers,57936.49,3025.0,240.7,55.0,1849,121,1764,100,42,10,43,11,162,59,Julio Urias,9,0,3,0,25,25,225,225,35,34,SP,SP,0.654320987654321,0.711864406779661,0,0,0,0,57600,2025,240,45,3600000,1000000,3600000,370370,3600000,1000000,22928.016399999997,2859.0409,151.42,53.47,160320500,15813500,106,42,29.484899999999996,1.0816000000000001,5.43,1.04,4.6656,1.2995999999999999,2.16,1.14,7,7,3136,324,56,18,529,9,23,3,15.096444403426338,15.096444403426338,15.096444403426338
LAA,ARI,6.0,6.0,11,10,7056,289,84,17,6,4,3025,100,2704,64,52,8,55,10,1.8070411179790378,1.9599999999999997,1.3442622950819672,1.4,0.005799554551816473,0.004945392970816248,0.07615480649188515,0.07032348804500704,0.010480033541094854,0.009692970222799847,0.10237203495630462,0.09845288326300985,82.80999999999999,9.2416,9.1,3.04,36,35,Los Angeles Angels,Arizona Diamondbacks,7921.0,561.6899999999999,89.0,23.7,4356,625,1,0,1,0,66,25,162,60,Junior Guerra,16,4,4,2,1,1,235,235,10,6,RP,RP,0.4753086419753086,0.4166666666666667,0,0,0,0,6724,441,82,21,750000,2500000,750000,975926,750000,2550000,1377.1521,1377.1521,37.11,37.11,12625000,24650000,77,25,0.0576,0.32489999999999997,0.24,0.57,9.4864,1.8225000000000002,3.08,1.35,1,1,3721,225,61,15,36,1,6,1,13.527828485512494,13.527828485512494,13.527828485512494
SEA,SEA,6.2,6.2,11,10,4624,961,68,31,4,4,1936,529,1849,484,43,22,44,23,2.1025,1.5026014568158168,1.45,1.2258064516129032,0.0048225308641975315,0.005680753812976934,0.06944444444444445,0.07537077558959397,0.01013937114197531,0.008535908955191148,0.10069444444444445,0.09238998298079261,65.61,18.8356,8.1,4.34,25,24,Seattle Mariners,Seattle Mariners,9216.0,2088.4900000000002,96.0,45.7,441,100,441,100,21,10,21,10,162,61,Justin Dunn,16,1,4,1,0,0,185,185,4,4,SP,SP,0.5555555555555556,0.4426229508196721,0,0,0,0,7569,1444,87,38,584900,564500,584900,209074,584900,564500,3671.1481000000003,3671.1481000000003,60.59,60.59,16300000,6550000,90,27,1.7424000000000002,0.09,1.32,0.3,7.1289,1.8496000000000004,2.67,1.36,0,0,3600,961,60,31,25,16,5,4,13.279196171431117,13.279196171431117,13.279196171431117
MIL,MIL,6.4,6.4,11,10,361,49,19,7,4,9,196,9,169,4,13,2,14,3,169.0,inf,13.0,inf,0.0001020304050607081,0.0,0.010101010101010102,0.0,0.017243138455259672,0.02998444556886116,0.13131313131313133,0.17316017316017318,1027.2024999999999,5.522500000000001,32.05,2.35,30,29,Milwaukee Brewers,Milwaukee Brewers,121.0,59.290000000000006,11.0,7.7,100,36,0,0,0,0,10,6,162,60,Justin Topa,1,1,1,1,1,1,200,200,8,7,RP,RP,0.5864197530864198,0.4833333333333333,0,0,0,0,169,144,13,12,573000,563500,520689,56070,573000,563500,0.0,0.0,0.0,0.0,45400000,49875000,95,29,0.18489999999999998,0.028900000000000006,-0.43,0.17,23.136099999999995,0.8281000000000001,4.81,0.91,0,0,1,0,1,0,0,0,0,0,13.258640995696876,13.162908213519742,13.258640995696876
HOU,HOU,6.5,6.5,11,10,9,9,3,3,5,3,4,4,4,4,2,2,2,2,49.0,49.0,7.0,7.0,0.0003429355281207133,0.0003429355281207133,0.018518518518518517,0.018518518518518517,0.01680384087791495,0.01680384087791495,0.12962962962962962,0.12962962962962962,9.0,9.0,3.0,3.0,37,37,Houston Astros,Houston Astros,36.0,36.0,6.0,6.0,1,1,1,1,1,1,1,1,162,60,Justin Verlander,0,0,0,0,4,3,225,225,15,14,SP,SP,0.5864197530864198,0.4833333333333333,0,0,0,0,49,49,7,7,33000000,33000000,33000000,12222222,33000000,33000000,0.0,0.0,0.0,0.0,76100000,15650000,95,29,0.0324,0.0324,0.18,0.18,0.4489000000000001,0.4489000000000001,0.67,0.67,1,1,1,1,1,1,1,1,1,1,17.312018119430753,17.312018119430753,17.312018119430753
BAL,BAL,6.0,6.0,11,10,18769,729,137,27,3,2,7569,289,6889,169,83,13,87,17,5.475599999999999,12.25,2.34,3.5,0.00211855844571841,0.0018691697092076613,0.046027800791678175,0.0432338953739732,0.011600378625375727,0.02289732893779385,0.10770505385252693,0.1513186338089062,125.21609999999998,20.793599999999998,11.19,4.56,26,25,Baltimore Orioles,Baltimore Orioles,14568.49,660.49,120.7,25.7,1024,64,529,36,23,6,32,8,162,62,Keegan Akin,144,4,12,2,7,7,235,235,14,14,SP,SP,0.3209876543209876,0.4354838709677419,0,0,0,0,13689,1225,117,35,570500,563500,447782,118370,570500,563500,1187.4916,727.9204,34.46,26.98,3300000,3800000,52,27,0.04000000000000001,0.0256,-0.2,0.16,9.1204,2.0736,3.02,1.44,3,3,2500,100,50,10,9,1,3,1,13.254268448284268,13.012061785822588,13.254268448284268
HOU,SEA,6.2,6.2,11,10,2500,225,50,15,5,4,784,169,529,144,23,12,28,13,7.367346938775511,3.515625,2.7142857142857144,1.875,0.0017345620493001029,0.002259496859475889,0.04164807377658783,0.04753416518122401,0.012779120404027287,0.007943543646594923,0.11304477167930982,0.08912655971479502,57.1536,33.5241,7.56,5.79,29,29,Houston Astros,Seattle Mariners,5580.09,349.69,74.7,18.7,4096,121,4,4,2,2,64,11,162,61,Kendall Graveman,16,9,4,3,4,0,200,200,15,4,RP,RP,0.5864197530864198,0.4426229508196721,100,0,10,0,5776,225,76,15,1250000,1500000,456960,555556,1750000,1500000,8673.196899999999,0.0,93.13,0.0,76100000,6550000,95,27,1.8769000000000002,0.07840000000000001,1.37,-0.28,4.8841,1.5129,2.21,1.23,1,0,784,64,28,8,36,1,6,1,14.038654109278484,13.032351138693302,14.375126345899696
MIN,MIN,6.1,6.1,11,10,21316,1600,146,40,6,7,6400,400,5625,400,75,20,80,20,21.116213151927436,64.0,4.595238095238095,8.0,0.0007276480262547288,0.00027750020819453114,0.02697495183044316,0.016658337497917706,0.015365170821974144,0.017760013324449993,0.12395632626846499,0.13326669998334165,54.1696,7.290000000000001,7.36,2.7,33,32,Minnesota Twins,Minnesota Twins,29929.0,4448.89,173.0,66.7,1156,121,1024,121,32,11,34,11,163,60,Kenta Maeda,36,1,6,1,6,6,184,184,17,17,SP,SP,0.4478527607361963,0.6,0,0,0,0,37249,6400,193,80,3000000,3000000,2561000,5310000,5625000,5310000,16167.122500000001,8798.439999999999,127.15,93.8,41750000,134000000,73,36,3.6481,2.4025000000000003,1.91,1.55,4.2025,0.5625,2.05,0.75,3,3,1764,100,42,10,144,36,12,6,14.914122846632385,14.755908365181662,15.542731506054757
SF,SF,6.3,6.3,11,10,40000,2500,200,50,8,3,8464,676,7056,576,84,24,92,26,21.495867768595044,24.37890625,4.636363636363637,4.9375,0.0008488606877725355,0.0008867603868478331,0.029135213878956432,0.029778522240833796,0.018246997098317067,0.021618248337177057,0.13508144616607073,0.14703145356411687,41.344899999999996,13.1044,6.43,3.62,30,29,San Francisco Giants,San Francisco Giants,63352.88999999999,3564.09,251.7,59.7,2116,144,1849,100,43,10,46,12,163,60,Kevin Gausman,81,9,9,3,23,23,190,190,27,26,SP,SP,0.6625766871165644,0.4833333333333333,0,0,0,0,93636,6241,306,79,18900000,9000000,18900000,3333333,18900000,9000000,16297.075599999998,1663.8241,127.66,40.79,36200000,18250000,108,29,41.473600000000005,1.6384,6.44,1.28,4.6225,1.2321000000000002,2.15,1.11,8,8,4356,256,66,16,289,9,17,3,16.75467248002987,16.75467248002987,16.75467248002987
BOS,BOS,6.2,6.2,11,10,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0042718612499466025,0.025195263290501382,0.06535947712418301,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,29,Boston Red Sox,Boston Red Sox,2.8899999999999997,0.48999999999999994,1.7,0.7,7744,576,4096,361,64,19,88,24,162,60,Kevin Plawecki,0,0,0,0,14,14,208,208,25,24,C,C,0.5679012345679012,0.4,0,0,0,0,0,0,0,0,1600000,900000,1600000,433333,1600000,1000000,0.0,0.0,0.0,0.0,31850000,19100000,92,24,0.5041,0.2916,0.71,0.54,2.25,2.25,1.5,1.5,9,9,1,1,1,1,0,0,0,0,14.28551418721001,14.28551418721001,14.28551418721001
STL,STL,6.3,6.3,11,10,289,4,17,2,2,2,81,1,64,1,8,1,9,1,6.059171597633137,25.0,2.4615384615384617,5.0,0.002318244170096022,0.0005588808968920631,0.04814814814814815,0.023640661938534275,0.014046639231824419,0.013972022422301581,0.11851851851851852,0.11820330969267138,19.5364,3.7249,4.42,1.93,26,25,St. Louis Cardinals,St. Louis Cardinals,900.0,22.090000000000003,30.0,4.7,841,16,0,0,0,0,29,4,161,58,Kodi Whitley,0,0,0,0,23,23,220,220,31,30,RP,RP,0.5527950310559007,0.5172413793103449,0,0,0,0,1024,25,32,5,570500,563500,346571,208704,570500,563500,0.0,0.0,0.0,0.0,17000000,7000000,89,30,0.2304,0.004900000000000001,0.48,0.07,2.9240999999999997,0.4096,1.71,0.64,11,11,169,1,13,1,0,0,0,0,13.254268448284268,12.755842982826593,13.254268448284268
TEX,TEX,6.1,6.1,11,10,25281,961,159,31,4,4,11881,841,10816,841,104,29,109,29,7.111111111111111,2.5600000000000005,2.6666666666666665,1.6,0.0012814259175530562,0.00434825665889307,0.03579700989682038,0.06594131223211341,0.00911236208037729,0.01113153704676626,0.09545869305818769,0.10550609957138146,173.1856,60.0625,13.16,7.75,23,22,Texas Rangers,Texas Rangers,25058.890000000003,1135.6900000000003,158.3,33.7,1849,121,625,64,25,8,43,11,162,59,Kolby Allard,324,36,18,6,2,2,190,190,8,8,SP,RP,0.3703703703703703,0.3728813559322034,0,0,0,0,18496,1024,136,32,584250,563500,584250,208704,584250,563500,197.6836,0.0,14.06,0.0,5865500,55750000,60,22,2.1904,0.4489000000000001,-1.48,-0.67,7.7841000000000005,2.2801,2.79,1.51,0,0,2601,400,51,20,9,0,3,0,13.278084252401104,13.278084252401104,13.278084252401104
KC,KC,6.3,6.3,11,10,29929,2704,173,52,5,3,9216,841,7744,576,88,24,96,29,4.049535131839659,4.9607438016528915,2.0123456790123457,2.227272727272727,0.0025000000000000005,0.0023901234567901236,0.05,0.04888888888888889,0.010123837829599146,0.011856790123456789,0.10061728395061728,0.10888888888888888,76.5625,18.6624,8.75,4.32,23,22,Kansas City Royals,Kansas City Royals,32400.0,2500.0,180.0,50.0,1521,100,900,100,30,10,39,10,163,59,Kris Bubic,169,36,13,6,4,4,220,220,9,9,SP,SP,0.4601226993865031,0.423728813559322,0,0,0,0,26569,2401,163,49,570500,563500,475385,183784,570500,563500,7779.240000000001,2633.7424,88.2,51.32,41500000,7550000,75,25,2.9929,0.11560000000000002,1.73,0.34,8.2369,2.1904,2.87,1.48,2,2,6561,484,81,22,49,1,7,1,13.254268448284268,13.071880281033499,13.254268448284268
STL,STL,6.2,6.2,11,10,15876,784,126,28,2,2,3025,81,2304,49,48,7,55,9,4.158400615148019,4.0,2.0392156862745097,2.0,0.0015126422609950641,0.0011688216816421947,0.03889270189887897,0.03418803418803419,0.006290172508620768,0.004675286726568779,0.07931060779379243,0.06837606837606838,25.8064,2.6244000000000005,5.08,1.62,32,31,St. Louis Cardinals,St. Louis Cardinals,21228.489999999998,1521.0,145.7,39.0,1225,64,784,49,28,7,35,8,161,58,Kwang-hyun Kim,49,0,7,0,23,23,195,195,31,30,SP,SP,0.5527950310559007,0.5172413793103449,9,4,3,2,10816,576,104,24,4000000,4000000,4000000,1481481,4000000,4000000,17137.428099999997,6181.104400000001,130.91,78.62,17000000,7000000,89,30,3.4969000000000006,0.8281000000000001,1.87,0.91,5.3361,1.0609,2.31,1.03,11,11,2601,144,51,12,100,9,10,3,15.201804919084164,15.201804919084164,15.201804919084164
TEX,TEX,6.7,6.7,11,10,961,225,31,15,4,4,256,25,196,16,14,4,16,5,4.551111111111111,1.9171597633136093,2.1333333333333333,1.3846153846153846,0.0024029219530949633,0.004049020460491024,0.049019607843137254,0.06363191385217817,0.010935964799863302,0.007762619107686934,0.10457516339869281,0.0881057268722467,90.8209,2.5281000000000002,9.53,1.59,26,25,Texas Rangers,Texas Rangers,1156.0,515.29,34.0,22.7,225,64,25,25,5,5,15,8,162,59,Kyle Cody,9,1,3,1,2,2,225,225,8,8,RP,SP,0.3703703703703703,0.3728813559322034,0,0,0,0,1024,324,32,18,573500,563500,573500,121485,573500,563500,852.0561000000001,852.0561000000001,29.19,29.19,5865500,55750000,60,22,0.24009999999999998,0.8281000000000001,0.49,0.91,7.952399999999999,1.5376,2.82,1.24,0,0,225,169,15,13,1,1,1,1,13.259513215551562,13.259513215551562,13.259513215551562
WSH,WSH,6.2,6.2,11,10,7225,441,85,21,6,10,2401,100,1156,64,34,8,49,10,4.0855590765052066,4.313609467455622,2.021276595744681,2.076923076923077,0.0033150961027451076,0.003419855682090216,0.057576871248315564,0.058479532163742694,0.013544020972057308,0.014751921847596258,0.11637878231042507,0.12145748987854252,41.860899999999994,8.526399999999999,6.47,2.92,29,28,Washington Nationals,Washington Nationals,8226.49,610.0899999999999,90.7,24.7,8649,625,0,0,0,0,93,25,162,62,Kyle Finnegan,81,0,9,0,1,1,200,200,6,6,RP/CL,RP/CL,0.4012345679012346,0.4193548387096774,121,0,11,0,9025,729,95,27,582400,563500,582400,208704,582400,563500,6561.0,3689.3476,81.0,60.74,28000000,316750000,65,26,0.1444,0.8649000000000001,0.38,0.93,8.179599999999999,1.9043999999999996,2.86,1.38,1,1,2209,169,47,13,36,1,6,1,13.274912775864614,13.274912775864614,13.274912775864614
CHC,CHC,6.3,6.3,11,10,74529,5329,273,73,10,4,16129,676,14884,676,122,26,127,26,14.0625,64.0,3.75,8.0,0.0004852047984766377,0.00011954016856919517,0.022027364764688438,0.010933442667760012,0.006823192478577717,0.007650570788428491,0.08260261786758163,0.0874675413420801,58.52250000000001,8.2944,7.65,2.88,31,30,Chicago Cubs,Chicago Cubs,68801.29000000001,6609.69,262.3,81.3,1936,144,1936,144,44,12,44,12,162,58,Kyle Hendricks,144,25,12,5,17,17,190,190,21,21,SP,SP,0.4382716049382716,0.5517241379310345,0,0,0,0,38025,4096,195,64,14000000,12000000,14000000,4444444,14000000,12000000,10522.6564,6220.476900000001,102.58,78.87,24500000,2650000,71,32,8.0089,3.6864,2.83,1.92,5.475599999999999,1.0,2.34,1.0,3,3,2704,64,52,8,400,36,20,6,16.454567887579532,16.454567887579532,16.454567887579532
WSH,WSH,6.3,6.3,11,10,900,81,30,9,6,10,400,36,400,36,20,6,20,6,7.204986149584487,10.240000000000002,2.6842105263157894,3.2,0.0026512731251973768,0.002550760126517702,0.051490514905149054,0.050505050505050504,0.019102386145812677,0.026119783695541274,0.13821138211382114,0.16161616161616163,82.9921,24.1081,9.11,4.91,29,28,Washington Nationals,Washington Nationals,1681.0,121.0,41.0,11.0,1296,81,0,0,0,0,36,9,162,62,Kyle McGowin,0,0,0,0,1,1,195,195,6,6,RP,RP,0.4012345679012346,0.4193548387096774,1,1,1,1,2601,256,51,16,570500,563500,460050,80990,570500,563500,0.0,0.0,0.0,0.0,28000000,316750000,65,26,0.22089999999999999,0.0729,0.47,0.27,5.9536,1.6129,2.44,1.27,1,1,361,25,19,5,1,1,1,1,13.254268448284268,13.039090458210508,13.254268448284268
KC,KC,6.3,6.3,11,10,3600,196,60,14,5,3,1296,16,1156,16,34,4,36,4,3.24,6.760000000000001,1.8,2.6,0.003331605063206795,0.0023337767509160074,0.05772005772005772,0.04830917874396135,0.010794400404790017,0.01577633083619221,0.1038961038961039,0.12560386473429952,43.1649,2.4649,6.57,1.57,29,28,Kansas City Royals,Kansas City Royals,5929.0,529.0,77.0,23.0,4624,256,9,1,3,1,68,16,163,59,Kyle Zimmer,1,0,1,0,4,4,225,225,9,9,RP,RP,0.4601226993865031,0.423728813559322,4,0,2,0,5184,676,72,26,588700,563500,588700,208704,588700,563500,557.9044,0.0,23.62,0.0,41500000,7550000,75,25,0.4489000000000001,0.5184,0.67,0.72,6.002500000000001,1.0816000000000001,2.45,1.04,2,2,1600,100,40,10,25,1,5,1,13.285671995016353,13.285671995016353,13.285671995016353
HOU,HOU,6.1,6.1,11,10,27556,1936,166,44,5,3,7744,841,6561,576,81,24,88,29,6.302191840277777,7.839999999999999,2.5104166666666665,2.8,0.002409561384293956,0.0016324864809713297,0.04908728332566344,0.04040404040404041,0.015185518094745798,0.012798694010815225,0.12322953418213427,0.11313131313131314,50.2681,15.4449,7.09,3.93,27,26,Houston Astros,Houston Astros,47219.29000000001,3025.0,217.3,55.0,1681,121,1521,121,39,11,41,11,162,60,Lance McCullers,64,9,8,3,4,3,202,202,15,14,SP,SP,0.5864197530864198,0.4833333333333333,0,0,0,0,58081,3136,241,56,6500000,4100000,7083333,1518519,7083333,4100000,16653.902500000004,3824.1856000000002,129.05,61.84,76100000,15650000,95,29,16.728099999999998,0.30250000000000005,4.09,0.55,5.6644,1.3456,2.38,1.16,1,1,9216,400,96,20,256,9,16,3,15.687312734865866,15.773255117607766,15.773255117607766
SF,SF,6.2,6.2,11,10,35721,3721,189,61,8,3,8281,1444,6889,1089,83,33,91,38,11.559999999999999,3.6736111111111116,3.4,1.9166666666666667,0.0010817078576962473,0.002411780644028337,0.0328893274132544,0.04910988336402701,0.012504542834968619,0.008859944171465212,0.11182371320506496,0.09412727644771844,72.25,29.920899999999996,8.5,5.47,24,23,San Francisco Giants,San Francisco Giants,41087.28999999999,2948.49,202.7,54.3,1681,169,1369,121,37,11,41,13,163,60,Logan Webb,49,16,7,4,23,23,220,220,27,26,SP,SP,0.6625766871165644,0.4833333333333333,0,0,0,0,41616,2116,204,46,583000,566625,564120,209861,583000,566625,18406.348899999997,1550.7844000000002,135.67,39.38,36200000,18250000,108,29,10.3041,0.1936,3.21,-0.44,7.1289,2.4336,2.67,1.56,8,8,3600,576,60,24,196,9,14,3,13.27594246533263,13.243022273806176,13.27594246533263
OAK,OAK,6.5,6.5,11,10,5476,256,74,16,5,2,1764,100,1296,100,36,10,42,10,4.467458677685951,6.760000000000001,2.1136363636363638,2.6,0.0025402523719737736,0.002274066387729683,0.050400916380297825,0.04768717215069146,0.011348472502686552,0.015372688781052659,0.10652920962199312,0.1239866475917978,49.5616,14.8996,7.04,3.86,29,28,Oakland Athletics,Oakland Athletics,9409.0,542.89,97.0,23.3,8281,400,0,0,0,0,91,20,162,60,Lou Trivino,64,0,8,0,15,15,235,235,29,29,RP,RP,0.5308641975308642,0.6,484,0,22,0,8649,676,93,26,912500,568500,912500,210556,912500,568500,11333.7316,499.52250000000004,106.46,22.35,21300000,7500000,86,36,1.8769000000000002,0.0484,1.37,0.22,5.569599999999999,1.2321000000000002,2.36,1.11,9,9,1936,100,44,10,49,0,7,0,13.723943364438783,13.723943364438783,13.723943364438783
CHW,CHW,6.6,6.6,11,10,36864,2209,192,47,2,5,11025,961,9604,784,98,28,105,31,13.875625000000001,12.001275510204083,3.725,3.4642857142857144,0.0012541443100746391,0.0018516310259578126,0.035413899955732624,0.04303058244966959,0.01740203614247942,0.022221934085761556,0.13191677733510404,0.14907023205778394,49.1401,12.1104,7.01,3.48,26,25,Chicago White Sox,Chicago White Sox,63001.0,5227.29,251.0,72.3,1849,144,1849,144,43,12,43,12,162,60,Lucas Giolito,144,9,12,3,6,6,245,245,11,10,SP,SP,0.5740740740740741,0.5833333333333334,0,0,0,0,88804,9409,298,97,4150000,627000,4150000,232222,4150000,627000,29973.9969,7509.955599999999,173.13,86.66,57000000,151500000,93,35,26.3169,0.6241000000000001,5.13,0.79,4.5796,1.0816000000000001,2.14,1.04,3,3,6400,784,80,28,225,16,15,4,15.238618892206881,15.238618892206881,15.238618892206881
CIN,CIN,6.2,6.2,11,10,2209,169,47,13,1,4,1296,100,900,49,30,7,36,10,14.387633769322235,9.553719008264462,3.793103448275862,3.090909090909091,0.001964455318323633,0.00226169534814127,0.04432217637169494,0.04755728491137052,0.028263863676237764,0.02160760183844056,0.168118600030567,0.14699524427150887,47.0596,6.0516,6.86,2.46,27,26,Cincinnati Reds,Cincinnati Reds,5285.29,660.49,72.7,25.7,4489,400,0,0,0,0,67,20,163,59,Lucas Sims,9,0,3,0,10,10,225,225,16,16,RP/CL,RP/CL,0.50920245398773,0.5254237288135594,49,0,7,0,12100,1156,110,34,598500,577500,598500,213889,598500,577500,7072.8099999999995,7072.8099999999995,84.1,84.1,1500000,144825000,83,31,1.5129,0.2304,1.23,0.48,4.1616,0.8835999999999999,2.04,0.94,5,5,841,121,29,11,64,9,8,3,13.302181803980165,13.302181803980165,13.302181803980165
CIN,CIN,6.2,6.2,11,10,59049,3844,243,62,1,4,15625,961,11664,625,108,25,125,31,8.056422813998571,13.751736111111112,2.8383838383838382,3.7083333333333335,0.001822034236475048,0.00145124716553288,0.04268529297632907,0.0380952380952381,0.014679078190624043,0.019957168052406146,0.1211572457206916,0.14126984126984127,51.69610000000001,10.3041,7.19,3.21,28,27,Cincinnati Reds,Cincinnati Reds,66409.29,4900.0,257.7,70.0,2025,144,2025,144,45,12,45,12,163,59,Luis Castillo,484,36,22,6,10,10,200,200,16,16,SP,SP,0.50920245398773,0.5254237288135594,0,0,0,0,78961,7921,281,89,4200000,663500,4200000,245741,4200000,663500,25988.6641,6725.6401000000005,161.21,82.01,1500000,144825000,83,31,32.2624,0.9025,5.68,0.95,6.708099999999999,1.5129,2.59,1.23,5,5,9801,576,99,24,144,16,12,4,15.250595083253597,15.250595083253597,15.250595083253597
CIN,NYY,6.0,6.0,11,10,5625,400,75,20,1,2,1156,100,676,64,26,8,34,10,7.457100591715976,5.897959183673469,2.730769230769231,2.4285714285714284,0.0011205728235661905,0.0012846700325021521,0.03347495815630231,0.03584229390681004,0.00835622426567628,0.007576931416186162,0.09141238573451783,0.08704557091653867,33.9889,11.0224,5.83,3.32,28,28,Cincinnati Reds,New York Yankees,7447.69,470.89,86.3,21.7,4761,256,0,0,0,0,69,16,163,60,Luis Cessa,4,0,2,0,10,40,208,208,16,56,RP,RP,0.50920245398773,0.55,1,1,1,1,5041,289,71,17,1050000,895000,378215,331481,1050000,895000,4788.64,0.0,69.2,0.0,1500000,336500000,83,33,0.9409,0.0625,0.97,0.25,5.7121,1.5625,2.39,1.25,5,27,676,49,26,7,25,0,5,0,13.864300722133706,12.843218095974729,13.864300722133706
STL,HOU,6.2,6.1,11,10,625,49,25,7,2,3,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,34,23,St. Louis Cardinals,Houston Astros,1108.8899999999999,151.29000000000002,33.3,12.3,1156,25,0,1,0,1,34,5,161,60,Luis Garcia,1,1,1,1,23,3,240,244,31,14,RP,RP,0.5527950310559007,0.4833333333333333,4,0,2,0,1156,81,34,9,570500,18690,263762,93450,570500,18690,0.0,0.0,0.0,0.0,17000000,15650000,89,29,0.1024,0.11560000000000002,0.32,0.34,0.9801,0.9409,0.99,0.97,11,1,64,25,8,5,1,0,1,0,13.254268448284268,12.48280246036776,13.254268448284268
STL,WSH,6.2,6.1,11,10,625,49,25,7,2,10,144,16,144,16,12,4,12,4,18.0625,3.24,4.25,1.8,0.0007125354695146711,0.00204006857894535,0.026693360026693362,0.045167118337850046,0.012870171918108747,0.006609822195782933,0.11344678011344679,0.08130081300813008,10.497600000000002,8.526399999999999,3.24,2.92,34,23,St. Louis Cardinals,Washington Nationals,1108.8899999999999,151.29000000000002,33.3,12.3,1156,25,0,1,0,1,34,5,161,62,Luis Garcia,1,1,1,1,23,1,240,244,31,6,RP,RP,0.5527950310559007,0.4193548387096774,4,0,2,0,1156,81,34,9,570500,563500,263762,140175,570500,563500,0.0,0.0,0.0,0.0,17000000,316750000,89,26,0.1024,0.11560000000000002,0.32,0.34,0.9801,0.9409,0.99,0.97,11,1,64,25,8,5,1,0,1,0,13.254268448284268,12.48280246036776,13.254268448284268
