"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Payroll Salary2022","Cash2022","AAV2022","Earnings2022","Age","Weight","Height",""
"","Ryan Tepera","RP","TOR","73","0","77.7","57","35","31","31","81","7","1","2","1.13","3.59","1.15","72.30","$7,000,000","$7,000,000","$7,000,000","$12,225,863","29","195","6'1""",""
"","Anthony Swarzak","RP","MIL","70","0","77.3","58","21","20","22","91","6","4","2","1.03","2.33","1.91","89.81","$0","$0","$0","$0","31","215","6'4""",""
"","A.J. Griffin","RP","TEX","18","15","77.3","76","52","51","28","61","6","6","0","1.35","5.94","-0.10","0.00","$0","$0","$0","$0","29","230","6'5""",""
"","Edwin Jackson","SP","WSH","22","13","76.0","86","53","44","29","60","5","6","0","1.51","5.21","-0.23","12.30","$0","$0","$0","$0","33","210","0'0""",""
"","Addison Reed","RP","BOS","77","0","76.0","65","24","24","15","76","2","3","19","1.05","2.84","0.55","32.66","$0","$0","$0","$0","28","230","6'4""",""
"","Raisel Iglesias","RP/CL","CIN","63","0","76.0","57","22","21","27","92","3","3","28","1.11","2.49","2.21","95.59","$10,000,000","$3,516,480","$14,500,000","$45,458,323","27","190","6'2""",""
"","Blake Treinen","RP/CL","OAK","72","0","75.7","80","35","33","25","74","3","6","16","1.39","3.93","1.50","70.91","$8,000,000","$9,000,000","$8,750,000","$29,857,164","29","225","6'5""",""
"","Corey Knebel","RP","MIL","76","0","75.7","48","15","15","40","126","1","4","39","1.16","1.78","3.70","99.51","$10,000,000","$10,000,000","$10,000,000","$28,785,606","25","224","6'3""",""
"","Felipe Vazquez","RP","PIT","73","0","75.3","46","19","13","20","88","5","3","21","0.88","1.55","2.65","99.24","$10,000,000","$0","$5,625,000","$10,002,130","25","225","6'2""",""
"","David Price","SP","BOS","16","11","74.7","65","30","28","24","76","6","3","0","1.19","3.38","1.58","0.00","$32,000,000","$16,000,000","$31,000,000","$248,042,498","31","215","6'5""",""
"","Hector Neris","RP","PHI","74","0","74.7","68","26","25","26","86","4","5","26","1.26","3.01","1.98","88.20","$8,000,000","$8,000,000","$8,500,000","$18,421,684","28","227","6'2""",""
"","Blake Wood","RP","LAA","72","0","74.3","84","49","45","33","84","3","4","0","1.57","5.45","-0.66","10.30","$0","$0","$0","$0","31","233","6'5""",""
"","Ross Stripling","RP","LAD","51","2","74.3","69","31","31","19","74","3","5","2","1.18","3.75","0.57","64.25","$3,790,000","$3,790,000","$3,790,000","$10,648,361","27","220","6'3""",""
"","Sam Gaviglio","SP","KC","16","13","74.3","76","41","36","26","49","4","5","0","1.37","4.36","0.41","0.00","$0","$0","$0","$0","27","205","6'2""",""
"","Joe Ross","SP","WSH","20","13","73.7","87","44","41","20","68","5","3","0","1.45","5.01","0.47","26.65","$2,400,000","$2,400,000","$2,400,000","$9,245,465","24","220","6'4""",""
"","Archie Bradley","RP","ARI","63","0","73.0","55","14","14","21","79","3","3","1","1.04","1.73","3.64","98.25","$3,750,000","$3,750,000","$3,750,000","$20,123,043","24","215","6'4""",""
"","Carlos Torres","RP","MIL","67","0","72.7","78","37","34","33","56","4","4","1","1.53","4.21","0.30","22.32","$0","$0","$0","$0","34","180","6'1""",""
"","Tom Koehler","RP","TOR","27","13","72.7","83","55","50","35","62","1","7","0","1.62","6.19","-1.49","0.00","$0","$0","$0","$0","31","235","6'3""",""
"","Juan Nicasio","RP","STL","76","0","72.3","58","22","21","20","72","5","5","6","1.08","2.61","0.07","46.93","$0","$0","$0","$0","30","252","0'0""",""
"","Vincent Velasquez","SP","PHI","16","15","72.0","74","44","41","34","68","2","7","0","1.50","5.13","0.41","0.00","$3,000,000","$3,000,000","$3,000,000","$13,139,412","25","205","6'3""",""
"","Jacob Barnes","RP","MIL","73","0","72.0","57","35","32","33","80","3","4","2","1.25","4.00","0.45","44.70","$0","$0","$0","$0","27","220","6'2""",""
"","Vance Worley","RP","MIA","26","12","71.7","99","56","55","30","50","2","6","1","1.80","6.91","-1.29","0.00","$0","$0","$0","$0","29","250","6'2""",""
"","Luis Garcia","RP","PHI","66","0","71.3","61","22","21","26","60","2","5","2","1.22","2.65","1.96","86.03","$3,250,000","$3,000,000","$3,500,000","$7,681,407","30","240","6'2""",""
"","Bronson Arroyo","SP","CIN","15","14","71.0","94","59","58","19","45","3","6","0","1.59","7.35","-1.44","0.00","$0","$0","$0","$0","40","185","6'4""",""
"","Tyler Duffey","RP","MIN","56","0","71.0","79","41","39","18","67","2","3","1","1.37","4.94","-0.34","27.52","$0","$0","$0","$0","26","220","6'3""",""
"","Amir Garrett","SP","CIN","16","14","70.7","74","60","58","40","63","3","8","0","1.61","7.39","-1.62","0.00","$2,025,000","$2,025,000","$2,025,000","$6,138,478","25","239","6'5""",""
"","Hector Santiago","RP","MIN","15","14","70.3","70","44","44","31","51","4","8","0","1.44","5.63","-0.02","0.00","$0","$0","$0","$0","29","215","6'0""",""
"","Junior Guerra","SP","MIL","21","14","70.3","61","44","40","43","67","1","4","0","1.48","5.12","-0.08","11.62","$0","$0","$0","$0","32","235","6'0""",""
"","Dylan Covey","SP","CHW","18","12","70.0","83","60","60","34","41","0","7","0","1.67","7.71","-1.34","1.54","$0","$0","$0","$0","25","220","6'1""",""
"","Jordan Lyles","SP","SD","38","5","69.7","96","61","60","22","55","1","5","0","1.69","7.75","-0.47","2.56","$6,000,000","$6,000,000","$7,000,000","$32,444,136","26","230","6'5""",""
"","Matt Barnes","RP","BOS","70","0","69.3","57","31","30","28","83","7","3","1","1.23","3.89","0.69","61.01","$8,125,000","$9,000,000","$9,375,000","$19,666,615","27","208","6'4""",""
"","Carlos Rodon","SP","CHW","12","12","69.3","64","35","32","31","76","2","5","0","1.37","4.15","1.18","0.00","$21,500,000","$21,500,000","$22,000,000","$40,811,276","24","245","6'3""",""
"","Austin Bibens-Dirkx","P","TEX","24","6","69.3","74","36","36","20","38","5","2","0","1.36","4.67","0.84","0.00","$0","$0","$0","$0","32","210","6'1""",""
"","Craig Kimbrel","RP/CL","BOS","67","0","69.0","33","11","11","14","126","5","0","35","0.68","1.44","3.61","98.01","$16,000,000","$16,000,000","$14,333,333","$104,530,926","29","215","6'0""",""
"","Scott Alexander","RP","KC","58","0","69.0","62","23","19","28","59","5","4","4","1.30","2.48","2.22","91.92","$700,000","$153,840","$700,000","$3,379,805","27","195","6'2""",""
"","Chad Green","RP","NYY","40","1","69.0","34","14","14","17","103","5","0","0","0.74","1.83","2.72","0.00","$4,000,000","$4,000,000","$4,000,000","$8,576,789","26","215","6'3""",""
"","Kenley Jansen","RP/CL","LAD","65","0","68.3","44","11","10","7","109","5","0","41","0.75","1.32","2.96","90.26","$16,000,000","$16,000,000","$16,000,000","$108,460,667","29","265","6'5""",""
"","Jose Torres","RP","SD","62","0","68.3","63","34","32","16","63","7","4","1","1.16","4.22","0.36","44.83","$0","$0","$0","$0","33","200","6'2""",""
"","Wade LeBlanc","RP","PIT","50","0","68.0","64","35","34","17","54","5","2","1","1.19","4.50","0.25","48.91","$0","$0","$0","$0","32","195","6'2""",""
"","Cory Gearrin","RP","SF","68","0","68.0","50","16","15","35","64","4","3","0","1.25","1.99","2.34","81.43","$0","$0","$0","$0","31","205","6'1""",""
"","Brad Brach","RP","BAL","67","0","68.0","51","27","24","26","70","4","5","18","1.13","3.18","1.23","76.16","$0","$0","$0","$0","31","215","6'6""",""
"","Shane Greene","RP","DET","71","0","67.7","51","21","21","34","73","4","3","9","1.26","2.79","2.43","86.76","$0","$0","$0","$0","28","200","6'4""",""
"","Brett Cecil","RP","STL","73","0","67.3","67","31","29","16","66","2","4","1","1.23","3.88","0.50","12.34","$0","$0","$0","$0","30","235","0'0""",""
"","Blake Parker","RP","LAA","71","0","67.3","40","20","19","16","86","3","3","8","0.83","2.54","1.77","90.94","$0","$0","$0","$0","32","225","6'3""",""
"","Alex Meyer","SP","LAA","13","13","67.3","48","30","28","42","75","4","5","0","1.34","3.74","1.04","0.00","$0","$0","$0","$0","27","225","6'9""",""
"","Tony Watson","RP","LAD","71","0","66.7","72","26","25","20","53","7","4","10","1.38","3.38","0.39","25.52","$0","$0","$0","$0","32","218","6'3""",""
"","Alex Colome","RP","TB","65","0","66.7","57","27","24","23","58","2","3","47","1.20","3.24","0.68","93.11","$4,100,000","$4,100,000","$4,100,000","$28,609,822","28","225","6'1""",""
"","Steven Matz","SP","NYM","17","13","66.7","83","46","45","19","48","2","7","0","1.53","6.08","-0.13","15.11","$8,500,000","$10,000,000","$11,000,000","$22,538,438","26","201","6'2""",""
"","George Kontos","RP","PIT","65","0","66.3","61","27","25","20","70","1","6","1","1.22","3.39","0.56","36.03","$0","$0","$0","$0","32","225","6'3""",""
"","C.J. Edwards","RP","CHC","74","0","66.3","29","22","22","38","94","5","4","0","1.01","2.99","1.56","83.12","$700,000","$569,208","$700,000","$4,247,760","25","170","6'3""",""
"","Miguel Castro","RP","BAL","39","1","66.3","53","29","26","28","38","3","3","0","1.22","3.53","0.87","0.00","$2,620,000","$2,620,000","$2,620,000","$7,217,601","22","205","6'7""",""
"","Kyle Barraclough","RP","MIA","66","0","66.0","53","25","22","38","76","6","2","1","1.38","3.00","0.87","65.87","$0","$0","$0","$0","27","229","6'3""",""
"","Edwin Diaz","RP/CL","SEA","66","0","66.0","44","28","24","32","89","4","6","34","1.15","3.27","0.89","87.64","$10,200,000","$10,200,000","$10,200,000","$21,619,614","23","165","6'3""",""
"","Danny Barnes","RP","TOR","60","0","66.0","48","26","26","24","62","3","6","0","1.09","3.55","1.41","67.87","$0","$0","$0","$0","27","215","6'1""",""
"","Jeremy Jeffress","RP","MIL","61","1","65.3","73","35","34","34","51","5","2","0","1.64","4.68","0.41","16.65","$0","$0","$0","$0","29","205","0'0""",""
"","Ryan Buchter","RP","KC","71","0","65.3","44","25","21","26","65","4","3","1","1.07","2.89","0.58","52.47","$0","$0","$0","$0","30","232","6'4""",""
"","Andrew Triggs","SP","OAK","12","12","65.3","68","42","31","19","50","5","6","0","1.33","4.27","0.01","0.00","$0","$0","$0","$0","28","223","6'4""",""
"","Paul Sewald","RP/CL","NYM","57","0","65.3","58","36","33","21","69","0","6","0","1.21","4.55","0.13","29.55","$1,735,000","$1,735,000","$1,735,000","$3,534,546","27","207","6'3""",""
"","Nick Vincent","RP","SEA","69","0","64.7","62","23","23","13","50","3","3","0","1.16","3.20","1.41","70.54","$0","$0","$0","$0","30","185","6'0""",""
"","Chris Beck","RP","CHW","57","0","64.7","72","48","46","34","42","2","1","0","1.64","6.40","-0.75","2.28","$0","$0","$0","$0","26","225","6'3""",""
"","Wandy Peralta","RP","CIN","69","0","64.7","52","28","27","24","57","3","4","0","1.17","3.76","0.67","49.78","$2,150,000","$2,150,000","$2,150,000","$5,218,426","25","220","6'0""",""
"","Zach Eflin","SP","PHI","11","11","64.3","79","45","44","12","35","1","5","0","1.41","6.16","-0.31","0.00","$5,550,000","$5,550,000","$5,700,000","$13,993,844","23","215","6'6""",""
"","Liam Hendriks","RP/CL","OAK","70","0","64.0","57","34","30","23","78","4","2","1","1.25","4.22","0.22","37.75","$13,333,333","$13,000,000","$18,000,000","$34,050,663","28","235","6'0""",""
"","Pedro Baez","RP","LAD","66","0","64.0","56","24","21","29","64","3","6","0","1.33","2.95","0.68","37.42","$0","$0","$0","$0","29","232","6'0""",""
"","Roberto Osuna","RP/CL","TOR","66","0","64.0","46","26","24","9","83","3","4","39","0.86","3.38","1.51","98.46","$0","$0","$0","$0","22","215","0'0""",""
"","Collin McHugh","SP","HOU","12","12","63.3","62","27","25","20","62","5","2","0","1.29","3.55","1.22","0.00","$4,000,000","$4,000,000","$5,000,000","$22,554,315","30","190","6'2""",""
"","Richard Bleier","RP","BAL","57","0","63.3","62","22","13","13","26","2","1","0","1.18","1.85","1.36","74.19","$2,250,000","$2,250,000","$3,000,000","$6,071,916","30","215","6'3""",""
"","Randall Delgado","RP","ARI","26","5","62.7","60","31","25","14","60","1","2","1","1.18","3.59","0.66","0.00","$0","$0","$0","$0","27","220","6'4""",""
"","Dan Jennings","RP","TB","77","0","62.7","54","27","26","31","51","3","1","0","1.36","3.73","0.58","37.20","$0","$0","$0","$0","30","210","6'3""",""
"","Tommy Kahnle","RP","NYY","69","0","62.7","53","20","18","17","96","2","4","0","1.12","2.59","0.93","67.31","$3,725,000","$3,450,000","$2,625,000","$10,353,318","27","235","6'1""",""
"","Ken Giles","RP","HOU","63","0","62.7","44","16","16","21","83","1","3","34","1.04","2.30","1.92","97.67","$0","$0","$0","$0","26","210","6'3""",""
"","Warwick Saupold","RP","DET","45","0","62.7","64","36","34","31","44","3","2","0","1.52","4.88","0.26","0.00","$0","$0","$0","$0","27","195","6'1""",""
"","Pat Neshek","RP","COL","71","0","62.3","48","13","11","6","69","5","3","1","0.87","1.59","0.65","56.83","$0","$0","$0","$0","36","220","6'3""",""
"","Brian Duensing","RP","CHC","68","0","62.3","58","19","19","18","61","1","1","0","1.22","2.74","1.39","54.78","$0","$0","$0","$0","34","200","6'0""",""
"","Asher Wojciechowski","RP","CIN","25","8","62.3","71","48","45","19","64","4","3","0","1.44","6.50","-0.94","0.00","$0","$0","$0","$0","28","235","6'4""",""
"","Bud Norris","SP","LAA","60","3","62.0","56","29","29","27","74","2","6","19","1.34","4.21","0.39","28.35","$0","$0","$0","$0","32","215","0'0""",""
"","Heath Hembree","RP","BOS","62","0","62.0","72","30","26","18","70","2","3","0","1.45","3.77","0.37","25.04","$700,000","$138,456","$700,000","$6,102,848","28","220","6'4""",""
"","Jose Ramirez","RP","ATL","68","0","62.0","45","26","22","29","56","2","3","0","1.19","3.19","0.99","48.61","$0","$0","$0","$0","27","220","6'1""",""
"","Tyler Glasnow","RP","PIT","18","13","62.0","81","61","53","44","56","2","7","0","2.02","7.69","-1.86","0.00","$5,100,000","$5,100,000","$5,100,000","$12,200,032","23","225","6'8""",""
"","Daniel Hudson","RP","PIT","71","0","61.7","58","34","31","33","66","2","7","0","1.48","4.52","-0.01","5.04","$6,000,000","$6,000,000","$7,000,000","$32,855,873","30","215","6'3""",""
"","Hunter Strickland","RP","SF","68","0","61.3","59","20","18","29","58","4","3","1","1.43","2.64","1.72","66.35","$1,825,000","$1,825,000","$1,825,000","$7,951,845","28","225","6'3""",""
"","Ryan Pressly","RP/CL","MIN","57","0","61.3","52","34","32","19","61","2","3","0","1.16","4.70","-0.10","27.68","$10,000,000","$10,000,000","$15,000,000","$28,840,766","28","206","6'2""",""
"","Matt Albers","RP","WSH","63","0","61.0","35","12","11","17","63","7","2","2","0.85","1.62","2.43","95.70","$0","$0","$0","$0","34","225","6'1""",""
"","Luke Gregerson","RP","HOU","65","0","61.0","62","31","31","20","70","2","3","1","1.34","4.57","0.03","4.46","$0","$0","$0","$0","33","200","6'3""",""
"","Darren O'Day","RP","BAL","64","0","60.3","41","24","23","24","76","2","3","2","1.08","3.43","1.05","28.36","$1,000,000","$1,000,000","$1,000,000","$49,277,033","34","220","6'4""",""
"","Tyler Clippard","RP","HOU","67","0","60.3","47","33","32","31","72","2","8","5","1.29","4.77","0.50","10.92","$0","$0","$0","$0","32","200","6'3""",""
"","Pedro Strop","RP","CHC","69","0","60.3","45","22","19","26","65","5","4","0","1.18","2.83","1.07","39.17","$0","$0","$0","$0","32","220","6'1""",""
"","Luke Weaver","SP","STL","15","10","60.3","59","27","26","17","72","7","2","0","1.26","3.88","0.76","0.00","$2,875,000","$1,026,786","$2,875,000","$8,302,240","23","170","6'2""",""
"","Alex Wilson","RP","DET","66","0","60.0","67","34","30","15","42","2","5","2","1.37","4.50","0.35","25.00","$0","$0","$0","$0","30","220","0'0""",""
"","Chris Hatcher","RP","OAK","49","0","59.7","58","29","28","21","63","1","2","1","1.32","4.22","-0.09","24.05","$0","$0","$0","$0","32","200","6'1""",""
"","Dellin Betances","RP","NYY","66","0","59.7","29","20","19","44","100","3","6","10","1.22","2.87","1.49","67.78","$0","$0","$0","$0","29","265","6'8""",""
"","Jared Hughes","RP","MIL","67","0","59.7","49","21","20","24","48","5","3","1","1.22","3.02","1.21","55.80","$0","$0","$0","$0","31","240","0'0""",""
"","Peter Moylan","RP","KC","79","0","59.3","40","26","23","25","46","0","0","0","1.10","3.49","1.08","55.43","$0","$0","$0","$0","38","220","6'2""",""
"","Matt Belisle","RP","MIN","61","0","59.3","47","31","27","22","54","2","2","9","1.16","4.10","0.06","39.68","$0","$0","$0","$0","37","230","6'3""",""
"","Kelvin Herrera","RP","KC","64","0","59.3","60","33","28","20","56","3","3","26","1.35","4.25","0.22","23.07","$0","$0","$0","$0","27","200","0'0""",""
"","Brandon Maurer","RP","KC","68","0","59.3","72","43","43","19","59","3","6","22","1.53","6.52","-0.51","13.71","$0","$0","$0","$0","26","230","6'5""",""
"","Santiago Casilla","RP","OAK","63","0","59.0","58","29","28","22","57","4","5","16","1.36","4.27","0.51","24.97","$0","$0","$0","$0","36","210","6'0""",""
"","Ryan Madson","RP","WSH","60","0","59.0","38","12","12","9","67","5","4","2","0.80","1.83","1.55","74.79","$0","$0","$0","$0","36","234","6'6""",""
"","Andrew Moore","SP","SEA","11","9","59.0","60","36","35","8","31","1","5","0","1.15","5.34","-0.03","0.00","$0","$0","$0","$0","23","195","6'0""",""
"","Fernando Salas","RP","LAA","61","0","58.7","67","39","34","22","56","2","2","0","1.52","5.22","0.30","22.87","$0","$0","$0","$0","32","200","6'2""",""
"","Wade Davis","RP","CHC","59","0","58.7","39","16","15","28","79","4","2","32","1.14","2.30","1.85","93.50","$0","$0","$0","$0","31","225","6'5""",""
"","Tommy Hunter","RP","TB","61","0","58.7","42","18","17","14","64","3","5","1","0.95","2.61","1.25","74.69","$700,000","$423,060","$700,000","$35,400,846","30","250","6'3""",""
"","Chris Stratton","SP","SF","13","10","58.7","59","25","24","28","51","4","4","1","1.48","3.68","1.36","0.00","$2,700,000","$949,440","$2,700,000","$7,621,649","26","205","6'2""",""
"","Matthew Bowman","RP","STL","76","0","58.7","52","29","26","18","46","3","6","2","1.19","3.99","0.22","41.45","$0","$0","$0","$0","26","185","6'0""",""
"","Paul Blackburn","SP","OAK","10","10","58.7","58","22","21","16","22","3","1","0","1.26","3.22","1.56","0.00","$710,000","$710,000","$710,000","$2,959,543","23","196","6'1""",""
"","Scott Oberg","RP","COL","66","0","58.3","70","35","32","24","55","0","1","0","1.61","4.94","0.18","14.16","$7,000,000","$7,000,000","$4,333,333","$14,921,284","27","203","6'2""",""
"","Odrisamer Despaigne","SP","MIA","18","8","58.3","57","31","26","24","31","2","3","1","1.39","4.01","0.19","43.94","$0","$0","$0","$0","30","200","6'0""",""
"","Keynan Middleton","RP","LAA","64","0","58.3","60","25","25","18","63","6","1","3","1.34","3.86","0.65","39.74","$800,000","$567,084","$800,000","$3,543,515","23","215","6'3""",""
"","Justin Wilson","RP","CHC","65","0","58.0","40","23","22","35","80","4","4","13","1.29","3.41","-0.14","38.74","$2,300,000","$2,300,000","$2,575,000","$22,809,852","29","205","6'2""",""
"","Joe Kelly","RP","BOS","54","0","57.7","42","19","18","27","52","4","1","0","1.20","2.81","1.29","70.81","$7,000,000","$7,000,000","$8,500,000","$36,000,793","29","174","6'1""",""
"","David Holmberg","RP","CHW","37","7","57.7","63","37","30","34","33","2","4","0","1.68","4.68","-0.03","0.00","$0","$0","$0","$0","25","245","6'3""",""
"","Edubray Ramos","RP","PHI","60","0","57.7","57","29","27","28","75","2","7","0","1.47","4.21","0.44","35.63","$0","$0","$0","$0","24","160","6'0""",""
"","Lucas Sims","SP","ATL","14","10","57.7","64","37","36","23","44","3","6","0","1.51","5.62","0.04","0.00","$1,250,000","$1,250,000","$1,250,000","$4,269,883","23","225","6'2""",""
"","Jake McGee","RP","COL","62","0","57.3","47","23","22","16","58","0","2","3","1.10","3.45","1.33","40.08","$700,000","$219,222","$700,000","$44,224,734","30","229","6'4""",""
"","Arodys Vizcaino","RP","ATL","62","0","57.3","42","19","18","21","64","5","3","14","1.10","2.83","1.58","82.36","$0","$0","$0","$0","26","245","6'0""",""
"","Adam Warren","RP","NYY","46","0","57.3","35","19","15","15","54","3","2","1","0.87","2.36","1.40","0.00","$0","$0","$0","$0","29","224","6'1""",""
"","Hector Rondon","RP","CHC","61","0","57.3","50","30","27","20","69","4","1","0","1.22","4.24","0.06","12.04","$0","$0","$0","$0","29","230","6'3""",""
"","Chase Whitley","RP","TB","41","0","57.3","48","29","27","16","43","2","1","2","1.12","4.24","-0.02","0.00","$0","$0","$0","$0","28","220","6'3""",""
"","Tony Barnette","RP","TEX","50","0","57.3","64","36","35","22","57","2","1","2","1.50","5.49","-0.23","12.83","$0","$0","$0","$0","33","190","0'0""",""
"","Josh Fields","RP","LAD","57","0","57.0","40","19","18","15","60","5","0","2","0.96","2.84","0.86","67.90","$0","$0","$0","$0","31","195","6'0""",""
"","Jim Johnson","RP","ATL","61","0","56.7","59","39","35","25","61","6","3","22","1.48","5.56","-0.99","14.73","$0","$0","$0","$0","34","250","6'6""",""
"","Hansel Robles","RP","NYM","46","0","56.7","47","33","33","29","60","7","5","0","1.34","5.24","0.17","0.00","$0","$0","$0","$0","26","220","6'0""",""
"","Josh Smoker","RP","NYM","54","0","56.3","64","34","32","32","68","1","2","0","1.70","5.11","-0.10","6.35","$0","$0","$0","$0","28","255","6'2""",""
"","Joakim Soria","RP/CL","KC","59","0","56.0","49","24","23","20","64","4","3","1","1.23","3.70","1.05","34.09","$0","$0","$0","$0","33","205","6'3""",""
"","Oliver Drake","RP","MIL","64","0","56.0","63","31","29","25","62","3","5","1","1.57","4.66","-0.05","15.84","$0","$0","$0","$0","30","220","6'4""",""
"","David Phelps","RP","SEA","54","0","55.7","51","23","21","26","62","4","5","0","1.38","3.40","0.34","27.47","$1,750,000","$1,750,000","$1,750,000","$22,808,813","30","198","6'2""",""
"","Enny Romero","RP","WSH","53","0","55.7","56","26","23","23","65","2","4","2","1.42","3.72","0.58","37.13","$0","$0","$0","$0","26","232","6'3""",""
"","Taylor Rogers","RP","MIN","69","0","55.7","52","20","19","21","49","7","3","0","1.31","3.07","1.15","61.28","$7,300,000","$250,000","$7,300,000","$17,738,148","26","190","6'3""",""
"","Chris Smith","RP","OAK","14","9","55.7","60","45","42","22","31","0","4","0","1.47","6.79","-0.83","0.00","$0","$0","$0","$0","36","0","0'0""",""
"","Fernando Rodney","RP","ARI","61","0","55.3","40","29","26","26","65","5","4","39","1.19","4.23","0.34","85.15","$0","$0","$0","$0","40","240","0'0""",""
"","Brett Anderson","SP","TOR","13","13","55.3","73","41","39","21","38","4","4","0","1.70","6.34","-0.76","0.00","$0","$0","$0","$0","29","230","6'4""",""
"","Junichi Tazawa","RP","MIA","55","0","55.3","55","35","35","22","38","3","5","0","1.39","5.69","-0.69","3.28","$0","$0","$0","$0","31","200","0'0""",""
"","Justin Grimm","RP","CHC","50","0","55.3","47","34","34","27","59","1","2","1","1.34","5.53","-0.41","11.10","$0","$0","$0","$0","28","210","6'3""",""
"","Casey Lawrence","P","SEA","27","2","55.3","77","41","39","25","52","2","3","0","1.84","6.34","-0.17","0.00","$700,000","$165,378","$700,000","$659,925","29","170","6'2""",""
"","David Hernandez","RP","ARI","64","0","55.0","48","20","19","9","52","3","1","2","1.04","3.11","0.05","57.08","$0","$0","$0","$0","32","245","0'0""",""
"","Drew Storen","RP","CIN","58","0","54.7","57","32","27","23","48","4","2","1","1.46","4.45","-0.20","10.73","$0","$0","$0","$0","29","195","0'0""",""
"","Gregory Infante","RP","CHW","52","0","54.7","45","20","19","20","49","2","1","0","1.19","3.13","1.07","63.71","$0","$0","$0","$0","29","215","6'2""",""
"","Sam Dyson","RP","SF","55","0","54.7","67","41","37","30","34","4","10","14","1.77","6.09","0.36","12.35","$0","$0","$0","$0","29","212","6'1""",""
"","Adam Morgan","RP","PHI","37","0","54.7","51","25","25","18","63","3","3","0","1.26","4.12","0.61","0.00","$0","$0","$0","$0","27","200","6'1""",""
"","Francis Martes","RP","HOU","32","4","54.3","51","40","35","31","69","5","2","0","1.51","5.80","-0.93","0.00","$0","$0","$0","$0","21","225","6'1""",""
"","T.J. McFarland","RP","ARI","43","1","54.0","65","42","32","17","29","4","5","0","1.52","5.33","-0.87","0.00","$0","$0","$0","$0","28","200","6'3""",""
"","Tyler Lyons","RP","STL","50","0","54.0","39","17","17","20","68","4","1","3","1.09","2.83","1.19","80.41","$0","$0","$0","$0","29","205","6'4""",""
"","Phil Hughes","RP","MIN","14","9","53.7","72","38","35","13","38","4","3","0","1.58","5.87","-0.50","0.00","$0","$0","$0","$0","31","240","6'5""",""
"","James Pazos","RP","SEA","59","0","53.7","51","30","23","24","65","4","5","0","1.40","3.86","-0.07","28.80","$0","$0","$0","$0","26","235","6'2""",""
"","Adam Ottavino","RP","COL","63","0","53.3","48","30","30","39","63","2","3","0","1.63","5.06","0.25","6.84","$4,000,000","$4,000,000","$4,000,000","$41,899,962","31","246","6'5""",""
"","Jarlin Garcia","RP","MIA","68","0","53.3","47","29","28","17","42","1","2","0","1.20","4.73","-0.22","21.92","$1,725,000","$1,725,000","$1,725,000","$4,819,935","24","215","6'3""",""
"","Matt Bush","RP","TEX","57","0","52.3","57","30","23","19","58","3","4","10","1.45","3.96","0.18","34.34","$825,000","$290,112","$825,000","$6,182,671","31","180","5'9""",""
"","A.J. Cole","SP","WSH","11","8","52.0","50","23","22","27","44","3","5","0","1.48","3.81","0.94","0.00","$0","$0","$0","$0","25","238","6'5""",""
"","John Brebbia","RP","STL","50","0","51.7","37","15","14","11","51","0","0","0","0.93","2.44","1.12","58.77","$837,500","$837,500","$837,500","$3,108,097","27","200","6'1""",""
"","Jorge De La Rosa","RP","ARI","66","0","51.3","46","24","24","21","45","3","1","0","1.30","4.21","0.69","28.39","$0","$0","$0","$0","36","215","6'1""",""
"","Sean Doolittle","RP","WSH","53","0","51.3","34","18","16","10","62","2","0","24","0.86","2.81","0.45","88.64","$1,500,000","$1,500,000","$1,500,000","$23,122,407","30","204","6'2""",""
"","Andrew Chafin","RP","ARI","71","0","51.3","48","21","20","21","61","1","0","0","1.34","3.51","1.03","41.82","$6,000,000","$6,500,000","$6,500,000","$16,508,962","27","235","6'2""",""
"","Luke Jackson","RP","ATL","43","0","50.7","55","26","26","19","33","2","0","0","1.46","4.62","0.30","0.00","$3,600,000","$3,600,000","$3,600,000","$9,824,145","25","210","6'2""",""
"","Joaquin Benoit","RP","PIT","52","0","50.3","43","28","26","22","46","1","6","2","1.29","4.65","0.57","8.63","$0","$0","$0","$0","40","250","6'4""",""
"","Aroldis Chapman","RP","NYY","52","0","50.3","37","20","18","20","69","4","3","22","1.13","3.22","0.96","17.75","$18,000,000","$18,000,000","$16,000,000","$149,066,491","29","218","6'4""",""
"","Michael Dunn","RP","COL","68","0","50.3","43","25","25","28","57","5","1","0","1.41","4.47","0.66","10.54","$0","$0","$0","$0","32","215","6'0""",""
"","Emilio Pagan","RP","SEA","34","0","50.3","39","20","18","8","56","2","3","0","0.93","3.22","0.72","0.00","$2,300,000","$2,300,000","$2,300,000","$5,619,349","26","208","6'2""",""
"","Matt Grace","RP","WSH","40","1","50.0","50","25","24","18","31","1","0","2","1.36","4.32","0.40","0.00","$0","$0","$0","$0","28","215","6'4""",""
"","Dillon Gee","RP","MIN","18","4","49.3","54","24","19","15","41","3","2","1","1.40","3.47","0.63","0.00","$0","$0","$0","$0","31","205","6'1""",""
"","Danny Farquhar","RP","CHW","52","0","49.3","39","23","23","28","45","4","2","0","1.36","4.20","0.14","44.41","$0","$0","$0","$0","30","185","5'9""",""
"","James Hoyt","P","HOU","43","0","49.3","51","24","24","14","66","1","0","0","1.32","4.38","0.18","0.00","$0","$0","$0","$0","30","230","6'6""",""
