Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Posicion,Juegos,Juegos_iniciados,Inning_pitched,Bateos_pitcher,Carreras,Carreras_ganadas,Walks,Strike-outs,Wins,Losses,Saves,WHIP,ERA,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Dominio,Control,Comando,Juegos_2,Juegos_iniciados_2,Inning_pitched_2,Bateos_pitcher_2,Carreras_2,Carreras_ganadas_2,Walks_2,Strike-outs_2,Wins_2,Losses_2,Saves_2,WHIP_2,ERA_2,WAR_2,TVS_2,Dominio_2,Control_2,Comando_2
Felix Doubront,2015,UFA,CHC,1,0,0,Oakland Athletics,1,30000000,OAK,68,161,26,15,9,0.422360248447205,SP,16,12,75.3,87,50,46,26,56,3,3,1,1.5,5.5,-0.45,0.0,27,240,6.2,507500,507500,180259,0.0826324332300428,0.038365058285377014,2.1538461538461537,256,144,5670.089999999999,7569,2500,2116,676,3136,9,9,1,2.25,30.25,0.2025,0.0,0.006828119021517481,0.0014718776972403756,4.6390532544378695
Clint Robinson,2015,UFA,LAD,1,0,0,Washington Nationals,8,216000000,WSH,83,161,3,1,0,0.515527950310559,1B,126,77,1.0,1,0,0,0,1,0,0,0,1.0,0.0,0.22,40.81,30,242,6.5,525000,525000,525000,0.1111111111111111,0.0,inf,15876,5929,1.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0484,1665.4561,0.012345679012345678,0.0,inf
Ross Ohlendorf,2015,UFA,WSH,1,0,0,Texas Rangers,14,13800000,TEX,87,161,7,2,0,0.5403726708074534,RP,21,0,19.3,21,8,8,7,19,3,1,1,1.45,3.72,0.25,0.0,32,240,6.4,507500,507500,91516,0.10938399539435807,0.04029936672423719,2.7142857142857144,441,0,372.49,441,64,64,49,361,9,1,1,2.1025,13.838400000000002,0.0625,0.0,0.011964858448432947,0.0016240389583745555,7.367346938775511
Trevor Cahill,2015,UFA,ATL,1,0,0,Chicago Cubs,13,190950000,CHC,96,161,17,17,2,0.5962732919254659,RP,26,3,43.3,44,27,26,16,36,1,3,0,1.38,5.4,-0.72,15.48,27,230,6.4,507500,507500,91516,0.09237875288683603,0.041057223505260455,2.25,676,9,1874.8899999999996,1936,729,676,256,1296,1,9,0,1.9043999999999996,29.160000000000004,0.5184,239.6304,0.008533833984927117,0.0016856956019609115,5.0625
Chaz Roe,2015,UFA,PIT,1,0,0,Baltimore Orioles,9,3000000,BAL,80,161,13,7,3,0.4968944099378882,RP,36,0,41.3,44,19,19,17,38,4,2,0,1.48,4.14,0.23,0.0,28,190,6.5,507500,507500,371612,0.10223298358891579,0.04573580844767285,2.235294117647059,1296,0,1705.6899999999998,1936,361,361,289,1444,16,4,0,2.1904,17.139599999999998,0.0529,0.0,0.010451582933491525,0.0020917641743622233,4.996539792387543
Scott Carroll,2015,UFA,CHW,1,0,0,Chicago White Sox,13,137000000,CHW,76,161,9,6,3,0.4720496894409938,RP,18,0,36.7,40,19,14,13,27,1,1,0,1.45,3.44,0.07,0.0,30,215,6.4,507500,507500,196898,0.08174386920980926,0.03935815924916742,2.076923076923077,324,0,1346.89,1600,361,196,169,729,1,1,0,2.1025,11.833599999999999,0.004900000000000001,0.0,0.006682060153390403,0.001549064699482823,4.313609467455622
Clayton Richard,2015,UFA,ARI,1,0,0,Chicago Cubs,13,190950000,CHC,96,161,17,17,2,0.5962732919254659,SP,23,3,42.3,47,18,18,7,22,4,2,0,1.28,3.83,0.34,31.04,31,240,6.5,507500,507500,221857,0.05778828473863935,0.018387181507748884,3.142857142857143,529,9,1789.2899999999997,2209,324,324,49,484,16,4,0,1.6384,14.6689,0.11560000000000002,963.4816,0.003339485853034058,0.00033808844379890253,9.877551020408163
Ryan Mattheus,2015,UFA,WSH,1,0,0,Cincinnati Reds,3,4000000,CIN,64,161,15,10,5,0.3975155279503105,RP,58,0,56.0,67,31,25,18,37,2,4,0,1.52,4.02,,21.98,31,215,6.2,507500,507500,413210,0.07341269841269842,0.03571428571428571,2.0555555555555554,3364,0,3136.0,4489,961,625,324,1369,4,16,0,2.3104,16.160399999999996,,483.1204,0.005389424288233812,0.0012755102040816326,4.225308641975308
Cory Gearrin,2015,UFA,ATL,1,0,0,San Francisco Giants,9,44000000,SF,84,161,25,23,8,0.5217391304347826,RP,7,0,3.7,1,2,2,1,5,0,0,0,0.55,4.91,-0.01,0.0,29,205,6.1,507500,507500,72103,0.15015015015015012,0.030030030030030026,5.0,49,0,13.690000000000001,1,4,4,1,25,0,0,0,0.30250000000000005,24.1081,0.0001,0.0,0.022545067590112627,0.0009018027036045052,25.0
Mark Lowe,2015,UFA,CLE,1,0,0,Toronto Blue Jays,11,86600000,TOR,93,161,6,2,2,0.577639751552795,RP,57,0,55.0,46,15,12,12,61,1,3,1,1.05,1.96,1.55,76.62,32,210,6.4,507500,507500,180259,0.12323232323232323,0.024242424242424242,5.083333333333333,3249,0,3025.0,2116,225,144,144,3721,1,9,1,1.1025,3.8415999999999997,2.4025000000000003,5870.624400000001,0.015186205489235794,0.0005876951331496786,25.840277777777775
