Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
STL,STL,6.0,6.0,2022,2026,2026,2018,2018,6,6,44100,258064,210,508,1089,11664,33,108,166666,166666,4,2,2,2,24,24,28,27,St. Louis Cardinals,St. Louis Cardinals,Missouri,14790556,8790556,36,484,6,22,5929,24964,77,158,162,161,Paul DeJong,0.28090000000000004,0.4529290000000001,0.53,0.673,23,23,205,205,32,31,0.024649,0.045369,0.157,0.213,0.225625,0.515524,0.475,0.718,SS,SS,0.5740740740740741,0.5527950310559007,625,4900,25,70,6166666,4166666,6000000,4000000,6166666,4166666,0.0,3725.8815999999997,0.0,61.04,52700000,17000000,26000000,26000000,93,89,0.10890000000000001,4.120899999999999,0.33,2.03,11,11,15.63466889327233,15.60727002719233,15.63466889327233
STL,STL,6.3,6.3,2022,2025,2025,2020,2020,5,5,314721,630436,561,794,31684,55225,178,235,4000000,4000000,4,2,2,2,32,32,34,33,St. Louis Cardinals,St. Louis Cardinals,Missouri,110439148,84139148,1225,1369,35,37,22801,46656,151,216,162,161,Paul Goldschmidt,0.962361,0.776161,0.981,0.881,23,23,220,220,32,31,0.10048900000000001,0.08761599999999999,0.317,0.296,0.8686240000000001,0.964324,0.932,0.982,1B,1B,0.5740740740740741,0.5527950310559007,13225,14400,115,120,26300000,26000000,22000000,22000000,26300000,26000000,9765.392399999999,16765.070399999997,98.82,129.48,52700000,17000000,130000000,130000000,93,89,61.7796,61.7796,7.86,7.86,11,11,17.085079497147994,16.90655301132259,17.085079497147994
COL,TOR,6.2,6.2,2022,2024,2024,2019,2019,5,5,256036,528529,506,727,17161,33124,131,182,1000000,1000000,5,6,1,1,27,27,30,29,Colorado Rockies,Toronto Blue Jays,Colorado,40889324,31555991,361,1156,19,34,19881,41616,141,204,162,163,Randal Grichuk,0.524176,0.5328999999999999,0.724,0.73,1,2,216,216,5,8,0.067081,0.0625,0.259,0.25,0.7569,0.8445610000000001,0.87,0.919,RF,RF,0.419753086419753,0.5644171779141104,5329,13456,73,116,10333333,10333333,9333333,9333333,10333333,10333333,701.1904000000001,3723.4404000000004,26.48,61.02,195350000,186250000,52000000,52000000,68,92,0.0625,0.81,0.25,0.9,0,2,16.150885441523247,16.049102743757082,16.150885441523247
ATL,ATL,6.3,6.0,2022,2029,2029,2019,2019,8,8,218089,208849,467,457,15376,15376,124,124,0,0,6,6,1,1,21,21,24,23,Atlanta Braves,Atlanta Braves,Georgia,21936240,6936240,225,1444,15,38,14161,16384,119,128,162,161,Ronald Acuna Jr.,0.585225,0.978121,0.765,0.989,18,18,205,205,28,27,0.07075600000000001,0.073441,0.266,0.271,0.540225,0.33524099999999996,0.735,0.579,RF,RF,0.6234567901234568,0.546583850931677,2500,6561,50,81,15000000,5000000,15000000,5000000,15000000,5000000,5780.5609,9725.904400000001,76.03,98.62,61250000,94240000,100000000,100000000,101,88,6.400899999999999,34.339600000000004,2.53,5.86,4,4,16.523560759066484,16.523560759066484,16.523560759066484
CHW,CHW,6.1,6.1,2022,2025,2025,2017,2017,6,6,110224,540225,332,735,10000,52900,100,230,0,0,5,2,2,2,23,23,29,28,Chicago White Sox,Chicago White Sox,Illinois,23913301,14464376,36,729,6,27,6241,29584,79,172,162,162,Tim Anderson,0.538756,0.6872409999999999,0.734,0.829,6,6,185,185,11,11,0.09060099999999999,0.097969,0.301,0.313,0.238144,0.6006250000000001,0.488,0.775,SS,SS,0.5,0.5740740740740741,625,6724,25,82,9500000,7250000,9500000,7250000,9500000,7250000,0.0,33033.0625,0.0,181.75,63000000,57000000,25000000,25000000,81,93,1.7161000000000002,50.9796,1.31,7.14,3,3,16.06680235657077,16.06680235657077,16.06680235657077
TOR,KC,6.1,6.1,2022,2025,2025,2019,2019,4,4,254016,831744,504,912,15876,64516,126,254,0,0,6,5,1,2,29,29,33,32,Toronto Blue Jays,Kansas City Royals,Toronto,18792486,11792402,121,361,11,19,19321,49284,139,222,162,163,Whit Merrifield,0.4529290000000001,0.5285289999999999,0.673,0.727,2,4,195,195,9,9,0.0625,0.07784100000000002,0.25,0.279,0.7361639999999999,1.0,0.858,1.0,2B,RF,0.5679012345679012,0.4601226993865031,3364,10816,58,104,2461568,7450000,7000000,6750000,7000000,7450000,772.2841,19215.5044,27.79,138.62,157000000,41500000,16250000,16250000,92,75,0.028900000000000006,16.160399999999996,-0.17,4.02,2,2,14.716309103230465,15.761420707019587,15.761420707019587
SD,SD,6.3,6.3,2022,2024,2024,2017,2017,6,6,68121,409600,261,640,4624,28900,68,170,2500000,2500000,3,4,5,5,26,26,31,30,San Diego Padres,San Diego Padres,California,74233776,53233776,49,1024,7,32,5929,40401,77,201,162,162,Wil Myers,0.508369,0.6839289999999999,0.713,0.827,2,2,207,207,7,6,0.068121,0.07075600000000001,0.261,0.266,0.225625,0.819025,0.475,0.905,RF,LF,0.5493827160493827,0.4876543209876543,1681,10609,41,103,22500000,22500000,20000000,20000000,22500000,22500000,0.0,11920.272400000002,0.0,109.18,32500000,25200000,83000000,83000000,89,79,0.81,5.6644,0.9,2.38,0,0,16.929025867174648,16.811242831518264,16.929025867174648
SF,SF,6.3,6.3,2022,0,0,2020,2020,2,2,275625,344569,525,587,14400,24025,120,155,0,0,7,8,5,5,28,28,30,29,San Francisco Giants,San Francisco Giants,California,19725803,16225803,361,900,19,30,22801,37636,151,194,162,163,Wilmer Flores,0.5041,0.636804,0.71,0.798,23,23,205,205,27,27,0.052441,0.06969600000000001,0.229,0.264,0.8686240000000001,0.763876,0.932,0.874,DH,2B,0.5,0.6625766871165644,5041,7225,71,85,3500000,3000000,3500000,3000000,3500000,3000000,2136.2884,13586.233600000001,46.22,116.56,140700000,36200000,6250000,6250000,81,108,0.9216,8.584900000000001,0.96,2.93,8,8,15.068273526459642,15.068273526459642,15.068273526459642
BOS,BOS,5.9,6.2,2022,2027,2027,2019,2019,6,6,310249,535824,557,732,29241,47089,171,217,0,0,6,6,1,1,26,26,29,28,Boston Red Sox,Boston Red Sox,Massachusetts,73190366,53190366,225,1156,15,34,22500,40000,150,200,162,162,Xander Bogaerts,0.693889,0.7464959999999999,0.833,0.864,14,14,218,218,25,25,0.094249,0.08761599999999999,0.307,0.296,0.8574760000000001,0.811801,0.926,0.901,SS,SS,0.4814814814814814,0.5679012345679012,5329,11449,73,107,20000000,20000000,20000000,20000000,20000000,20000000,5821.69,18292.5625,76.3,135.25,173000000,31850000,120000000,120000000,78,92,29.3764,41.344899999999996,5.42,6.43,9,9,16.811242831518264,16.811242831518264,16.811242831518264
CHW,CHW,6.4,6.2,2022,2024,2024,2020,2020,4,4,106929,193600,327,440,4356,10816,66,104,0,0,5,2,2,2,31,31,33,32,Chicago White Sox,Chicago White Sox,Illinois,83968259,65718259,25,961,5,31,9801,19321,99,139,162,162,Yasmani Grandal,0.32489999999999997,0.7744,0.57,0.88,6,6,225,225,11,11,0.04080400000000001,0.055695999999999996,0.202,0.236,0.37332099999999996,0.391876,0.611,0.626,C,C,0.5,0.5740740740740741,729,7921,27,89,18250000,18250000,18250000,18250000,18250000,18250000,0.8649000000000001,1487.6449,0.93,38.57,63000000,57000000,73000000,73000000,81,93,2.1025,18.6624,-1.45,4.32,3,3,16.719675637992776,16.719675637992776,16.719675637992776
CHW,CHW,5.8,6.2,2022,2026,2026,2020,2020,5,5,157609,518400,397,720,7056,33124,84,182,800000,800000,5,2,2,2,24,24,27,26,Chicago White Sox,Chicago White Sox,Illinois,55300012,41300012,144,400,12,20,10816,38416,104,196,162,162,Yoan Moncada,0.391876,0.583696,0.626,0.764,6,6,225,225,11,11,0.044944,0.064009,0.212,0.253,0.41216400000000003,0.779689,0.642,0.883,3B,3B,0.5,0.5740740740740741,2601,7225,51,85,13800000,6800000,13000000,6000000,13800000,6800000,244.29690000000002,8215.6096,15.63,90.64,63000000,57000000,70000000,70000000,81,93,0.8835999999999999,20.25,0.94,4.5,3,3,16.440179150127435,16.38045991542581,16.440179150127435
