Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,WAR_2,TVS_2
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Tyler Wade,1B,30,0.185,58,9,0,2,0.155,0.446,-0.5,0.0,22,188,6.1,535000,535000,236763,900,0.034225,3364,81,0,4,0.024025,0.198916,0.25,0.0
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Jaime Garcia,SP,27,0.167,33,5,1,7,0.152,0.449,1.18,45.45,30,215,6.2,12000000,12000000,187072,729,0.027889000000000004,1089,25,1,49,0.023104,0.201601,1.3923999999999999,2065.7025000000003
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Miguel Andujar,3B,5,0.031,7,4,0,4,0.571,1.482,0.24,0.0,22,211,6.0,535000,535000,52614,25,0.0009609999999999999,49,16,0,16,0.32604099999999997,2.196324,0.0576,0.0
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Erik Kratz,C,4,0.025,2,2,0,2,1.0,2.5,0.11,0.0,37,250,0.0,535000,535000,93536,16,0.0006250000000000001,4,4,0,4,1.0,6.25,0.0121,0.0
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Michael Pineda,SP,17,0.105,3,1,0,0,0.333,0.667,0.63,43.86,28,280,6.7,7400000,7400000,7400000,289,0.011024999999999998,9,1,0,0,0.11088900000000002,0.44488900000000003,0.39690000000000003,1923.6996
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Luis Severino,SP,31,0.191,5,1,0,0,0.2,0.4,5.32,97.89,23,215,6.2,550975,550975,550975,961,0.036481,25,1,0,0,0.04000000000000001,0.16000000000000003,28.302400000000002,9582.4521
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,C.C. Sabathia,SP,27,0.167,3,0,0,0,0.0,0.25,2.83,43.87,36,300,6.6,25000000,25000000,25000000,729,0.027889000000000004,9,0,0,0,0.0,0.0625,8.0089,1924.5768999999998
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Masahiro Tanaka,SP,30,0.185,2,0,0,0,0.0,0.0,1.11,18.5,28,215,0.0,22000000,22000000,22000000,900,0.034225,4,0,0,0,0.0,0.0,1.2321000000000002,342.25
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Chasen Shreve,RP,44,0.272,2,0,0,0,0.0,0.0,0.59,0.0,26,195,6.4,552425,552425,455869,1936,0.07398400000000001,4,0,0,0,0.0,0.0,0.34809999999999997,0.0
New York Yankees,3,102500000,NYY,91,162,53,40,27,0.5617283950617284,Jordan Montgomery,SP,29,0.179,3,0,0,0,0.0,0.4,2.88,79.63,24,228,6.6,535000,535000,435527,841,0.032041,9,0,0,0,0.0,0.16000000000000003,8.2944,6340.9369
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Charlie Blackmon,CF,159,0.982,644,215,37,104,0.334,1.007,5.54,99.13,31,221,6.3,7300000,7300000,7300000,25281,0.964324,414736,46225,1369,10816,0.11155600000000002,1.0140489999999998,30.6916,9826.756899999998
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,D.J. LeMahieu,2B,155,0.957,609,189,8,64,0.31,0.783,2.9,61.79,28,220,6.4,4800000,4800000,4800000,24025,0.9158489999999999,370881,35721,64,4096,0.0961,0.613089,8.41,3818.0041
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Nolan Arenado,3B,159,0.982,606,187,37,130,0.309,0.959,6.74,95.28,26,215,6.2,11750000,11750000,11750000,25281,0.964324,367236,34969,1369,16900,0.095481,0.919681,45.427600000000005,9078.278400000001
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Mark Reynolds,3B,148,0.914,520,139,30,97,0.267,0.839,0.89,68.1,33,220,6.2,1500000,1500000,1500000,21904,0.835396,270400,19321,900,9409,0.071289,0.7039209999999999,0.7921,4637.61
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Carlos Gonzalez,RF,136,0.84,470,122,14,57,0.26,0.756,-0.21,19.58,31,220,0.0,20000000,20428571,20428571,18496,0.7055999999999999,220900,14884,196,3249,0.06760000000000001,0.571536,0.04409999999999999,383.37639999999993
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Trevor Story,SS,145,0.895,503,119,24,82,0.237,0.762,2.64,64.9,24,213,6.2,540000,540000,540000,21025,0.801025,253009,14161,576,6724,0.056169,0.580644,6.969600000000001,4212.010000000001
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Jonathan Lucroy,C,123,0.759,423,112,6,40,0.265,0.716,0.87,29.67,31,200,6.0,5250000,5250000,1836096,15129,0.5760810000000001,178929,12544,36,1600,0.07022500000000001,0.512656,0.7569,880.3089000000001
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Pat Valaika,SS,110,0.679,182,47,13,40,0.258,0.817,0.36,23.05,24,200,6.0,535000,535000,488141,12100,0.4610410000000001,33124,2209,169,1600,0.066564,0.6674889999999999,0.1296,531.3025
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Raimel Tapia,LF,70,0.432,160,46,2,16,0.288,0.754,-0.65,0.0,23,175,6.3,535000,535000,292300,4900,0.18662399999999998,25600,2116,4,256,0.08294399999999999,0.568516,0.42250000000000004,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Ryan Hanigan,C,33,0.204,101,27,2,13,0.267,0.671,0.03,0.0,36,220,6.0,1250000,1250000,1140777,1089,0.04161599999999999,10201,729,4,169,0.071289,0.45024100000000006,0.0009,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Kyle Freeland,RP,35,0.216,52,8,1,2,0.154,0.401,3.22,0.0,24,201,6.4,535000,535000,535000,1225,0.046655999999999996,2704,64,1,4,0.023716,0.16080100000000003,10.368400000000001,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,German Marquez,SP,29,0.179,45,8,0,5,0.178,0.4,3.24,71.84,22,230,6.1,537000,537000,489978,841,0.032041,2025,64,0,25,0.031684,0.16000000000000003,10.497600000000002,5160.985600000001
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Mike Tauchman,CF,31,0.191,27,6,0,2,0.222,0.64,-0.29,0.0,26,220,6.2,535000,535000,131535,961,0.036481,729,36,0,4,0.049284,0.4096,0.0841,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Antonio Senzatela,SP,36,0.222,32,4,0,5,0.125,0.281,2.07,55.64,22,236,6.1,535000,535000,502756,1296,0.049284,1024,16,0,25,0.015625,0.07896100000000002,4.2848999999999995,3095.8096
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Chris Rusin,RP,60,0.37,9,3,0,0,0.333,0.667,2.31,94.33,30,198,6.2,545000,545000,545000,3600,0.1369,81,9,0,0,0.11088900000000002,0.44488900000000003,5.3361,8898.1489
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Jon Gray,SP,20,0.124,38,3,1,3,0.079,0.26,3.1,88.98,25,225,6.4,540000,540000,540000,400,0.015375999999999999,1444,9,1,9,0.006241,0.06760000000000001,9.610000000000001,7917.4404
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Jeff Hoffman,SP,23,0.142,33,3,0,1,0.091,0.212,0.27,23.23,24,235,6.5,535000,535000,318607,529,0.020163999999999998,1089,9,0,1,0.008281,0.044944,0.0729,539.6329000000001
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Ryan McMahon,3B,17,0.105,19,3,0,1,0.158,0.544,-0.1,0.0,22,219,6.2,535000,535000,111074,289,0.011024999999999998,361,9,0,1,0.024964,0.29593600000000003,0.010000000000000002,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Chad Bettis,SP,9,0.056,11,1,0,1,0.091,0.258,0.59,0.0,28,201,0.0,545000,545000,515194,81,0.0031360000000000003,121,1,0,1,0.008281,0.066564,0.34809999999999997,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Tom Murphy,C,12,0.074,24,1,0,1,0.042,0.199,-0.43,0.0,26,218,6.1,537000,537000,352080,144,0.005475999999999999,576,1,0,1,0.0017640000000000002,0.039601000000000004,0.18489999999999998,0.0
Colorado Rockies,4,97250000,COL,87,162,4,1,0,0.5370370370370371,Tyler Anderson,SP,17,0.105,26,1,0,0,0.039,0.113,1.23,46.58,27,213,6.2,540000,540000,540000,289,0.011024999999999998,676,1,0,0,0.001521,0.012769,1.5129,2169.6964
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Jose Altuve,2B,153,0.944,590,204,24,81,0.346,0.957,7.67,99.73,27,166,5.6,4500000,4687500,4687500,23409,0.8911359999999999,348100,41616,576,6561,0.11971599999999999,0.9158489999999999,58.8289,9946.072900000001
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Alex Bregman,SS,155,0.957,556,158,19,71,0.284,0.827,4.02,85.92,23,192,6.0,539400,539400,539400,24025,0.9158489999999999,309136,24964,361,5041,0.08065599999999999,0.6839289999999999,16.160399999999996,7382.2464
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Yulieski Gurriel,1B,139,0.858,529,158,18,75,0.299,0.817,2.6,49.73,33,215,6.0,14000000,14400000,14400000,19321,0.7361639999999999,279841,24964,324,5625,0.089401,0.6674889999999999,6.760000000000001,2473.0728999999997
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,George Springer,RF,140,0.864,548,155,34,85,0.283,0.889,4.98,94.49,27,221,6.3,3900000,3900000,3900000,19600,0.7464959999999999,300304,24025,1156,7225,0.08008899999999998,0.790321,24.800400000000003,8928.3601
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Marwin Gonzalez,LF,134,0.827,455,138,23,90,0.303,0.907,4.31,90.1,28,205,6.1,3725000,3725000,3725000,17956,0.6839289999999999,207025,19044,529,8100,0.091809,0.8226490000000001,18.576099999999997,8118.009999999999
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Carlos Correa,SS,109,0.673,422,134,24,85,0.318,0.945,6.68,98.99,22,220,6.4,535000,535000,535000,11881,0.4529290000000001,178084,17956,576,7225,0.101124,0.893025,44.6224,9799.0201
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Cameron Maybin,CF,114,0.704,395,90,10,35,0.228,0.683,-0.09,37.51,30,215,6.3,9000000,9000000,1573760,12996,0.49561599999999995,156025,8100,100,1225,0.051984,0.4664890000000001,0.0081,1407.0000999999997
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Brian McCann,C,97,0.599,349,84,18,62,0.241,0.759,1.16,0.0,33,225,6.3,17000000,17000000,11500000,9409,0.358801,121801,7056,324,3844,0.058080999999999994,0.5760810000000001,1.3456,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Evan Gattis,C,84,0.519,300,79,12,55,0.263,0.767,1.24,0.0,30,270,6.4,5200000,5200000,5200000,7056,0.269361,90000,6241,144,3025,0.06916900000000001,0.5882890000000001,1.5376,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Jake Marisnick,CF,106,0.654,230,56,16,35,0.244,0.815,1.98,54.35,26,220,6.4,1100000,1100000,1100000,11236,0.42771600000000004,52900,3136,256,1225,0.059536,0.664225,3.9204,2953.9225
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Derek Fisher,OF,53,0.327,146,31,5,17,0.212,0.663,0.39,0.0,23,215,6.3,535000,535000,216302,2809,0.10692900000000001,21316,961,25,289,0.044944,0.43956900000000004,0.1521,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,J.D. Davis,3B,25,0.154,62,14,4,7,0.226,0.763,0.26,0.0,24,218,6.3,535000,535000,535000,625,0.023716,3844,196,16,49,0.051076,0.582169,0.06760000000000001,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Juan Centeno,C,22,0.136,52,12,2,4,0.231,0.632,-0.22,0.0,27,195,5.9,535000,535000,169534,484,0.018496000000000002,2704,144,4,16,0.053361000000000006,0.399424,0.0484,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Tony Kemp,LF,17,0.105,37,8,0,4,0.216,0.5,0.01,0.0,25,160,5.6,535000,535000,102305,289,0.011024999999999998,1369,64,0,16,0.046655999999999996,0.25,0.0001,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Colin Moran,3B,7,0.043,11,4,1,3,0.364,1.235,0.13,0.0,24,220,6.4,535000,535000,222148,49,0.0018489999999999997,121,16,1,9,0.132496,1.5252250000000003,0.016900000000000002,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Brad Peacock,SP,34,0.21,7,2,0,2,0.286,0.804,3.03,85.58,29,210,6.1,541500,541500,541500,1156,0.04409999999999999,49,4,0,4,0.08179599999999998,0.6464160000000001,9.1809,7323.9364
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Justin Verlander,SP,33,0.204,6,1,0,1,0.167,0.333,4.68,62.0,34,225,6.5,28000000,28000000,4743169,1089,0.04161599999999999,36,1,0,1,0.027889000000000004,0.11088900000000002,21.902399999999997,3844.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Tony Sipp,RP,46,0.284,1,0,0,0,0.0,0.0,-0.34,0.0,33,190,6.0,6000000,6000000,6000000,2116,0.08065599999999999,1,0,0,0,0.0,0.0,0.11560000000000002,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Michael Fiers,SP,30,0.185,1,0,0,0,0.0,0.0,-0.51,18.65,32,211,6.2,3450000,3450000,3450000,900,0.034225,1,0,0,0,0.0,0.0,0.2601,347.82249999999993
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Collin McHugh,SP,12,0.074,2,0,0,0,0.0,0.0,1.22,0.0,30,190,6.2,3850000,3850000,3850000,144,0.005475999999999999,4,0,0,0,0.0,0.0,1.4884,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Dallas Keuchel,SP,23,0.142,3,0,0,0,0.0,0.0,3.9,93.1,29,205,6.2,9150000,9150000,9150000,529,0.020163999999999998,9,0,0,0,0.0,0.0,15.209999999999999,8667.609999999999
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Michael Feliz,RP,46,0.284,1,0,0,0,0.0,0.0,-0.49,0.0,24,250,6.4,546200,546200,534315,2116,0.08065599999999999,1,0,0,0,0.0,0.0,0.24009999999999998,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Lance McCullers,SP,22,0.136,3,0,0,0,0.0,0.0,0.97,63.08,23,202,6.1,548000,548000,548000,484,0.018496000000000002,9,0,0,0,0.0,0.0,0.9409,3979.0863999999997
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,A.J. Reed,1B,2,0.012,6,0,0,0,0.0,0.0,-0.17,0.0,24,240,0.0,535000,535000,17538,4,0.000144,36,0,0,0,0.0,0.0,0.028900000000000006,0.0
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Joe Musgrove,SP,38,0.235,5,0,0,0,0.0,0.0,0.07,26.79,24,235,6.5,543400,543400,510668,1444,0.055224999999999996,25,0,0,0,0.0,0.0,0.004900000000000001,717.7040999999999
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,Chris Devenski,RP,62,0.383,1,0,0,0,0.0,0.0,1.85,92.95,26,210,6.3,554500,554500,554500,3844,0.146689,1,0,0,0,0.0,0.0,3.4225000000000003,8639.702500000001
Houston Astros,3,82000000,HOU,101,162,11,2,1,0.6234567901234568,James Hoyt,P,43,0.265,1,0,0,0,0.0,0.0,0.18,0.0,30,230,6.6,535000,535000,420912,1849,0.07022500000000001,1,0,0,0,0.0,0.0,0.0324,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Justin Smoak,1B,158,0.975,560,151,38,90,0.27,0.883,3.22,81.76,30,220,0.0,4125000,4125000,4125000,24964,0.9506249999999999,313600,22801,1444,8100,0.0729,0.779689,10.368400000000001,6684.6976
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Kevin Pillar,CF,154,0.951,587,150,16,42,0.256,0.704,2.75,49.88,28,210,6.0,555000,555000,555000,23716,0.9044009999999999,344569,22500,256,1764,0.065536,0.49561599999999995,7.5625,2488.0144000000005
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Josh Donaldson,3B,113,0.698,415,111,33,78,0.268,0.94,4.59,89.28,31,210,6.1,17000000,17000000,17000000,12769,0.4872039999999999,172225,12321,1089,6084,0.07182400000000001,0.8835999999999999,21.068099999999998,7970.9184000000005
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Troy Tulowitzki,SS,66,0.407,241,60,7,26,0.249,0.678,0.09,0.0,32,205,6.3,20000000,20000000,20000000,4356,0.165649,58081,3600,49,676,0.062001,0.45968400000000004,0.0081,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Devon Travis,2B,50,0.309,185,48,5,24,0.26,0.729,0.64,0.0,26,190,5.9,545200,545200,545200,2500,0.095481,34225,2304,25,576,0.06760000000000001,0.5314409999999999,0.4096,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Teoscar Hernandez,CF,27,0.167,88,23,8,20,0.261,0.908,0.0,0.0,24,205,6.2,535000,535000,90613,729,0.027889000000000004,7744,529,64,400,0.068121,0.8244640000000001,0.0,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Luke Maile,C,46,0.284,130,19,2,7,0.146,0.407,-0.2,0.0,26,225,6.3,535000,535000,458911,2116,0.08065599999999999,16900,361,4,49,0.021315999999999998,0.165649,0.04000000000000001,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Rob Refsnyder,2B,52,0.321,88,15,0,0,0.171,0.463,-0.3,0.0,26,200,6.0,535000,535000,189995,2704,0.10304100000000001,7744,225,0,0,0.029241000000000003,0.21436900000000003,0.09,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Richard Urena,SS,21,0.13,68,14,1,4,0.206,0.579,-0.29,0.0,21,195,6.0,535000,535000,90613,441,0.016900000000000002,4624,196,1,16,0.042435999999999995,0.33524099999999996,0.0841,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Raffy Lopez,C,24,0.148,54,12,4,12,0.222,0.769,0.3,0.0,29,184,5.8,535000,535000,172457,576,0.021903999999999996,2916,144,16,144,0.049284,0.591361,0.09,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Marcus Stroman,SP,34,0.21,7,2,1,1,0.286,1.143,5.72,93.92,26,180,5.7,3400000,3400000,3400000,1156,0.04409999999999999,49,4,1,1,0.08179599999999998,1.306449,32.718399999999995,8820.966400000001
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Darrell Ceciliani,CF,3,0.019,5,2,1,3,0.4,1.6,0.17,0.0,27,220,6.1,535000,535000,406297,9,0.000361,25,4,1,9,0.16000000000000003,2.5600000000000005,0.028900000000000006,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Brett Anderson,SP,13,0.08,7,1,0,1,0.143,0.393,-0.76,0.0,29,230,6.4,535000,535000,99382,169,0.0064,49,1,0,1,0.020448999999999995,0.154449,0.5776,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Tom Koehler,RP,27,0.167,21,1,0,0,0.048,0.095,-1.49,0.0,31,235,6.3,5750000,5750000,1351103,729,0.027889000000000004,441,1,0,0,0.002304,0.009025,2.2201,0.0
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,J.A. Happ,SP,25,0.154,2,0,0,0,0.0,0.0,3.62,69.65,34,205,6.5,13000000,13000000,13000000,625,0.023716,4,0,0,0,0.0,0.0,13.1044,4851.1225
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Marco Estrada,SP,33,0.204,4,0,0,0,0.0,0.0,2.21,29.26,33,180,6.0,14000000,14500000,14500000,1089,0.04161599999999999,16,0,0,0,0.0,0.0,4.8841,856.1476000000001
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Ryan Tepera,RP,73,0.451,1,0,0,0,0.0,0.0,1.15,72.3,29,195,6.1,542700,542700,542700,5329,0.203401,1,0,0,0,0.0,0.0,1.3224999999999998,5227.29
Toronto Blue Jays,6,70000000,TOR,76,162,7,2,2,0.4691358024691358,Joseph Biagini,SP,44,0.272,2,0,0,1,0.0,0.0,0.0,23.46,27,235,6.5,535000,535000,464757,1936,0.07398400000000001,4,0,0,1,0.0,0.0,0.0,550.3716000000001
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Buster Posey,C,140,0.864,494,158,12,67,0.32,0.861,4.05,49.77,30,210,6.1,21400000,22177777,22177777,19600,0.7464959999999999,244036,24964,144,4489,0.1024,0.741321,16.4025,2477.0529
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Joe Panik,2B,138,0.852,512,147,10,53,0.287,0.767,1.29,48.51,26,205,6.1,600000,600000,600000,19044,0.725904,262144,21609,100,2809,0.08236899999999998,0.5882890000000001,1.6641000000000001,2353.2201
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Denard Span,CF,129,0.796,497,135,12,43,0.272,0.756,-1.1,18.6,33,210,6.0,10000000,13750000,13750000,16641,0.6336160000000001,247009,18225,144,1849,0.07398400000000001,0.571536,1.2100000000000002,345.96000000000004
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Brandon Crawford,SS,144,0.889,518,131,14,77,0.253,0.709,2.07,21.47,30,227,6.2,8000000,8200000,8200000,20736,0.790321,268324,17161,196,5929,0.064009,0.5026809999999999,4.2848999999999995,460.9608999999999
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Hunter Pence,LF,134,0.827,493,129,13,67,0.262,0.705,0.2,6.55,34,230,0.0,18500000,18500000,18500000,17956,0.6839289999999999,243049,16641,169,4489,0.06864400000000001,0.49702499999999994,0.04000000000000001,42.902499999999996
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Brandon Belt,1B,104,0.642,382,92,18,51,0.241,0.823,2.83,57.09,29,235,6.4,2800000,4000000,4000000,10816,0.41216400000000003,145924,8464,324,2601,0.058080999999999994,0.677329,8.0089,3259.2681000000002
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Gorkys Hernandez,CF,128,0.79,310,79,0,22,0.255,0.652,-0.6,11.46,29,196,0.0,537000,537000,537000,16384,0.6241000000000001,96100,6241,0,484,0.065025,0.42510400000000004,0.36,131.3316
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Kelby Tomlinson,2B,104,0.642,194,50,1,11,0.258,0.646,0.26,11.91,27,175,6.2,543000,543000,427248,10816,0.41216400000000003,37636,2500,1,121,0.066564,0.417316,0.06760000000000001,141.84810000000002
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Jarrett Parker,RF,51,0.315,166,41,4,23,0.247,0.709,0.57,0.0,28,225,6.4,539000,539000,539000,2601,0.09922500000000001,27556,1681,16,529,0.061009,0.5026809999999999,0.32489999999999997,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Austin Slater,OF,34,0.21,117,33,3,16,0.282,0.74,0.15,0.0,24,197,6.2,535000,535000,359529,1156,0.04409999999999999,13689,1089,9,256,0.07952399999999998,0.5476,0.0225,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Ryder Jones,3B,53,0.327,150,26,2,5,0.173,0.517,-1.34,0.0,23,221,6.2,535000,535000,175380,2809,0.10692900000000001,22500,676,4,25,0.029928999999999997,0.267289,1.7956000000000003,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Mac Williamson,RF,28,0.173,68,16,3,6,0.235,0.685,-0.19,0.0,26,237,0.0,539000,539000,203205,784,0.029928999999999997,4624,256,9,36,0.055224999999999996,0.46922500000000006,0.0361,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Ty Blach,SP,38,0.235,44,10,1,7,0.227,0.627,1.35,56.76,26,215,6.1,536500,536500,536500,1444,0.055224999999999996,1936,100,1,49,0.051529000000000005,0.393129,1.8225000000000002,3221.6976
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Carlos Moncrief,RF,28,0.173,38,8,0,5,0.211,0.493,-0.47,0.0,28,210,6.1,535000,535000,137381,784,0.029928999999999997,1444,64,0,25,0.044521,0.243049,0.22089999999999999,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Madison Bumgarner,SP,17,0.105,34,7,3,5,0.206,0.721,2.97,85.38,27,257,6.4,12000000,12200000,12200000,289,0.011024999999999998,1156,49,9,25,0.042435999999999995,0.519841,8.820900000000002,7289.7444
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Mike Morse,LF,24,0.148,36,7,1,3,0.194,0.556,-0.54,0.0,35,245,6.5,535000,535000,464757,576,0.021903999999999996,1296,49,1,9,0.037636,0.3091360000000001,0.2916,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Jeff Samardzija,SP,35,0.216,64,6,1,2,0.094,0.266,2.54,42.71,32,240,0.0,18000000,19800000,19800000,1225,0.046655999999999996,4096,36,1,4,0.008836,0.07075600000000001,6.4516,1824.1441
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Matt Moore,SP,32,0.198,47,6,0,4,0.128,0.291,-0.29,19.48,28,210,6.3,7000000,7000000,7000000,1024,0.039204,2209,36,0,16,0.016384,0.08468099999999999,0.0841,379.47040000000004
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Matt Cain,RP,27,0.167,32,5,0,2,0.156,0.375,-0.51,0.0,32,230,6.3,20000000,20833334,20833334,729,0.027889000000000004,1024,25,0,4,0.024336,0.140625,0.2601,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Chris Stratton,SP,13,0.08,14,2,0,0,0.143,0.286,1.36,0.0,26,205,6.2,535000,535000,248455,169,0.0064,196,4,0,0,0.020448999999999995,0.08179599999999998,1.8496000000000004,0.0
