Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At-bats,At-bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On-base-plus-slugging,Porcentaje_On-base-plus-slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on-base,Porcentaje_on-base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs-batted-in,Runs-batted-in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CHW,5.8,2020,2022,1,1,16,256,5,25,0.313,0.097969,0,2,5,3,9,28,27,Chicago White Sox,Illinois,8655749,1,1,12,60,6,36,Yolmer Sanchez,88999,6,205,10,1.164,1.3548959999999999,0.2,0.1,0.010000000000000002,0.476,0.22657599999999997,0.688,0.47334399999999993,3B,0.5833333333333334,1,1,88999,575000,0.002,575000,0.0,0.0,0,0,575000,151500000,575000,35,0.34,0.11560000000000002,3,11.396380412696097,13.262125319779487,13.262125319779487
SEA,6.1,2020,2026,1,0,30,900,5,25,0.167,0.027889000000000004,0,1,4,2,4,26,26,Seattle Mariners,Washington,1057658,0,0,12,61,9,81,Braden Bishop,56070,0,190,4,0.476,0.22657599999999997,0.2,0.15,0.0225,0.242,0.058564,0.233,0.054289000000000004,CF,0.4426229508196721,4,16,56070,563500,0.001,563500,0.0,0.0,0,0,563500,6550000,563500,27,0.12,0.0144,0,10.934356189117718,13.241922612461968,13.241922612461968
SEA,6.2,2020,0,1,1,39,1521,5,25,0.128,0.016384,0,1,4,0,0,28,27,Seattle Mariners,Washington,155750,0,0,18,61,15,225,Joseph Odom,155750,0,215,4,0.338,0.11424400000000001,0.3,0.25,0.0625,0.209,0.043681,0.128,0.016384,C,0.4426229508196721,2,4,155750,563500,0.003,563500,0.0,0.0,0,0,563500,6550000,563500,27,0.8654487179487182,0.7490014833990801,0,11.9560074366497,13.241922612461968,13.241922612461968
WSH,5.9,2020,0,1,0,26,676,5,25,0.192,0.036864,0,1,10,3,9,32,32,Washington Nationals,Washington DC,249840,1,1,12,62,7,49,Yadiel Hernandez,49840,1,185,6,0.637,0.405769,0.2,0.117,0.013689000000000002,0.214,0.045795999999999996,0.423,0.17892899999999998,OF,0.4193548387096774,6,36,49840,563500,0.001,563500,0.0,0.0,0,0,563500,316750000,563500,26,0.8654487179487182,0.7490014833990801,1,10.816573153461334,13.241922612461968,13.241922612461968
CHC,6.0,2020,2021,1,0,32,1024,4,16,0.125,0.015625,0,2,4,0,0,29,29,Chicago Cubs,Illinois,15282176,1,1,31,58,6,36,Billy Hamilton,110558,17,160,21,0.39,0.1521,0.517,0.1,0.010000000000000002,0.171,0.029241000000000003,0.219,0.047961,CF,0.5517241379310345,2,4,110558,1000000,0.001,1000000,0.0,0.0,0,0,1000000,2650000,1000000,32,0.8654487179487182,0.7490014833990801,3,11.61329554911284,13.815510557964274,13.815510557964274
BOS,5.9,2020,2023,2,0,39,1521,4,16,0.103,0.010608999999999999,0,1,8,1,1,25,25,Boston Red Sox,Massachusetts,6908585,0,0,14,60,12,144,Andrew Benintendi,1259259,14,180,24,0.442,0.195364,0.233,0.2,0.04000000000000001,0.314,0.098596,0.128,0.016384,LF,0.4,1,1,1259259,3400000,0.015,3400000,0.0,0.0,0,0,5000000,19100000,10000000,24,0.8654487179487182,0.7490014833990801,9,14.046034010693733,15.03928598958639,15.03928598958639
SD,6.0,2020,2024,1,1,26,676,4,16,0.154,0.023716,0,5,2,3,9,25,24,San Diego Padres,California,1013704,0,0,22,61,6,36,Jorge Mateo,208704,2,182,6,0.454,0.20611600000000002,0.367,0.1,0.010000000000000002,0.185,0.034225,0.269,0.07236100000000001,SS,0.6229508196721312,2,4,208704,563500,0.003,563500,0.0,0.0,0,0,563500,43000000,563500,38,0.8654487179487182,0.7490014833990801,0,12.248672259148991,13.241922612461968,13.241922612461968
SEA,6.0,2020,2026,1,1,26,676,4,16,0.154,0.023716,0,1,4,1,1,25,24,Seattle Mariners,Washington,984684,0,0,7,61,7,49,Jake Fraley,62340,0,195,4,0.511,0.261121,0.117,0.117,0.013689000000000002,0.241,0.058080999999999994,0.269,0.07236100000000001,RF,0.4426229508196721,0,0,62340,563800,0.001,563800,0.0,0.0,1,1,563800,6550000,563800,27,0.8654487179487182,0.7490014833990801,0,11.040358553321328,13.24245485766215,13.24245485766215
PHI,5.9,2020,0,1,1,8,64,4,16,0.5,0.25,0,2,4,0,0,21,20,Philadelphia Phillies,Pennsylvania,46725,1,1,3,60,3,9,Rafael Marchan,46725,7,170,14,1.431,2.047761,0.05,0.05,0.0025000000000000005,0.556,0.3091360000000001,0.875,0.765625,C,0.4666666666666667,3,9,46725,563500,0.001,563500,0.0,0.0,0,0,563500,134350000,563500,28,0.24,0.0576,2,10.752034632323763,13.241922612461968,13.241922612461968
BOS,6.2,2020,2025,1,1,8,64,3,9,0.375,0.140625,0,1,8,0,0,29,28,Boston Red Sox,Massachusetts,1180096,0,0,5,60,2,4,Cesar Puello,28035,14,220,24,0.875,0.765625,0.083,0.033,0.0010890000000000001,0.5,0.25,0.375,0.140625,RF,0.4,0,0,28035,563500,0.0,563500,0.0,0.0,0,0,563500,19100000,563500,24,0.2,0.04000000000000001,9,10.241209008557773,13.241922612461968,13.241922612461968
PIT,6.2,2020,0,1,0,16,256,3,9,0.188,0.035344,0,2,3,0,0,24,24,Pittsburgh Pirates,Pennsylvania,221805,0,0,6,59,4,16,Jared Oliva,21805,9,205,17,0.375,0.140625,0.1,0.067,0.004489000000000001,0.188,0.035344,0.188,0.035344,CF,0.3220338983050847,0,0,21805,563500,0.001,563500,0.0,0.0,0,0,563500,3900000,563500,19,0.8654487179487182,0.7490014833990801,5,9.989894580276866,13.241922612461968,13.241922612461968
DET,5.9,2020,0,1,0,21,441,3,9,0.143,0.020448999999999995,0,1,5,0,0,23,23,Detroit Tigers,Michigan,756070,1,1,10,57,7,49,Sergio Alcantara,56070,11,151,16,0.598,0.357604,0.172,0.121,0.014641,0.217,0.047089,0.381,0.145161,2B,0.4035087719298245,1,1,56070,563500,0.001,563500,0.0,0.0,1,1,563500,19350000,563500,23,0.8654487179487182,0.7490014833990801,4,10.934356189117718,13.241922612461968,13.241922612461968
SEA,6.0,2020,2025,1,1,17,289,3,9,0.177,0.031328999999999996,0,1,4,0,0,29,28,Seattle Mariners,Washington,424936,0,0,9,61,6,36,Joe Hudson,80990,0,210,4,0.44,0.1936,0.15,0.1,0.010000000000000002,0.263,0.06916900000000001,0.176,0.030975999999999997,C,0.4426229508196721,0,0,80990,563500,0.002,563500,0.0,0.0,0,0,563500,6550000,563500,27,0.8654487179487182,0.7490014833990801,0,11.302080969243036,13.241922612461968,13.241922612461968
PHI,6.1,2020,2026,1,1,22,484,3,9,0.136,0.018496000000000002,0,2,4,1,1,28,27,Philadelphia Phillies,Pennsylvania,289858,0,0,12,60,8,64,Kyle Garlick,127940,7,210,14,0.356,0.126736,0.2,0.133,0.017689000000000003,0.174,0.030275999999999997,0.182,0.033124,RF,0.4666666666666667,3,9,127941,564500,0.002,564500,0.0,0.0,0,0,564500,134350000,564500,28,0.8654487179487182,0.7490014833990801,2,11.75932449913741,13.243695662571854,13.243695662571854
LAA,5.9,2020,0,1,0,6,36,2,4,0.333,0.11088900000000002,0,5,3,1,1,30,30,Los Angeles Angels,California,18690,0,0,3,60,2,4,Elliot Soto,18690,1,160,10,0.929,0.8630410000000001,0.05,0.033,0.0010890000000000001,0.429,0.18404099999999998,0.5,0.25,SS,0.4333333333333333,0,0,18690,563500,0.0,563500,0.0,0.0,0,0,563500,260850000,563500,26,0.09,0.0081,1,9.835743900449609,13.241922612461968,13.241922612461968
HOU,6.5,2020,2026,1,1,8,64,2,4,0.25,0.0625,0,2,3,0,0,23,22,Houston Astros,Texas,2562007,1,1,2,60,2,4,Yordan Alvarez,224815,3,225,14,0.958,0.9177639999999999,0.033,0.033,0.0010890000000000001,0.333,0.11088900000000002,0.625,0.390625,DH,0.4833333333333333,4,16,224815,607000,0.003,607000,0.0,0.0,0,0,607000,15650000,607000,29,0.05,0.0025000000000000005,1,12.323033120754241,13.316284070041636,13.316284070041636
SF,6.0,2020,0,1,0,14,196,2,4,0.143,0.020448999999999995,0,5,3,0,0,23,23,San Francisco Giants,California,515415,0,0,9,60,4,16,Luis Alexander Basabe,65415,23,180,26,0.476,0.22657599999999997,0.15,0.067,0.004489000000000001,0.333,0.11088900000000002,0.143,0.020448999999999995,OF,0.4833333333333333,1,1,65415,563500,0.001,563500,0.0,0.0,0,0,563500,18250000,563500,29,0.09,0.0081,8,11.088506868944977,13.241922612461968,13.241922612461968
TEX,6.4,2020,0,1,1,20,400,2,4,0.1,0.010000000000000002,0,2,4,1,1,21,20,Texas Rangers,Texas,249840,0,0,7,59,6,36,Sherten Apostel,49840,2,200,8,0.293,0.085849,0.117,0.1,0.010000000000000002,0.143,0.020448999999999995,0.15,0.0225,3B,0.3728813559322034,0,0,49840,563500,0.001,563500,0.0,0.0,0,0,563500,55750000,563500,22,0.8654487179487182,0.7490014833990801,0,10.816573153461334,13.241922612461968,13.241922612461968
KC,6.1,2020,0,1,0,13,169,2,4,0.154,0.023716,0,2,3,1,1,26,26,Kansas City Royals,Missouri,161980,0,0,15,59,4,16,Nick Heath,161980,4,190,9,0.543,0.294849,0.25,0.067,0.004489000000000001,0.313,0.097969,0.231,0.053361000000000006,OF,0.423728813559322,3,9,161980,563500,0.005,563500,0.0,0.0,0,0,563500,7550000,563500,25,0.06,0.0036,2,11.995228149802982,13.241922612461968,13.241922612461968
NYM,6.066556291390728,2020,2021,1,1,2,4,1,1,0.5,0.25,0,2,5,0,0,33,32,New York Mets,New York,18496468,0,0,2,60,0,0,Eduardo Nunez,462962,5,195,9,1.0,1.0,0.033,0.0,0.0,0.5,0.25,0.5,0.25,3B,0.4333333333333333,0,0,462963,1250000,0.006,1250000,0.0,0.0,0,0,1250000,26300000,1250000,26,0.03,0.0009,2,13.045402416268198,14.038654109278484,14.038654109278484
TEX,6.1,2020,2021,1,0,4,16,1,1,0.25,0.0625,0,2,4,1,1,34,34,Texas Rangers,Texas,5044714,0,0,2,59,0,0,Andrew Romine,12714,2,190,8,0.75,0.5625,0.033,0.0,0.0,0.25,0.0625,0.5,0.25,SS,0.3728813559322034,0,0,12714,575000,0.0,575000,0.0,0.0,0,0,575000,55750000,575000,22,0.01,0.0001,0,9.450459027496354,13.262125319779487,13.262125319779487
DET,6.2,2020,0,1,0,11,121,1,1,0.091,0.008281,0,1,5,0,0,24,24,Detroit Tigers,Michigan,2080990,0,0,15,57,1,1,Derek Hill,80990,11,190,16,0.258,0.066564,0.259,0.017,0.00028900000000000003,0.167,0.027889000000000004,0.091,0.008281,OF,0.4035087719298245,0,0,80990,563500,0.002,563500,0.0,0.0,0,0,563500,19350000,563500,23,0.8654487179487182,0.7490014833990801,4,11.302080969243036,13.241922612461968,13.241922612461968
NYM,6.4,2020,0,1,1,8,64,1,1,0.125,0.015625,0,2,5,0,0,28,27,New York Mets,New York,706190,0,0,5,60,2,4,Ryan Cordell,31790,5,195,9,0.25,0.0625,0.083,0.033,0.0010890000000000001,0.125,0.015625,0.125,0.015625,LF,0.4333333333333333,0,0,31790,575000,0.0,575000,0.0,0.0,0,0,575000,26300000,575000,26,0.8654487179487182,0.7490014833990801,2,10.366907053904848,13.262125319779487,13.262125319779487
DET,6.066556291390728,2020,2025,1,1,13,169,1,1,0.077,0.005929,0,1,5,1,1,28,27,Detroit Tigers,Michigan,1414881,0,0,5,57,3,9,Brandon Dixon,19071,11,215,16,0.297,0.088209,0.086,0.052,0.002704,0.143,0.020448999999999995,0.154,0.023716,1B,0.4035087719298245,2,4,19071,575000,0.0,575000,0.0,0.0,0,0,575000,19350000,575000,23,0.8654487179487182,0.7490014833990801,4,9.855924135604518,13.262125319779487,13.262125319779487
STL,6.0,2020,2025,1,0,4,16,1,1,0.25,0.0625,0,2,2,1,1,26,26,St. Louis Cardinals,Missouri,952197,0,0,3,58,2,4,Austin Dean,208703,23,215,30,1.071,1.147041,0.052,0.035,0.0012250000000000002,0.571,0.32604099999999997,0.5,0.25,LF,0.5172413793103449,0,0,208704,563500,0.003,563500,0.0,0.0,0,0,563500,7000000,563500,30,0.8654487179487182,0.7490014833990801,11,12.248672259148991,13.241922612461968,13.241922612461968
SD,6.3,2020,2025,1,1,1,1,0,0,0.0,0.0,0,5,2,0,0,29,28,San Diego Padres,California,1064488,0,0,3,61,0,0,Austin Adams,91524,2,220,6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.6229508196721312,0,0,91524,570900,0.001,570900,0.0,0.0,0,0,570900,43000000,570900,38,0.02,0.0004,0,11.424356511952238,13.25496934195235,13.25496934195235
PIT,6.1,2020,2023,1,1,2,4,0,0,0.0,0.0,0,2,3,0,0,30,29,Pittsburgh Pirates,Pennsylvania,2043655,0,0,1,59,1,1,Andrew Susac,3178,9,220,17,0.5,0.25,0.017,0.017,0.00028900000000000003,0.5,0.25,0.0,0.0,C,0.3220338983050847,0,0,3179,575000,0.0,575000,0.0,0.0,0,0,575000,3900000,575000,19,0.02,0.0004,5,8.064321960910803,13.262125319779487,13.262125319779487
CHC,6.4,2020,2026,1,0,1,1,0,0,0.0,0.0,0,2,4,0,0,28,28,Chicago Cubs,Illinois,934746,0,0,12,58,11,121,Alec Mills,210926,17,205,21,0.0,0.0,0.2,0.183,0.033489,0.0,0.0,0.0,0.0,SP,0.5517241379310345,0,0,210926,569500,0.002,569500,69.72,4860.8784,0,0,569500,2650000,569500,32,0.24,0.0576,3,12.259262640044279,13.252514061869373,13.252514061869373
SF,6.1,2020,2023,1,1,5,25,0,0,0.0,0.0,0,5,3,0,0,29,28,San Francisco Giants,California,1876715,0,0,4,60,3,9,Joey Rickard,102795,23,185,26,0.167,0.027889000000000004,0.067,0.05,0.0025000000000000005,0.167,0.027889000000000004,0.0,0.0,LF,0.4833333333333333,0,0,102795,563500,0.001,563500,0.0,0.0,0,0,563500,18250000,563500,29,0.8654487179487182,0.7490014833990801,8,11.540491992688034,13.241922612461968,13.241922612461968
SD,6.4,2020,2025,1,1,1,1,0,0,0.0,0.0,0,5,2,0,0,30,29,San Diego Padres,California,1100964,0,0,23,61,0,0,Tim Hill,216944,2,200,6,0.0,0.0,0.383,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.6229508196721312,0,0,216944,585750,0.003,585750,40.18,1614.4324,0,0,585750,43000000,585750,38,0.8654487179487182,0.7490014833990801,0,12.28739453470209,13.280648356370042,13.280648356370042
OAK,5.8,2020,2026,1,1,7,49,0,0,0.0,0.0,0,5,2,0,0,30,29,Oakland Athletics,California,111185,0,0,6,60,1,1,Nate Orf,46725,15,181,29,0.0,0.0,0.1,0.017,0.00028900000000000003,0.0,0.0,0.0,0.0,2B,0.6,0,0,46725,563500,0.001,563500,0.0,0.0,0,0,563500,7500000,563500,36,0.8654487179487182,0.7490014833990801,9,10.752034632323763,13.241922612461968,13.241922612461968
PIT,5.9,2020,2025,1,0,9,81,0,0,0.0,0.0,0,2,3,0,0,24,24,Pittsburgh Pirates,Pennsylvania,629760,0,0,7,59,3,9,Jason Martin,74760,9,185,17,0.182,0.033124,0.117,0.05,0.0025000000000000005,0.182,0.033124,0.0,0.0,OF,0.3220338983050847,0,0,74760,563500,0.003,563500,0.0,0.0,0,0,563500,3900000,563500,19,0.8654487179487182,0.7490014833990801,5,11.2220382615695,13.241922612461968,13.241922612461968
