Acronimo,Agente libre,Altura,Anio,Anio_de_agente_libre,Anio_inicio_de_contrato,Anios_de_contrato,Anios_de_contrato_2,Bateos_pitcher,Bateos_pitcher_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Control,Dominio,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_2,Juegos_iniciados,Juegos_iniciados_2,Jugador,Losses,Losses_2,Pennants won,Peso,Playoffs,Posicion,Promedio_victorias,Saves,Saves_2,Strike-outs,Strike-outs_2,Sueldo_ajustado,Sueldo_ajustado_2,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Valor_del_contrato,Valor_del_contrato_2,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
STL,No,6.7,11,2021,2018,2,4,50,2500,0,2,2,23,529,23,529,2.6666666666666665,0.047619047619047616,0.12698412698412698,7.52,56.550399999999996,36,32,St. Louis Cardinals,Missouri,78004603,49.0,2401.0,56,161,3136,0,0,Andrew Miller,1,1,23,200,31,RP,0.5527950310559007,4,16,56,3136,12000000,144000000000000,12000000,12000000,0.0,0.0,17000000,25000000,625000000000000,89,-0.01,0.0001,2.66,7.0756000000000006,11,21,441,1,1,16.300417207752275,16.300417207752275,16.300417207752275
STL,No,6.5,11,2024,2019,4,16,43,1849,1000000,2,2,24,576,21,441,2.8181818181818183,0.02734277902063137,0.07705692269450659,4.23,17.892900000000004,32,30,St. Louis Cardinals,Missouri,42734870,44.7,1998.0900000000001,9,161,81,9,81,Miles Mikolas,3,9,23,220,31,SP,0.5527950310559007,0,0,31,961,16750000,280562500000000,15750000,16750000,0.0,0.0,17000000,68000000,4624000000000000,89,-0.07,0.004900000000000001,1.21,1.4641,11,11,121,2,4,16.63390881623535,16.572350923235916,16.63390881623535
STL,No,6.4,11,2023,2019,2,4,2,4,0,2,2,0,0,0,0,,0.0,0.0,0.0,0.0,35,33,St. Louis Cardinals,Missouri,78423996,1.3,1.6900000000000002,130,161,16900,44,1936,Matt Carpenter,0,0,23,210,31,3B,0.5527950310559007,0,0,0,0,18500000,342250000000000,18500000,18500000,0.29,0.0841,17000000,39000000,1521000000000000,89,-1.05,1.1025,1.5,2.25,11,0,0,0,0,16.733281290048552,16.733281290048552,16.733281290048552
SEA,No,6.1,11,2026,2020,4,16,184,33856,250000,1,4,91,8281,87,7569,3.510204081632653,0.02556077203964528,0.08972352634324465,7.06,49.843599999999995,29,27,Seattle Mariners,Washington,9950517,213.0,45369.0,36,162,1296,36,1296,Marco Gonzales,8,64,0,195,4,SP,0.5555555555555556,0,0,172,29584,5250000,27562500000000,5000000,5250000,140.56,19757.1136,16300000,30000000,900000000000000,90,3.69,13.6161,2.11,4.4521,0,49,2401,17,289,15.473738634567807,15.424948470398375,15.473738634567807
SEA,No,6.0,11,2026,2019,3,9,186,34596,1500000,1,4,109,11881,104,10816,2.5609756097560976,0.044662309368191724,0.11437908496732026,9.58,91.7764,30,27,Seattle Mariners,Washington,34185185,204.0,41616.0,38,162,1444,38,1444,Yusei Kikuchi,14,196,0,194,4,SP,0.5555555555555556,0,0,210,44100,16500000,272250000000000,15000000,16500000,65.07,4234.104899999999,16300000,43000000,1849000000000000,90,1.85,3.4225000000000003,2.62,6.864400000000001,0,82,6724,9,81,16.61887093887081,16.523560759066484,16.61887093887081
SEA,No,6.2,11,2022,2020,2,4,47,2209,0,1,4,23,529,22,484,4.25,0.022390148334732716,0.09515813042261405,4.99,24.900100000000002,37,35,Seattle Mariners,Washington,45563000,39.7,1576.0900000000001,50,162,2500,0,0,Joe Smith,4,16,0,211,4,RP,0.5555555555555556,0,0,34,1156,1462340,2138438275600,4000000,4000000,4.06,16.483599999999996,16300000,8000000,64000000000000,90,-0.49,0.24009999999999998,1.39,1.9320999999999997,0,8,64,4,16,14.195548450393943,15.201804919084164,15.201804919084164
LAA,No,6.3,11,2022,2018,4,16,137,18769,0,5,6,73,5329,64,4096,2.6666666666666665,0.03889270189887897,0.10371387173034394,8.06,64.96360000000001,32,30,Los Angeles Angels,California,51095287,145.7,21228.489999999998,28,162,784,28,784,Alex Cobb,8,64,1,205,10,SP,0.4753086419753086,0,0,136,18496,5000000,25000000000000,15000000,15000000,91.57,8385.0649,12625000,57000000,3249000000000000,77,2.71,7.3441,2.6,6.760000000000001,1,51,2601,10,100,15.424948470398375,16.523560759066484,16.523560759066484
LAA,No,6.2,11,2022,2019,3,9,69,4761,0,5,6,36,1296,27,729,7.882352941176471,0.02031063321385902,0.16009557945041816,5.31,28.196099999999994,31,28,Los Angeles Angels,California,35458333,93.0,8649.0,87,162,7569,0,0,Raisel Iglesias,8,64,1,190,10,RP/CL,0.4753086419753086,42,1764,134,17956,9125000,83265625000000,9125000,9125000,186.62,34827.0244,12625000,24125000,582015625000000,77,2.98,8.8804,1.84,3.3856,1,17,289,11,121,16.02652845743283,16.02652845743283,16.02652845743283
ARI,No,6.2,11,0,2019,2,4,189,35721,0,1,5,91,8281,87,7569,3.4565217391304346,0.02700005869577977,0.09332628983976052,7.03,49.4209,32,30,Arizona Diamondbacks,Arizona,7361111,189.3,35834.490000000005,32,163,1024,32,1024,Merrill Kelly,13,169,1,202,6,SP,0.3251533742331288,0,0,159,25281,4250000,18062500000000,4250000,4250000,64.07,4104.964899999999,8500000,5500000,30250000000000,53,3.8,14.44,2.28,5.1983999999999995,1,46,2116,10,100,15.2624295409006,15.2624295409006,15.2624295409006
ARI,No,6.4,11,2025,2020,5,25,181,32761,0,1,5,113,12769,106,11236,2.9615384615384617,0.030732860520094562,0.09101654846335698,11.15,124.3225,31,30,Arizona Diamondbacks,Arizona,83182222,188.0,35344.0,37,163,1369,35,1225,Madison Bumgarner,14,196,1,257,6,SP,0.3251533742331288,0,0,154,23716,14000000,196000000000000,19000000,19000000,31.99,1023.3600999999999,8500000,85000000,7225000000000000,53,1.09,1.1881000000000002,2.62,6.864400000000001,1,52,2704,8,64,16.454567887579532,16.759949537130716,16.759949537130716
ARI,No,6.1,11,2023,2020,3,9,4,16,0,1,5,3,9,3,9,inf,0.0,0.1111111111111111,27.0,729.0,33,32,Arizona Diamondbacks,Arizona,22541393,1.0,1.0,150,163,22500,124,15376,David Peralta,0,0,1,210,6,LF,0.3251533742331288,0,0,1,1,7500000,56250000000000,7500000,7500000,25.1,630.0100000000001,8500000,22000000,484000000000000,53,1.08,1.1664,4.0,16.0,1,0,0,0,0,15.830413578506539,15.830413578506539,15.830413578506539
TEX,No,6.5,11,2022,2020,2,4,261,68121,0,2,4,153,23409,148,21904,2.3037974683544302,0.03692796709203946,0.08507455709811622,12.17,148.1089,30,29,Texas Rangers,Texas,26444136,237.7,56501.28999999999,44,162,1936,39,1521,Jordan Lyles,19,361,2,230,8,SP,0.3703703703703703,0,0,182,33124,8000000,64000000000000,8000000,8000000,21.16,447.7456,5865500,16000000,256000000000000,60,-1.25,1.5625,2.95,8.7025,0,79,6241,11,121,15.89495209964411,15.89495209964411,15.89495209964411
TEX,No,6.0,11,2025,2019,4,16,2,4,500000,2,4,1,1,1,1,1.5,0.1111111111111111,0.16666666666666666,4.5,20.25,26,25,Texas Rangers,Texas,8984787,2.0,4.0,2,162,4,0,0,Jose Leclerc,0,0,2,190,8,RP,0.3703703703703703,1,1,3,9,4500000,20250000000000,4000000,4500000,0.0,0.0,5865500,14750000,217562500000000,60,-0.02,0.0004,2.0,4.0,0,2,4,0,0,15.319587954740548,15.201804919084164,15.319587954740548
CIN,No,6.2,11,2023,2020,2,4,181,32761,0,2,1,74,5476,70,4900,2.3220338983050848,0.03697436861565457,0.08585573729397757,9.02,81.3604,34,33,Cincinnati Reds,Ohio,39603762,177.3,31435.290000000005,36,163,1296,32,1024,Wade Miley,10,100,10,220,16,SP,0.50920245398773,0,0,137,18769,8150000,66422500000000,8000000,8150000,91.12,8302.8544,1500000,15000000,225000000000000,83,5.54,30.6916,3.0,9.0,5,59,3481,12,144,15.913528485217045,15.89495209964411,15.913528485217045
COL,No,6.1,11,2025,2019,5,25,243,59049,300000,1,1,133,17689,122,14884,2.797752808988764,0.03778711841379018,0.10571901668577252,8.15,66.4225,26,23,Colorado Rockies,Colorado,13006516,261.7,68486.89,45,161,2025,45,2025,German Marquez,17,289,1,230,5,SP,0.4596273291925465,0,0,249,62001,7800000,60840000000000,7500000,7800000,138.44,19165.6336,0,43000000,1849000000000000,74,4.27,18.232899999999997,2.53,6.400899999999999,0,89,7921,16,256,15.86963429165982,15.830413578506539,15.86963429165982
