Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,WAR_2,TVS_2,Agente libre
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Aaron Judge,RF,102,0.63,378,103,27,55,0.273,0.921,5.38,97.16,27,282,6.7,684300,684300,684300,10404,0.39690000000000003,142884,10609,729,3025,0.07452900000000001,0.848241,28.944399999999998,9440.0656,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Edwin Encarnacion,DH,111,0.685,418,102,34,86,0.244,0.875,2.05,56.24,36,230,0.0,20000000,21666668,8000000,12321,0.46922500000000006,174724,10404,1156,7396,0.059536,0.765625,4.2025,3162.9376,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Gary Sanchez,C,106,0.654,396,92,34,77,0.232,0.841,3.1,83.55,26,230,6.2,669800,669800,669800,11236,0.42771600000000004,156816,8464,1156,5929,0.053824000000000004,0.7072809999999999,9.610000000000001,6980.6025,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Didi Gregorius,SS,82,0.506,324,77,16,61,0.238,0.718,0.64,0.0,29,205,6.3,11750000,11750000,11750000,6724,0.256036,104976,5929,256,3721,0.05664399999999999,0.515524,0.4096,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Mike Tauchman,CF,87,0.537,260,72,13,47,0.277,0.865,3.63,0.0,28,220,6.2,557000,557000,443260,7569,0.28836900000000004,67600,5184,169,2209,0.07672900000000002,0.748225,13.1769,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Cameron Maybin,RF,83,0.512,239,68,11,32,0.285,0.858,1.46,0.0,32,215,6.3,555000,555000,471472,6889,0.262144,57121,4624,121,1024,0.08122499999999999,0.7361639999999999,2.1315999999999997,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Austin Romine,C,73,0.451,228,64,8,35,0.281,0.748,0.89,0.0,30,220,6.1,1800000,1800000,1800000,5329,0.203401,51984,4096,64,1225,0.07896100000000002,0.559504,0.7921,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Aaron Hicks,CF,59,0.364,221,52,12,36,0.235,0.769,1.26,0.0,29,205,6.1,6000000,6285714,6285714,3481,0.132496,48841,2704,144,1296,0.055224999999999996,0.591361,1.5876000000000001,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Mike Ford,1B,50,0.309,143,37,12,25,0.259,0.909,0.98,0.0,26,225,6.0,555000,555000,238720,2500,0.095481,20449,1369,144,625,0.067081,0.826281,0.9603999999999999,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Tyler Wade,2B,43,0.265,94,23,2,11,0.245,0.692,0.35,0.0,24,188,6.1,572000,572000,261375,1849,0.07022500000000001,8836,529,4,121,0.060024999999999995,0.47886399999999996,0.12249999999999998,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Giancarlo Stanton,DH,18,0.111,59,17,3,13,0.288,0.894,0.37,0.0,29,245,6.6,26000000,26000000,26000000,324,0.012321,3481,289,9,169,0.08294399999999999,0.7992360000000001,0.1369,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Kyle Higashioka,C,18,0.111,56,12,3,11,0.214,0.675,0.04,0.0,29,202,6.1,562900,562900,154326,324,0.012321,3136,144,9,121,0.045795999999999996,0.45562500000000006,0.0016,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Greg Bird,1B,10,0.062,35,6,1,1,0.171,0.55,-0.27,0.0,26,220,6.4,1200000,1200000,1200000,100,0.0038439999999999998,1225,36,1,1,0.029241000000000003,0.30250000000000005,0.0729,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Miguel Andujar,3B,12,0.074,47,6,0,1,0.128,0.271,-1.17,0.0,24,211,6.0,617600,617600,617600,144,0.005475999999999999,2209,36,0,1,0.016384,0.073441,1.3688999999999998,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,C.C. Sabathia,SP,24,0.148,3,0,0,0,0.0,0.0,0.37,14.98,38,300,6.6,8000000,8000000,8000000,576,0.021903999999999996,9,0,0,0,0.0,0.0,0.1369,224.40040000000002,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,J.A. Happ,SP,32,0.198,3,0,0,0,0.0,0.0,1.21,23.16,36,205,6.5,17000000,17000000,17000000,1024,0.039204,9,0,0,0,0.0,0.0,1.4641,536.3856,Si
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Masahiro Tanaka,SP,32,0.198,1,0,0,0,0.0,0.0,1.71,27.51,30,215,0.0,22000000,22000000,22000000,1024,0.039204,1,0,0,0,0.0,0.0,2.9240999999999997,756.8001,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,James Paxton,SP,29,0.179,5,0,0,1,0.0,0.0,2.24,63.27,30,235,6.4,8575000,8575000,8575000,841,0.032041,25,0,0,1,0.0,0.0,5.017600000000001,4003.0929000000006,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Tyler Lyons,RP,14,0.086,1,0,0,0,0.0,0.0,-0.4,0.0,31,205,6.4,555000,555000,86536,196,0.007395999999999999,1,0,0,0,0.0,0.0,0.16000000000000003,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Domingo German,SP,27,0.167,8,0,0,0,0.0,0.0,1.93,76.94,26,181,6.2,577500,577500,577500,729,0.027889000000000004,64,0,0,0,0.0,0.0,3.7249,5919.763599999999,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Luis Cessa,RP,43,0.265,1,0,0,0,0.0,0.0,0.38,0.0,27,208,6.0,578975,578975,578975,1849,0.07022500000000001,1,0,0,0,0.0,0.0,0.1444,0.0,No
New York Yankees,5,124555000,NYY,103,162,55,40,27,0.6358024691358025,Chad Green,RP,54,0.333,1,0,0,0,0.0,0.0,0.36,47.47,28,215,6.3,598650,598650,540792,2916,0.11088900000000002,1,0,0,0,0.0,0.0,0.1296,2253.4009,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Cody Bellinger,RF,156,0.963,558,170,47,115,0.305,1.035,8.63,99.96,23,203,6.4,605000,605000,605000,24336,0.9273689999999999,311364,28900,2209,13225,0.093025,1.0712249999999999,74.47690000000001,9992.0016,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Corey Seager,SS,135,0.833,489,133,19,87,0.272,0.817,4.01,74.92,25,215,6.4,4000000,4000000,4000000,18225,0.693889,239121,17689,361,7569,0.07398400000000001,0.6674889999999999,16.080099999999998,5613.0064,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Max Muncy,1B,142,0.877,487,122,35,98,0.251,0.889,5.72,96.74,28,215,6.0,575000,575000,575000,20164,0.769129,237169,14884,1225,9604,0.063001,0.790321,32.718399999999995,9358.6276,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Joc Pederson,LF,149,0.92,450,112,36,74,0.249,0.876,3.27,73.8,27,220,6.1,5000000,5000000,5000000,22201,0.8464,202500,12544,1296,5476,0.062001,0.767376,10.6929,5446.44,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Alex Verdugo,LF,108,0.667,343,101,12,44,0.295,0.817,3.11,63.74,23,192,6.0,560000,560000,560000,11664,0.44488900000000003,117649,10201,144,1936,0.08702499999999999,0.6674889999999999,9.672099999999999,4062.7876,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Chris Taylor,2B,124,0.765,366,96,12,52,0.262,0.794,2.37,51.23,28,196,6.1,3500000,3500000,3500000,15376,0.585225,133956,9216,144,2704,0.06864400000000001,0.6304360000000001,5.6169,2624.5128999999997,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,A.J. Pollock,CF,86,0.531,308,82,15,47,0.266,0.795,0.21,0.0,31,210,6.1,1000000,4000000,4000000,7396,0.281961,94864,6724,225,2209,0.07075600000000001,0.6320250000000001,0.04409999999999999,0.0,Si
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Matt Beaty,3B,99,0.611,249,66,9,46,0.265,0.775,0.3,32.43,26,215,6.0,555000,555000,405824,9801,0.37332099999999996,62001,4356,81,2116,0.07022500000000001,0.6006250000000001,0.09,1051.7049,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,David Freese,1B,80,0.494,162,51,11,29,0.315,1.002,1.56,0.0,36,213,6.2,4500000,4500000,4500000,6400,0.244036,26244,2601,121,841,0.09922500000000001,1.004004,2.4336,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Kris Negron,2B,40,0.247,77,19,2,8,0.247,0.63,0.1,0.0,33,195,6.0,555000,555000,187992,1600,0.061009,5929,361,4,64,0.061009,0.39690000000000003,0.010000000000000002,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Gavin Lux,SS,23,0.142,75,18,2,9,0.24,0.705,0.31,0.0,21,190,6.2,555000,555000,83552,529,0.020163999999999998,5625,324,4,81,0.0576,0.49702499999999994,0.0961,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Edwin Rios,1B,28,0.173,47,13,4,8,0.277,1.01,0.35,0.0,25,220,6.3,555000,555000,128312,784,0.029928999999999997,2209,169,16,64,0.07672900000000002,1.0201,0.12249999999999998,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Kenta Maeda,RP,41,0.253,48,12,0,6,0.25,0.542,1.33,0.0,31,184,6.1,3000000,8525000,8525000,1681,0.064009,2304,144,0,36,0.0625,0.293764,1.7689000000000001,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Hyun-Jin Ryu,SP,30,0.185,51,8,1,3,0.157,0.453,5.07,93.5,32,255,6.3,17900000,17900000,17900000,900,0.034225,2601,64,1,9,0.024649,0.205209,25.704900000000002,8742.25,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Clayton Kershaw,SP,29,0.179,49,5,0,1,0.102,0.242,3.54,62.92,31,225,6.4,23333334,31000000,31000000,841,0.032041,2401,25,0,1,0.010403999999999998,0.058564,12.531600000000001,3958.9264000000003,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Walker Buehler,SP,30,0.185,59,5,1,2,0.085,0.278,2.18,92.07,24,185,6.2,570000,570000,570000,900,0.034225,3481,25,1,4,0.007225000000000001,0.07728400000000002,4.752400000000001,8476.8849,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Anthony Gonsolin,P,11,0.068,13,4,0,1,0.308,0.615,0.77,0.0,25,205,6.3,555000,555000,146216,121,0.0046240000000000005,169,16,0,1,0.094864,0.378225,0.5929,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Rich Hill,SP,13,0.08,18,3,0,1,0.167,0.433,1.25,0.0,39,221,6.5,18000000,18666668,18666668,169,0.0064,324,9,0,1,0.027889000000000004,0.187489,1.5625,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Ross Stripling,SP,32,0.198,20,3,0,1,0.15,0.377,0.89,48.98,29,220,6.3,595000,595000,595000,1024,0.039204,400,9,0,1,0.0225,0.142129,0.7921,2399.0404,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Julio Urias,RP,37,0.228,12,3,0,2,0.25,0.558,1.32,0.0,22,225,6.0,565000,565000,565000,1369,0.051984,144,9,0,4,0.0625,0.3113640000000001,1.7424000000000002,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Will Smith,RP,63,0.389,1,1,0,2,1.0,2.0,2.06,95.46,29,255,6.5,555000,555000,241704,3969,0.151321,1,1,0,4,1.0,4.0,4.2436,9112.611599999998,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Dustin May,RP,14,0.086,11,1,0,0,0.091,0.182,0.05,0.0,21,180,6.6,555000,555000,176056,196,0.007395999999999999,121,1,0,0,0.008281,0.033124,0.0025000000000000005,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Caleb Ferguson,RP,46,0.284,2,1,0,0,0.5,1.5,-0.23,0.0,22,226,6.3,560000,560000,436595,2116,0.08065599999999999,4,1,0,0,0.25,2.25,0.0529,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Kenley Jansen,RP/CL,62,0.383,1,0,0,0,0.0,0.0,0.17,26.3,31,265,6.5,18000000,19333334,19333334,3844,0.146689,1,0,0,0,0.0,0.0,0.028900000000000006,691.69,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Joe Kelly,RP,55,0.34,2,0,0,0,0.0,0.0,-0.53,8.68,31,174,6.1,3000000,3000000,3000000,3025,0.11560000000000002,4,0,0,0,0.0,0.0,0.28090000000000004,75.3424,Si
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Casey Sadler,RP,33,0.204,3,0,0,0,0.0,0.0,0.46,0.0,28,205,6.3,555000,555000,205896,1089,0.04161599999999999,9,0,0,0,0.0,0.0,0.2116,0.0,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Yimi Garcia,RP,64,0.395,2,0,0,0,0.0,0.0,0.3,39.87,28,228,6.2,710000,710000,710000,4096,0.15602500000000002,4,0,0,0,0.0,0.0,0.09,1589.6168999999998,No
Los Angeles Dodgers,3,85000000,LAD,105,161,33,25,6,0.6521739130434783,Dylan Floro,RP,50,0.309,2,0,0,0,0.0,0.0,-0.36,39.11,28,203,6.2,565000,565000,510384,2500,0.095481,4,0,0,0,0.0,0.0,0.1296,1529.5920999999998,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Amed Rosario,SS,157,0.969,616,177,15,72,0.287,0.755,1.77,53.7,23,190,6.2,575500,575500,575500,24649,0.9389609999999999,379456,31329,225,5184,0.08236899999999998,0.570025,3.1329000000000002,2883.6900000000005,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Jeff McNeil,2B,133,0.821,510,162,23,75,0.318,0.916,4.97,94.31,27,195,6.1,567714,567714,567714,17689,0.6740409999999999,260100,26244,529,5625,0.101124,0.839056,24.700899999999997,8894.376100000001,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Pete Alonso,1B,161,0.994,597,155,53,120,0.26,0.941,5.45,85.22,24,245,6.3,555000,555000,555000,25921,0.988036,356409,24025,2809,14400,0.06760000000000001,0.8854809999999999,29.7025,7262.4484,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Michael Conforto,RF,151,0.932,549,141,33,92,0.257,0.856,3.59,84.89,26,215,6.1,4025000,4025000,4025000,22801,0.8686240000000001,301401,19881,1089,8464,0.066049,0.7327359999999999,12.8881,7206.3121,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Wilson Ramos,C,142,0.877,473,136,14,72,0.288,0.768,1.96,30.19,31,245,6.1,6250000,7750000,7750000,20164,0.769129,223729,18496,196,5184,0.08294399999999999,0.589824,3.8415999999999997,911.4361000000001,Si
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,J.D. Davis,3B,140,0.864,410,126,22,57,0.307,0.895,1.17,59.93,26,218,6.3,561420,561420,561420,19600,0.7464959999999999,168100,15876,484,3249,0.094249,0.801025,1.3688999999999998,3591.6049,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Todd Frazier,3B,133,0.821,447,112,21,67,0.251,0.772,2.13,39.06,33,220,6.3,9000000,9000000,9000000,17689,0.6740409999999999,199809,12544,441,4489,0.063001,0.5959840000000001,4.536899999999999,1525.6836,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Joe Panik,2B,142,0.877,438,107,5,39,0.244,0.651,-0.54,0.0,28,205,6.1,555000,555000,152184,20164,0.769129,191844,11449,25,1521,0.059536,0.42380100000000004,0.2916,0.0,Si
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Robinson Cano,2B,107,0.661,390,100,13,39,0.256,0.736,0.58,4.87,36,210,6.0,24000000,24000000,19000000,11449,0.43692100000000006,152100,10000,169,1521,0.065536,0.541696,0.3364,23.716900000000003,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Juan Lagares,CF,133,0.821,258,55,5,27,0.213,0.605,-0.66,3.33,30,215,6.1,9000000,9000000,9000000,17689,0.6740409999999999,66564,3025,25,729,0.045369,0.366025,0.43560000000000004,11.0889,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Dominic Smith,1B,90,0.556,177,50,11,25,0.283,0.881,0.68,0.0,24,239,6.0,559320,559320,541260,8100,0.3091360000000001,31329,2500,121,625,0.08008899999999998,0.776161,0.4624000000000001,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Brandon Nimmo,CF,70,0.432,199,44,8,29,0.221,0.783,0.92,0.0,26,207,6.3,598285,598285,598285,4900,0.18662399999999998,39601,1936,64,841,0.048841,0.613089,0.8464,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Tomas Nido,C,50,0.309,136,26,4,14,0.191,0.547,-0.69,0.0,25,210,6.0,556300,556300,496506,2500,0.095481,18496,676,16,196,0.036481,0.29920900000000006,0.4760999999999999,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Jacob deGrom,SP,34,0.21,65,13,2,6,0.2,0.569,7.3,93.13,31,180,6.4,7000000,9500000,9500000,1156,0.04409999999999999,4225,169,4,36,0.04000000000000001,0.32376099999999997,53.29,8673.196899999999,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Steven Matz,SP,36,0.222,57,13,1,1,0.228,0.509,1.91,55.16,28,201,6.2,2625000,2625000,2625000,1296,0.049284,3249,169,1,1,0.051984,0.259081,3.6481,3042.6256,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Zack Wheeler,SP,31,0.191,57,12,1,6,0.211,0.561,3.45,87.1,29,195,6.4,5975000,5975000,5975000,961,0.036481,3249,144,1,36,0.044521,0.3147210000000001,11.902500000000002,7586.409999999999,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Noah Syndergaard,SP,32,0.198,65,6,2,2,0.092,0.332,2.26,73.58,26,240,6.6,6000000,6000000,6000000,1024,0.039204,4225,36,4,4,0.008464,0.11022400000000002,5.107599999999999,5414.0163999999995,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Rajai Davis,CF,30,0.185,25,5,1,8,0.2,0.631,-0.07,0.0,38,195,5.9,555000,655000,154968,900,0.034225,625,25,1,64,0.04000000000000001,0.398161,0.004900000000000001,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Brad Brach,RP,59,0.364,4,1,0,1,0.25,0.5,-0.37,23.15,33,215,6.6,555000,555000,158152,3481,0.132496,16,1,0,1,0.0625,0.25,0.1369,535.9224999999999,Si
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Marcus Stroman,SP,32,0.198,23,1,0,0,0.044,0.087,3.21,77.8,28,180,5.7,7400000,7400000,2546240,1024,0.039204,529,1,0,0,0.0019359999999999998,0.007568999999999999,10.3041,6052.839999999999,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Seth Lugo,RP,61,0.377,1,1,0,1,1.0,2.0,2.15,96.5,29,225,6.4,591875,591875,591875,3721,0.142129,1,1,0,1,1.0,4.0,4.6225,9312.25,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Chris Flexen,SP,9,0.056,2,1,0,0,0.5,1.0,-0.34,0.0,24,250,6.3,555000,555000,62664,81,0.0031360000000000003,4,1,0,0,0.25,1.0,0.11560000000000002,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Walker Lockett,RP,9,0.056,6,1,0,0,0.167,0.452,-0.56,0.0,25,225,6.5,555000,555000,50728,81,0.0031360000000000003,36,1,0,0,0.027889000000000004,0.204304,0.31360000000000005,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Drew Gagnon,RP,18,0.111,3,1,0,0,0.333,0.667,-1.09,0.0,29,195,6.4,555000,555000,238720,324,0.012321,9,1,0,0,0.11088900000000002,0.44488900000000003,1.1881000000000002,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Jed Lowrie,2B,9,0.056,7,0,0,0,0.0,0.125,-0.15,0.0,35,180,6.0,6000000,8500000,8500000,81,0.0031360000000000003,49,0,0,0,0.0,0.015625,0.0225,0.0,Si
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Paul Sewald,RP/CL,17,0.105,1,0,0,0,0.0,0.0,0.11,0.0,29,207,6.3,555000,555000,161136,289,0.011024999999999998,1,0,0,0,0.0,0.0,0.0121,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Corey Oswalt,SP,2,0.012,1,0,0,1,0.0,0.0,-0.37,0.0,25,250,6.5,555000,555000,20888,4,0.000144,1,0,0,1,0.0,0.0,0.1369,0.0,No
New York Mets,6,79000000,NYM,85,161,9,5,2,0.5279503105590062,Chris Mazza,RP,9,0.056,3,0,0,0,0.0,0.0,-0.01,0.0,29,190,6.4,555000,555000,149200,81,0.0031360000000000003,9,0,0,0,0.0,0.0,0.0001,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Rafael Devers,3B,156,0.963,647,201,32,115,0.311,0.916,5.37,96.89,22,240,6.0,614500,614500,614500,24336,0.9273689999999999,418609,40401,1024,13225,0.096721,0.839056,28.8369,9387.6721,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Xander Bogaerts,SS,155,0.957,614,190,33,117,0.309,0.939,6.3,84.55,26,218,6.2,12000000,12000000,12000000,24025,0.9158489999999999,376996,36100,1089,13689,0.095481,0.8817209999999999,39.69,7148.702499999999,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Mookie Betts,RF,151,0.932,597,176,29,80,0.295,0.915,7.27,92.38,26,180,5.9,20000000,20100000,20100000,22801,0.8686240000000001,356409,30976,841,6400,0.08702499999999999,0.8372250000000001,52.85289999999999,8534.0644,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,J.D. Martinez,DH,148,0.914,575,175,36,105,0.304,0.939,3.34,70.27,31,230,6.3,23750000,23750000,23750000,21904,0.835396,330625,30625,1296,11025,0.092416,0.8817209999999999,11.1556,4937.872899999999,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Andrew Benintendi,LF,138,0.852,541,144,13,68,0.266,0.774,1.78,63.48,24,180,5.9,717500,717500,717500,19044,0.725904,292681,20736,169,4624,0.07075600000000001,0.599076,3.1684,4029.7103999999995,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Christian Vazquez,C,138,0.852,482,133,23,72,0.276,0.798,2.24,51.56,28,205,5.9,2850000,2850000,2850000,19044,0.725904,232324,17689,529,5184,0.07617600000000001,0.636804,5.017600000000001,2658.4336000000003,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Mitch Moreland,1B,91,0.562,298,75,19,58,0.252,0.835,1.25,0.0,33,245,6.3,6500000,6500000,6500000,8281,0.31584400000000007,88804,5625,361,3364,0.063504,0.697225,1.5625,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Marco Hernandez,3B,63,0.389,148,37,2,11,0.25,0.617,-0.18,0.0,26,212,6.0,564000,564000,486800,3969,0.151321,21904,1369,4,121,0.0625,0.380689,0.0324,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Sam Travis,1B,59,0.364,144,31,6,16,0.215,0.656,-0.83,0.0,25,205,6.0,558500,558500,360060,3481,0.132496,20736,961,36,256,0.046224999999999995,0.43033600000000005,0.6889,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Gorkys Hernandez,LF,21,0.13,49,7,0,2,0.143,0.463,-0.46,0.0,31,196,0.0,1000000,1000000,155914,441,0.016900000000000002,2401,49,0,4,0.020448999999999995,0.21436900000000003,0.2116,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Jhoulys Chacin,SP,25,0.154,24,3,1,1,0.125,0.41,-0.67,10.85,31,215,6.3,555000,555000,86536,625,0.023716,576,9,1,1,0.015625,0.16809999999999997,0.4489000000000001,117.7225,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Dustin Pedroia,2B,6,0.037,20,2,0,1,0.1,0.243,-0.47,0.0,35,175,5.9,15000000,15125000,15125000,36,0.0013689999999999998,400,4,0,1,0.010000000000000002,0.059049,0.22089999999999999,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Juan Centeno,C,7,0.043,15,2,0,2,0.133,0.411,-0.08,0.0,29,195,5.9,555000,555000,88091,49,0.0018489999999999997,225,4,0,4,0.017689000000000003,0.168921,0.0064,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,David Price,SP,22,0.136,2,1,0,1,0.5,1.0,1.83,13.02,33,215,6.5,31000000,31000000,31000000,484,0.018496000000000002,4,1,0,1,0.25,1.0,3.3489000000000004,169.5204,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Rick Porcello,SP,32,0.198,6,0,0,0,0.0,0.0,1.22,15.13,30,205,0.0,21000000,21125000,21125000,1024,0.039204,36,0,0,0,0.0,0.0,1.4884,228.91690000000003,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Andrew Cashner,RP,42,0.259,3,0,0,0,0.0,0.0,2.69,0.0,32,235,6.6,8000000,12500000,1577000,1764,0.067081,9,0,0,0,0.0,0.0,7.2360999999999995,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Nathan Eovaldi,SP,23,0.142,2,0,0,0,0.0,0.0,0.12,2.23,29,217,6.2,17000000,17000000,17000000,529,0.020163999999999998,4,0,0,0,0.0,0.0,0.0144,4.9729,Si
