Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Marco Gonzales,SP,29,0.179,2,0,0,0,0.0,0.0,SEA,550300,550300,550300,841,0.032041,4,0,0,0,0.0,0.0
Rocky Gale,C,3,0.018,2,0,0,0,0.0,0.0,LAD,545000,545000,84970,9,0.00032399999999999996,4,0,0,0,0.0,0.0
Luis Cessa,RP,16,0.099,1,0,0,0,0.0,0.0,NYY,568925,568925,315077,256,0.009801,1,0,0,0,0.0,0.0
Michael Fulmer,SP,24,0.148,6,0,0,0,0.0,0.0,DET,575200,575200,575200,576,0.021903999999999996,36,0,0,0,0.0,0.0
Adalberto Mejia,SP,5,0.031,1,0,0,0,0.0,0.0,MIN,545000,545000,213890,25,0.0009609999999999999,1,0,0,0,0.0,0.0
Tyler Glasnow,RP,45,0.278,3,0,0,0,0.0,0.0,TB,556500,556500,181660,2025,0.07728400000000002,9,0,0,0,0.0,0.0
Blake Snell,SP,31,0.191,1,0,0,0,0.0,0.667,TB,558200,558200,558200,961,0.036481,1,0,0,0,0.0,0.44488900000000003
Yohander Mendez,RP,8,0.049,2,0,0,0,0.0,0.0,TEX,545000,545000,128920,64,0.0024010000000000004,4,0,0,0,0.0,0.0
Pierce Johnson,RP,37,0.228,1,0,0,0,0.0,0.0,SF,545000,545000,366250,1369,0.051984,1,0,0,0,0.0,0.0
Matthew Strahm,RP,42,0.259,8,0,0,0,0.0,0.0,SD,552700,552700,552700,1764,0.067081,64,0,0,0,0.0,0.0
Jarlin Garcia,RP,29,0.18,9,0,0,0,0.0,0.1,MIA,555000,555000,381952,841,0.0324,81,0,0,0,0.0,0.010000000000000002
Robert Gsellman,RP,69,0.426,3,0,0,0,0.0,0.25,NYM,562375,562375,562375,4761,0.181476,9,0,0,0,0.0,0.0625
J.T. Chargois,RP,39,0.239,1,0,0,0,0.0,0.0,LAD,550000,550000,437636,1521,0.057121,1,0,0,0,0.0,0.0
Jose Berrios,SP,32,0.198,4,0,0,0,0.0,0.0,MIN,570000,570000,570000,1024,0.039204,16,0,0,0,0.0,0.0
Julio Urias,RP,3,0.018,1,0,0,0,0.0,0.0,LAD,550000,550000,502690,9,0.00032399999999999996,1,0,0,0,0.0,0.0
Bryse Wilson,SP,3,0.019,2,0,0,0,0.0,0.0,ATL,545000,545000,90830,9,0.000361,4,0,0,0,0.0,0.0
Dakota Hudson,RP,26,0.161,1,0,0,0,0.0,0.0,STL,545000,545000,193380,676,0.025921000000000003,1,0,0,0,0.0,0.0
Lucas Giolito,SP,32,0.198,6,0,0,0,0.0,0.0,CHW,555000,555000,555000,1024,0.039204,36,0,0,0,0.0,0.0
Jordan Hicks,RP,73,0.451,1,0,0,0,0.0,0.0,STL,545000,545000,545000,5329,0.203401,1,0,0,0,0.0,0.0
Brock Stewart,RP,9,0.055,2,0,0,0,0.0,0.0,LAD,545000,545000,73250,81,0.003025,4,0,0,0,0.0,0.0
Dylan Floro,RP/CL,54,0.331,4,0,0,0,0.0,0.0,LAD,545000,545000,251980,2916,0.109561,16,0,0,0,0.0,0.0
Reynaldo Lopez,SP,32,0.198,1,0,0,0,0.0,0.0,CHW,555000,555000,555000,1024,0.039204,1,0,0,0,0.0,0.0
Mike Mayers,RP,50,0.309,1,0,0,0,0.0,0.5,STL,545000,545000,477590,2500,0.095481,1,0,0,0,0.0,0.25
Alexander Reyes,RP,1,0.006,1,0,0,0,0.0,0.0,STL,545600,545600,545600,1,3.6e-05,1,0,0,0,0.0,0.0
Felix Pena,SP,19,0.117,6,0,0,0,0.0,0.0,LAA,545000,545000,345740,361,0.013689000000000002,36,0,0,0,0.0,0.0
Wandy Peralta,RP,59,0.364,1,0,0,0,0.0,0.0,CIN,557500,557500,449550,3481,0.132496,1,0,0,0,0.0,0.0
Austin Voth,SP,4,0.025,2,0,0,0,0.0,0.0,WSH,545000,545000,102550,16,0.0006250000000000001,4,0,0,0,0.0,0.0
Lucas Sims,SP,9,0.056,2,0,0,0,0.0,0.0,CIN,545000,545000,87900,81,0.0031360000000000003,4,0,0,0,0.0,0.0
Keury Mella,P,4,0.025,2,0,0,0,0.0,0.0,CIN,545000,545000,128920,16,0.0006250000000000001,4,0,0,0,0.0,0.0
Jackson Stephens,RP,29,0.179,2,0,0,0,0.0,0.333,CIN,545000,545000,404340,841,0.032041,4,0,0,0,0.0,0.11088900000000002
Jacob Rhame,RP,30,0.185,1,0,0,0,0.0,0.0,NYM,545650,545650,305136,900,0.034225,1,0,0,0,0.0,0.0
Reyes Moronta,RP,69,0.426,1,0,0,0,0.0,0.0,SF,545000,545000,545000,4761,0.181476,1,0,0,0,0.0,0.0
Yefry Ramirez,RP,17,0.105,2,0,0,0,0.0,0.0,BAL,545000,545000,272490,289,0.011024999999999998,4,0,0,0,0.0,0.0
Giovanny Gallegos,RP/CL,6,0.037,1,0,0,0,0.0,0.0,STL,549975,549975,29570,36,0.0013689999999999998,1,0,0,0,0.0,0.0
Edmundo Sosa,SS,3,0.019,2,0,0,0,0.0,0.333,STL,545000,545000,23440,9,0.000361,4,0,0,0,0.0,0.11088900000000002
Jake Junis,SP,30,0.185,2,0,0,0,0.0,0.0,KC,554250,554250,554250,900,0.034225,4,0,0,0,0.0,0.0
Clay Holmes,SP,11,0.068,6,0,0,0,0.0,0.0,PIT,545000,545000,169940,121,0.0046240000000000005,36,0,0,0,0.0,0.0
Drew Anderson,SP,5,0.031,3,0,0,0,0.0,0.0,PHI,545000,545000,67390,25,0.0009609999999999999,9,0,0,0,0.0,0.0
Paul Blackburn,SP,6,0.037,2,0,0,0,0.0,0.0,OAK,547500,547500,547500,36,0.0013689999999999998,4,0,0,0,0.0,0.0
Yency Almonte,RP,14,0.086,1,0,0,0,0.0,0.0,COL,545000,545000,228540,196,0.007395999999999999,1,0,0,0,0.0,0.0
Dylan Covey,SP,27,0.167,1,0,0,0,0.0,0.0,CHW,545000,545000,398480,729,0.027889000000000004,1,0,0,0,0.0,0.0
Tyler Webb,RP,22,0.136,1,0,0,0,0.0,0.0,STL,545000,545000,140640,484,0.018496000000000002,1,0,0,0,0.0,0.0
Kyle McGowin,SP,6,0.037,2,0,0,0,0.0,0.0,WSH,545000,545000,79110,36,0.0013689999999999998,4,0,0,0,0.0,0.0
Paul Sewald,RP/CL,47,0.29,5,0,0,0,0.0,0.0,NYM,553250,553250,475840,2209,0.0841,25,0,0,0,0.0,0.0
Mark Leiter Jr.,RP,20,0.124,3,0,0,0,0.0,0.0,TOR,549500,549500,88620,400,0.015375999999999999,9,0,0,0,0.0,0.0
Hector Velazquez,RP,48,0.296,1,0,0,0,0.0,0.0,BOS,547000,547000,547000,2304,0.08761599999999999,1,0,0,0,0.0,0.0
John Brebbia,RP,45,0.278,2,0,0,0,0.0,0.0,STL,552000,552000,368032,2025,0.07728400000000002,4,0,0,0,0.0,0.0
Eric Skoglund,SP,14,0.086,3,0,0,0,0.0,0.0,KC,545000,545000,545000,196,0.007395999999999999,9,0,0,0,0.0,0.0
Andrew Kittredge,RP/CL,33,0.204,1,0,0,0,0.0,0.0,TB,548100,548100,288806,1089,0.04161599999999999,1,0,0,0,0.0,0.0
Yacksel Rios,RP,36,0.222,1,0,0,0,0.0,0.0,PHI,545000,545000,336950,1296,0.049284,1,0,0,0,0.0,0.0
Sandy Alcantara,SP,6,0.037,12,0,0,0,0.0,0.077,MIA,545000,545000,205100,36,0.0013689999999999998,144,0,0,0,0.0,0.005929
Richard Rodriguez,RP/CL,63,0.391,2,0,0,0,0.0,0.0,PIT,545000,545000,501030,3969,0.15288100000000002,4,0,0,0,0.0,0.0
Luiz Gohara,SP,9,0.056,2,0,0,0,0.0,0.0,ATL,555000,555000,193960,81,0.0031360000000000003,4,0,0,0,0.0,0.0
Jalen Beeks,SP,14,0.086,2,0,0,0,0.0,0.0,TB,545000,545000,196310,196,0.007395999999999999,4,0,0,0,0.0,0.0
Seranthony Dominguez,RP,53,0.327,1,0,0,0,0.0,0.5,PHI,545000,545000,430710,2809,0.10692900000000001,1,0,0,0,0.0,0.25
David Hess,RP,21,0.13,2,0,0,0,0.0,0.333,BAL,545000,545000,342810,441,0.016900000000000002,4,0,0,0,0.0,0.11088900000000002
Jose Castillo,RP,37,0.228,1,0,0,1,0.0,0.0,SD,545000,545000,354530,1369,0.051984,1,0,0,1,0.0,0.0
Corey Oswalt,SP,17,0.105,18,0,0,0,0.0,0.0,NYM,545000,545000,287140,289,0.011024999999999998,324,0,0,0,0.0,0.0
Tyler Bashlor,RP,24,0.148,1,0,0,0,0.0,0.0,NYM,545000,545000,287140,576,0.021903999999999996,1,0,0,0,0.0,0.0
Wander Suero,RP,40,0.247,3,0,0,0,0.0,0.0,WSH,545000,545000,360390,1600,0.061009,9,0,0,0,0.0,0.0
Tim Hill,RP,70,0.432,1,0,0,0,0.0,0.0,KC,545000,545000,545000,4900,0.18662399999999998,1,0,0,0,0.0,0.0
Jaime Barria,SP,26,0.161,5,0,0,0,0.0,0.0,LAA,545000,545000,398480,676,0.025921000000000003,25,0,0,0,0.0,0.0
Jonathan Loaisiga,RP,9,0.056,2,0,0,0,0.0,0.0,NYY,545000,545000,137710,81,0.0031360000000000003,4,0,0,0,0.0,0.0
Yonny Chirinos,RP,18,0.111,1,0,0,0,0.0,0.0,TB,545000,545000,398480,324,0.012321,1,0,0,0,0.0,0.0
Ryan Yarbrough,RP,38,0.235,3,0,0,0,0.0,0.0,TB,545000,545000,542050,1444,0.055224999999999996,9,0,0,0,0.0,0.0
Diego Castillo,RP,43,0.265,1,0,0,0,0.0,0.0,TB,545000,545000,345740,1849,0.07022500000000001,1,0,0,0,0.0,0.0
Elieser Hernandez,RP,32,0.199,11,0,0,0,0.0,0.0,MIA,1090000,1090000,1090000,1024,0.039601000000000004,121,0,0,0,0.0,0.0
Brett Graves,RP,21,0.13,2,0,0,0,0.0,0.0,MIA,1090000,1090000,1090000,441,0.016900000000000002,4,0,0,0,0.0,0.0
Enyel De Los Santos,SP,7,0.043,3,0,0,0,0.0,0.0,PHI,545000,545000,84970,49,0.0018489999999999997,9,0,0,0,0.0,0.0
Yoshihisa Hirano,RP/CL,75,0.463,1,0,0,0,0.0,0.0,ARI,3000000,3000000,3000000,5625,0.21436900000000003,1,0,0,0,0.0,0.0
Kazuhisa Makita,RP,27,0.167,3,0,0,0,0.0,0.0,SD,1900000,1900000,1900000,729,0.027889000000000004,9,0,0,0,0.0,0.0
Drew Gagnon,SP,5,0.031,1,0,0,1,0.0,0.0,NYM,545000,545000,84970,25,0.0009609999999999999,1,0,0,1,0.0,0.0
Harrison Musgrave,RP,35,0.215,3,0,0,0,0.0,0.0,COL,545000,545000,430710,1225,0.046224999999999995,9,0,0,0,0.0,0.0
Justin Hancock,RP,10,0.061,2,0,0,0,0.0,0.0,CHC,545000,545000,354530,100,0.003721,4,0,0,0,0.0,0.0
Tim Peterson,RP,22,0.136,2,0,0,0,0.0,0.0,NYM,545000,545000,272490,484,0.018496000000000002,4,0,0,0,0.0,0.0
Ben Meyer,RP,13,0.081,1,0,0,0,0.0,0.0,MIA,545000,545000,263700,169,0.006561,1,0,0,0,0.0,0.0
Austin Davis,RP,32,0.198,3,0,0,0,0.0,0.0,PHI,545000,545000,310580,1024,0.039204,9,0,0,0,0.0,0.0
Tanner Anderson,RP,6,0.037,1,0,0,0,0.0,0.0,PIT,545000,545000,117200,36,0.0013689999999999998,1,0,0,0,0.0,0.0
James Norwood,RP,11,0.068,3,0,0,0,0.0,0.0,CHC,545000,545000,131850,121,0.0046240000000000005,9,0,0,0,0.0,0.0
Brett Kennedy,SP,6,0.037,8,0,0,0,0.0,0.0,SD,545000,545000,161150,36,0.0013689999999999998,64,0,0,0,0.0,0.0
Sherman Johnson,2B,10,0.062,10,0,0,0,0.0,0.091,LAA,545000,545000,38090,100,0.0038439999999999998,100,0,0,0,0.0,0.008281
