Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Brandon Belt,1B,112,0.691,399,101,14,46,0.253,0.756,SF,16000000,17200000,17200000,12544,0.47748099999999993,159201,10201,196,2116,0.064009,0.571536
Adam Engel,CF,144,0.889,429,101,6,29,0.235,0.614,CHW,552000,552000,552000,20736,0.790321,184041,10201,36,841,0.055224999999999996,0.376996
Harrison Bader,RF,138,0.852,379,100,12,37,0.264,0.756,STL,545000,545000,530330,19044,0.725904,143641,10000,144,1369,0.06969600000000001,0.571536
Hunter Renfroe,RF,117,0.722,403,100,26,68,0.248,0.805,SD,553800,553800,553800,13689,0.521284,162409,10000,676,4624,0.061503999999999996,0.6480250000000001
Daniel Palka,LF,124,0.765,417,100,27,67,0.24,0.778,CHW,545000,545000,468800,15376,0.585225,173889,10000,729,4489,0.0576,0.605284
Jordy Mercer,SS,118,0.733,394,99,6,39,0.251,0.696,PIT,6750000,6750000,6750000,13924,0.537289,155236,9801,36,1521,0.063001,0.48441599999999996
Matt Davidson,DH,128,0.79,434,99,20,62,0.228,0.738,CHW,570000,570000,570000,16384,0.6241000000000001,188356,9801,400,3844,0.051984,0.544644
Daniel Murphy,2B,92,0.564,328,98,12,42,0.299,0.79,CHC,17500000,17500000,3857526,8464,0.31809599999999993,107584,9604,144,1764,0.089401,0.6241000000000001
Joc Pederson,LF,148,0.908,395,98,25,56,0.248,0.843,LAD,2600000,2600000,2600000,21904,0.8244640000000001,156025,9604,625,3136,0.061503999999999996,0.710649
Gorkys Hernandez,LF,142,0.877,414,97,15,40,0.234,0.676,SF,561500,561500,561500,20164,0.769129,171396,9409,225,1600,0.054756000000000006,0.45697600000000005
Scott Schebler,RF,107,0.661,380,97,17,49,0.255,0.777,CIN,580000,580000,580000,11449,0.43692100000000006,144400,9409,289,2401,0.065025,0.6037290000000001
Adam Eaton,RF,96,0.593,319,96,5,33,0.301,0.808,WSH,6000000,6000000,6000000,9216,0.351649,101761,9216,25,1089,0.09060099999999999,0.6528640000000001
Carlos Correa,SS,111,0.685,402,96,15,65,0.239,0.728,HOU,1000000,1000000,1000000,12321,0.46922500000000006,161604,9216,225,4225,0.057121,0.529984
Justin Bour,1B,141,0.87,423,96,20,59,0.227,0.746,PHI,3400000,3400000,950560,19881,0.7569,178929,9216,400,3481,0.051529000000000005,0.556516
Robinson Cano,2B,80,0.494,310,94,10,50,0.303,0.845,SEA,24000000,24000000,13677440,6400,0.244036,96100,8836,100,2500,0.091809,0.7140249999999999
Kurt Suzuki,C,105,0.648,347,94,12,50,0.271,0.776,ATL,3500000,3850000,3850000,11025,0.419904,120409,8836,144,2500,0.073441,0.602176
James McCann,C,118,0.728,427,94,8,39,0.22,0.581,DET,2375000,2375000,2375000,13924,0.529984,182329,8836,64,1521,0.0484,0.33756099999999994
Wilmer Difo,SS,148,0.914,408,94,7,42,0.23,0.649,WSH,557900,557900,557900,21904,0.835396,166464,8836,49,1764,0.0529,0.42120100000000005
Isiah Kiner-Falefa,3B,111,0.685,356,93,4,34,0.261,0.684,TEX,545000,545000,509820,12321,0.46922500000000006,126736,8649,16,1156,0.068121,0.46785600000000005
Shohei Ohtani,DH,114,0.704,326,93,22,61,0.285,0.925,LAA,545000,545000,545000,12996,0.49561599999999995,106276,8649,484,3721,0.08122499999999999,0.8556250000000001
Evan Gattis,C,128,0.79,407,92,25,78,0.226,0.736,HOU,6700000,6700000,6700000,16384,0.6241000000000001,165649,8464,625,6084,0.051076,0.541696
Jedd Gyorko,3B,125,0.772,351,92,11,47,0.262,0.762,STL,9000000,9000000,6500000,15625,0.5959840000000001,123201,8464,121,2209,0.06864400000000001,0.580644
Joe Panik,2B,103,0.636,358,91,4,24,0.254,0.639,SF,3450000,3450000,3450000,10609,0.404496,128164,8281,16,576,0.064516,0.408321
Mark Canha,LF,123,0.759,365,91,17,52,0.249,0.778,OAK,547500,547500,518144,15129,0.5760810000000001,133225,8281,289,2704,0.062001,0.605284
Ronald Guzman,1B,123,0.759,387,91,16,58,0.235,0.722,TEX,545000,545000,501030,15129,0.5760810000000001,149769,8281,256,3364,0.055224999999999996,0.521284
Jorge Alfaro,C,108,0.667,344,90,10,37,0.262,0.731,PHI,547000,547000,547000,11664,0.44488900000000003,118336,8100,100,1369,0.06864400000000001,0.534361
Ian Happ,CF,142,0.871,387,90,15,44,0.233,0.761,CHC,570000,570000,570000,20164,0.758641,149769,8100,225,1936,0.054289000000000004,0.579121
Travis Jankowski,RF,118,0.728,347,90,4,17,0.259,0.678,SD,555000,555000,462520,13924,0.529984,120409,8100,16,289,0.067081,0.45968400000000004
Brock Holt,2B,109,0.673,321,89,7,46,0.277,0.774,BOS,2225000,2225000,2225000,11881,0.4529290000000001,103041,7921,49,2116,0.07672900000000002,0.599076
Jacoby Jones,CF,129,0.796,429,89,11,34,0.208,0.63,DET,549400,549400,549400,16641,0.6336160000000001,184041,7921,121,1156,0.043264,0.39690000000000003
Kolten Wong,2B,127,0.784,353,88,9,38,0.249,0.72,STL,4000000,4000000,4000000,16129,0.6146560000000001,124609,7744,81,1444,0.062001,0.5184
Adam Frazier,2B,113,0.702,318,88,10,35,0.277,0.798,PIT,571000,571000,211830,12769,0.49280399999999996,101124,7744,100,1225,0.07672900000000002,0.636804
Jorge Polanco,SS,77,0.475,302,87,6,42,0.288,0.773,MIN,575000,575000,575000,5929,0.225625,91204,7569,36,1764,0.08294399999999999,0.597529
Francisco Cervelli,C,106,0.658,332,86,12,57,0.259,0.809,PIT,10500000,10500000,10500000,11236,0.432964,110224,7396,144,3249,0.067081,0.6544810000000001
Mark Trumbo,DH,90,0.556,330,86,17,44,0.261,0.764,BAL,12500000,12500000,11000000,8100,0.3091360000000001,108900,7396,289,1936,0.068121,0.583696
Josh Harrison,2B,98,0.609,344,86,8,37,0.25,0.656,PIT,10000000,10250000,10250000,9604,0.37088099999999996,118336,7396,64,1369,0.0625,0.43033600000000005
Logan Forsythe,2B,120,0.741,371,86,2,27,0.232,0.604,MIN,9000000,9000000,3000000,14400,0.549081,137641,7396,4,729,0.053824000000000004,0.364816
Tim Beckham,SS,96,0.593,369,85,12,35,0.23,0.661,BAL,3350000,3350000,3350000,9216,0.351649,136161,7225,144,1225,0.0529,0.43692100000000006
Martin Maldonado,C,119,0.735,373,84,9,44,0.225,0.627,HOU,3900000,3900000,1383888,14161,0.540225,139129,7056,81,1936,0.050625,0.393129
Ehire Adrianza,SS,115,0.71,335,84,6,39,0.251,0.68,MIN,1000000,1000000,1000000,13225,0.5041,112225,7056,36,1521,0.063001,0.4624000000000001
Avisail Garcia,RF,93,0.574,356,84,19,49,0.236,0.719,CHW,6700000,6700000,6700000,8649,0.32947599999999994,126736,7056,361,2401,0.055695999999999996,0.516961
Jesse Winker,RF,90,0.556,281,84,7,43,0.299,0.836,CIN,545000,545000,545000,8100,0.3091360000000001,78961,7056,49,1849,0.089401,0.698896
Daniel Descalso,3B,138,0.852,349,83,13,57,0.238,0.789,ARI,2000000,2000000,2000000,19044,0.725904,121801,6889,169,3249,0.05664399999999999,0.6225210000000001
David Freese,3B,113,0.693,280,83,11,51,0.296,0.83,LAD,4250000,4250000,685470,12769,0.4802489999999999,78400,6889,121,2601,0.08761599999999999,0.6889
Christian Villanueva,3B,111,0.685,351,83,20,46,0.237,0.75,SD,548500,548500,548500,12321,0.46922500000000006,123201,6889,400,2116,0.056169,0.5625
Devon Travis,2B,104,0.642,357,83,11,44,0.233,0.656,TOR,1450000,1450000,1450000,10816,0.41216400000000003,127449,6889,121,1936,0.054289000000000004,0.43033600000000005
Hunter Dozier,1B,104,0.642,362,83,11,34,0.229,0.673,KC,545000,545000,410200,10816,0.41216400000000003,131044,6889,121,1156,0.052441,0.4529290000000001
Orlando Arcia,SS,119,0.73,348,82,3,30,0.236,0.576,MIL,559600,559600,472413,14161,0.5328999999999999,121104,6724,9,900,0.055695999999999996,0.33177599999999996
Mitch Garver,C,103,0.636,302,81,7,45,0.268,0.749,MIN,547500,547500,547500,10609,0.404496,91204,6561,49,2025,0.07182400000000001,0.561001
Yairo Munoz,SS,108,0.667,293,81,8,42,0.277,0.763,STL,545000,545000,454150,11664,0.44488900000000003,85849,6561,64,1764,0.07672900000000002,0.582169
Robinson Chirinos,C,114,0.704,360,80,18,65,0.222,0.757,TEX,2250000,2250000,2250000,12996,0.49561599999999995,129600,6400,324,4225,0.049284,0.573049
Hernan Perez,2B,132,0.81,316,80,9,29,0.253,0.676,MIL,1975000,1975000,1975000,17424,0.6561000000000001,99856,6400,81,841,0.064009,0.45697600000000005
Charlie Culberson,3B,113,0.698,296,80,12,45,0.27,0.792,ATL,575000,575000,575000,12769,0.4872039999999999,87616,6400,144,2025,0.0729,0.627264
Wil Myers,LF,84,0.519,312,80,11,39,0.256,0.776,SD,2000000,4500000,4500000,7056,0.269361,97344,6400,121,1521,0.065536,0.602176
Michael Taylor,CF,134,0.827,353,80,6,28,0.227,0.644,WSH,2525000,2525000,2525000,17956,0.6839289999999999,124609,6400,36,784,0.051529000000000005,0.41473600000000005
Willy Adames,SS,86,0.531,288,80,10,34,0.278,0.754,TB,545000,545000,272490,7396,0.281961,82944,6400,100,1156,0.07728400000000002,0.568516
Chris Davis,1B,129,0.796,470,79,16,49,0.168,0.539,BAL,17000000,21065362,21065362,16641,0.6336160000000001,220900,6241,256,2401,0.028224000000000003,0.29052100000000003
David Fletcher,SS,80,0.494,284,78,1,25,0.275,0.678,LAA,545000,545000,325230,6400,0.244036,80656,6084,1,625,0.07562500000000001,0.45968400000000004
Manuel Pina,C,98,0.601,306,77,9,28,0.252,0.702,MIL,560100,560100,560100,9604,0.361201,93636,5929,81,784,0.063504,0.49280399999999996
Omar Narvaez,C,97,0.599,280,77,9,30,0.275,0.794,CHW,560000,560000,560000,9409,0.358801,78400,5929,81,900,0.07562500000000001,0.6304360000000001
Chad Pinder,LF,110,0.679,298,77,13,27,0.258,0.769,OAK,550000,550000,550000,12100,0.4610410000000001,88804,5929,169,729,0.066564,0.591361
Ryan Zimmerman,1B,86,0.531,288,76,13,51,0.264,0.824,WSH,14000000,14000000,14000000,7396,0.281961,82944,5776,169,2601,0.06969600000000001,0.6789759999999999
Adalberto Mondesi,SS,75,0.463,275,76,14,37,0.276,0.804,KC,545000,545000,310580,5625,0.21436900000000003,75625,5776,196,1369,0.07617600000000001,0.6464160000000001
Jake Cave,RF,91,0.562,283,76,13,45,0.269,0.797,MIN,545000,545000,313510,8281,0.31584400000000007,80089,5776,169,2025,0.07236100000000001,0.635209
Lewis Brinson,CF,109,0.677,382,76,11,42,0.199,0.577,MIA,545000,545000,545000,11881,0.45832900000000004,145924,5776,121,1764,0.039601000000000004,0.332929
Mike Zunino,C,114,0.704,373,75,20,44,0.201,0.669,SEA,2975000,2975000,2975000,12996,0.49561599999999995,139129,5625,400,1936,0.040401000000000006,0.44756100000000004
Adam Duvall,LF,138,0.852,384,75,15,61,0.195,0.639,ATL,645000,645000,215016,19044,0.725904,147456,5625,225,3721,0.038025,0.408321
John Hicks,1B,81,0.5,288,75,9,32,0.26,0.715,DET,551300,551300,551300,6561,0.25,82944,5625,81,1024,0.06760000000000001,0.5112249999999999
Alen Hanson,2B,110,0.679,294,74,8,39,0.252,0.699,SF,545000,545000,457080,12100,0.4610410000000001,86436,5476,64,1521,0.063504,0.48860099999999995
Daniel Robertson,SS,88,0.543,282,74,9,34,0.262,0.797,TB,548300,548300,548300,7744,0.294849,79524,5476,81,1156,0.06864400000000001,0.635209
Jeff McNeil,3B,63,0.389,225,74,3,19,0.329,0.852,NYM,545000,545000,202170,3969,0.151321,50625,5476,9,361,0.108241,0.725904
Adeiny Hechavarria,SS,94,0.58,296,73,6,31,0.247,0.624,NYY,5900000,5900000,87900,8836,0.3364,87616,5329,36,961,0.061009,0.389376
Franmil Reyes,RF,87,0.537,261,73,16,31,0.28,0.838,SD,545000,545000,339880,7569,0.28836900000000004,68121,5329,256,961,0.07840000000000001,0.702244
Delino DeShields,CF,107,0.661,334,72,2,22,0.216,0.591,TEX,561500,561500,549458,11449,0.43692100000000006,111556,5184,4,484,0.046655999999999996,0.34928099999999995
Kevin Kiermaier,CF,89,0.549,332,72,7,29,0.217,0.653,TB,5500000,5666666,5666666,7921,0.30140100000000003,110224,5184,49,841,0.047089,0.42640900000000004
Elias Diaz,C,82,0.509,252,72,10,34,0.286,0.792,PIT,559000,559000,559000,6724,0.259081,63504,5184,100,1156,0.08179599999999998,0.627264
J.T. Riddle,SS,104,0.646,308,71,9,36,0.231,0.653,MIA,545000,545000,375040,10816,0.417316,94864,5041,81,1296,0.053361000000000006,0.42640900000000004
Leury Garcia,RF,82,0.506,258,70,4,32,0.271,0.679,CHW,1175000,1175000,1175000,6724,0.256036,66564,4900,16,1024,0.073441,0.4610410000000001
Cory Spangenberg,2B,116,0.716,298,70,7,25,0.235,0.661,SD,1700000,1700000,1700000,13456,0.512656,88804,4900,49,625,0.055224999999999996,0.43692100000000006
Austin Hedges,C,92,0.568,303,70,14,37,0.231,0.711,SD,553100,553100,553100,8464,0.32262399999999997,91809,4900,196,1369,0.053361000000000006,0.505521
Ben Gamel,LF,102,0.63,257,70,1,19,0.272,0.728,SEA,558100,558100,501167,10404,0.39690000000000003,66049,4900,1,361,0.07398400000000001,0.529984
Lourdes Gurriel Jr.,2B,65,0.401,249,70,11,35,0.281,0.755,TOR,1000000,1428571,1428571,4225,0.16080100000000003,62001,4900,121,1225,0.07896100000000002,0.570025
Guillermo Heredia,CF,125,0.772,292,69,5,19,0.236,0.661,SEA,782000,782000,714680,15625,0.5959840000000001,85264,4761,25,361,0.055695999999999996,0.43692100000000006
David Dahl,OF,77,0.472,249,68,16,48,0.273,0.859,COL,550000,550000,452421,5929,0.22278399999999998,62001,4624,256,2304,0.07452900000000001,0.737881
Tony Kemp,LF,97,0.599,255,67,6,30,0.263,0.743,HOU,545000,545000,404340,9409,0.358801,65025,4489,36,900,0.06916900000000001,0.552049
Rosell Herrera,SS,86,0.531,278,65,1,20,0.234,0.602,KC,545000,545000,310580,7396,0.281961,77284,4225,1,400,0.054756000000000006,0.36240399999999995
Jake Bauers,1B,96,0.593,323,65,11,48,0.201,0.7,TB,545000,545000,339880,9216,0.351649,104329,4225,121,2304,0.040401000000000006,0.48999999999999994
Steven Pearce,LF,77,0.475,215,61,11,42,0.284,0.89,BOS,6250000,6250000,1500000,5929,0.225625,46225,3721,121,1764,0.08065599999999999,0.7921
Renato Nunez,LF,73,0.451,236,61,8,22,0.259,0.741,BAL,545000,545000,213890,5329,0.203401,55696,3721,64,484,0.067081,0.549081
Nicky Delmonico,LF,90,0.556,284,61,8,25,0.215,0.669,CHW,553000,553000,553000,8100,0.3091360000000001,80656,3721,64,625,0.046224999999999995,0.44756100000000004
Gary Sanchez,C,89,0.549,323,60,18,53,0.186,0.697,NYY,620400,620400,620400,7921,0.30140100000000003,104329,3600,324,2809,0.034596,0.48580899999999994
Austin Romine,C,78,0.482,242,59,10,42,0.244,0.713,NYY,1100000,1100000,1100000,6084,0.23232399999999997,58564,3481,100,1764,0.059536,0.508369
Jorge Soler,LF,61,0.377,223,59,9,28,0.265,0.82,KC,4000000,4666667,4666667,3721,0.142129,49729,3481,81,784,0.07022500000000001,0.6723999999999999
Caleb Joseph,C,84,0.519,265,58,3,17,0.219,0.575,BAL,1250000,1250000,1250000,7056,0.269361,70225,3364,9,289,0.047961,0.33062499999999995
Chris Owings,RF,106,0.654,281,58,4,22,0.206,0.574,ARI,3400000,3400000,3400000,11236,0.42771600000000004,78961,3364,16,484,0.042435999999999995,0.32947599999999994
Tyler White,DH,66,0.407,210,58,12,42,0.276,0.888,HOU,545000,545000,278350,4356,0.165649,44100,3364,144,1764,0.07617600000000001,0.788544
Pablo Sandoval,3B,92,0.568,230,57,9,40,0.248,0.727,SF,545000,545000,545000,8464,0.32262399999999997,52900,3249,81,1600,0.061503999999999996,0.5285289999999999
Tyler Flowers,C,82,0.506,251,57,8,30,0.227,0.7,ATL,4000000,4300000,4300000,6724,0.256036,63001,3249,64,900,0.051529000000000005,0.48999999999999994
Russell Martin,C,90,0.556,289,56,10,25,0.194,0.663,TOR,20000000,20000000,20000000,8100,0.3091360000000001,83521,3136,100,625,0.037636,0.43956900000000004
Matt Wieters,C,76,0.469,235,56,8,30,0.238,0.704,WSH,10500000,10500000,10500000,5776,0.21996099999999996,55225,3136,64,900,0.05664399999999999,0.49561599999999995
Domingo Santana,RF,85,0.522,211,56,5,20,0.265,0.74,MIL,572400,572400,356932,7225,0.272484,44521,3136,25,400,0.07022500000000001,0.5476
Tyler Austin,1B,69,0.426,244,56,17,47,0.23,0.767,MIN,558600,558600,186186,4761,0.181476,59536,3136,289,2209,0.0529,0.5882890000000001
Phillip Ervin,CF,78,0.482,218,55,7,31,0.252,0.728,CIN,545000,545000,301790,6084,0.23232399999999997,47524,3025,49,961,0.063504,0.529984
Eric Thames,1B,96,0.589,247,54,16,37,0.219,0.783,MIL,5000000,5000000,5000000,9216,0.346921,61009,2916,256,1369,0.047961,0.613089
Devin Mesoraco,C,85,0.525,244,54,11,33,0.221,0.7,NYM,13000000,13125000,0,7225,0.275625,59536,2916,121,1089,0.048841,0.48999999999999994
Greg Bird,1B,82,0.506,272,54,11,38,0.199,0.672,NYY,582000,582000,582000,6724,0.256036,73984,2916,121,1444,0.039601000000000004,0.45158400000000004
Hunter Pence,RF,97,0.599,235,53,4,24,0.226,0.59,SF,18500000,18500000,18500000,9409,0.358801,55225,2809,16,576,0.051076,0.34809999999999997
Jorge Bonifacio,RF,70,0.432,236,53,4,23,0.225,0.672,KC,561900,561900,561900,4900,0.18662399999999998,55696,2809,16,529,0.050625,0.45158400000000004
Steven Souza,RF,72,0.444,241,53,5,29,0.22,0.678,ARI,3550000,3550000,3550000,5184,0.197136,58081,2809,25,841,0.0484,0.45968400000000004
Miguel Sano,3B,71,0.438,266,53,13,41,0.199,0.679,MIN,602500,602500,463177,5041,0.191844,70756,2809,169,1681,0.039601000000000004,0.4610410000000001
Dexter Fowler,CF,90,0.556,289,52,8,31,0.18,0.576,STL,14500000,16500000,16500000,8100,0.3091360000000001,83521,2704,64,961,0.0324,0.33177599999999996
Christian Vazquez,C,80,0.494,251,52,3,16,0.207,0.54,BOS,1425000,1425000,1425000,6400,0.244036,63001,2704,9,256,0.042849,0.2916
Joey Rickard,LF,79,0.488,213,52,8,23,0.244,0.713,BAL,545000,545000,348670,6241,0.238144,45369,2704,64,529,0.059536,0.508369
Mark Reynolds,3B,86,0.531,206,51,13,40,0.248,0.803,WSH,1000000,1000000,763441,7396,0.281961,42436,2601,169,1600,0.061503999999999996,0.6448090000000001
Austin Meadows,CF,59,0.364,178,51,6,17,0.287,0.785,TB,545000,545000,32230,3481,0.132496,31684,2601,36,289,0.08236899999999998,0.616225
Kevan Smith,C,52,0.321,171,50,3,21,0.292,0.728,CHW,545000,545000,345740,2704,0.10304100000000001,29241,2500,9,441,0.08526399999999999,0.529984
Max Stassi,C,88,0.543,221,50,8,27,0.226,0.71,HOU,557100,557100,557100,7744,0.294849,48841,2500,64,729,0.051076,0.5041
Ji-Man Choi,1B,61,0.377,190,50,10,32,0.263,0.863,TB,850000,850000,379310,3721,0.142129,36100,2500,100,1024,0.06916900000000001,0.744769
Kevin Plawecki,C,79,0.488,238,50,7,30,0.21,0.685,NYM,557471,557471,557471,6241,0.238144,56644,2500,49,900,0.04409999999999999,0.46922500000000006
Luke Maile,C,69,0.426,202,50,3,27,0.248,0.7,TOR,558400,558400,558400,4761,0.181476,40804,2500,9,729,0.061503999999999996,0.48999999999999994
Austin Slater,LF,74,0.457,199,50,1,23,0.251,0.64,SF,545000,545000,310580,5476,0.208849,39601,2500,1,529,0.063001,0.4096
Johnny Field,OF,84,0.519,221,49,9,21,0.222,0.657,MIN,545000,545000,128920,7056,0.269361,48841,2401,81,441,0.049284,0.43164900000000006
Martin Prado,3B,54,0.335,197,48,1,18,0.244,0.592,MIA,13500000,13500000,13500000,2916,0.11222500000000002,38809,2304,1,324,0.059536,0.35046399999999994
Erik Kratz,C,67,0.411,203,48,6,23,0.237,0.634,MIL,545000,545000,377970,4489,0.168921,41209,2304,36,529,0.056169,0.40195600000000004
Sandy Leon,C,90,0.556,265,47,5,22,0.177,0.511,BOS,1950000,1950000,1950000,8100,0.3091360000000001,70225,2209,25,484,0.031328999999999996,0.261121
Jim Adduci,CF,59,0.364,176,47,3,21,0.267,0.676,DET,545000,545000,263700,3481,0.132496,30976,2209,9,441,0.071289,0.45697600000000005
Victor Reyes,LF,100,0.617,212,47,1,12,0.222,0.526,DET,545000,545000,545000,10000,0.380689,44944,2209,1,144,0.049284,0.27667600000000003
Jake Lamb,3B,56,0.346,207,46,6,31,0.222,0.655,ARI,4275000,4275000,4275000,3136,0.11971599999999999,42849,2116,36,961,0.049284,0.42902500000000005
Ryan LaMarre,CF,76,0.469,165,46,2,18,0.279,0.704,CHW,580000,580000,199552,5776,0.21996099999999996,27225,2116,4,324,0.07784100000000002,0.49561599999999995
Luke Voit,1B,47,0.29,143,46,15,36,0.322,1.069,NYY,545000,545000,164080,2209,0.0841,20449,2116,225,1296,0.10368400000000001,1.142761
Tommy La Stella,3B,124,0.761,169,45,1,19,0.266,0.672,CHC,950000,950000,950000,15376,0.579121,28561,2025,1,361,0.07075600000000001,0.45158400000000004
Jake Marisnick,CF,103,0.636,213,45,10,28,0.211,0.674,HOU,1900000,1900000,1900000,10609,0.404496,45369,2025,100,784,0.044521,0.45427600000000007
Mikie Mahtook,LF,67,0.414,223,45,9,29,0.202,0.635,DET,560400,560400,292261,4489,0.171396,49729,2025,81,841,0.04080400000000001,0.403225
Ramon Laureano,OF,48,0.296,156,45,5,19,0.289,0.832,OAK,545000,545000,172870,2304,0.08761599999999999,24336,2025,25,361,0.08352099999999998,0.692224
Nick Martini,RF,55,0.34,152,45,1,19,0.296,0.811,OAK,545000,545000,240260,3025,0.11560000000000002,23104,2025,1,361,0.08761599999999999,0.6577210000000001
Blake Swihart,LF,82,0.506,192,44,3,18,0.229,0.613,BOS,563500,563500,563500,6724,0.256036,36864,1936,9,324,0.052441,0.37576899999999996
Aaron Altherr,RF,105,0.648,243,44,8,38,0.181,0.628,PHI,561000,561000,440336,11025,0.419904,59049,1936,64,1444,0.032761,0.394384
David Bote,2B,74,0.454,184,44,6,33,0.239,0.727,CHC,545000,545000,293000,5476,0.20611600000000002,33856,1936,36,1089,0.057121,0.5285289999999999
Matt Joyce,RF,84,0.519,207,43,7,15,0.208,0.675,OAK,6000000,6000000,6000000,7056,0.269361,42849,1849,49,225,0.043264,0.45562500000000006
Dustin Fowler,CF,70,0.432,192,43,6,23,0.224,0.61,OAK,547500,547500,341504,4900,0.18662399999999998,36864,1849,36,529,0.050176000000000005,0.3721
John Ryan Murphy,C,87,0.537,208,42,9,24,0.202,0.619,ARI,558000,558000,558000,7569,0.28836900000000004,43264,1764,81,576,0.04080400000000001,0.383161
Jace Peterson,2B,96,0.593,210,42,3,28,0.2,0.634,BAL,545000,545000,468800,9216,0.351649,44100,1764,9,784,0.04000000000000001,0.40195600000000004
Jefry Marte,1B,90,0.556,194,42,7,22,0.217,0.644,LAA,559000,559000,559000,8100,0.3091360000000001,37636,1764,49,484,0.047089,0.41473600000000005
Victor Caratini,C,77,0.472,181,42,2,21,0.232,0.597,CHC,547500,547500,432768,5929,0.22278399999999998,32761,1764,4,441,0.053824000000000004,0.356409
Ryan McMahon,3B,91,0.558,181,42,5,19,0.232,0.683,COL,547000,547000,361743,8281,0.3113640000000001,32761,1764,25,361,0.053824000000000004,0.4664890000000001
Ronny Rodriguez,3B,62,0.383,191,42,5,20,0.22,0.591,DET,545000,545000,313510,3844,0.146689,36481,1764,25,400,0.0484,0.34928099999999995
Gregor Blanco,RF,68,0.42,189,41,2,12,0.217,0.58,SF,1000000,1000000,177408,4624,0.17639999999999997,35721,1681,4,144,0.047089,0.3364
A.J. Ellis,C,66,0.407,151,41,1,15,0.272,0.722,SD,1250000,1250000,1250000,4356,0.165649,22801,1681,1,225,0.07398400000000001,0.521284
Curt Casali,C,52,0.321,140,41,4,16,0.293,0.805,CIN,545000,545000,357460,2704,0.10304100000000001,19600,1681,16,256,0.085849,0.6480250000000001
Austin Barnes,C,100,0.614,200,41,4,14,0.205,0.619,LAD,555000,555000,555000,10000,0.376996,40000,1681,16,196,0.04202499999999999,0.383161
Brian McCann,C,64,0.395,189,40,7,23,0.212,0.64,HOU,17000000,17000000,11500000,4096,0.15602500000000002,35721,1600,49,529,0.044944,0.4096
Miguel Cabrera,1B,38,0.235,134,40,3,22,0.299,0.843,DET,30000000,30000000,30000000,1444,0.055224999999999996,17956,1600,9,484,0.089401,0.710649
Greg Garcia,2B,114,0.704,181,40,3,15,0.221,0.613,STL,569600,569600,569600,12996,0.49561599999999995,32761,1600,9,225,0.048841,0.37576899999999996
Cedric Mullins,CF,45,0.278,170,40,4,11,0.235,0.671,BAL,545000,545000,196310,2025,0.07728400000000002,28900,1600,16,121,0.055224999999999996,0.45024100000000006
Jeff Mathis,C,69,0.426,195,39,1,20,0.2,0.544,ARI,2000000,2000000,2000000,4761,0.181476,38025,1521,1,400,0.04000000000000001,0.29593600000000003
Ryan O'Hearn,1B,45,0.278,149,39,12,30,0.262,0.95,KC,545000,545000,181660,2025,0.07728400000000002,22201,1521,144,900,0.06864400000000001,0.9025
Preston Tucker,RF,97,0.599,166,38,6,27,0.229,0.703,ATL,565000,565000,85064,9409,0.358801,27556,1444,36,729,0.052441,0.49420899999999995
Jesus Sucre,C,73,0.451,182,38,1,17,0.209,0.5,TB,925000,925000,925000,5329,0.203401,33124,1444,1,289,0.043681,0.25
Brian Goodwin,CF,77,0.475,159,38,6,25,0.239,0.708,KC,553900,553900,211438,5929,0.225625,25281,1444,36,625,0.057121,0.5012639999999999
Yoenis Cespedes,CF,38,0.235,141,37,9,29,0.262,0.821,NYM,29000000,29000000,29000000,1444,0.055224999999999996,19881,1369,81,841,0.06864400000000001,0.6740409999999999
Andrew Knapp,C,84,0.519,187,37,4,15,0.198,0.61,PHI,548000,548000,500820,7056,0.269361,34969,1369,16,225,0.039204,0.3721
Mason Williams,CF,51,0.315,123,36,2,6,0.293,0.729,CIN,545000,545000,196310,2601,0.09922500000000001,15129,1296,4,36,0.085849,0.5314409999999999
Steven Duggar,CF,41,0.253,141,36,2,17,0.255,0.693,SF,545000,545000,249050,1681,0.064009,19881,1296,4,289,0.065025,0.4802489999999999
Roman Quinn,CF,50,0.309,131,34,2,12,0.26,0.729,PHI,545000,545000,193380,2500,0.095481,17161,1156,4,144,0.06760000000000001,0.5314409999999999
Noel Cuevas,RF,75,0.46,146,34,2,10,0.233,0.583,COL,545000,545000,375040,5625,0.2116,21316,1156,4,100,0.054289000000000004,0.33988899999999994
Willians Astudillo,C,30,0.185,93,33,3,21,0.355,0.887,MIN,545000,545000,178730,900,0.034225,8649,1089,9,441,0.126025,0.786769
Franchy Cordero,OF,40,0.247,139,33,7,19,0.237,0.746,SD,546500,546500,546500,1600,0.061009,19321,1089,49,361,0.056169,0.556516
Tyler O'Neill,OF,62,0.383,130,33,9,23,0.254,0.803,STL,545000,545000,295930,3844,0.146689,16900,1089,81,529,0.064516,0.6448090000000001
Pedro Severino,C,70,0.432,190,32,2,15,0.168,0.501,WSH,545000,545000,375040,4900,0.18662399999999998,36100,1024,4,225,0.028224000000000003,0.251001
