Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At_bats,At_bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home_runs,Home_runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On_base_plus_slugging,Porcentaje_On_base_plus_slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on_base,Porcentaje_on_base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs_batted_in,Runs_batted_in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
NYM,No,6.241500000000008,2012,0,1,1,571,326041,166,27556,0.291,0.08468099999999999,0,2,7,40,1600,27,26,New York Mets,New York,1754196,6,36,156,162,136,18496,Daniel Murphy,512196,5,221.0,8,0.735,0.540225,0.963,0.84,0.7055999999999999,0.332,0.11022400000000002,0.403,0.16240900000000003,2B,0.4567901234567901,65,4225,512196,512196,0.005,512196,41.97,1761.4808999999998,3,9,512196,20400000,512196,74,1.53,2.3409,2,13.146462643267634,13.146462643267634,13.146462643267634
NYM,No,6.241500000000008,2011,0,1,1,571,326041,166,27556,0.291,0.08468099999999999,0,2,7,40,1600,26,25,New York Mets,New York,1242000,6,36,156,162,136,18496,Daniel Murphy,422000,5,221.0,8,0.735,0.540225,0.963,0.84,0.7055999999999999,0.332,0.11022400000000002,0.403,0.16240900000000003,2B,0.4567901234567901,65,4225,422000,422000,0.003,422000,41.97,1761.4808999999998,3,9,422000,20400000,422000,74,1.53,2.3409,2,12.952760593018148,12.952760593018148,12.952760593018148
BOS,No,5.9,2012,0,6,3,563,316969,163,26569,0.29,0.0841,250000,1,3,39,1521,28,25,Boston Red Sox,Massachusetts,21065984,15,225,141,162,141,19881,Dustin Pedroia,8250000,12,175.0,20,0.797,0.635209,0.87,0.87,0.7569,0.347,0.12040899999999999,0.449,0.201601,2B,0.4259259259259259,65,4225,8250000,8000000,0.047,8250000,82.61,6824.4121,3,9,6750000,6000000,40500000,69,5.11,26.1121,7,15.925723758310864,15.89495209964411,15.925723758310864
BOS,No,5.9,2011,0,6,2,563,316969,163,26569,0.29,0.0841,250000,1,3,39,1521,27,25,Boston Red Sox,Massachusetts,12815984,15,225,141,162,141,19881,Dustin Pedroia,5750000,12,175.0,20,0.797,0.635209,0.87,0.87,0.7569,0.347,0.12040899999999999,0.449,0.201601,2B,0.4259259259259259,65,4225,5750000,5500000,0.033,5750000,82.61,6824.4121,3,9,6750000,6000000,40500000,69,5.11,26.1121,7,15.564710412773533,15.520258650202699,15.564710412773533
CIN,No,6.0,2012,2018,6,1,580,336400,163,26569,0.281,0.07896100000000002,0,2,4,30,900,31,30,Cincinnati Reds,Ohio,41132200,18,324,147,162,144,20736,Brandon Phillips,12500000,10,200.0,14,0.75,0.5625,0.907,0.889,0.790321,0.321,0.10304100000000001,0.429,0.18404099999999998,2B,0.5987654320987654,77,5929,12500000,12500000,0.139,12500000,46.28,2141.8384,1,1,12083333,5100000,72500000,97,4.0,16.0,5,16.34123920227253,16.34123920227253,16.34123920227253
CIN,No,6.0,2011,2013,4,4,580,336400,163,26569,0.281,0.07896100000000002,187500,2,4,30,900,30,26,Cincinnati Reds,Ohio,28632200,18,324,147,162,144,20736,Brandon Phillips,11250000,10,200.0,14,0.75,0.5625,0.907,0.889,0.790321,0.321,0.10304100000000001,0.429,0.18404099999999998,2B,0.5987654320987654,77,5929,11437500,11250000,0.14,11437500,46.28,2141.8384,1,1,6750000,5100000,27000000,97,4.0,16.0,5,16.252407988565913,16.235878686614704,16.252407988565913
WSH,No,6.3,2012,2014,5,3,578,334084,163,26569,0.282,0.07952399999999998,100000,1,6,36,1296,27,24,Washington Nationals,Washington DC,35717000,25,625,145,162,144,20736,Ryan Zimmerman,12175000,1,215.0,2,0.824,0.6789759999999999,0.895,0.889,0.790321,0.346,0.11971599999999999,0.478,0.228484,1B,0.6049382716049383,95,9025,12275000,12000000,0.125,12275000,74.91,5611.508099999999,1,1,9000000,18650000,45000000,98,3.9,15.209999999999999,0,16.323075231644857,16.300417207752275,16.323075231644857
WSH,No,6.3,2011,2014,5,2,578,334084,163,26569,0.282,0.07952399999999998,100000,1,6,36,1296,26,24,Washington Nationals,Washington DC,23542000,25,625,145,162,144,20736,Ryan Zimmerman,8925000,1,215.0,2,0.824,0.6789759999999999,0.895,0.889,0.790321,0.346,0.11971599999999999,0.478,0.228484,1B,0.6049382716049383,95,9025,9025000,8925000,0.12,9025000,74.91,5611.508099999999,1,1,9000000,18650000,45000000,98,3.9,15.209999999999999,0,16.01550906218322,16.004366885629977,16.01550906218322
DET,No,6.1,2012,0,1,1,543,294849,163,26569,0.3,0.09,0,1,3,29,841,25,24,Detroit Tigers,Michigan,2140000,16,256,137,162,135,18225,Austin Jackson,500000,11,198.0,14,0.856,0.7327359999999999,0.846,0.833,0.693889,0.377,0.142129,0.479,0.22944099999999998,CF,0.5432098765432098,66,4356,500000,500000,0.004,500000,97.15,9438.122500000001,10,100,500000,221000000,500000,88,5.48,30.030400000000004,4,13.122363377404328,13.122363377404328,13.122363377404328
DET,No,6.1,2011,0,1,1,543,294849,163,26569,0.3,0.09,0,1,3,29,841,24,23,Detroit Tigers,Michigan,1640000,16,256,137,162,135,18225,Austin Jackson,440000,11,198.0,14,0.856,0.7327359999999999,0.846,0.833,0.693889,0.377,0.142129,0.479,0.22944099999999998,CF,0.5432098765432098,66,4356,440000,440000,0.004,440000,97.15,9438.122500000001,10,100,440000,221000000,440000,88,5.48,30.030400000000004,4,12.994530005894443,12.994530005894443,12.994530005894443
TEX,No,6.4,2012,2013,2,2,562,315844,160,25600,0.285,0.08122499999999999,1500000,2,4,31,961,31,29,Texas Rangers,Texas,32561830,43,1849,148,162,146,21316,Josh Hamilton,13750000,2,240.0,6,0.93,0.8649000000000001,0.914,0.901,0.811801,0.354,0.12531599999999998,0.577,0.332929,LF,0.5740740740740741,127,16129,15250000,13750000,0.11,15250000,90.91,8264.6281,2,4,12000000,19000000,24000000,93,4.01,16.080099999999998,0,16.540090061017693,16.436549382076855,16.540090061017693
TEX,No,6.4,2011,2013,2,1,562,315844,160,25600,0.285,0.08122499999999999,1500000,2,4,31,961,30,29,Texas Rangers,Texas,18811830,43,1849,148,162,146,21316,Josh Hamilton,10250000,2,240.0,6,0.93,0.8649000000000001,0.914,0.901,0.811801,0.354,0.12531599999999998,0.577,0.332929,LF,0.5740740740740741,127,16129,8750000,7250000,0.084,8750000,90.91,8264.6281,2,4,12000000,19000000,24000000,93,4.01,16.080099999999998,0,15.984564258333798,15.796512026830857,15.984564258333798
CHW,No,6.241500000000008,2012,2014,3,2,533,284089,159,25281,0.298,0.088804,0,2,1,22,484,36,34,Chicago White Sox,Illinois,114620000,26,676,144,162,143,20449,Paul Konerko,12000000,6,215.16189000774594,9,0.857,0.734449,0.889,0.883,0.779689,0.371,0.13764099999999999,0.486,0.236196,1B,0.5246913580246914,75,5625,12000000,12000000,0.11,12000000,45.5,2070.25,0,0,12500000,900000,37500000,85,1.93,3.7249,3,16.300417207752275,16.300417207752275,16.300417207752275
CHW,No,6.241500000000008,2011,2014,3,1,533,284089,159,25281,0.298,0.088804,0,2,1,22,484,35,34,Chicago White Sox,Illinois,102620000,26,676,144,162,143,20449,Paul Konerko,12000000,6,215.16189000774594,9,0.857,0.734449,0.889,0.883,0.779689,0.371,0.13764099999999999,0.486,0.236196,1B,0.5246913580246914,75,5625,12000000,12000000,0.094,12000000,45.5,2070.25,0,0,12500000,900000,37500000,85,1.93,3.7249,3,16.300417207752275,16.300417207752275,16.300417207752275
KC,No,6.241500000000008,2011,0,1,0,459,210681,159,25281,0.346,0.11971599999999999,0,2,2,25,625,26,26,Kansas City Royals,Missouri,6818600,11,121,113,162,112,12544,Melky Cabrera,1250000,2,210.0,7,0.906,0.820836,0.698,0.691,0.47748099999999993,0.39,0.1521,0.516,0.266256,LF,0.4444444444444444,60,3600,1250000,1250000,0.024,1250000,94.73,8973.7729,10,100,1250000,5000000,1250000,72,4.82,23.232400000000002,1,14.038654109278484,14.038654109278484,14.038654109278484
SF,No,6.241500000000008,2012,2013,1,0,459,210681,159,25281,0.346,0.11971599999999999,0,5,3,25,625,27,27,San Francisco Giants,California,12818600,11,121,113,162,112,12544,Melky Cabrera,6000000,23,210.0,23,0.906,0.820836,0.698,0.691,0.47748099999999993,0.39,0.1521,0.516,0.266256,LF,0.5802469135802469,60,3600,6000000,6000000,0.044,6000000,94.73,8973.7729,10,100,6000000,4800000,6000000,94,4.82,23.232400000000002,7,15.60727002719233,15.60727002719233,15.60727002719233
LAA,No,6.241500000000008,2012,2016,4,0,550,302500,158,24964,0.287,0.08236899999999998,350000,5,4,32,1024,28,28,Los Angeles Angels,California,12720000,8,64,147,162,142,20164,Howie Kendrick,5900000,1,220.0,10,0.725,0.525625,0.907,0.877,0.769129,0.325,0.10562500000000001,0.4,0.16000000000000003,LF,0.5493827160493827,67,4489,4850000,4500000,0.031,4850000,32.08,1029.1263999999999,3,9,8375000,321150000,33500000,89,2.92,8.526399999999999,1,15.394489262913666,15.319587954740548,15.394489262913666
LAA,No,6.241500000000008,2011,2012,1,0,550,302500,158,24964,0.287,0.08236899999999998,0,5,4,32,1024,27,27,Los Angeles Angels,California,6820000,8,64,147,162,142,20164,Howie Kendrick,3350000,1,220.0,10,0.725,0.525625,0.907,0.877,0.769129,0.325,0.10562500000000001,0.4,0.16000000000000003,LF,0.5493827160493827,67,4489,3350000,3300000,0.023,3350000,32.08,1029.1263999999999,3,9,3300000,321150000,3300000,89,2.92,8.526399999999999,1,15.02447090380125,15.009433026436708,15.02447090380125
LAD,No,6.2,2012,2013,1,1,556,309136,158,24964,0.284,0.08065599999999999,0,5,9,36,1296,30,29,Los Angeles Dodgers,California,31192000,20,400,149,162,146,21316,Andre Ethier,10950000,25,210.0,26,0.812,0.659344,0.92,0.901,0.811801,0.351,0.12320099999999999,0.46,0.2116,CF,0.5308641975308642,89,7921,10950000,10950000,0.093,10950000,55.58,3089.1364,1,1,10950000,44651311,10950000,86,3.51,12.320099999999998,6,16.208850014226783,16.208850014226783,16.208850014226783
LAD,No,6.2,2011,0,2,2,556,309136,158,24964,0.284,0.08065599999999999,250000,5,9,36,1296,29,27,Los Angeles Dodgers,California,20242000,20,400,149,162,146,21316,Andre Ethier,9500000,25,210.0,26,0.812,0.659344,0.92,0.901,0.811801,0.351,0.12320099999999999,0.46,0.2116,CF,0.5308641975308642,89,7921,9500000,9250000,0.083,9500000,55.58,3089.1364,1,1,7625000,44651311,15250000,86,3.51,12.320099999999998,6,16.06680235657077,16.04013410948861,16.06680235657077
BAL,No,6.1,2012,2015,3,0,663,439569,158,24964,0.238,0.05664399999999999,416667,1,5,30,900,29,29,Baltimore Orioles,Maryland,27571000,22,484,158,162,158,24964,J.J. Hardy,8250000,7,200.0,12,0.671,0.45024100000000006,0.975,0.975,0.9506249999999999,0.282,0.07952399999999998,0.389,0.151321,SS,0.5740740740740741,68,4624,7416667,7000000,0.089,7416667,30.18,910.8324,2,4,7416667,6675000,22250000,93,3.25,10.5625,3,15.819240322852233,15.761420707019587,15.819240322852233
BAL,No,6.1,2011,2012,1,0,663,439569,158,24964,0.238,0.05664399999999999,0,1,5,30,900,28,28,Baltimore Orioles,Maryland,19321000,22,484,158,162,158,24964,J.J. Hardy,5850000,7,200.0,12,0.671,0.45024100000000006,0.975,0.975,0.9506249999999999,0.282,0.07952399999999998,0.389,0.151321,SS,0.5740740740740741,68,4624,5850000,5850000,0.062,5850000,30.18,910.8324,2,4,5850000,6675000,5850000,93,3.25,10.5625,3,15.58195221920804,15.58195221920804,15.58195221920804
PHI,No,5.7,2012,2016,3,0,632,399424,158,24964,0.25,0.0625,0,2,7,33,1089,33,33,Philadelphia Phillies,Pennsylvania,65130000,23,529,156,162,152,23104,Jimmy Rollins,11050000,7,180.0,14,0.743,0.552049,0.963,0.938,0.8798439999999998,0.316,0.099856,0.427,0.182329,SS,0.5,68,4624,11050000,11000000,0.062,11050000,50.66,2566.4356,5,25,11000000,57650000,33000000,81,2.49,6.200100000000001,2,16.217940985928035,16.213405830762646,16.217940985928035
PHI,No,5.7,2011,2012,5,5,632,399424,158,24964,0.25,0.0625,0,2,7,33,1089,32,27,Philadelphia Phillies,Pennsylvania,54080000,23,529,156,162,152,23104,Jimmy Rollins,8500000,7,180.0,14,0.743,0.552049,0.963,0.938,0.8798439999999998,0.316,0.099856,0.427,0.182329,SS,0.5,68,4624,8500000,8500000,0.05,8500000,50.66,2566.4356,5,25,8000000,57650000,40000000,81,2.49,6.200100000000001,2,15.955576721460545,15.955576721460545,15.955576721460545
ATL,No,6.5,2012,0,1,0,587,344569,158,24964,0.269,0.07236100000000001,0,1,1,30,900,22,22,Atlanta Braves,Georgia,3161500,27,729,158,162,151,22801,Jason Heyward,565000,18,240.0,22,0.814,0.662596,0.975,0.932,0.8686240000000001,0.335,0.11222500000000002,0.479,0.22944099999999998,RF,0.5802469135802469,82,6724,565000,565000,0.006,565000,94.32,8896.2624,6,36,565000,1000000,565000,94,5.51,30.3601,3,13.244581010128577,13.244581010128577,13.244581010128577
ATL,No,6.5,2011,0,1,0,587,344569,158,24964,0.269,0.07236100000000001,0,1,1,30,900,21,21,Atlanta Braves,Georgia,2596500,27,729,158,162,151,22801,Jason Heyward,496500,18,240.0,22,0.814,0.662596,0.975,0.932,0.8686240000000001,0.335,0.11222500000000002,0.479,0.22944099999999998,RF,0.5802469135802469,82,6724,496500,496500,0.005,496500,94.32,8896.2624,6,36,496500,1000000,496500,94,5.51,30.3601,3,13.115338762467365,13.115338762467365,13.115338762467365
CHW,No,6.2,2012,2016,4,0,593,351649,157,24649,0.265,0.07022500000000001,0,2,1,24,576,30,30,Chicago White Sox,Illinois,11400000,9,81,158,162,157,24649,Alexei Ramirez,5000000,6,180.0,9,0.651,0.42380100000000004,0.975,0.969,0.9389609999999999,0.287,0.08236899999999998,0.364,0.132496,SS,0.5246913580246914,73,5329,5000000,5000000,0.046,5000000,18.71,350.06410000000005,4,16,8125000,900000,32500000,85,2.69,7.2360999999999995,3,15.424948470398375,15.424948470398375,15.424948470398375
CHW,No,6.2,2011,2012,4,3,593,351649,157,24649,0.265,0.07022500000000001,125000,2,1,24,576,29,26,Chicago White Sox,Illinois,6400000,9,81,158,162,157,24649,Alexei Ramirez,2875000,6,180.0,9,0.651,0.42380100000000004,0.975,0.969,0.9389609999999999,0.287,0.08236899999999998,0.364,0.132496,SS,0.5246913580246914,73,5329,2875000,2750000,0.023,2875000,18.71,350.06410000000005,4,16,1187500,900000,4750000,85,2.69,7.2360999999999995,3,14.871563232213587,14.827111469642754,14.871563232213587
COL,No,6.241500000000008,2012,2018,7,1,518,268324,157,24649,0.303,0.091809,428571,1,4,31,961,26,25,Colorado Rockies,Colorado,7667571,22,484,135,162,131,17161,Carlos Gonzalez,5050000,1,220.0,3,0.881,0.776161,0.833,0.809,0.6544810000000001,0.371,0.13764099999999999,0.51,0.2601,RF,0.3950617283950617,85,7225,5478571,5000000,0.063,5478571,72.31,5228.7361,5,25,11428571,39900000,80000000,64,1.61,2.5921000000000003,0,15.516354858495365,15.424948470398375,15.516354858495365
COL,No,6.241500000000008,2011,2018,7,0,518,268324,157,24649,0.303,0.091809,428571,1,4,31,961,25,25,Colorado Rockies,Colorado,2617571,22,484,135,162,131,17161,Carlos Gonzalez,1428571,1,220.0,3,0.881,0.776161,0.833,0.809,0.6544810000000001,0.371,0.13764099999999999,0.51,0.2601,RF,0.3950617283950617,85,7225,1428571,1000000,0.017,1428571,72.31,5228.7361,5,25,11428571,39900000,80000000,64,1.61,2.5921000000000003,0,14.17218520190296,13.815510557964274,14.17218520190296
PHI,No,6.241500000000008,2012,0,1,1,617,380689,156,24336,0.253,0.064009,0,2,7,26,676,29,28,Philadelphia Phillies,Pennsylvania,22615000,24,576,160,162,158,24964,Hunter Pence,10400000,7,230.0,14,0.743,0.552049,0.988,0.975,0.9506249999999999,0.319,0.101761,0.425,0.18062499999999998,LF,0.5,104,10816,10400000,10400000,0.058,10400000,28.82,830.5924,4,16,10400000,57650000,10400000,81,1.01,1.0201,2,16.1573163641116,16.1573163641116,16.1573163641116
HOU,No,6.241500000000008,2011,0,1,1,617,380689,156,24336,0.253,0.064009,0,2,1,26,676,28,27,Houston Astros,Texas,12215000,24,576,160,162,158,24964,Hunter Pence,6900000,1,230.0,9,0.743,0.552049,0.988,0.975,0.9506249999999999,0.319,0.101761,0.425,0.18062499999999998,LF,0.3395061728395062,104,10816,6900000,6900000,0.081,6900000,28.82,830.5924,4,16,6900000,750000,6900000,55,1.01,1.0201,0,15.747031969567487,15.747031969567487,15.747031969567487
ARI,No,6.1,2012,2016,6,2,554,306916,155,24025,0.28,0.07840000000000001,208333,1,4,24,576,24,22,Arizona Diamondbacks,Arizona,20035000,17,289,150,162,148,21904,Justin Upton,6750000,1,215.0,5,0.785,0.616225,0.926,0.914,0.835396,0.355,0.126025,0.43,0.18489999999999998,LF,0.5,67,4489,6958333,6750000,0.084,6958333,58.51,3423.4201,4,16,8583333,17750000,51500000,81,2.37,5.6169,1,15.75545049212889,15.725053062848712,15.75545049212889
ARI,No,6.1,2011,2016,6,1,554,306916,155,24025,0.28,0.07840000000000001,208333,1,4,24,576,23,22,Arizona Diamondbacks,Arizona,13285000,17,289,150,162,148,21904,Justin Upton,4250000,1,215.0,5,0.785,0.616225,0.926,0.914,0.835396,0.355,0.126025,0.43,0.18489999999999998,LF,0.5,67,4489,4458333,4250000,0.068,4458333,58.51,3423.4201,4,16,8583333,17750000,51500000,81,2.37,5.6169,1,15.310285487311877,15.2624295409006,15.310285487311877
LAD,No,6.2,2012,2015,6,3,604,364816,155,24025,0.257,0.066049,0,5,9,29,841,28,25,Los Angeles Dodgers,California,39788000,24,576,157,162,155,24025,Hanley Ramirez,5819672,25,235.0,26,0.759,0.5760810000000001,0.969,0.957,0.9158489999999999,0.322,0.10368400000000001,0.437,0.190969,DH,0.5308641975308642,92,8464,5819672,15000000,0.05,15000000,31.31,980.3160999999999,4,16,11666667,44651311,70000000,86,0.72,0.5184,6,15.576754460731166,16.523560759066484,16.523560759066484
WSH,No,6.2,2012,2014,2,1,571,326041,155,24025,0.272,0.07398400000000001,0,1,6,35,1225,32,31,Washington Nationals,Washington DC,37307500,33,1089,154,162,149,22201,Adam LaRoche,8000000,1,205.0,2,0.853,0.727609,0.951,0.92,0.8464,0.343,0.11764900000000002,0.51,0.2601,DH,0.6049382716049383,100,10000,8000000,8000000,0.082,8000000,79.5,6320.25,1,1,8000000,18650000,16000000,98,4.17,17.3889,0,15.89495209964411,15.89495209964411,15.89495209964411
WSH,No,6.2,2011,2014,2,0,571,326041,155,24025,0.272,0.07398400000000001,0,1,6,35,1225,31,31,Washington Nationals,Washington DC,29307500,33,1089,154,162,149,22201,Adam LaRoche,7000000,1,205.0,2,0.853,0.727609,0.951,0.92,0.8464,0.343,0.11764900000000002,0.51,0.2601,DH,0.6049382716049383,100,10000,7000000,7000000,0.093,7000000,79.5,6320.25,1,1,8000000,18650000,16000000,98,4.17,17.3889,0,15.761420707019587,15.761420707019587,15.761420707019587
DET,No,6.3,2012,2013,1,0,574,329476,153,23409,0.267,0.071289,0,1,3,27,729,26,26,Detroit Tigers,Michigan,20677000,18,324,151,162,145,21025,Delmon Young,6750000,11,205.0,14,0.707,0.49984899999999993,0.932,0.895,0.801025,0.296,0.08761599999999999,0.411,0.168921,LF,0.5432098765432098,74,5476,6750000,6750000,0.047,6750000,8.55,73.1025,1,1,6750000,221000000,6750000,88,2.019977324263039,4.0803083905368664,4,15.725053062848712,15.725053062848712,15.725053062848712
DET,No,6.3,2011,0,1,0,574,329476,153,23409,0.267,0.071289,0,1,3,27,729,25,25,Detroit Tigers,Michigan,13927000,18,324,151,162,145,21025,Delmon Young,1292349,11,205.0,14,0.707,0.49984899999999993,0.932,0.895,0.801025,0.296,0.08761599999999999,0.411,0.168921,LF,0.5432098765432098,74,5476,1292349,5375000,0.012,5375000,8.55,73.1025,1,1,5375000,221000000,5375000,88,2.019977324263039,4.0803083905368664,4,14.071972050686817,15.497269131978001,15.497269131978001
MIL,No,6.6,2012,2014,3,2,562,315844,152,23104,0.271,0.073441,333333,1,3,35,1225,30,28,Milwaukee Brewers,Wisconsin,26034500,30,900,149,162,146,21316,Corey Hart,9000000,1,240.0,4,0.841,0.7072809999999999,0.92,0.901,0.811801,0.334,0.11155600000000002,0.507,0.257049,RF,0.5123456790123457,83,6889,9333333,9000000,0.084,9333333,59.5,3540.25,4,16,8833333,40250000,26500000,83,1.77,3.1329000000000002,0,16.049102743757082,16.012735135300492,16.049102743757082
MIL,No,6.6,2011,2014,3,1,562,315844,152,23104,0.271,0.073441,333333,1,3,35,1225,29,28,Milwaukee Brewers,Wisconsin,17034500,30,900,149,162,146,21316,Corey Hart,7500000,1,240.0,4,0.841,0.7072809999999999,0.92,0.901,0.811801,0.334,0.11155600000000002,0.507,0.257049,RF,0.5123456790123457,83,6889,6833333,6500000,0.074,6833333,59.5,3540.25,4,16,8833333,40250000,26500000,83,1.77,3.1329000000000002,0,15.737323106660037,15.687312734865866,15.737323106660037
PHI,No,5.9,2011,2013,3,1,595,354025,152,23104,0.256,0.065536,0,2,7,29,841,30,29,Philadelphia Phillies,Pennsylvania,16995000,11,121,154,162,151,22801,Shane Victorino,7550000,7,160.0,14,0.704,0.49561599999999995,0.951,0.932,0.8686240000000001,0.321,0.10304100000000001,0.383,0.146689,RF,0.5,55,3025,7550000,7500000,0.044,7550000,37.37,1396.5168999999999,7,49,7333333,57650000,22000000,81,1.11,1.2321000000000002,2,15.837058121225207,15.830413578506539,15.837058121225207
LAD,No,5.9,2012,2013,3,2,595,354025,152,23104,0.256,0.065536,0,5,9,29,841,31,29,Los Angeles Dodgers,California,26495000,11,121,154,162,151,22801,Shane Victorino,3374316,25,160.0,26,0.704,0.49561599999999995,0.951,0.932,0.8686240000000001,0.321,0.10304100000000001,0.383,0.146689,RF,0.5308641975308642,55,3025,3374316,9500000,0.029,9500000,37.37,1396.5168999999999,7,49,7333333,44651311,22000000,86,1.11,1.2321000000000002,6,15.031703195082436,16.06680235657077,16.06680235657077
TEX,No,6.2,2012,2014,2,1,585,342225,152,23104,0.26,0.06760000000000001,250000,2,4,45,2025,32,31,Texas Rangers,Texas,11113340,24,576,159,162,155,24025,Nelson Cruz,5500000,2,230.0,6,0.779,0.6068410000000001,0.982,0.957,0.9158489999999999,0.319,0.101761,0.46,0.2116,DH,0.5740740740740741,90,8100,5250000,5000000,0.038,5250000,37.48,1404.7503999999997,0,0,8000000,19000000,16000000,93,0.81,0.6561000000000001,0,15.473738634567807,15.424948470398375,15.473738634567807
TEX,No,6.2,2011,2014,1,0,585,342225,152,23104,0.26,0.06760000000000001,0,2,4,45,2025,30,30,Texas Rangers,Texas,5613340,24,576,159,162,155,24025,Nelson Cruz,3650000,2,230.0,6,0.779,0.6068410000000001,0.982,0.957,0.9158489999999999,0.319,0.101761,0.46,0.2116,DH,0.5740740740740741,90,8100,3650000,3650000,0.035,3650000,37.48,1404.7503999999997,0,0,3650000,19000000,3650000,93,0.81,0.6561000000000001,0,15.110237725558674,15.110237725558674,15.110237725558674
TB,No,6.3,2012,2016,4,3,560,313600,151,22801,0.27,0.0729,140475,2,4,39,1521,31,28,Tampa Bay Rays,Florida,11260100,20,400,157,162,156,24336,Ben Zobrist,4500000,1,210.0,3,0.848,0.719104,0.969,0.963,0.9273689999999999,0.377,0.142129,0.471,0.22184099999999998,2B,0.5555555555555556,74,5476,4640475,4500000,0.066,4640475,94.43,8917.024900000002,7,49,4500000,15950000,18000000,90,5.78,33.4084,0,15.350327289652572,15.319587954740548,15.350327289652572
TB,No,6.3,2011,2016,4,2,560,313600,151,22801,0.27,0.0729,140475,2,4,39,1521,30,28,Tampa Bay Rays,Florida,6760100,20,400,157,162,156,24336,Ben Zobrist,4500000,1,210.0,3,0.848,0.719104,0.969,0.963,0.9273689999999999,0.377,0.142129,0.471,0.22184099999999998,2B,0.5555555555555556,74,5476,4640475,4500000,0.101,4640475,94.43,8917.024900000002,7,49,4500000,15950000,18000000,90,5.78,33.4084,0,15.350327289652572,15.319587954740548,15.350327289652572
