Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At_bats,At_bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home_runs,Home_runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On_base_plus_slugging,Porcentaje_On_base_plus_slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on_base,Porcentaje_on_base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs_batted_in,Runs_batted_in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
WSH,No,6.3,2011,0,5,0,533,284089,144,20736,0.27,0.0729,1250000,1,6,26,676,18,18,Washington Nationals,Washington DC,3000000,22,484,139,162,133,17689,Bryce Harper,3000000,1,220.0,2,0.817,0.6674889999999999,0.858,0.821,0.6740409999999999,0.34,0.11560000000000002,0.477,0.22752899999999998,RF,0.6049382716049383,59,3481,1750000,500000,0.023,1750000,93.2,8686.24,9,81,1980000,18650000,9900000,98,5.18,26.832399999999996,0,14.375126345899696,13.122363377404328,14.375126345899696
WSH,No,6.3,2012,0,5,1,533,284089,144,20736,0.27,0.0729,1250000,1,6,26,676,19,18,Washington Nationals,Washington DC,4750000,22,484,139,162,133,17689,Bryce Harper,1750000,1,220.0,2,0.817,0.6674889999999999,0.858,0.821,0.6740409999999999,0.34,0.11560000000000002,0.477,0.22752899999999998,RF,0.6049382716049383,59,3481,1750000,500000,0.018,1750000,93.2,8686.24,9,81,1980000,18650000,9900000,98,5.18,26.832399999999996,0,14.375126345899696,13.122363377404328,14.375126345899696
OAK,No,6.241500000000008,2012,2016,4,0,487,237169,142,20164,0.292,0.08526399999999999,0,5,3,25,625,26,26,Oakland Athletics,California,6500000,23,529,129,162,128,16384,Yoenis Cespedes,6500000,15,220.0,24,0.861,0.741321,0.796,0.79,0.6241000000000001,0.356,0.126736,0.505,0.255025,CF,0.5802469135802469,82,6724,6500000,6500000,0.108,6500000,83.3,6938.889999999999,5,25,9000000,15414066,36000000,94,3.97,15.760900000000001,9,15.687312734865866,15.687312734865866,15.687312734865866
TB,No,6.3,2012,2013,1,0,573,328329,141,19881,0.246,0.060516,0,2,4,29,841,27,27,Tampa Bay Rays,Florida,20659000,28,784,146,162,144,20736,Melvin Upton,7000000,1,185.0,3,0.752,0.565504,0.901,0.889,0.790321,0.298,0.088804,0.454,0.20611600000000002,LF,0.5555555555555556,78,6084,7000000,7000000,0.1,7000000,65.28,4261.4784,3,9,7000000,15950000,7000000,90,2.7,7.290000000000001,0,15.761420707019587,15.761420707019587,15.761420707019587
TB,No,6.3,2011,0,1,0,573,328329,141,19881,0.246,0.060516,0,2,4,29,841,26,26,Tampa Bay Rays,Florida,13659000,28,784,146,162,144,20736,Melvin Upton,4825000,1,185.0,3,0.752,0.565504,0.901,0.889,0.790321,0.298,0.088804,0.454,0.20611600000000002,LF,0.5555555555555556,78,6084,4825000,4825000,0.105,4825000,65.28,4261.4784,3,9,4825000,15950000,4825000,90,2.7,7.290000000000001,0,15.389321292755223,15.389321292755223,15.389321292755223
CIN,No,6.3,2012,0,6,2,560,313600,141,19881,0.252,0.063504,41666,2,4,35,1225,25,23,Cincinnati Reds,Ohio,11047500,34,1156,155,162,149,22201,Jay Bruce,5000000,10,230.0,14,0.841,0.7072809999999999,0.957,0.92,0.8464,0.327,0.10692900000000001,0.514,0.264196,RF,0.5987654320987654,99,9801,5041666,5000000,0.056,5041666,68.27,4660.7928999999995,5,25,8500000,5100000,51000000,97,2.21,4.8841,5,15.433247140981656,15.424948470398375,15.433247140981656
CIN,No,6.3,2011,0,6,1,560,313600,141,19881,0.252,0.063504,41666,2,4,35,1225,24,23,Cincinnati Reds,Ohio,6047500,34,1156,155,162,149,22201,Jay Bruce,3000000,10,230.0,14,0.841,0.7072809999999999,0.957,0.92,0.8464,0.327,0.10692900000000001,0.514,0.264196,RF,0.5987654320987654,99,9801,2791666,2750000,0.034,2791666,68.27,4660.7928999999995,5,25,8500000,5100000,51000000,97,2.21,4.8841,5,14.842149108201296,14.827111469642754,14.842149108201296
ATL,No,6.5,2012,0,1,0,540,291600,140,19600,0.259,0.067081,0,1,1,33,1089,22,22,Atlanta Braves,Georgia,1431131,23,529,147,162,145,21025,Freddie Freeman,535000,18,220.0,22,0.796,0.6336160000000001,0.907,0.895,0.801025,0.34,0.11560000000000002,0.456,0.207936,1B,0.5802469135802469,94,8836,535000,535000,0.006,535000,78.47,6157.5409,2,4,535000,1000000,535000,94,2.37,5.6169,3,13.190022025878143,13.190022025878143,13.190022025878143
ATL,No,6.5,2011,0,1,0,540,291600,140,19600,0.259,0.067081,0,1,1,33,1089,21,21,Atlanta Braves,Georgia,896131,23,529,147,162,145,21025,Freddie Freeman,414500,18,220.0,22,0.796,0.6336160000000001,0.907,0.895,0.801025,0.34,0.11560000000000002,0.456,0.207936,1B,0.5802469135802469,94,8836,414500,414500,0.004,414500,78.47,6157.5409,2,4,414000,1000000,414000,94,2.37,5.6169,3,12.934828253557487,12.934828253557487,12.934828253557487
TEX,No,6.4,2012,0,1,0,457,208849,139,19321,0.304,0.092416,0,2,4,29,841,30,30,Texas Rangers,Texas,9175490,15,225,147,162,125,15625,David Murphy,3625000,2,192.0,6,0.859,0.737881,0.907,0.772,0.5959840000000001,0.38,0.1444,0.479,0.22944099999999998,DH,0.5740740740740741,61,3721,3625000,3625000,0.026,3625000,77.92,6071.526400000001,3,9,3625000,19000000,3625000,93,3.54,12.531600000000001,0,15.103364846270912,15.103364846270912,15.103364846270912
TEX,No,6.4,2011,0,1,0,457,208849,139,19321,0.304,0.092416,0,2,4,29,841,29,29,Texas Rangers,Texas,5550490,15,225,147,162,125,15625,David Murphy,2400000,2,192.0,6,0.859,0.737881,0.907,0.772,0.5959840000000001,0.38,0.1444,0.479,0.22944099999999998,DH,0.5740740740740741,61,3721,2400000,2400000,0.023,2400000,77.92,6071.526400000001,3,9,2400000,19000000,2400000,93,3.54,12.531600000000001,0,14.690979295318174,14.690979295318174,14.690979295318174
BAL,No,6.3,2012,0,1,1,515,265225,139,19321,0.27,0.0729,0,1,5,20,400,26,25,Baltimore Orioles,Maryland,1935226,33,1089,139,162,136,18496,Chris Davis,488000,7,245.0,12,0.827,0.6839289999999999,0.858,0.84,0.7055999999999999,0.326,0.10627600000000001,0.501,0.251001,1B,0.5740740740740741,85,7225,488000,488000,0.006,488000,74.39,5533.8721000000005,0,0,488000,6675000,488000,93,1.72,2.9583999999999997,3,13.098070684835283,13.098070684835283,13.098070684835283
BAL,No,6.3,2011,0,1,1,515,265225,139,19321,0.27,0.0729,0,1,5,20,400,25,24,Baltimore Orioles,Maryland,1447226,33,1089,139,162,136,18496,Chris Davis,139430,7,245.0,12,0.827,0.6839289999999999,0.858,0.84,0.7055999999999999,0.326,0.10627600000000001,0.501,0.251001,1B,0.5740740740740741,85,7225,139430,418290,0.002,418290,74.39,5533.8721000000005,0,0,418290,6675000,418290,93,1.72,2.9583999999999997,3,11.845317962189066,12.943930250857177,12.943930250857177
NYY,No,6.1,2012,2014,5,5,596,355216,138,19044,0.232,0.053824000000000004,0,2,9,18,324,31,26,New York Yankees,New York,29905000,43,1849,160,162,153,23409,Curtis Granderson,10025000,40,200.0,50,0.811,0.6577210000000001,0.988,0.944,0.8911359999999999,0.319,0.101761,0.492,0.242064,RF,0.5864197530864198,106,11236,10025000,10000000,0.044,10025000,80.69,6510.8760999999995,4,16,6050000,9100000,30250000,95,3.31,10.956100000000001,27,16.120592531156905,16.11809565095832,16.120592531156905
NYY,No,6.1,2011,2014,5,4,596,355216,138,19044,0.232,0.053824000000000004,0,2,9,18,324,30,26,New York Yankees,New York,19880000,43,1849,160,162,153,23409,Curtis Granderson,8325000,40,200.0,50,0.811,0.6577210000000001,0.988,0.944,0.8911359999999999,0.319,0.101761,0.492,0.242064,RF,0.5864197530864198,106,11236,8325000,8250000,0.039,8325000,80.69,6510.8760999999995,4,16,6050000,9100000,30250000,95,3.31,10.956100000000001,27,15.934773593830782,15.925723758310864,15.934773593830782
CIN,No,6.241500000000008,2012,0,1,0,561,314721,138,19044,0.246,0.060516,0,2,4,33,1089,26,26,Cincinnati Reds,Ohio,1301250,15,225,138,162,131,17161,Zack Cozart,480000,10,205.0,14,0.687,0.4719690000000001,0.852,0.809,0.6544810000000001,0.288,0.08294399999999999,0.399,0.159201,SS,0.5987654320987654,35,1225,480000,480000,0.005,480000,45.31,2052.9961000000003,4,16,480000,5100000,480000,97,2.76,7.617599999999999,5,13.081541382884074,13.081541382884074,13.081541382884074
CIN,No,6.241500000000008,2011,0,1,0,561,314721,138,19044,0.246,0.060516,0,2,4,33,1089,25,25,Cincinnati Reds,Ohio,821250,15,225,138,162,131,17161,Zack Cozart,414000,10,205.0,14,0.687,0.4719690000000001,0.852,0.809,0.6544810000000001,0.288,0.08294399999999999,0.399,0.159201,SS,0.5987654320987654,35,1225,414000,414000,0.005,414000,45.31,2052.9961000000003,4,16,414000,5100000,414000,97,2.76,7.617599999999999,5,12.933621252807452,12.933621252807452,12.933621252807452
HOU,No,6.3,2012,0,1,0,488,238144,137,18769,0.281,0.07896100000000002,0,2,1,28,784,27,27,Houston Astros,Texas,1620516,15,225,136,162,127,16129,Chris Johnson,495000,1,225.0,9,0.777,0.6037290000000001,0.84,0.784,0.6146560000000001,0.326,0.10627600000000001,0.451,0.203401,3B,0.3395061728395062,76,5776,495000,495000,0.009,495000,45.43,2063.8849,5,25,495000,750000,495000,55,0.46,0.2116,0,13.112313041550827,13.112313041550827,13.112313041550827
HOU,No,6.3,2011,0,1,0,488,238144,137,18769,0.281,0.07896100000000002,0,2,1,28,784,26,26,Houston Astros,Texas,1125516,15,225,136,162,127,16129,Chris Johnson,424000,1,225.0,9,0.777,0.6037290000000001,0.84,0.784,0.6146560000000001,0.326,0.10627600000000001,0.451,0.203401,3B,0.3395061728395062,76,5776,424000,424000,0.005,424000,45.43,2063.8849,5,25,424000,750000,424000,55,0.46,0.2116,0,12.957488734214095,12.957488734214095,12.957488734214095
COL,No,6.5,2012,0,1,1,454,206116,136,18496,0.3,0.09,0,1,4,18,324,26,25,Colorado Rockies,Colorado,4105000,13,169,143,162,116,13456,Dexter Fowler,2350000,1,205.0,3,0.863,0.744769,0.883,0.716,0.512656,0.389,0.151321,0.474,0.224676,CF,0.3950617283950617,53,2809,2350000,2350000,0.027,2350000,80.03,6404.8009,11,121,2350000,39900000,2350000,64,2.63,6.916899999999999,0,14.669925886120343,14.669925886120343,14.669925886120343
COL,No,6.5,2011,0,1,1,454,206116,136,18496,0.3,0.09,0,1,4,18,324,25,24,Colorado Rockies,Colorado,1755000,13,169,143,162,116,13456,Dexter Fowler,424000,1,205.0,3,0.863,0.744769,0.883,0.716,0.512656,0.389,0.151321,0.474,0.224676,CF,0.3950617283950617,53,2809,424000,424000,0.005,424000,80.03,6404.8009,11,121,424000,39900000,424000,64,2.63,6.916899999999999,0,12.957488734214095,12.957488734214095,12.957488734214095
KC,No,6.0,2012,0,1,0,563,316969,136,18496,0.242,0.058564,0,2,2,34,1156,23,23,Kansas City Royals,Missouri,4738364,20,400,149,162,147,21609,Mike Moustakas,487250,2,225.0,7,0.708,0.5012639999999999,0.92,0.907,0.8226490000000001,0.296,0.08761599999999999,0.412,0.16974399999999998,3B,0.4444444444444444,73,5329,487250,487250,0.007,487250,57.47,3302.8008999999997,1,1,487250,5000000,487250,72,3.1,9.610000000000001,1,13.096532617369807,13.096532617369807,13.096532617369807
KC,No,6.0,2011,0,1,0,563,316969,136,18496,0.242,0.058564,0,2,2,34,1156,22,22,Kansas City Royals,Missouri,4251114,20,400,149,162,147,21609,Mike Moustakas,251114,2,225.0,7,0.708,0.5012639999999999,0.92,0.907,0.8226490000000001,0.296,0.08761599999999999,0.412,0.16974399999999998,3B,0.4444444444444444,73,5329,251115,414000,0.005,414000,57.47,3302.8008999999997,1,1,414000,5000000,414000,72,3.1,9.610000000000001,1,12.433666280517995,12.933621252807452,12.933621252807452
MIN,Si,6.241500000000008,2012,2015,3,1,519,269361,135,18225,0.26,0.06760000000000001,0,1,4,30,900,33,32,Minnesota Twins,Minnesota,21978000,35,1225,145,162,143,20449,Josh Willingham,7000000,6,215.16189000774594,14,0.89,0.7921,0.895,0.883,0.779689,0.366,0.133956,0.524,0.27457600000000004,LF,0.4074074074074074,110,12100,7000000,7000000,0.064,7000000,89.09,7937.0281,1,1,7000000,32750000,21000000,66,3.32,11.0224,3,15.761420707019587,15.761420707019587,15.761420707019587
OAK,Si,6.241500000000008,2011,2012,1,1,519,269361,135,18225,0.26,0.06760000000000001,0,5,3,30,900,32,31,Oakland Athletics,California,14978000,35,1225,145,162,143,20449,Josh Willingham,6000000,15,215.16189000774594,24,0.89,0.7921,0.895,0.883,0.779689,0.366,0.133956,0.524,0.27457600000000004,LF,0.5802469135802469,110,12100,6000000,6000000,0.079,6000000,89.09,7937.0281,1,1,6000000,15414066,6000000,94,3.32,11.0224,9,15.60727002719233,15.60727002719233,15.60727002719233
MIN,No,6.4,2012,2014,6,5,505,255025,135,18225,0.267,0.071289,1000000,1,4,26,676,31,26,Minnesota Twins,Minnesota,71595000,19,361,134,162,133,17689,Justin Morneau,14000000,6,220.0,14,0.773,0.597529,0.827,0.821,0.6740409999999999,0.333,0.11088900000000002,0.44,0.1936,1B,0.4074074074074074,77,5929,15000000,14000000,0.138,15000000,23.93,572.6449,2,4,13333333,32750000,80000000,66,1.22,1.4884,3,16.523560759066484,16.454567887579532,16.523560759066484
MIN,No,6.4,2011,2014,6,4,505,255025,135,18225,0.267,0.071289,1000000,1,4,26,676,30,26,Minnesota Twins,Minnesota,57595000,19,361,134,162,133,17689,Justin Morneau,14000000,6,220.0,14,0.773,0.597529,0.827,0.821,0.6740409999999999,0.333,0.11088900000000002,0.44,0.1936,1B,0.4074074074074074,77,5929,15000000,14000000,0.132,15000000,23.93,572.6449,2,4,13333333,32750000,80000000,66,1.22,1.4884,3,16.523560759066484,16.454567887579532,16.523560759066484
NYY,No,6.3,2011,0,1,0,515,265225,134,17956,0.26,0.06760000000000001,0,2,9,20,400,21,21,New York Yankees,New York,2014000,15,225,135,162,132,17424,Jesus Montero,414000,40,235.0,50,0.685,0.46922500000000006,0.833,0.815,0.664225,0.298,0.088804,0.386,0.14899600000000002,C,0.5864197530864198,62,3844,414000,414000,0.002,414000,19.88,395.21439999999996,0,0,414000,9100000,414000,95,2.019977324263039,4.0803083905368664,27,12.933621252807452,12.933621252807452,12.933621252807452
CHW,No,6.3,2012,0,2,1,479,229441,133,17689,0.278,0.07728400000000002,0,2,1,18,324,35,34,Chicago White Sox,Illinois,42925000,27,729,135,162,126,15876,A.J. Pierzynski,6000000,6,250.0,9,0.827,0.6839289999999999,0.833,0.778,0.605284,0.326,0.10627600000000001,0.501,0.251001,C,0.5246913580246914,77,5929,6000000,6000000,0.055,6000000,69.94,4891.6035999999995,4,16,4000000,900000,8000000,85,3.26,10.6276,3,15.60727002719233,15.60727002719233,15.60727002719233
CHW,No,6.3,2011,0,2,0,479,229441,133,17689,0.278,0.07728400000000002,0,2,1,18,324,34,34,Chicago White Sox,Illinois,36925000,27,729,135,162,126,15876,A.J. Pierzynski,2000000,6,250.0,9,0.827,0.6839289999999999,0.833,0.778,0.605284,0.326,0.10627600000000001,0.501,0.251001,C,0.5246913580246914,77,5929,2000000,2000000,0.016,2000000,69.94,4891.6035999999995,4,16,4000000,900000,8000000,85,3.26,10.6276,3,14.508657738524219,14.508657738524219,14.508657738524219
MIN,No,6.1,2012,2013,1,1,484,234256,133,17689,0.275,0.07562500000000001,0,1,4,34,1156,31,30,Minnesota Twins,Minnesota,16551000,18,324,134,162,126,15876,Ryan Doumit,3000000,6,220.0,14,0.781,0.6099610000000001,0.827,0.778,0.605284,0.32,0.1024,0.461,0.21252100000000002,C,0.4074074074074074,75,5625,3000000,3000000,0.028,3000000,45.59,2078.4481000000005,1,1,3000000,32750000,3000000,66,1.27,1.6129,3,14.914122846632385,14.914122846632385,14.914122846632385
PIT,No,6.1,2011,2014,3,3,484,234256,133,17689,0.275,0.07562500000000001,100000,2,3,34,1156,30,27,Pittsburgh Pirates,Pennsylvania,13051000,18,324,134,162,126,15876,Ryan Doumit,5200000,9,220.0,14,0.781,0.6099610000000001,0.827,0.778,0.605284,0.32,0.1024,0.461,0.21252100000000002,C,0.4876543209876543,75,5625,5200000,5100000,0.108,5200000,45.59,2078.4481000000005,1,1,3833333,14500000,11500000,79,1.27,1.6129,5,15.464169183551656,15.444751097694555,15.464169183551656
KC,No,6.4,2012,2014,2,1,561,314721,132,17424,0.235,0.055224999999999996,0,2,2,26,676,28,27,Kansas City Royals,Missouri,21097000,16,256,148,162,146,21316,Jeff Francoeur,6750000,2,220.0,7,0.665,0.44222500000000003,0.914,0.901,0.811801,0.287,0.08236899999999998,0.378,0.142884,LF,0.4444444444444444,49,2401,6750000,6750000,0.096,6750000,3.75,14.0625,3,9,6750000,5000000,13500000,72,2.019977324263039,4.0803083905368664,1,15.725053062848712,15.725053062848712,15.725053062848712
KC,No,6.4,2011,2013,1,1,561,314721,132,17424,0.235,0.055224999999999996,0,2,2,26,676,27,26,Kansas City Royals,Missouri,14347000,16,256,148,162,146,21316,Jeff Francoeur,2500000,2,220.0,7,0.665,0.44222500000000003,0.914,0.901,0.811801,0.287,0.08236899999999998,0.378,0.142884,LF,0.4444444444444444,49,2401,2500000,2500000,0.048,2500000,3.75,14.0625,3,9,2500000,5000000,2500000,72,2.019977324263039,4.0803083905368664,1,14.73180128983843,14.73180128983843,14.73180128983843
LAA,No,6.1,2012,0,1,1,484,234256,132,17424,0.273,0.07452900000000001,0,5,4,26,676,29,28,Los Angeles Angels,California,11816000,22,484,134,162,120,14400,Kendrys Morales,2975000,1,225.0,10,0.787,0.6193690000000001,0.827,0.741,0.549081,0.32,0.1024,0.467,0.21808900000000003,DH,0.5493827160493827,73,5329,2975000,2975000,0.019,2975000,53.26,2836.6276,1,1,2975000,321150000,2975000,89,2.07,4.2848999999999995,1,14.905754596961867,14.905754596961867,14.905754596961867
LAA,No,6.1,2011,0,1,1,484,234256,132,17424,0.273,0.07452900000000001,0,5,4,26,676,28,27,Los Angeles Angels,California,8841000,22,484,134,162,120,14400,Kendrys Morales,2975000,1,225.0,10,0.787,0.6193690000000001,0.827,0.741,0.549081,0.32,0.1024,0.467,0.21808900000000003,DH,0.5493827160493827,73,5329,2975000,2975000,0.02,2975000,53.26,2836.6276,1,1,2975000,321150000,2975000,89,2.07,4.2848999999999995,1,14.905754596961867,14.905754596961867,14.905754596961867
PIT,No,6.241500000000008,2012,0,1,0,472,222784,132,17424,0.28,0.07840000000000001,0,2,3,27,729,26,26,Pittsburgh Pirates,Pennsylvania,3287000,14,196,129,162,125,15625,Neil Walker,500000,9,210.0,14,0.768,0.589824,0.796,0.772,0.5959840000000001,0.342,0.11696400000000001,0.426,0.181476,2B,0.4876543209876543,69,4761,500000,500000,0.008,500000,67.47,4552.2009,0,0,500000,14500000,500000,79,2.55,6.5024999999999995,5,13.122363377404328,13.122363377404328,13.122363377404328
PIT,No,6.241500000000008,2011,0,1,0,472,222784,132,17424,0.28,0.07840000000000001,0,2,3,27,729,25,25,Pittsburgh Pirates,Pennsylvania,2787000,14,196,129,162,125,15625,Neil Walker,437000,9,210.0,14,0.768,0.589824,0.796,0.772,0.5959840000000001,0.342,0.11696400000000001,0.426,0.181476,2B,0.4876543209876543,69,4761,437000,437000,0.009,437000,67.47,4552.2009,0,0,437000,14500000,437000,79,2.55,6.5024999999999995,5,12.987688474077727,12.987688474077727,12.987688474077727
BAL,No,6.241500000000008,2012,0,1,1,526,276676,131,17161,0.249,0.062001,0,1,5,27,729,26,25,Baltimore Orioles,Maryland,1634217,23,529,144,162,141,19881,Matt Wieters,500000,7,235.0,12,0.764,0.583696,0.889,0.87,0.7569,0.329,0.108241,0.435,0.189225,C,0.5740740740740741,83,6889,500000,500000,0.006,500000,78.49,6160.6801,1,1,500000,6675000,500000,93,4.06,16.483599999999996,3,13.122363377404328,13.122363377404328,13.122363377404328
BAL,No,6.241500000000008,2011,0,1,1,526,276676,131,17161,0.249,0.062001,0,1,5,27,729,25,24,Baltimore Orioles,Maryland,1134217,23,529,144,162,141,19881,Matt Wieters,452250,7,235.0,12,0.764,0.583696,0.889,0.87,0.7569,0.329,0.108241,0.435,0.189225,C,0.5740740740740741,83,6889,452250,452250,0.005,452250,78.49,6160.6801,1,1,452250,6675000,452250,93,4.06,16.483599999999996,3,13.021990403257542,13.021990403257542,13.021990403257542
MIA,No,6.6,2012,0,1,0,449,201601,130,16900,0.29,0.0841,0,2,6,30,900,22,22,Miami Marlins,Florida,1628948,37,1369,123,162,117,13689,Giancarlo Stanton,480000,2,245.0,2,0.969,0.9389609999999999,0.759,0.722,0.521284,0.361,0.130321,0.608,0.369664,RF,0.4259259259259259,86,7396,480000,480000,0.005,480000,99.33,9866.4489,1,1,480000,203300000,480000,69,5.35,28.622499999999995,2,13.081541382884074,13.081541382884074,13.081541382884074
PIT,No,6.4,2012,0,1,1,475,225625,130,16900,0.274,0.07507600000000002,0,2,3,28,784,31,30,Pittsburgh Pirates,Pennsylvania,4290500,27,729,145,162,127,16129,Garrett Jones,2250000,9,233.0,14,0.832,0.692224,0.895,0.784,0.6146560000000001,0.317,0.10048900000000001,0.516,0.266256,RF,0.4876543209876543,86,7396,2250000,2250000,0.037,2250000,60.78,3694.2084,3,9,2250000,14500000,2250000,79,1.49,2.2201,5,14.626440774180603,14.626440774180603,14.626440774180603
PIT,No,6.4,2011,0,1,1,475,225625,130,16900,0.274,0.07507600000000002,0,2,3,28,784,30,29,Pittsburgh Pirates,Pennsylvania,2040500,27,729,145,162,127,16129,Garrett Jones,455500,9,233.0,14,0.832,0.692224,0.895,0.784,0.6146560000000001,0.317,0.10048900000000001,0.516,0.266256,RF,0.4876543209876543,86,7396,455500,455500,0.009,455500,60.78,3694.2084,3,9,455500,14500000,455500,79,1.49,2.2201,5,13.02915099568215,13.02915099568215,13.02915099568215
MIN,No,6.241500000000008,2011,2012,3,3,506,256036,128,16384,0.253,0.064009,0,1,4,30,900,29,26,Minnesota Twins,Minnesota,14430500,30,900,141,162,130,16900,Jason Kubel,5250000,6,215.16189000774594,14,0.833,0.693889,0.87,0.803,0.6448090000000001,0.328,0.10758400000000001,0.506,0.256036,LF,0.4074074074074074,90,8100,5250000,5250000,0.046,5250000,54.94,3018.4035999999996,4,16,4033333,32750000,12100000,66,1.29,1.6641000000000001,3,15.473738634567807,15.473738634567807,15.473738634567807
ARI,No,6.241500000000008,2012,2014,2,1,506,256036,128,16384,0.253,0.064009,0,1,4,30,900,30,29,Arizona Diamondbacks,Arizona,21930500,30,900,141,162,130,16900,Jason Kubel,7500000,1,215.16189000774594,5,0.833,0.693889,0.87,0.803,0.6448090000000001,0.328,0.10758400000000001,0.506,0.256036,LF,0.5,90,8100,7500000,7500000,0.091,7500000,54.94,3018.4035999999996,4,16,8000000,17750000,16000000,81,1.29,1.6641000000000001,1,15.830413578506539,15.830413578506539,15.830413578506539
PIT,No,6.3,2012,2015,4,4,525,275625,128,16384,0.244,0.059536,1500000,2,3,25,625,25,21,Pittsburgh Pirates,Pennsylvania,8150000,30,900,149,162,144,20736,Pedro Alvarez,700000,9,235.0,14,0.784,0.6146560000000001,0.92,0.889,0.790321,0.317,0.10048900000000001,0.467,0.21808900000000003,1B,0.4876543209876543,85,7225,2200000,700000,0.036,2200000,66.48,4419.590400000001,1,1,1588750,14500000,6355000,79,2.6,6.760000000000001,5,14.603967918328545,13.458835614025542,14.603967918328545
PIT,No,6.3,2011,2015,4,3,525,275625,128,16384,0.244,0.059536,1500000,2,3,25,625,24,21,Pittsburgh Pirates,Pennsylvania,7450000,30,900,149,162,144,20736,Pedro Alvarez,550000,9,235.0,14,0.784,0.6146560000000001,0.92,0.889,0.790321,0.317,0.10048900000000001,0.467,0.21808900000000003,1B,0.4876543209876543,85,7225,2050000,550000,0.042,2050000,66.48,4419.590400000001,1,1,1588750,14500000,6355000,79,2.6,6.760000000000001,5,14.53335035111459,13.217673557208654,14.53335035111459
DET,No,6.2,2012,2014,2,2,531,281961,127,16129,0.239,0.057121,0,1,3,32,1024,30,28,Detroit Tigers,Michigan,24116700,13,169,150,162,145,21025,Jhonny Peralta,5500000,11,229.0,14,0.689,0.47472099999999995,0.926,0.895,0.801025,0.305,0.093025,0.384,0.147456,3B,0.5432098765432098,63,3969,5500000,5500000,0.038,5500000,18.5,342.25,3,9,5625000,221000000,11250000,88,1.11,1.2321000000000002,4,15.520258650202699,15.520258650202699,15.520258650202699
DET,No,6.2,2011,2014,2,1,531,281961,127,16129,0.239,0.057121,0,1,3,32,1024,29,28,Detroit Tigers,Michigan,18616700,13,169,150,162,145,21025,Jhonny Peralta,5300000,11,229.0,14,0.689,0.47472099999999995,0.926,0.895,0.801025,0.305,0.093025,0.384,0.147456,3B,0.5432098765432098,63,3969,5250000,5250000,0.047,5250000,18.5,342.25,3,9,5625000,221000000,11250000,88,1.11,1.2321000000000002,4,15.473738634567807,15.473738634567807,15.473738634567807
CIN,No,6.2,2012,2014,3,1,374,139876,126,15876,0.337,0.11356900000000002,2000000,2,4,44,1936,28,27,Cincinnati Reds,Ohio,23158579,14,196,111,162,109,11881,Joey Votto,9550000,10,220.0,14,1.041,1.083681,0.685,0.673,0.4529290000000001,0.474,0.224676,0.567,0.32148899999999997,1B,0.5987654320987654,56,3136,11550000,9500000,0.129,11550000,99.09,9818.8281,0,0,12666667,5100000,38000000,97,5.9,34.81,5,16.26219599493208,16.06680235657077,16.26219599493208
CIN,No,6.2,2011,2014,3,0,374,139876,126,15876,0.337,0.11356900000000002,2000000,2,4,44,1936,27,27,Cincinnati Reds,Ohio,13608579,14,196,111,162,109,11881,Joey Votto,11600000,10,220.0,14,1.041,1.083681,0.685,0.673,0.4529290000000001,0.474,0.224676,0.567,0.32148899999999997,1B,0.5987654320987654,56,3136,7600000,5500000,0.093,7600000,99.09,9818.8281,0,0,12666667,5100000,38000000,97,5.9,34.81,5,15.84365880525656,15.520258650202699,15.84365880525656
NYY,No,6.241500000000008,2011,2018,10,4,463,214369,126,15876,0.272,0.07398400000000001,1000000,2,9,17,289,36,32,New York Yankees,New York,287290700,18,324,122,162,119,14161,Alex Rodriguez,32000000,40,230.0,50,0.783,0.613089,0.753,0.735,0.540225,0.354,0.12531599999999998,0.43,0.18489999999999998,DH,0.5864197530864198,57,3249,32000000,31000000,0.151,32000000,11.61,134.79209999999998,1,1,27500000,9100000,275000000,95,2.23,4.9729,27,17.281246460764002,17.24949776244942,17.281246460764002
NYY,No,6.241500000000008,2012,2018,10,5,463,214369,126,15876,0.272,0.07398400000000001,1000000,2,9,17,289,37,32,New York Yankees,New York,321290700,18,324,122,162,119,14161,Alex Rodriguez,30000000,40,230.0,50,0.783,0.613089,0.753,0.735,0.540225,0.354,0.12531599999999998,0.43,0.18489999999999998,DH,0.5864197530864198,57,3249,30000000,29000000,0.132,30000000,11.61,134.79209999999998,1,1,27500000,9100000,275000000,95,2.23,4.9729,27,17.216707939626428,17.182806387950748,17.216707939626428
